area_id,area_name,b19113c001,b19113c001_moe
1.1,Arbor Heights,19671,171470
1.2,Fauntleroy/Seaview,165938,77857
1.3,West Seattle Junction/Genesee Hill,71333,31236
3.4,South Beacon Hill/NewHolly,78403,111846
6.1,First Hill,89172,31824
8.1,Northgate/Maple Leaf,37917,49541
8.3,Cedar Park/Meadowbrook,95625,51077
9.3,Greenwood/Phinney Ridge,101332,60722
9.5,Haller Lake,19625,136088
12.3,Queen Anne,230379,148734
