area_id,area_name,b99258001,b99258001_moe,b99258002,b99258002_moe,b99258003,b99258003_moe
1.1,Arbor Heights,2767,-1,53,-1,2714,-1
1.2,Fauntleroy/Seaview,6833,-1,130,-1,6703,-1
1.3,West Seattle Junction/Genesee Hill,8945,-1,144,-1,8801,-1
1.4,Alki/Admiral,6160,-1,100,-1,6060,-1
2.1,North Delridge,2597,-1,56,-1,2541,-1
2.2,High Point,2942,-1,61,-1,2881,-1
2.3,Riverview,1774,-1,34,-1,1740,-1
2.4,Roxhill/Westwood,5799,-1,117,-1,5682,-1
2.5,Highland Park,2946,-1,103,-1,2843,-1
3.1,South Park,1403,-1,15,-1,1388,-1
3.2,Georgetown,695,-1,12,-1,683,-1
3.3,Duwamish/SODO,1043,-1,31,-1,1012,-1
3.4,South Beacon Hill/NewHolly,4756,-1,153,-1,4603,-1
3.5,Beacon Hill,3131,-1,142,-1,2989,-1
3.6,North Beacon Hill/Jefferson Park,6156,-1,135,-1,6021,-1
4.1,Rainier Beach,5771,-1,111,-1,5660,-1
4.2,Columbia City,7188,-1,78,-1,7110,-1
4.3,Seward Park,3626,-1,30,-1,3596,-1
4.4,Mt. Baker/North Rainier,2598,-1,24,-1,2574,-1
5.1,Madrona/Leschi,4582,-1,98,-1,4484,-1
5.2,Judkins Park,1652,-1,65,-1,1587,-1
5.3,Central Area/Squire Park,8757,-1,191,-1,8566,-1
6.1,First Hill,8450,-1,371,-1,8079,-1
6.2,Capitol Hill,14605,-1,317,-1,14288,-1
6.3,North Capitol Hill,2489,-1,14,-1,2475,-1
6.4,Miller Park,3284,-1,75,-1,3209,-1
6.5,Madison Park,2878,-1,31,-1,2847,-1
7.1,Montlake/Portage Bay,4685,-1,38,-1,4647,-1
7.2,University District,5559,-1,151,-1,5408,-1
7.3,Ravenna/Bryant,10579,-1,92,-1,10487,-1
7.4,Wedgwood/View Ridge,6494,-1,97,-1,6397,-1
7.5,Laurelhurst/Sand Point,4642,-1,66,-1,4576,-1
8.1,Northgate/Maple Leaf,7425,-1,143,-1,7282,-1
8.2,Olympic Hills/Victory Heights,7198,-1,72,-1,7126,-1
8.3,Cedar Park/Meadowbrook,6198,-1,142,-1,6056,-1
9.1,Broadview/Bitter Lake,7396,-1,121,-1,7275,-1
9.2,Licton Springs,4530,-1,79,-1,4451,-1
9.3,Greenwood/Phinney Ridge,11731,-1,238,-1,11493,-1
9.4,Green Lake,7049,-1,189,-1,6860,-1
9.5,Haller Lake,4730,-1,121,-1,4609,-1
10.1,North Beach/Blue Ridge,5224,-1,68,-1,5156,-1
10.2,Whittier Heights,5744,-1,40,-1,5704,-1
10.3,Sunset Hill/Loyal Heights,6862,-1,79,-1,6783,-1
10.4,Ballard,4471,-1,44,-1,4427,-1
11.1,Fremont,8882,-1,54,-1,8828,-1
11.2,Wallingford,7815,-1,190,-1,7625,-1
11.3,Cascade/Eastlake,10152,-1,182,-1,9970,-1
12.1,Magnolia,5797,-1,119,-1,5678,-1
12.2,Interbay,5511,-1,136,-1,5375,-1
12.3,Queen Anne,20952,-1,523,-1,20429,-1
13.1,Belltown,6867,-1,243,-1,6624,-1
13.2,Downtown Commercial Core,3053,-1,55,-1,2998,-1
13.3,Pioneer Square/International District,3321,-1,194,-1,3127,-1
