area_id,area_name,b17026001,b17026001_moe,b17026002,b17026002_moe,b17026003,b17026003_moe,b17026004,b17026004_moe,b17026005,b17026005_moe,b17026006,b17026006_moe,b17026007,b17026007_moe,b17026008,b17026008_moe,b17026009,b17026009_moe,b17026010,b17026010_moe,b17026011,b17026011_moe,b17026012,b17026012_moe,b17026013,b17026013_moe
1.1,Arbor Heights,1585,134,0,17,0,17,0,17,10,20,62,50,18,23,35,41,22,26,111,54,205,76,243,72,879,133
1.2,Fauntleroy/Seaview,3390,270,42,40,24,37,0,24,20,26,56,55,28,33,43,36,43,40,321,117,181,103,299,94,2333,257
1.3,West Seattle Junction/Genesee Hill,4165,272,76,75,45,46,28,41,14,31,17,35,85,58,72,86,42,48,458,153,405,125,407,128,2516,242
1.4,Alki/Admiral,2475,222,30,34,16,31,41,46,0,24,46,55,60,79,0,24,0,24,211,112,238,92,260,99,1573,197
2.1,North Delridge,979,163,15,24,0,12,17,26,13,22,13,22,54,81,0,12,14,23,88,78,154,111,186,107,425,124
2.2,High Point,1514,206,209,139,131,71,54,51,123,113,50,50,38,48,25,41,0,17,222,107,100,53,129,89,433,100
2.3,Riverview,1096,109,0,12,52,54,29,46,35,38,57,53,19,25,0,12,9,14,128,71,147,52,161,69,459,107
2.4,Roxhill/Westwood,2961,229,60,51,119,86,175,105,23,28,186,107,96,77,0,21,55,46,533,159,386,101,439,144,889,169
2.5,Highland Park,1348,186,17,30,0,21,14,26,23,30,93,89,70,61,16,28,86,62,198,99,145,78,214,122,472,129
3.1,South Park,823,106,75,67,19,30,50,60,59,39,27,27,51,50,6,17,47,36,295,115,68,53,41,35,85,46
3.2,Georgetown,190,74,0,12,0,12,0,12,0,12,0,12,9,12,0,12,0,12,93,52,15,19,10,17,63,41
3.3,Duwamish/SODO,317,99,0,12,6,10,7,11,0,12,0,12,0,12,0,12,0,12,124,100,56,34,21,29,103,45
3.4,South Beacon Hill/NewHolly,3415,239,246,127,209,119,229,116,171,86,259,108,123,60,32,34,69,55,809,174,467,139,234,90,567,151
3.5,Beacon Hill,1954,193,24,33,30,40,0,17,45,39,74,54,126,74,15,26,61,59,364,124,330,95,253,105,632,209
3.6,North Beacon Hill/Jefferson Park,3324,252,103,73,91,75,141,91,231,161,145,110,177,113,46,75,25,34,539,175,623,167,249,117,954,182
4.1,Rainier Beach,3431,277,245,125,140,99,85,74,380,167,188,133,53,45,10,27,132,73,570,219,453,150,403,144,772,184
4.2,Columbia City,3753,316,217,115,157,134,125,67,218,139,201,109,63,50,88,60,155,92,398,118,490,169,367,121,1274,225
4.3,Seward Park,2162,160,66,60,47,60,30,37,86,65,30,28,25,24,20,25,18,21,290,102,379,119,239,96,932,153
4.4,Mt. Baker/North Rainier,1352,153,29,33,75,53,0,17,0,17,13,22,43,59,15,25,31,33,116,80,118,67,97,91,815,135
5.1,Madrona/Leschi,2490,254,54,44,74,76,80,106,38,48,21,25,0,21,27,35,178,151,181,71,142,109,237,115,1458,196
5.2,Judkins Park,450,101,9,14,11,16,39,34,0,12,32,34,16,17,26,42,0,12,128,57,39,32,60,53,90,45
5.3,Central Area/Squire Park,2887,243,128,92,56,59,14,29,69,56,70,69,43,39,45,52,53,46,361,137,337,117,291,108,1420,207
6.1,First Hill,1417,199,125,50,83,72,105,54,47,53,21,33,41,36,32,39,0,24,157,77,113,68,46,48,647,146
6.2,Capitol Hill,2188,369,41,55,28,40,93,104,33,42,146,156,98,80,28,54,11,32,241,142,232,133,243,110,994,298
6.3,North Capitol Hill,727,127,0,12,16,25,0,12,0,12,0,12,30,34,0,12,0,12,14,23,23,26,82,55,562,112
6.4,Miller Park,1365,136,11,21,0,17,11,20,38,32,8,18,5,14,59,55,8,17,62,38,148,77,84,49,931,120
6.5,Madison Park,1217,182,18,27,0,17,0,17,13,21,0,17,0,17,0,17,0,17,72,65,74,50,100,50,940,188
7.1,Montlake/Portage Bay,2107,213,8,21,25,42,13,24,17,29,12,24,21,29,31,29,57,72,80,57,165,96,193,74,1485,167
7.2,University District,1138,181,83,80,48,45,31,43,0,29,17,35,25,35,0,29,86,95,91,64,100,66,140,81,517,91
7.3,Ravenna/Bryant,4872,251,71,55,39,43,65,47,39,43,80,60,85,58,13,35,17,39,369,102,322,101,494,117,3278,256
7.4,Wedgwood/View Ridge,3927,197,53,37,8,27,11,29,46,45,0,27,44,37,11,28,74,70,354,108,417,112,432,124,2477,208
7.5,Laurelhurst/Sand Point,2695,190,102,69,43,40,0,21,7,20,74,75,39,39,18,30,40,39,45,46,208,97,225,97,1894,185
8.1,Northgate/Maple Leaf,2868,271,74,47,25,33,94,72,117,91,163,80,104,73,0,24,67,91,403,142,315,140,192,76,1314,178
8.2,Olympic Hills/Victory Heights,3632,274,151,83,66,52,122,90,127,68,42,44,85,58,25,37,63,74,517,159,586,154,442,145,1406,209
8.3,Cedar Park/Meadowbrook,2665,229,95,67,47,39,81,79,52,40,66,68,66,69,12,30,41,53,320,127,235,85,323,88,1327,162
9.1,Broadview/Bitter Lake,2993,252,91,93,23,35,80,53,0,27,61,85,77,87,0,27,23,31,338,119,445,136,326,112,1529,204
9.2,Licton Springs,1744,248,52,61,0,17,86,53,60,69,47,52,55,52,0,17,13,24,268,141,216,118,143,80,804,187
9.3,Greenwood/Phinney Ridge,5397,306,0,29,121,79,78,65,58,45,126,67,90,59,85,92,94,63,558,148,583,164,543,144,3061,286
9.4,Green Lake,2937,232,56,64,18,29,26,44,21,34,12,25,30,42,15,31,19,33,288,124,205,83,308,127,1939,222
9.5,Haller Lake,2381,228,57,63,51,41,21,35,10,23,60,44,72,73,49,46,68,46,311,135,449,144,128,52,1105,181
10.1,North Beach/Blue Ridge,3159,193,21,26,41,37,0,21,132,106,46,54,40,38,0,21,50,58,241,109,261,100,483,138,1844,161
10.2,Whittier Heights,2878,246,67,64,0,24,17,29,17,34,23,28,29,33,0,24,15,29,324,146,320,109,458,160,1608,230
10.3,Sunset Hill/Loyal Heights,3269,202,88,59,18,34,0,24,43,40,9,23,0,24,0,24,28,33,207,100,525,152,500,144,1851,211
10.4,Ballard,1233,229,0,17,17,27,19,32,37,47,15,25,15,23,11,19,15,24,137,100,145,84,232,129,590,227
11.1,Fremont,2776,260,32,34,0,24,44,43,31,40,0,24,7,24,16,33,7,24,326,120,342,142,302,113,1669,229
11.2,Wallingford,2475,231,67,70,17,33,47,65,94,59,35,41,21,32,35,38,13,29,273,100,147,67,96,57,1630,173
11.3,Cascade/Eastlake,1426,294,101,130,14,28,64,62,29,38,40,59,23,33,0,21,0,21,219,167,109,93,138,96,689,164
12.1,Magnolia,3302,225,43,55,0,24,0,24,0,24,40,45,0,24,28,32,84,72,136,86,174,84,312,129,2485,238
