area_id,area_name,b25009001,b25009001_moe,b25009002,b25009002_moe,b25009003,b25009003_moe,b25009004,b25009004_moe,b25009005,b25009005_moe,b25009006,b25009006_moe,b25009007,b25009007_moe,b25009008,b25009008_moe,b25009009,b25009009_moe,b25009010,b25009010_moe,b25009011,b25009011_moe,b25009012,b25009012_moe,b25009013,b25009013_moe,b25009014,b25009014_moe,b25009015,b25009015_moe,b25009016,b25009016_moe,b25009017,b25009017_moe
1.1,Arbor Heights,2639,96,2173,132,581,109,862,114,259,74,389,87,58,47,10,19,14,22,466,107,114,61,216,91,52,45,75,48,9,18,0,17,0,17
1.2,Fauntleroy/Seaview,6410,211,4581,249,1238,207,1874,238,691,169,600,159,129,85,29,32,20,35,1829,241,990,191,562,167,227,114,19,35,31,35,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,8391,238,4963,275,1308,229,1920,242,823,164,647,146,239,87,26,31,0,29,3428,333,1884,277,945,186,460,179,83,56,25,36,22,40,9,33
1.4,Alki/Admiral,5786,190,3091,242,1095,201,1136,172,329,109,346,104,93,57,92,101,0,24,2695,240,1555,208,802,195,274,122,53,46,11,25,0,24,0,24
2.1,North Delridge,2387,100,1294,174,430,120,578,166,143,71,25,40,90,53,28,42,0,12,1093,168,504,173,406,143,103,80,67,83,13,22,0,12,0,12
2.2,High Point,2731,199,1098,171,317,144,461,110,191,103,89,58,24,34,16,30,0,17,1633,227,558,163,456,195,294,129,148,88,101,70,24,34,52,65
2.3,Riverview,1680,73,1161,125,286,94,331,91,261,91,168,60,44,34,7,13,64,41,519,122,90,55,124,66,252,115,42,39,11,16,0,12,0,12
2.4,Roxhill/Westwood,5489,176,2881,214,960,148,968,166,390,121,391,114,101,59,56,48,15,28,2608,233,965,184,951,220,257,116,210,91,151,105,74,74,0,21
2.5,Highland Park,2563,202,1290,156,374,113,390,124,255,94,89,56,105,57,51,54,26,39,1273,220,621,170,430,149,153,120,17,30,12,25,0,21,40,36
3.1,South Park,1323,80,610,110,173,76,113,49,100,55,141,63,28,28,43,42,12,21,713,122,192,96,111,60,151,85,35,32,120,85,73,71,31,47
