area_id,area_name,b13002d001,b13002d001_moe,b13002d002,b13002d002_moe,b13002d003,b13002d003_moe,b13002d004,b13002d004_moe,b13002d005,b13002d005_moe,b13002d006,b13002d006_moe,b13002d007,b13002d007_moe
1.1,Arbor Heights,159,81,0,17,0,17,0,17,159,81,53,41,106,77
1.2,Fauntleroy/Seaview,297,109,0,24,0,24,0,24,297,109,93,60,204,102
1.3,West Seattle Junction/Genesee Hill,327,123,32,39,32,39,0,29,295,121,128,78,167,91
1.4,Alki/Admiral,234,90,39,48,16,31,23,41,195,82,95,64,100,57
2.1,North Delridge,179,105,14,23,0,12,14,23,165,101,67,57,98,73
2.2,High Point,458,183,0,17,0,17,0,17,458,183,151,74,307,176
2.3,Riverview,214,64,5,10,5,10,0,12,209,64,92,50,117,62
2.4,Roxhill/Westwood,463,139,31,33,19,27,12,25,432,136,272,95,160,105
2.5,Highland Park,315,115,68,67,51,58,17,34,247,103,127,73,120,87
3.1,South Park,214,61,4,14,4,14,0,17,210,61,99,41,111,59
3.2,Georgetown,56,53,0,12,0,12,0,12,56,53,28,20,28,35
3.3,Duwamish/SODO,130,63,7,13,2,8,5,10,123,61,34,32,89,51
3.4,South Beacon Hill/NewHolly,1819,373,51,62,51,62,0,24,1768,380,818,157,950,366
3.5,Beacon Hill,1476,311,64,79,56,79,8,18,1412,300,726,174,686,253
3.6,North Beacon Hill/Jefferson Park,1114,234,80,71,43,42,37,61,1034,227,491,149,543,166
4.1,Rainier Beach,989,215,75,61,42,50,33,40,914,207,462,136,452,160
4.2,Columbia City,1235,269,42,48,42,48,0,27,1193,262,542,146,651,241
4.3,Seward Park,344,97,21,26,21,26,0,17,323,96,188,66,135,72
4.4,Mt. Baker/North Rainier,225,71,13,25,13,25,0,17,212,73,63,54,149,85
5.1,Madrona/Leschi,265,102,0,21,0,21,0,21,265,102,125,64,140,93
5.2,Judkins Park,252,97,0,12,0,12,0,12,252,97,63,35,189,93
5.3,Central Area/Squire Park,429,153,0,24,0,24,0,24,429,153,137,83,292,118
6.1,First Hill,650,171,0,24,0,24,0,24,650,171,180,78,470,153
6.2,Capitol Hill,615,188,28,50,28,50,0,29,587,183,55,63,532,172
6.3,North Capitol Hill,38,43,0,12,0,12,0,12,38,43,20,30,18,30
6.4,Miller Park,144,75,11,21,11,21,0,17,133,75,61,45,72,54
6.5,Madison Park,77,56,0,17,0,17,0,17,77,56,41,37,36,41
7.1,Montlake/Portage Bay,169,83,14,25,0,21,14,25,155,82,54,52,101,60
7.2,University District,2474,451,0,29,0,29,0,29,2474,451,95,84,2379,453
7.3,Ravenna/Bryant,1175,313,65,44,65,44,0,32,1110,310,395,133,715,287
7.4,Wedgwood/View Ridge,632,154,50,42,50,42,0,27,582,155,352,100,230,115
7.5,Laurelhurst/Sand Point,455,125,0,21,0,21,0,21,455,125,220,81,235,95
8.1,Northgate/Maple Leaf,645,188,22,34,22,34,0,24,623,186,240,102,383,167
8.2,Olympic Hills/Victory Heights,642,165,37,63,37,63,0,24,605,159,186,78,419,141
8.3,Cedar Park/Meadowbrook,506,158,16,27,16,27,0,27,490,157,176,67,314,143
9.1,Broadview/Bitter Lake,477,155,16,35,16,35,0,27,461,153,216,100,245,117
9.2,Licton Springs,637,202,26,42,26,42,0,17,611,190,250,134,361,148
9.3,Greenwood/Phinney Ridge,811,187,87,67,24,37,63,63,724,177,315,117,409,140
9.4,Green Lake,386,126,0,24,0,24,0,24,386,126,197,86,189,79
9.5,Haller Lake,486,165,35,43,35,43,0,21,451,167,208,92,243,154
10.1,North Beach/Blue Ridge,190,78,25,32,15,30,10,23,165,72,82,48,83,54
10.2,Whittier Heights,213,83,11,26,0,24,11,26,202,83,146,69,56,38
10.3,Sunset Hill/Loyal Heights,281,121,0,24,0,24,0,24,281,121,97,52,184,111
10.4,Ballard,349,213,16,24,16,24,0,17,333,211,178,174,155,130
11.1,Fremont,341,149,14,30,14,30,0,24,327,147,188,122,139,74
11.2,Wallingford,803,242,9,28,9,28,0,27,794,241,94,52,700,234
11.3,Cascade/Eastlake,674,211,0,21,0,21,0,21,674,211,179,100,495,202
12.1,Magnolia,190,125,0,24,0,24,0,24,190,125,118,74,72,90
12.2,Interbay,271,184,14,26,14,26,0,21,257,183,81,76,176,171
12.3,Queen Anne,1325,266,78,90,78,90,0,40,1247,256,455,151,792,229
13.1,Belltown,359,147,0,21,0,21,0,21,359,147,90,55,269,136
13.2,Downtown Commercial Core,121,86,0,12,0,12,0,12,121,86,50,63,71,55
13.3,Pioneer Square/International District,452,126,17,29,17,29,0,17,435,125,240,91,195,90
