area_id,area_name,b09018001,b09018001_moe,b09018002,b09018002_moe,b09018003,b09018003_moe,b09018004,b09018004_moe,b09018005,b09018005_moe,b09018006,b09018006_moe,b09018007,b09018007_moe,b09018008,b09018008_moe
1.1,Arbor Heights,1314,164,1267,158,1153,157,94,67,20,22,40,40,0,17,7,17
1.2,Fauntleroy/Seaview,2515,276,2297,250,2243,247,54,44,0,24,118,89,92,95,8,22
1.3,West Seattle Junction/Genesee Hill,3468,288,3272,291,3195,292,25,33,52,53,20,35,53,50,123,85
1.4,Alki/Admiral,1751,281,1688,268,1615,284,58,64,15,29,0,24,0,24,63,81
2.1,North Delridge,675,220,620,226,567,213,39,59,14,23,55,82,0,12,0,12
2.2,High Point,1674,263,1614,249,1590,252,15,27,9,18,38,39,0,17,22,36
2.3,Riverview,1040,211,899,246,821,224,27,45,51,43,77,70,53,46,11,18
2.4,Roxhill/Westwood,2523,392,2387,388,2261,378,89,84,37,53,123,72,3,18,10,23
2.5,Highland Park,1073,239,966,232,966,232,0,21,0,21,6,27,69,51,32,50
3.1,South Park,1321,348,1153,339,1146,338,7,17,0,17,92,76,53,53,23,34
3.2,Georgetown,133,44,74,62,74,62,0,12,0,12,59,36,0,12,0,12
3.3,Duwamish/SODO,187,37,187,37,187,37,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,4710,901,4153,889,4052,889,68,58,33,59,353,138,125,170,79,78
3.5,Beacon Hill,1634,272,1422,266,1374,265,34,41,14,27,113,80,43,47,56,68
3.6,North Beacon Hill/Jefferson Park,2782,319,2521,320,2467,321,39,48,15,34,154,117,107,87,0,24
4.1,Rainier Beach,3814,578,2904,504,2834,507,56,62,14,30,556,288,313,174,41,51
4.2,Columbia City,3308,497,2790,444,2571,441,197,115,22,42,136,95,254,175,128,115
4.3,Seward Park,1758,255,1668,260,1553,262,115,59,0,17,47,38,43,36,0,17
4.4,Mt. Baker/North Rainier,1192,162,1116,159,974,155,114,79,28,47,76,54,0,17,0,17
5.1,Madrona/Leschi,1900,240,1762,236,1630,247,119,83,13,24,16,30,54,88,68,104
5.2,Judkins Park,290,95,278,102,278,102,0,12,0,12,0,12,0,12,12,18
5.3,Central Area/Squire Park,2317,379,2191,382,1930,293,220,171,41,56,77,89,49,61,0,24
6.1,First Hill,474,150,452,146,446,146,6,24,0,24,22,42,0,24,0,24
6.2,Capitol Hill,811,257,811,257,726,259,85,43,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,336,102,319,98,303,100,16,25,0,12,17,26,0,12,0,12
6.4,Miller Park,1367,177,1141,181,1096,185,31,44,14,26,193,219,0,17,33,43
6.5,Madison Park,892,202,883,202,873,202,10,16,0,17,0,17,0,17,9,14
7.1,Montlake/Portage Bay,1140,115,1106,119,1003,128,63,55,40,59,11,25,0,21,23,27
7.2,University District,547,107,536,102,519,110,17,37,0,29,0,29,0,29,11,31
7.3,Ravenna/Bryant,3999,270,3902,266,3683,243,187,112,32,41,55,72,10,33,32,45
7.4,Wedgwood/View Ridge,3066,217,2963,209,2836,215,107,62,20,34,72,68,31,40,0,27
7.5,Laurelhurst/Sand Point,2578,266,2485,264,2347,278,138,97,0,21,32,34,22,35,39,45
8.1,Northgate/Maple Leaf,1880,279,1768,265,1673,266,72,67,23,31,52,55,19,24,41,65
8.2,Olympic Hills/Victory Heights,2246,275,2101,256,1941,246,109,76,51,46,79,64,51,75,15,30
8.3,Cedar Park/Meadowbrook,2029,270,1814,305,1709,310,67,54,38,43,44,41,75,68,96,71
9.1,Broadview/Bitter Lake,1976,276,1923,271,1888,270,35,40,0,27,21,40,0,27,32,40
9.2,Licton Springs,1087,261,1007,256,992,255,0,17,15,29,0,17,0,17,80,88
9.3,Greenwood/Phinney Ridge,4053,435,3775,437,3552,376,130,79,93,96,203,100,45,54,30,57
9.4,Green Lake,1752,193,1708,189,1588,220,101,86,19,30,44,39,0,24,0,24
9.5,Haller Lake,1631,312,1480,268,1427,264,46,36,7,22,109,124,42,37,0,21
10.1,North Beach/Blue Ridge,2149,263,2072,273,1958,267,72,58,42,67,31,37,7,20,39,61
10.2,Whittier Heights,2094,286,2081,286,2005,281,55,56,21,30,13,27,0,24,0,24
10.3,Sunset Hill/Loyal Heights,2356,224,2275,219,2049,202,100,64,126,134,81,68,0,24,0,24
10.4,Ballard,557,126,540,123,525,126,0,17,15,24,17,27,0,17,0,17
11.1,Fremont,1555,218,1491,213,1432,208,29,46,30,55,0,24,0,24,64,95
11.2,Wallingford,1849,210,1794,214,1688,218,56,54,50,41,24,43,0,27,31,37
11.3,Cascade/Eastlake,410,132,402,132,402,132,0,21,0,21,8,22,0,21,0,21
12.1,Magnolia,2788,354,2788,354,2538,255,81,55,169,209,0,24,0,24,0,24
12.2,Interbay,1264,249,1231,248,1177,250,54,70,0,21,0,21,0,21,33,50
12.3,Queen Anne,4082,364,4008,365,3874,369,98,78,36,48,37,56,11,40,26,45
13.1,Belltown,229,83,229,83,229,83,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,60,68,60,68,60,68,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,714,399,698,399,660,398,31,45,7,16,16,22,0,17,0,17
