area_id,area_name,b19101f001,b19101f001_moe,b19101f002,b19101f002_moe,b19101f003,b19101f003_moe,b19101f004,b19101f004_moe,b19101f005,b19101f005_moe,b19101f006,b19101f006_moe,b19101f007,b19101f007_moe,b19101f008,b19101f008_moe,b19101f009,b19101f009_moe,b19101f010,b19101f010_moe,b19101f011,b19101f011_moe,b19101f012,b19101f012_moe,b19101f013,b19101f013_moe,b19101f014,b19101f014_moe,b19101f015,b19101f015_moe,b19101f016,b19101f016_moe,b19101f017,b19101f017_moe
1.1,Arbor Heights,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,17,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2,23
1.3,West Seattle Junction/Genesee Hill,13,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,31,0,29,0,29
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,70,69,0,12,0,12,0,12,54,81,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,0,12,0,12,0,12,0,12
2.2,High Point,10,22,0,17,0,17,0,17,10,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
2.3,Riverview,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,191,111,0,21,31,51,32,49,36,60,0,21,22,38,0,21,10,25,38,46,22,37,0,21,0,21,0,21,0,21,0,21,0,21
2.5,Highland Park,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
3.1,South Park,32,32,0,17,7,16,0,17,0,17,0,17,0,17,0,17,0,17,10,21,0,17,15,28,0,17,0,17,0,17,0,17,0,17
3.2,Georgetown,18,24,0,12,0,12,0,12,0,12,0,12,0,12,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,28,34,0,24,0,24,0,24,0,24,12,25,0,24,16,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
3.5,Beacon Hill,36,41,18,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,22,0,17,0,17,12,22,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,29,42,0,24,0,24,10,27,0,24,0,24,0,24,0,24,0,24,0,24,19,37,0,24,0,24,0,24,0,24,0,24,0,24
4.1,Rainier Beach,96,91,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,47,58,49,75,0,27,0,27,0,27,0,27
4.2,Columbia City,40,47,0,27,0,27,0,27,0,27,0,27,16,33,0,27,0,27,0,27,0,27,0,27,17,34,7,33,0,27,0,27,0,27
4.3,Seward Park,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17
5.1,Madrona/Leschi,52,50,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,32,0,21,21,39,0,21,15,27
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,21,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,30,0,24,0,24,0,24,8,24,0,24,0,24,0,24,0,24
6.1,First Hill,71,55,0,24,0,24,0,24,0,24,18,35,0,24,0,24,23,42,0,24,0,24,19,39,0,24,11,32,0,24,0,24,0,24
6.2,Capitol Hill,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,9,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,9,23,0,21,0,21,0,21,0,21
7.2,University District,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,30,39,0,32,0,32,0,32,0,32,0,32,13,36,0,32,0,32,0,32,0,32,0,32,9,33,0,32,0,32,8,32,0,32
7.4,Wedgwood/View Ridge,10,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,28,0,27,0,27
7.5,Laurelhurst/Sand Point,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,67,73,0,24,0,24,0,24,40,65,0,24,0,24,0,24,0,24,0,24,0,24,0,24,27,34,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,92,80,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,60,72,17,34,15,31,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,131,80,10,29,0,27,0,27,17,36,0,27,0,27,0,27,0,27,13,30,0,27,61,64,30,48,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27
9.2,Licton Springs,71,59,0,17,0,17,0,17,0,17,30,49,0,17,0,17,29,30,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,110,87,0,29,0,29,9,31,0,29,0,29,36,64,0,29,0,29,51,61,0,29,0,29,0,29,14,35,0,29,0,29,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,61,52,0,21,0,21,0,21,0,21,0,21,22,37,0,21,0,21,0,21,0,21,0,21,25,28,0,21,0,21,14,25,0,21
10.1,North Beach/Blue Ridge,30,50,0,21,0,21,0,21,0,21,0,21,30,50,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,35,58,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,35,58,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,14,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,27,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,15,25,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,12,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,26,0,24,0,24,0,24,0,24
11.2,Wallingford,17,33,0,27,0,27,17,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,58,97,0,21,0,21,0,21,0,21,0,21,58,97,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,25,44,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,44
12.2,Interbay,10,22,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,22,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,24,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40,15,43,0,40,0,40,0,40,9,40,0,40,0,40,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,25,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,0,17
