area_id,area_name,b14001001,b14001001_moe,b14001002,b14001002_moe,b14001003,b14001003_moe,b14001004,b14001004_moe,b14001005,b14001005_moe,b14001006,b14001006_moe,b14001007,b14001007_moe,b14001008,b14001008_moe,b14001009,b14001009_moe,b14001010,b14001010_moe
1.1,Arbor Heights,5990,283,1176,190,238,88,93,57,296,97,195,82,162,76,139,63,53,37,4814,227
1.2,Fauntleroy/Seaview,13243,583,2483,329,202,104,193,112,460,153,626,180,364,123,385,146,253,102,10760,486
1.3,West Seattle Junction/Genesee Hill,17508,626,3734,426,386,146,287,120,704,143,653,144,640,176,721,196,343,149,13774,528
1.4,Alki/Admiral,10911,515,2004,281,261,114,17,27,411,134,315,102,308,105,505,150,187,108,8907,420
2.1,North Delridge,4420,278,667,187,71,48,0,12,122,90,61,58,119,113,250,134,44,44,3753,257
2.2,High Point,6106,427,1698,314,140,81,69,64,350,176,372,154,384,148,342,206,41,39,4408,348
2.3,Riverview,4511,279,1038,201,31,29,52,34,174,62,272,95,300,104,196,77,13,18,3473,250
2.4,Roxhill/Westwood,12075,683,2792,394,192,98,167,81,593,147,421,131,764,250,483,163,172,72,9283,499
2.5,Highland Park,5580,420,1400,236,8,21,97,55,128,92,212,106,317,137,537,176,101,86,4180,394
3.1,South Park,4186,499,1083,241,86,76,48,52,299,112,253,106,205,110,161,82,31,29,3103,458
3.2,Georgetown,1160,143,232,103,0,12,7,11,19,12,36,24,15,19,152,86,3,9,928,184
3.3,Duwamish/SODO,2371,376,386,126,0,12,0,12,75,76,31,33,77,54,80,62,123,82,1985,371
3.4,South Beacon Hill/NewHolly,15114,1207,5269,666,327,139,284,126,971,239,1144,233,1095,269,1294,261,154,73,9845,696
3.5,Beacon Hill,8894,652,1624,262,81,49,135,89,246,119,344,154,340,129,460,144,18,25,7270,602
3.6,North Beacon Hill/Jefferson Park,13590,669,2835,390,265,109,194,100,514,191,593,238,372,137,651,194,246,108,10755,583
4.1,Rainier Beach,14440,979,4089,661,125,89,237,126,654,247,1103,270,914,267,934,270,122,100,10351,610
4.2,Columbia City,15802,804,3552,457,218,97,316,126,615,188,556,159,851,256,799,208,197,93,12250,705
4.3,Seward Park,8396,539,1746,266,126,59,71,43,481,112,332,127,265,93,357,153,114,72,6650,424
4.4,Mt. Baker/North Rainier,5321,475,1502,257,48,41,130,98,238,117,303,124,316,126,288,125,179,101,3819,336
5.1,Madrona/Leschi,9647,512,1921,344,212,91,233,127,371,147,259,103,319,154,329,143,198,117,7726,460
5.2,Judkins Park,2792,284,479,110,25,30,9,14,72,51,47,50,70,56,235,92,21,24,2313,253
5.3,Central Area/Squire Park,16193,775,3705,527,228,110,127,70,529,164,412,163,378,136,1366,318,665,187,12488,559
6.1,First Hill,14587,752,4185,594,42,45,50,41,57,54,84,79,141,86,3093,558,718,197,10402,612
6.2,Capitol Hill,19818,710,3308,489,124,100,60,66,48,49,54,59,133,96,1966,411,923,226,16510,702
6.3,North Capitol Hill,3821,203,528,155,46,41,22,25,54,42,78,55,59,50,124,94,145,96,3293,205
6.4,Miller Park,7095,386,1811,278,195,82,50,32,301,82,305,191,281,85,338,91,341,118,5284,330
6.5,Madison Park,5026,341,983,213,68,46,47,31,328,102,186,59,188,83,63,46,103,63,4043,266
7.1,Montlake/Portage Bay,9206,473,1938,300,168,70,65,47,273,94,252,88,175,65,437,152,568,204,7268,391
7.2,University District,19238,1383,14323,1214,40,46,36,42,131,89,111,60,243,255,12786,1136,976,219,4915,609
7.3,Ravenna/Bryant,23688,822,8550,704,563,148,215,85,828,152,703,142,684,157,4008,601,1549,306,15138,526
7.4,Wedgwood/View Ridge,14564,454,3835,322,395,102,210,76,856,163,607,143,726,186,673,204,368,125,10729,376
7.5,Laurelhurst/Sand Point,10414,538,3496,442,264,121,168,98,599,157,600,169,515,151,813,249,537,143,6918,377
8.1,Northgate/Maple Leaf,12832,565,3238,416,255,98,144,84,341,105,332,131,348,131,1300,356,518,141,9594,476
8.2,Olympic Hills/Victory Heights,14036,633,3197,433,234,92,51,38,512,159,349,123,436,125,1188,320,427,157,10839,546
8.3,Cedar Park/Meadowbrook,11681,590,2515,410,132,56,163,88,363,113,348,132,399,148,769,207,341,120,9166,509
9.1,Broadview/Bitter Lake,13290,748,3001,436,156,95,74,53,494,214,507,149,478,167,925,242,367,165,10289,657
9.2,Licton Springs,8541,453,1437,305,46,43,44,42,118,83,148,116,86,73,764,238,231,113,7104,418
9.3,Greenwood/Phinney Ridge,22690,720,4664,398,491,118,303,105,945,187,685,191,498,136,1075,224,667,171,18026,598
9.4,Green Lake,13323,610,2838,382,257,88,57,44,350,106,271,89,275,104,717,209,911,254,10485,509
9.5,Haller Lake,9469,469,1880,313,185,101,110,45,431,141,279,106,163,99,479,185,233,100,7589,373
10.1,North Beach/Blue Ridge,11200,454,2462,281,216,96,73,42,447,130,540,151,514,181,503,146,169,71,8738,358
10.2,Whittier Heights,11194,423,2263,344,300,101,153,84,401,121,215,109,299,130,500,219,395,134,8931,375
10.3,Sunset Hill/Loyal Heights,13441,580,2943,393,335,106,123,63,442,135,414,117,422,159,708,225,499,171,10498,468
10.4,Ballard,6958,508,942,239,103,87,29,35,8,14,115,69,122,75,244,140,321,147,6016,498
11.1,Fremont,15053,530,3148,407,233,80,96,55,347,111,219,107,261,124,919,294,1073,242,11905,547
11.2,Wallingford,15870,895,5185,632,246,98,131,62,464,146,312,91,146,69,2798,561,1088,247,10685,599
11.3,Cascade/Eastlake,12215,783,2350,557,44,53,0,21,13,37,8,22,87,77,1370,509,828,247,9865,647
12.1,Magnolia,12081,613,2882,506,326,115,193,88,615,136,767,224,290,115,534,423,157,84,9199,368
12.2,Interbay,9716,482,1904,250,153,95,117,81,235,160,223,109,168,86,729,190,279,126,7812,447
12.3,Queen Anne,35896,1111,7986,814,612,198,202,93,737,167,632,154,707,195,4067,726,1029,281,27910,823
13.1,Belltown,8114,570,1007,381,0,21,0,21,23,37,41,50,0,21,632,328,311,157,7107,503
13.2,Downtown Commercial Core,3854,420,266,137,39,63,0,12,0,12,0,12,7,15,131,101,89,65,3588,423
13.3,Pioneer Square/International District,5096,496,784,330,74,68,36,49,133,115,154,108,107,60,201,84,79,86,4312,291
