area_id,area_name,b10058001,b10058001_moe,b10058002,b10058002_moe,b10058003,b10058003_moe,b10058004,b10058004_moe,b10058005,b10058005_moe,b10058006,b10058006_moe,b10058007,b10058007_moe,b10058008,b10058008_moe,b10058009,b10058009_moe,b10058010,b10058010_moe,b10058011,b10058011_moe
1.1,Arbor Heights,61,51,50,48,17,30,17,30,0,17,33,42,11,22,0,17,0,17,0,17,11,22
1.2,Fauntleroy/Seaview,181,121,154,112,66,68,45,62,21,35,88,73,27,47,13,28,0,24,13,28,14,28
1.3,West Seattle Junction/Genesee Hill,77,63,76,59,1,26,1,26,0,29,75,58,1,27,1,27,0,29,1,27,0,29
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,96,91,28,42,0,12,0,12,0,12,28,42,68,61,0,12,0,12,0,12,68,61
2.2,High Point,70,60,0,17,0,17,0,17,0,17,0,17,70,60,0,17,0,17,0,17,70,60
2.3,Riverview,139,83,86,73,12,18,12,18,0,12,74,73,53,33,0,12,0,12,0,12,53,33
2.4,Roxhill/Westwood,225,117,140,92,38,35,21,28,17,29,102,87,85,50,39,36,16,29,23,29,46,39
2.5,Highland Park,124,100,75,96,4,43,4,43,0,21,71,86,49,47,30,32,30,32,0,21,19,40
3.1,South Park,134,104,30,36,23,33,23,33,0,17,7,17,104,85,43,42,15,29,28,31,61,70
3.2,Georgetown,45,38,45,38,0,12,0,12,0,12,45,38,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,14,22,14,22,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,756,241,342,175,74,56,74,56,0,24,268,167,414,182,129,123,32,43,97,117,285,117
3.5,Beacon Hill,388,142,137,103,18,25,18,25,0,17,119,94,251,109,17,30,0,17,17,30,234,108
3.6,North Beacon Hill/Jefferson Park,376,165,152,112,23,43,23,43,0,24,129,105,224,127,66,71,0,24,66,71,158,118
4.1,Rainier Beach,594,187,339,177,169,146,156,142,13,36,170,127,255,121,56,66,36,58,20,37,199,101
4.2,Columbia City,232,104,68,60,42,48,8,28,34,47,26,45,164,83,35,38,9,29,26,35,129,75
4.3,Seward Park,116,61,78,63,14,23,14,23,0,17,64,60,38,31,0,17,0,17,0,17,38,31
4.4,Mt. Baker/North Rainier,138,74,91,59,61,54,61,54,0,17,30,35,47,41,16,26,16,26,0,17,31,30
5.1,Madrona/Leschi,43,53,17,32,0,21,0,21,0,21,17,32,26,46,0,21,0,21,0,21,26,46
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,97,86,52,66,16,40,16,40,0,24,36,57,45,59,6,23,0,24,6,23,39,60
6.1,First Hill,34,45,23,43,23,43,23,43,0,24,0,24,11,26,0,24,0,24,0,24,11,26
6.2,Capitol Hill,35,92,0,29,0,29,0,29,0,29,0,29,35,92,0,29,0,29,0,29,35,92
6.3,North Capitol Hill,17,26,0,12,0,12,0,12,0,12,0,12,17,26,17,26,0,12,17,26,0,12
6.4,Miller Park,57,67,30,37,30,37,0,17,30,37,0,17,27,34,27,34,0,17,27,34,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,50,58,9,22,9,22,0,21,9,22,0,21,41,52,9,22,0,21,9,22,32,51
7.2,University District,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,49,46,16,37,16,37,0,32,16,37,0,32,33,38,0,32,0,32,0,32,33,38
7.4,Wedgwood/View Ridge,127,91,85,81,30,37,30,37,0,27,55,65,42,49,0,27,0,27,0,27,42,49
7.5,Laurelhurst/Sand Point,71,69,0,21,0,21,0,21,0,21,0,21,71,69,10,22,10,22,0,21,61,65
8.1,Northgate/Maple Leaf,113,77,65,59,41,48,27,47,14,22,24,42,48,48,9,24,0,24,9,24,39,46
