area_id,area_name,b17020d001,b17020d001_moe,b17020d002,b17020d002_moe,b17020d003,b17020d003_moe,b17020d004,b17020d004_moe,b17020d005,b17020d005_moe,b17020d006,b17020d006_moe,b17020d007,b17020d007_moe,b17020d008,b17020d008_moe,b17020d009,b17020d009_moe,b17020d010,b17020d010_moe,b17020d011,b17020d011_moe,b17020d012,b17020d012_moe,b17020d013,b17020d013_moe,b17020d014,b17020d014_moe,b17020d015,b17020d015_moe,b17020d016,b17020d016_moe,b17020d017,b17020d017_moe
1.1,Arbor Heights,424,142,40,42,0,17,0,17,0,17,0,17,40,42,0,17,0,17,384,149,0,17,0,17,41,36,36,34,185,101,94,71,28,26
1.2,Fauntleroy/Seaview,558,167,4,20,0,24,0,24,0,24,0,24,4,20,0,24,0,24,554,168,29,45,0,24,26,34,5,19,430,141,36,42,28,34
1.3,West Seattle Junction/Genesee Hill,808,235,79,66,0,29,0,29,0,29,34,43,45,55,0,29,0,29,729,228,95,92,0,29,32,33,60,49,505,159,11,31,26,27
1.4,Alki/Admiral,481,168,35,46,0,24,0,24,0,24,0,24,22,41,0,24,13,27,446,164,24,32,0,24,0,24,0,24,357,136,23,32,42,64
2.1,North Delridge,524,281,35,38,0,12,0,12,0,12,0,12,35,38,0,12,0,12,489,287,47,48,0,12,35,45,14,23,309,171,73,61,11,19
2.2,High Point,1332,293,405,197,0,17,0,17,30,33,47,57,245,157,68,75,15,30,927,266,59,73,0,17,39,48,57,48,690,185,82,82,0,17
2.3,Riverview,997,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,997,224,92,52,0,12,75,60,48,53,665,144,89,49,28,25
2.4,Roxhill/Westwood,1455,347,308,256,0,21,0,21,26,43,39,64,180,181,57,68,6,20,1147,284,34,35,17,30,77,46,64,61,813,222,90,69,52,53
2.5,Highland Park,1246,370,85,84,0,21,0,21,0,21,32,50,38,43,0,21,15,27,1161,377,119,121,20,31,28,32,215,114,701,245,78,58,0,21
3.1,South Park,738,225,13,22,0,17,0,17,0,17,0,17,13,22,0,17,0,17,725,222,54,36,37,43,34,31,58,53,456,131,50,53,36,34
3.2,Georgetown,156,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,100,0,12,0,12,24,16,39,25,70,56,13,9,10,7
3.3,Duwamish/SODO,522,140,85,59,0,12,0,12,0,12,0,12,57,47,8,18,20,25,437,118,6,13,0,12,5,9,63,66,256,78,36,39,71,42
3.4,South Beacon Hill/NewHolly,7612,963,897,391,42,39,13,30,89,90,66,53,517,267,74,55,96,60,6715,886,392,177,63,64,531,161,638,251,4425,618,330,122,336,114
3.5,Beacon Hill,5882,770,278,170,9,21,10,24,1,18,22,45,158,98,60,51,18,31,5604,749,346,134,71,106,199,116,281,114,3761,575,478,162,468,139
3.6,North Beacon Hill/Jefferson Park,5731,591,758,243,0,24,0,24,13,30,32,56,266,140,155,90,292,132,4973,599,311,181,4,23,249,117,289,112,3261,445,425,191,434,135
4.1,Rainier Beach,4300,733,740,457,95,120,0,27,90,115,104,87,345,252,49,48,57,61,3560,757,169,105,23,37,202,160,180,106,2411,511,288,148,287,99
4.2,Columbia City,4501,587,749,304,62,62,14,33,47,47,106,88,438,193,34,40,48,42,3752,552,142,89,73,75,152,89,225,88,2752,444,223,99,185,88
4.3,Seward Park,1707,232,175,115,0,17,0,17,0,17,10,19,113,97,9,18,43,53,1532,250,125,55,0,17,100,49,37,31,980,182,157,74,133,63
4.4,Mt. Baker/North Rainier,842,155,297,210,0,17,0,17,62,58,0,17,187,158,35,37,13,22,545,270,8,17,0,17,55,64,64,76,323,161,53,51,42,41
5.1,Madrona/Leschi,704,163,18,34,0,21,0,21,0,21,0,21,0,21,0,21,18,34,686,165,0,21,5,16,63,58,61,59,500,130,31,36,26,46
5.2,Judkins Park,989,231,394,211,0,12,0,12,0,12,43,54,144,135,73,49,134,58,595,147,22,32,0,12,0,12,0,12,411,128,57,35,105,57
5.3,Central Area/Squire Park,1101,306,278,188,0,24,0,24,0,24,0,24,246,189,0,24,32,42,823,265,10,26,0,24,10,26,31,42,718,226,38,50,16,36
6.1,First Hill,1886,345,1002,286,21,34,22,35,33,41,13,33,720,237,67,42,126,73,884,244,0,24,0,24,0,24,0,24,749,231,46,41,89,58
6.2,Capitol Hill,1555,396,219,99,0,29,0,29,0,29,0,29,219,99,0,29,0,29,1336,394,28,50,29,52,16,46,0,29,1131,310,118,112,14,34
6.3,North Capitol Hill,250,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,250,119,0,12,0,12,16,25,0,12,234,117,0,12,0,12
6.4,Miller Park,429,122,97,75,0,17,0,17,0,17,11,21,58,56,0,17,28,45,332,95,11,21,0,17,12,20,0,17,289,85,9,19,11,18
6.5,Madison Park,237,140,62,91,0,17,0,17,0,17,0,17,62,91,0,17,0,17,175,113,0,17,0,17,10,16,0,17,101,63,64,90,0,17
7.1,Montlake/Portage Bay,498,145,35,43,0,21,0,21,0,21,26,43,9,22,0,21,0,21,463,150,14,25,0,21,13,22,0,21,407,137,26,27,3,14
7.2,University District,2244,309,1323,271,0,29,0,29,0,29,0,29,1309,269,0,29,14,33,921,188,0,29,0,29,0,29,0,29,913,188,0,29,8,27
7.3,Ravenna/Bryant,2455,552,671,317,15,38,0,32,0,32,0,32,656,312,0,32,0,32,1784,358,101,67,23,36,35,39,39,42,1404,326,106,70,76,52
7.4,Wedgwood/View Ridge,1817,287,91,88,0,27,0,27,0,27,28,48,63,64,0,27,0,27,1726,282,135,80,6,26,141,63,40,34,1225,226,122,91,57,46
7.5,Laurelhurst/Sand Point,1356,386,124,74,0,21,0,21,0,21,0,21,75,56,49,46,0,21,1232,379,57,39,13,23,90,56,49,43,907,299,28,33,88,67
8.1,Northgate/Maple Leaf,2216,412,484,173,0,24,0,24,0,24,20,37,446,164,18,34,0,24,1732,386,45,57,33,58,71,56,42,49,1361,293,114,84,66,50
8.2,Olympic Hills/Victory Heights,2410,516,215,128,0,24,0,24,0,24,0,24,140,110,11,28,64,68,2195,518,44,65,0,24,25,32,164,88,1707,431,164,94,91,79
8.3,Cedar Park/Meadowbrook,1298,271,289,175,12,26,6,26,18,29,40,68,202,102,0,27,11,27,1009,239,40,43,0,27,28,33,56,50,780,187,91,69,14,26
9.1,Broadview/Bitter Lake,1208,331,302,205,0,27,0,27,0,27,0,27,256,196,0,27,46,61,906,275,30,39,0,27,35,46,72,61,628,193,67,52,74,55
9.2,Licton Springs,1403,316,400,211,0,17,0,17,35,55,14,25,274,153,55,61,22,27,1003,268,13,23,0,17,0,17,0,17,885,249,62,45,43,31
9.3,Greenwood/Phinney Ridge,1686,279,241,139,0,29,0,29,0,29,0,29,223,138,10,33,8,29,1445,338,27,42,29,39,53,53,57,43,1130,272,79,56,70,61
9.4,Green Lake,1065,256,115,87,0,24,0,24,0,24,12,28,103,75,0,24,0,24,950,238,27,32,0,24,19,29,8,28,767,214,67,59,62,63
9.5,Haller Lake,1416,279,140,107,0,21,0,21,0,21,0,21,105,101,35,40,0,21,1276,275,45,44,37,41,100,66,56,48,916,194,80,59,42,34
10.1,North Beach/Blue Ridge,510,157,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,510,157,24,32,0,21,26,28,7,21,362,108,69,61,22,28
10.2,Whittier Heights,469,146,71,103,0,24,0,24,18,31,18,31,35,53,0,24,0,24,398,134,25,29,0,24,0,24,0,24,323,113,32,35,18,33
10.3,Sunset Hill/Loyal Heights,554,146,65,62,0,24,0,24,0,24,0,24,34,42,31,52,0,24,489,132,14,29,0,24,16,29,0,24,459,134,0,24,0,24
10.4,Ballard,579,254,109,148,17,26,0,17,0,17,0,17,74,94,18,29,0,17,470,239,0,17,0,17,0,17,0,17,431,229,22,35,17,28
11.1,Fremont,867,218,85,65,0,24,0,24,0,24,0,24,85,65,0,24,0,24,782,210,14,38,0,24,21,33,0,24,688,189,0,24,59,37
11.2,Wallingford,1717,356,880,287,0,27,0,27,0,27,7,29,858,283,0,27,15,31,837,230,28,35,7,26,12,30,12,30,733,193,25,43,20,39
11.3,Cascade/Eastlake,2006,497,510,423,0,21,0,21,0,21,0,21,408,416,102,85,0,21,1496,349,0,21,0,21,13,37,8,22,1451,344,12,27,12,29
12.1,Magnolia,728,230,49,52,0,24,0,24,0,24,0,24,29,49,0,24,20,30,679,233,15,29,0,24,73,88,65,50,426,165,15,30,85,58
12.2,Interbay,592,241,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,592,241,36,39,0,21,14,26,23,38,438,214,48,87,33,38
12.3,Queen Anne,2714,419,213,124,0,40,0,40,0,40,0,40,136,91,77,91,0,40,2501,412,142,106,0,40,79,65,0,40,2162,388,69,90,49,51
13.1,Belltown,895,330,206,233,0,21,0,21,0,21,0,21,192,234,14,28,0,21,689,217,0,21,0,21,0,21,0,21,639,212,50,47,0,21
13.2,Downtown Commercial Core,329,168,150,102,0,12,0,12,0,12,0,12,57,54,0,12,93,89,179,127,0,12,0,12,0,12,0,12,179,127,0,12,0,12
13.3,Pioneer Square/International District,2431,375,1164,342,87,93,0,17,29,48,81,98,341,137,260,148,366,99,1267,218,32,34,0,17,26,26,64,43,894,164,80,54,171,82
