area_id,area_name,b25034001,b25034001_moe,b25034002,b25034002_moe,b25034003,b25034003_moe,b25034004,b25034004_moe,b25034005,b25034005_moe,b25034006,b25034006_moe,b25034007,b25034007_moe,b25034008,b25034008_moe,b25034009,b25034009_moe,b25034010,b25034010_moe
1.1,Arbor Heights,2767,51,0,17,136,59,100,58,133,61,238,76,300,93,633,134,808,140,419,107
1.2,Fauntleroy/Seaview,6833,123,0,24,278,128,395,124,657,179,500,147,686,187,1212,203,1301,235,1804,274
1.3,West Seattle Junction/Genesee Hill,8945,108,18,38,784,180,808,198,467,139,462,157,626,151,1541,251,1366,251,2873,293
1.4,Alki/Admiral,6160,71,0,24,566,163,591,175,841,189,600,172,639,175,818,175,621,164,1484,221
2.1,North Delridge,2597,96,0,12,385,128,439,139,274,148,137,72,103,86,160,99,313,134,786,178
2.2,High Point,2942,149,0,17,980,166,252,112,155,96,429,165,159,112,185,112,309,106,473,181
2.3,Riverview,1774,24,0,12,190,83,238,93,178,67,180,78,198,85,249,103,280,83,261,89
2.4,Roxhill/Westwood,5799,79,17,30,409,144,416,134,511,142,1026,194,676,160,986,177,982,143,776,156
2.5,Highland Park,2946,42,73,53,744,168,123,75,227,113,217,112,357,145,332,135,460,124,413,118
3.1,South Park,1403,82,0,17,171,77,118,68,102,82,32,35,108,66,214,87,158,75,500,110
3.2,Georgetown,695,38,0,12,62,39,14,16,0,12,30,31,4,6,90,80,74,55,421,85
3.3,Duwamish/SODO,1043,64,0,12,35,36,13,24,205,85,95,57,134,60,93,45,110,64,358,92
3.4,South Beacon Hill/NewHolly,4756,136,0,24,1562,195,546,137,329,125,331,115,531,147,681,152,357,134,419,119
3.5,Beacon Hill,3131,77,0,17,475,142,274,101,221,107,324,137,205,81,751,171,404,133,477,142
3.6,North Beacon Hill/Jefferson Park,6156,112,12,28,1049,188,503,161,155,73,380,138,437,150,958,215,621,165,2041,263
4.1,Rainier Beach,5771,132,46,62,219,90,734,200,136,72,579,205,986,252,1324,251,616,154,1131,252
4.2,Columbia City,7188,133,27,35,1383,250,293,133,249,96,435,162,998,246,1183,238,697,209,1923,244
4.3,Seward Park,3626,90,0,17,321,95,152,66,122,81,168,79,405,143,866,164,627,141,965,181
4.4,Mt. Baker/North Rainier,2598,78,0,17,119,68,299,83,100,85,83,54,293,134,136,69,198,106,1370,191
5.1,Madrona/Leschi,4582,105,0,21,383,128,309,127,330,131,327,154,282,148,481,184,284,118,2186,260
5.2,Judkins Park,1652,71,0,12,673,128,104,63,160,79,249,96,85,47,21,25,162,80,198,76
5.3,Central Area/Squire Park,8757,161,34,44,1108,216,357,111,721,201,710,214,537,171,647,158,471,164,4172,290
6.1,First Hill,8450,187,32,35,1711,266,594,149,547,143,756,172,1167,186,743,180,670,182,2230,278
6.2,Capitol Hill,14605,203,213,191,1427,295,1132,225,1226,233,1190,282,1959,341,1099,257,538,184,5821,480
6.3,North Capitol Hill,2489,95,0,12,169,80,16,26,105,58,253,128,257,121,319,122,150,104,1220,197
6.4,Miller Park,3284,78,7,16,300,97,126,64,184,97,208,63,140,58,208,83,70,47,2041,156
6.5,Madison Park,2878,36,0,17,143,72,129,66,136,61,96,66,606,156,349,144,193,105,1226,181
7.1,Montlake/Portage Bay,4685,51,0,21,456,136,179,84,163,86,409,137,334,105,298,123,320,134,2526,213
7.2,University District,5559,178,0,29,503,132,453,160,321,121,551,195,673,203,157,79,301,148,2600,305
7.3,Ravenna/Bryant,10579,159,41,47,1000,170,392,127,728,166,738,177,705,183,1457,237,1667,226,3851,262
7.4,Wedgwood/View Ridge,6494,96,19,28,390,115,331,122,433,131,630,133,674,156,1774,204,1759,200,484,109
7.5,Laurelhurst/Sand Point,4642,108,0,21,519,134,252,99,179,88,645,118,331,135,519,151,1215,178,982,153
8.1,Northgate/Maple Leaf,7425,101,106,77,741,164,741,181,854,203,1541,262,593,166,1011,195,846,172,992,148
8.2,Olympic Hills/Victory Heights,7198,111,87,96,640,178,519,130,871,201,1289,224,915,187,1285,209,1002,199,590,180
8.3,Cedar Park/Meadowbrook,6198,125,0,27,709,147,632,147,680,195,921,189,768,171,906,167,673,147,909,186
9.1,Broadview/Bitter Lake,7396,91,15,33,929,216,809,209,980,197,939,236,1012,225,1220,166,910,185,582,157
9.2,Licton Springs,4530,113,0,17,1008,229,612,130,783,207,464,142,317,126,544,192,371,165,431,125
9.3,Greenwood/Phinney Ridge,11731,94,13,33,731,145,654,164,955,184,1017,206,805,192,701,159,732,154,6123,322
9.4,Green Lake,7049,155,19,34,785,166,591,188,471,150,422,154,665,162,656,201,351,114,3089,235
9.5,Haller Lake,4730,79,18,30,232,103,601,214,710,159,655,216,567,149,1010,185,661,167,276,124
10.1,North Beach/Blue Ridge,5224,81,11,25,267,88,283,102,503,150,389,110,525,138,1253,155,1042,174,951,151
10.2,Whittier Heights,5744,65,0,24,381,119,259,113,365,135,594,176,527,141,467,148,741,187,2410,239
10.3,Sunset Hill/Loyal Heights,6862,88,0,24,425,142,390,136,317,111,413,134,572,134,760,212,1172,201,2813,305
10.4,Ballard,4471,80,268,123,1276,214,384,165,394,148,436,145,377,125,418,160,76,47,842,227
11.1,Fremont,8882,101,12,28,1094,215,562,150,923,206,1216,255,675,178,629,154,579,145,3192,330
11.2,Wallingford,7815,119,0,27,853,190,853,182,556,176,789,172,529,171,346,130,190,79,3699,251
11.3,Cascade/Eastlake,10152,236,97,92,3917,371,1627,308,461,161,901,243,618,194,422,169,254,135,1855,299
12.1,Magnolia,5797,45,13,26,464,153,284,104,391,133,356,155,367,134,870,190,1427,203,1625,229
12.2,Interbay,5511,96,16,28,311,124,246,106,613,192,1320,236,1042,238,913,215,373,131,677,198
12.3,Queen Anne,20952,200,59,64,2656,327,1759,307,1914,321,2045,331,2247,287,1802,320,1257,293,7213,450
13.1,Belltown,6867,185,52,59,2471,283,1313,237,956,202,501,148,153,93,29,34,88,68,1304,232
13.2,Downtown Commercial Core,3053,89,0,12,720,177,839,176,321,109,133,88,0,12,70,73,64,69,906,208
13.3,Pioneer Square/International District,3321,104,0,17,590,125,361,115,258,108,137,61,139,60,200,88,222,101,1414,180
