area_id,area_name,b25040001,b25040001_moe,b25040002,b25040002_moe,b25040003,b25040003_moe,b25040004,b25040004_moe,b25040005,b25040005_moe,b25040006,b25040006_moe,b25040007,b25040007_moe,b25040008,b25040008_moe,b25040009,b25040009_moe,b25040010,b25040010_moe
1.1,Arbor Heights,2639,96,1585,146,14,24,680,121,360,103,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,6410,211,3533,276,18,32,1964,268,723,178,0,24,104,88,0,24,16,29,52,60
1.3,West Seattle Junction/Genesee Hill,8391,238,3625,304,104,58,3311,319,1173,205,0,29,106,85,22,32,26,34,24,36
1.4,Alki/Admiral,5786,190,2131,212,51,51,2941,285,529,129,0,24,19,35,0,24,83,75,32,54
2.1,North Delridge,2387,100,1151,203,0,12,1151,193,72,59,0,12,0,12,0,12,13,21,0,12
2.2,High Point,2731,199,936,172,39,41,1544,228,201,84,0,17,0,17,0,17,11,20,0,17
2.3,Riverview,1680,73,706,131,56,38,744,126,111,50,0,12,63,46,0,12,0,12,0,12
2.4,Roxhill/Westwood,5489,176,1697,186,18,24,3150,230,552,129,0,21,32,34,0,21,27,34,13,27
2.5,Highland Park,2563,202,881,172,25,29,1524,244,133,71,0,21,0,21,0,21,0,21,0,21
3.1,South Park,1323,80,608,135,0,17,680,131,24,24,0,17,0,17,0,17,0,17,11,22
3.2,Georgetown,630,55,248,71,7,12,363,77,12,18,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,944,90,216,67,24,27,591,105,113,48,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,4531,190,2116,237,77,48,1795,232,457,127,0,24,66,73,0,24,0,24,20,29
3.5,Beacon Hill,2893,137,1245,199,21,29,995,178,597,142,0,17,12,23,0,17,3,14,20,31
3.6,North Beacon Hill/Jefferson Park,5765,192,2137,244,74,51,2968,278,571,142,0,24,0,24,0,24,15,32,0,24
4.1,Rainier Beach,5403,197,2298,269,103,80,2324,314,594,183,0,27,65,46,0,27,19,37,0,27
4.2,Columbia City,6493,254,2721,288,14,26,3305,313,411,121,0,27,17,34,0,27,0,27,25,35
4.3,Seward Park,3376,140,1879,163,12,22,1084,149,366,95,0,17,8,18,0,17,27,44,0,17
4.4,Mt. Baker/North Rainier,2340,165,1463,168,13,20,731,171,121,67,0,17,0,17,0,17,0,17,12,18
5.1,Madrona/Leschi,4262,205,2556,240,46,43,1331,236,298,128,0,21,18,34,0,21,13,29,0,21
5.2,Judkins Park,1553,98,267,93,9,14,1229,130,26,20,0,12,10,15,0,12,12,19,0,12
5.3,Central Area/Squire Park,8106,238,3596,271,45,50,4135,312,151,60,0,24,18,35,32,49,64,54,65,64
6.1,First Hill,7537,281,1500,243,93,55,5336,311,62,51,10,26,0,24,0,24,379,121,157,79
6.2,Capitol Hill,13942,322,2607,384,89,60,10262,472,239,138,37,64,16,38,0,29,451,182,241,113
6.3,North Capitol Hill,2363,123,1133,192,0,12,1139,201,37,37,0,12,0,12,0,12,40,46,14,22
6.4,Miller Park,3180,100,1499,152,25,29,1376,157,243,91,0,17,12,22,0,17,8,17,17,22
6.5,Madison Park,2679,129,1349,170,65,52,1012,184,98,82,0,17,0,17,0,17,107,87,48,43
7.1,Montlake/Portage Bay,4576,111,2107,160,31,31,2095,188,291,105,0,21,28,33,0,21,15,26,9,23
7.2,University District,5280,209,1666,229,14,32,3346,267,66,44,0,29,0,29,0,29,74,73,114,82
7.3,Ravenna/Bryant,9895,238,4575,293,88,53,3560,327,1572,213,0,32,14,36,0,32,38,40,48,77
7.4,Wedgwood/View Ridge,6148,153,2967,211,83,59,1719,206,1341,174,0,27,38,33,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,4412,158,2032,182,0,21,1619,170,661,144,16,28,0,21,0,21,52,40,32,30
8.1,Northgate/Maple Leaf,6976,196,1912,203,30,33,4407,266,494,121,0,24,8,23,10,26,68,87,47,48
8.2,Olympic Hills/Victory Heights,6737,204,1878,240,36,39,3981,302,812,164,0,24,14,30,0,24,0,24,16,30
8.3,Cedar Park/Meadowbrook,5748,207,2129,219,72,70,2986,254,477,109,0,27,14,26,0,27,6,26,64,76
9.1,Broadview/Bitter Lake,6683,218,1984,234,100,80,3911,298,615,130,0,27,16,35,0,27,57,55,0,27
9.2,Licton Springs,4422,146,1547,239,20,23,2611,244,178,77,0,17,12,22,0,17,0,17,54,88
9.3,Greenwood/Phinney Ridge,10923,235,5205,337,144,73,4532,341,970,202,0,29,21,31,0,29,21,36,30,42
9.4,Green Lake,6673,219,3432,246,46,43,2774,260,365,111,16,30,0,24,0,24,12,28,28,35
9.5,Haller Lake,4467,139,1554,189,10,21,2419,245,404,110,0,21,42,35,0,21,17,30,21,26
10.1,North Beach/Blue Ridge,5103,114,2427,197,18,31,1494,180,1112,154,0,21,16,31,0,21,19,25,17,31
10.2,Whittier Heights,5610,116,2760,272,15,29,1978,248,775,168,0,24,42,40,0,24,27,34,13,28
10.3,Sunset Hill/Loyal Heights,6432,193,2990,240,30,38,2418,280,869,185,0,24,43,38,0,24,82,82,0,24
10.4,Ballard,4091,212,804,168,31,35,3106,300,74,66,0,17,0,17,37,43,14,23,25,28
11.1,Fremont,8389,231,3566,301,132,85,4107,334,427,161,0,24,36,42,49,78,56,48,16,33
11.2,Wallingford,7409,188,3247,256,60,44,3697,293,329,98,0,27,40,41,0,27,23,30,13,31
11.3,Cascade/Eastlake,8722,431,1864,329,76,56,6354,437,88,99,0,21,31,39,0,21,91,70,218,116
12.1,Magnolia,5548,152,3230,227,64,43,1215,206,1023,182,16,32,0,24,0,24,0,24,0,24
12.2,Interbay,5251,185,1405,237,23,31,3347,279,406,163,0,21,0,21,43,60,27,33,0,21
12.3,Queen Anne,19175,394,6530,426,113,66,11597,497,688,174,0,40,12,42,0,40,88,69,147,77
13.1,Belltown,5934,298,932,214,52,46,4755,347,6,20,0,21,92,90,0,21,97,97,0,21
13.2,Downtown Commercial Core,2452,178,358,122,0,12,1904,226,49,75,67,89,14,22,0,12,37,36,23,29
13.3,Pioneer Square/International District,3024,156,215,84,37,26,2555,165,20,24,0,17,0,17,0,17,77,49,120,66
