area_id,area_name,b25006001,b25006001_moe,b25006002,b25006002_moe,b25006003,b25006003_moe,b25006004,b25006004_moe,b25006005,b25006005_moe,b25006006,b25006006_moe,b25006007,b25006007_moe,b25006008,b25006008_moe,b25006009,b25006009_moe,b25006010,b25006010_moe
1.1,Arbor Heights,2639,96,2333,129,54,53,33,39,106,53,0,17,15,24,98,64,13,23,85,60
1.2,Fauntleroy/Seaview,6410,211,5908,239,79,85,24,28,240,96,57,82,17,29,85,57,13,27,72,53
1.3,West Seattle Junction/Genesee Hill,8391,238,7684,277,192,136,46,45,178,79,52,77,13,31,226,107,64,65,162,90
1.4,Alki/Admiral,5786,190,5148,253,156,107,0,24,302,114,7,23,0,24,173,88,0,24,173,88
2.1,North Delridge,2387,100,1838,170,97,81,42,49,212,100,0,12,83,73,115,82,0,12,115,82
2.2,High Point,2731,199,1340,196,688,177,0,17,590,146,22,38,14,21,77,50,7,17,70,49
2.3,Riverview,1680,73,1134,108,151,74,21,34,228,61,21,23,0,12,125,66,0,12,125,66
2.4,Roxhill/Westwood,5489,176,3933,227,532,159,39,44,491,129,74,87,191,111,229,98,49,48,180,83
2.5,Highland Park,2563,202,1917,191,177,71,37,47,267,78,8,22,40,48,117,101,25,41,92,91
3.1,South Park,1323,80,884,126,95,53,0,17,191,51,53,49,32,32,68,61,0,17,68,61
3.2,Georgetown,630,55,527,62,16,21,25,26,25,20,0,12,18,24,19,21,15,22,4,9
3.3,Duwamish/SODO,944,90,536,109,140,102,12,22,209,55,0,12,21,33,26,26,0,12,26,26
3.4,South Beacon Hill/NewHolly,4531,190,927,162,1281,221,65,47,2013,195,48,52,28,34,169,90,23,29,146,87
3.5,Beacon Hill,2893,137,876,166,347,130,7,17,1505,186,0,17,36,41,122,80,0,17,122,80
3.6,North Beacon Hill/Jefferson Park,5765,192,2179,252,850,174,13,25,2271,215,28,43,95,87,329,131,30,37,299,129
4.1,Rainier Beach,5403,197,2088,229,1829,237,31,42,1148,198,0,27,110,93,197,125,0,27,197,125
4.2,Columbia City,6493,254,2627,289,1985,293,11,28,1359,191,89,88,80,67,342,129,9,26,333,128
4.3,Seward Park,3376,140,1976,146,647,136,23,28,565,83,11,22,32,40,122,63,0,17,122,63
4.4,Mt. Baker/North Rainier,2340,165,1388,137,374,143,42,42,382,82,0,17,14,22,140,83,0,17,140,83
5.1,Madrona/Leschi,4262,205,2846,222,900,179,32,37,254,91,0,21,52,50,178,122,0,21,178,122
5.2,Judkins Park,1553,98,435,101,433,128,10,15,597,106,0,12,14,23,64,56,0,12,64,56
5.3,Central Area/Squire Park,8106,238,5565,296,1611,237,52,53,473,150,0,24,43,36,362,147,30,52,332,139
6.1,First Hill,7537,281,5278,346,600,176,152,85,1179,208,14,33,138,80,176,85,9,25,167,84
6.2,Capitol Hill,13942,322,11199,492,816,254,227,125,1106,279,17,38,80,53,497,179,16,35,481,180
6.3,North Capitol Hill,2363,123,2018,165,18,29,42,62,187,107,0,12,20,31,78,80,0,12,78,80
6.4,Miller Park,3180,100,2558,146,284,93,28,27,180,65,0,17,8,18,122,76,14,24,108,72
6.5,Madison Park,2679,129,2482,171,40,40,0,17,125,99,0,17,12,19,20,23,0,17,20,23
7.1,Montlake/Portage Bay,4576,111,4072,171,86,76,27,36,202,81,0,21,58,77,131,82,0,21,131,82
7.2,University District,5280,209,3313,295,142,102,22,42,1400,220,0,29,121,121,282,122,12,30,270,122
7.3,Ravenna/Bryant,9895,238,8229,290,218,95,31,38,977,185,0,32,88,69,352,114,11,36,341,113
7.4,Wedgwood/View Ridge,6148,153,5200,186,121,79,11,29,623,103,0,27,22,30,171,92,13,30,158,90
7.5,Laurelhurst/Sand Point,4412,158,3623,211,71,83,23,23,486,143,0,21,17,26,192,108,0,21,192,108
8.1,Northgate/Maple Leaf,6976,196,5069,247,326,143,92,67,1211,201,49,58,99,80,130,62,0,24,130,62
8.2,Olympic Hills/Victory Heights,6737,204,4962,243,299,150,10,24,1062,198,18,30,92,80,294,132,23,32,271,127
8.3,Cedar Park/Meadowbrook,5748,207,4470,263,313,167,75,56,532,135,11,27,186,100,161,84,13,26,148,83
9.1,Broadview/Bitter Lake,6683,218,5290,276,529,195,67,56,513,135,11,29,53,48,220,125,11,29,209,124
9.2,Licton Springs,4422,146,3147,212,180,102,23,29,835,175,9,20,82,61,146,97,0,17,146,97
9.3,Greenwood/Phinney Ridge,10923,235,9468,281,141,84,75,60,701,155,0,29,189,108,349,114,15,38,334,113
9.4,Green Lake,6673,219,5867,273,113,93,0,24,403,118,0,24,115,89,175,105,49,77,126,71
9.5,Haller Lake,4467,139,3321,180,236,141,84,60,523,130,90,88,123,108,90,81,7,21,83,81
10.1,North Beach/Blue Ridge,5103,114,4624,161,47,70,31,33,220,77,9,25,41,52,131,70,17,33,114,66
10.2,Whittier Heights,5610,116,5092,161,57,65,20,35,212,82,0,24,52,62,177,101,0,24,177,101
10.3,Sunset Hill/Loyal Heights,6432,193,5961,201,31,30,14,29,231,102,14,26,33,35,148,89,18,33,130,84
10.4,Ballard,4091,212,3549,237,58,49,0,17,273,124,21,33,30,36,160,148,113,141,47,45
11.1,Fremont,8389,231,7522,284,51,48,33,40,390,117,0,24,66,69,327,151,48,77,279,131
11.2,Wallingford,7409,188,5943,280,206,131,40,43,868,185,0,27,17,33,335,125,24,33,311,122
11.3,Cascade/Eastlake,8722,431,6103,433,415,162,285,154,1391,291,0,21,188,132,340,151,0,21,340,151
12.1,Magnolia,5548,152,5208,192,17,32,25,34,214,89,0,24,25,44,59,52,0,24,59,52
12.2,Interbay,5251,185,4505,256,224,129,25,32,256,128,0,21,22,25,219,132,13,24,206,131
12.3,Queen Anne,19175,394,16100,490,565,246,155,106,1492,276,0,40,139,91,724,223,40,62,684,220
13.1,Belltown,5934,298,4350,343,499,216,120,94,640,203,0,21,52,55,273,117,0,21,273,117
13.2,Downtown Commercial Core,2452,178,1864,218,207,102,20,29,194,105,0,12,93,94,74,80,13,20,61,78
13.3,Pioneer Square/International District,3024,156,1220,160,367,132,0,17,1302,146,0,17,33,38,102,57,0,17,102,57
