area_id,area_name,b21100001,b21100001_moe,b21100002,b21100002_moe,b21100003,b21100003_moe,b21100004,b21100004_moe,b21100005,b21100005_moe,b21100006,b21100006_moe,b21100007,b21100007_moe,b21100008,b21100008_moe,b21100009,b21100009_moe
1.1,Arbor Heights,479,117,402,105,77,52,0,17,20,26,39,46,8,17,10,19,0,17
1.2,Fauntleroy/Seaview,1036,221,904,209,132,66,15,29,60,43,15,28,0,24,13,25,29,34
1.3,West Seattle Junction/Genesee Hill,1352,267,1126,206,226,142,0,29,173,135,2,26,0,29,9,28,42,39
1.4,Alki/Admiral,924,192,825,187,99,66,0,24,34,44,56,51,0,24,9,22,0,24
2.1,North Delridge,345,123,246,106,99,76,0,12,87,76,0,12,0,12,12,19,0,12
2.2,High Point,221,128,213,128,8,18,0,17,0,17,0,17,0,17,8,18,0,17
2.3,Riverview,174,75,148,70,26,26,0,12,8,13,0,12,8,13,10,17,0,12
2.4,Roxhill/Westwood,721,159,568,143,153,76,12,28,75,69,19,38,16,30,31,29,0,21
2.5,Highland Park,517,156,431,157,86,61,0,21,21,30,0,21,18,31,47,46,0,21
3.1,South Park,180,74,150,74,30,35,0,17,16,29,5,16,0,17,9,19,0,17
3.2,Georgetown,96,58,81,59,15,19,0,12,15,19,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,177,97,158,93,19,30,0,12,19,30,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,499,117,424,109,75,44,0,24,40,34,0,24,0,24,35,34,0,24
3.5,Beacon Hill,574,200,556,195,18,22,0,17,0,17,6,17,0,17,12,22,0,17
3.6,North Beacon Hill/Jefferson Park,582,183,541,179,41,36,0,24,21,29,9,26,0,24,0,24,11,24
4.1,Rainier Beach,676,175,591,153,85,76,5,23,48,63,32,39,0,27,0,27,0,27
4.2,Columbia City,818,204,601,170,217,103,35,34,31,47,57,54,11,29,31,35,52,60
4.3,Seward Park,566,135,490,124,76,40,6,16,33,27,18,27,18,23,0,17,1,12
4.4,Mt. Baker/North Rainier,190,109,190,109,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,490,175,449,175,41,37,0,21,23,30,13,28,0,21,0,21,5,21
5.2,Judkins Park,106,56,81,45,25,29,0,12,0,12,11,17,0,12,14,22,0,12
5.3,Central Area/Squire Park,821,191,674,164,147,103,8,27,59,75,26,33,13,30,41,68,0,24
6.1,First Hill,786,197,703,174,83,66,0,24,7,25,11,27,0,24,8,24,57,58
6.2,Capitol Hill,862,233,784,224,78,73,0,29,20,35,0,29,42,64,16,35,0,29
6.3,North Capitol Hill,271,133,271,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,340,86,286,85,54,35,0,17,28,25,0,17,10,19,7,17,9,18
6.5,Madison Park,375,106,362,106,13,20,0,17,13,20,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,552,146,537,142,15,28,0,21,0,21,0,21,0,21,15,28,0,21
7.2,University District,419,160,386,153,33,46,0,29,15,33,0,29,0,29,18,38,0,29
7.3,Ravenna/Bryant,986,173,856,174,130,66,0,32,32,38,38,46,0,32,31,37,29,41
7.4,Wedgwood/View Ridge,699,141,598,130,101,74,0,27,62,48,20,36,0,27,19,35,0,27
7.5,Laurelhurst/Sand Point,591,173,542,164,49,51,0,21,9,26,12,23,11,25,0,21,17,42
8.1,Northgate/Maple Leaf,739,151,655,144,84,52,6,23,17,26,0,24,0,24,44,41,17,33
8.2,Olympic Hills/Victory Heights,769,184,670,176,99,63,14,31,45,42,0,24,0,24,40,46,0,24
8.3,Cedar Park/Meadowbrook,545,128,457,114,88,55,0,27,31,29,20,29,35,42,2,25,0,27
9.1,Broadview/Bitter Lake,1153,255,953,215,200,101,13,32,75,56,12,31,0,27,79,81,21,29
9.2,Licton Springs,605,161,512,154,93,77,0,17,52,67,0,17,11,21,11,22,19,33
9.3,Greenwood/Phinney Ridge,1200,216,1105,206,95,67,0,29,11,32,10,31,1,27,57,61,16,33
9.4,Green Lake,642,168,485,146,157,87,29,37,56,56,31,46,0,24,28,34,13,29
9.5,Haller Lake,748,175,676,163,72,52,0,21,48,46,13,25,0,21,0,21,11,21
10.1,North Beach/Blue Ridge,734,129,700,131,34,35,1,17,33,37,0,21,0,21,0,21,0,21
10.2,Whittier Heights,553,142,538,141,15,32,0,24,0,24,0,24,0,24,15,32,0,24
10.3,Sunset Hill/Loyal Heights,725,144,615,140,110,64,22,38,60,42,0,24,13,27,15,30,0,24
10.4,Ballard,424,215,228,120,196,169,0,17,0,17,133,152,0,17,36,59,27,43
11.1,Fremont,708,176,631,172,77,49,0,24,32,37,11,27,0,24,17,28,17,33
11.2,Wallingford,633,167,514,135,119,117,0,27,30,34,11,29,20,30,58,110,0,27
11.3,Cascade/Eastlake,785,194,718,180,67,57,14,28,15,29,0,21,15,29,0,21,23,43
12.1,Magnolia,1077,186,975,179,102,80,11,25,67,72,24,33,0,24,0,24,0,24
12.2,Interbay,614,177,566,176,48,48,0,21,20,34,0,21,0,21,28,39,0,21
12.3,Queen Anne,1778,299,1720,299,58,47,0,40,12,42,13,42,9,40,24,43,0,40
13.1,Belltown,712,220,593,206,119,93,10,21,0,21,0,21,38,48,71,84,0,21
13.2,Downtown Commercial Core,244,119,217,95,27,40,0,12,9,18,0,12,0,12,5,10,13,30
13.3,Pioneer Square/International District,298,97,246,85,52,43,0,17,0,17,12,22,12,22,14,24,14,31
