area_id,area_name,b17020i001,b17020i001_moe,b17020i002,b17020i002_moe,b17020i003,b17020i003_moe,b17020i004,b17020i004_moe,b17020i005,b17020i005_moe,b17020i006,b17020i006_moe,b17020i007,b17020i007_moe,b17020i008,b17020i008_moe,b17020i009,b17020i009_moe,b17020i010,b17020i010_moe,b17020i011,b17020i011_moe,b17020i012,b17020i012_moe,b17020i013,b17020i013_moe,b17020i014,b17020i014_moe,b17020i015,b17020i015_moe,b17020i016,b17020i016_moe,b17020i017,b17020i017_moe
1.1,Arbor Heights,340,185,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,340,185,35,34,11,21,38,34,10,20,246,140,0,17,0,17
1.2,Fauntleroy/Seaview,684,297,68,52,0,24,0,24,0,24,0,24,50,43,0,24,18,34,616,299,57,54,0,24,103,86,114,90,342,147,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,623,253,135,110,0,29,0,29,0,29,0,29,104,105,18,37,13,31,488,232,42,54,14,33,26,35,12,30,394,193,0,29,0,29
1.4,Alki/Admiral,507,302,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,507,302,55,79,27,43,51,55,21,36,329,223,0,24,24,40
2.1,North Delridge,354,148,36,37,0,12,0,12,0,12,0,12,17,26,19,28,0,12,318,152,0,12,0,12,0,12,15,26,283,157,20,36,0,12
2.2,High Point,228,122,113,105,12,22,0,17,22,40,32,51,47,61,0,17,0,17,115,68,8,19,0,17,0,17,7,17,100,63,0,17,0,17
2.3,Riverview,284,176,63,100,0,12,31,50,0,12,0,12,32,50,0,12,0,12,221,141,19,27,0,12,11,18,11,18,172,106,8,13,0,12
2.4,Roxhill/Westwood,2852,665,929,471,228,136,0,21,150,91,146,161,396,182,0,21,9,23,1923,536,109,70,27,34,130,98,185,98,1404,461,38,46,30,48
2.5,Highland Park,800,318,143,120,0,21,16,29,17,29,0,21,99,78,0,21,11,22,657,293,76,79,14,26,0,21,2,22,550,252,15,29,0,21
3.1,South Park,1929,592,690,403,112,153,17,29,118,117,109,103,286,173,19,30,29,39,1239,574,157,114,40,52,133,92,88,93,821,387,0,17,0,17
3.2,Georgetown,214,173,23,35,0,12,0,12,0,12,0,12,23,35,0,12,0,12,191,163,10,18,32,47,0,12,0,12,149,123,0,12,0,12
3.3,Duwamish/SODO,206,152,25,27,0,12,0,12,0,12,0,12,19,26,0,12,6,10,181,141,0,12,0,12,0,12,33,58,136,116,12,30,0,12
3.4,South Beacon Hill/NewHolly,467,220,92,112,0,24,0,24,9,23,75,105,8,23,0,24,0,24,375,202,50,44,0,24,63,62,35,58,213,115,14,29,0,24
3.5,Beacon Hill,386,337,120,124,0,17,0,17,38,67,0,17,82,86,0,17,0,17,266,305,39,61,0,17,17,62,22,28,172,164,16,58,0,17
3.6,North Beacon Hill/Jefferson Park,1448,569,241,191,18,39,0,24,0,24,0,24,188,160,0,24,35,59,1207,508,134,121,15,34,198,149,92,83,757,320,0,24,11,30
4.1,Rainier Beach,1670,561,440,314,67,77,0,27,60,71,50,62,263,192,0,27,0,27,1230,503,107,104,0,27,166,117,175,141,770,319,0,27,12,32
4.2,Columbia City,1146,448,116,104,0,27,0,27,0,27,0,27,116,104,0,27,0,27,1030,444,115,85,0,27,40,40,125,98,695,333,31,50,24,45
4.3,Seward Park,631,459,326,385,29,48,0,17,53,87,27,45,197,222,0,17,20,33,305,282,19,49,0,17,22,37,0,17,235,254,0,17,29,38
4.4,Mt. Baker/North Rainier,257,170,15,24,0,17,0,17,0,17,0,17,15,24,0,17,0,17,242,168,30,49,0,17,44,51,0,17,168,131,0,17,0,17
5.1,Madrona/Leschi,331,183,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,331,183,48,80,17,32,17,32,15,26,234,117,0,21,0,21
5.2,Judkins Park,156,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,172,0,12,0,12,0,12,0,12,156,172,0,12,0,12
5.3,Central Area/Squire Park,1113,315,102,86,0,24,0,24,0,24,0,24,102,86,0,24,0,24,1011,305,91,81,0,24,137,77,62,55,699,195,22,40,0,24
6.1,First Hill,740,283,165,100,0,24,0,24,0,24,0,24,165,100,0,24,0,24,575,251,0,24,0,24,13,33,24,52,538,219,0,24,0,24
6.2,Capitol Hill,1407,475,286,138,0,29,0,29,0,29,0,29,286,138,0,29,0,29,1121,452,105,143,0,29,0,29,26,60,990,343,0,29,0,29
6.3,North Capitol Hill,259,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,259,111,0,12,0,12,0,12,0,12,259,111,0,12,0,12
6.4,Miller Park,348,136,75,57,0,17,0,17,0,17,0,17,39,38,8,18,28,45,273,124,12,22,11,22,14,22,44,38,192,75,0,17,0,17
6.5,Madison Park,131,92,30,47,0,17,0,17,0,17,0,17,30,47,0,17,0,17,101,81,0,17,0,17,23,38,12,20,46,36,20,33,0,17
7.1,Montlake/Portage Bay,325,150,7,18,0,21,0,21,0,21,0,21,7,18,0,21,0,21,318,151,21,34,28,32,15,28,0,21,225,119,10,24,19,36
7.2,University District,517,273,305,236,5,27,0,29,0,29,0,29,300,236,0,29,0,29,212,133,0,29,0,29,0,29,0,29,212,133,0,29,0,29
7.3,Ravenna/Bryant,658,200,172,87,0,32,0,32,0,32,0,32,172,87,0,32,0,32,486,175,87,56,14,37,31,45,41,40,313,120,0,32,0,32
7.4,Wedgwood/View Ridge,503,174,35,41,0,27,0,27,0,27,0,27,35,41,0,27,0,27,468,173,21,31,23,33,69,55,67,61,288,122,0,27,0,27
7.5,Laurelhurst/Sand Point,254,173,38,74,0,21,0,21,0,21,0,21,38,74,0,21,0,21,216,153,0,21,0,21,63,77,0,21,153,94,0,21,0,21
8.1,Northgate/Maple Leaf,804,275,95,101,0,24,12,28,11,28,0,24,10,26,0,24,62,94,709,255,37,47,0,24,25,33,7,23,640,250,0,24,0,24
8.2,Olympic Hills/Victory Heights,1097,413,289,322,63,79,0,24,74,86,25,39,127,159,0,24,0,24,808,267,57,57,0,24,58,58,68,49,625,206,0,24,0,24
8.3,Cedar Park/Meadowbrook,1077,382,331,259,29,42,40,67,27,37,15,33,220,165,0,27,0,27,746,346,64,70,0,27,22,30,63,67,576,263,21,39,0,27
9.1,Broadview/Bitter Lake,619,276,155,174,64,86,0,27,11,27,16,34,64,87,0,27,0,27,464,203,18,38,0,27,47,49,19,32,323,140,22,43,35,42
9.2,Licton Springs,950,463,210,135,17,30,0,17,0,17,0,17,193,128,0,17,0,17,740,435,175,158,0,17,15,26,16,25,489,268,45,62,0,17
9.3,Greenwood/Phinney Ridge,1244,391,94,88,17,39,0,29,14,36,0,29,57,46,0,29,6,29,1150,383,54,65,21,40,145,82,85,62,806,280,10,32,29,38
9.4,Green Lake,718,248,46,44,0,24,0,24,0,24,0,24,28,33,0,24,18,34,672,245,44,50,0,24,0,24,0,24,583,219,45,55,0,24
9.5,Haller Lake,811,358,241,278,43,69,0,21,66,76,22,38,100,127,0,21,10,20,570,199,48,76,32,40,19,34,57,53,400,135,0,21,14,24
10.1,North Beach/Blue Ridge,689,308,104,75,0,21,0,21,0,21,0,21,104,75,0,21,0,21,585,288,50,53,0,21,23,24,83,132,429,167,0,21,0,21
10.2,Whittier Heights,525,214,30,37,0,24,0,24,0,24,0,24,30,37,0,24,0,24,495,207,18,33,13,27,39,37,15,30,399,186,11,25,0,24
10.3,Sunset Hill/Loyal Heights,460,187,51,46,0,24,0,24,18,34,0,24,0,24,33,40,0,24,409,180,105,88,0,24,32,39,25,43,247,110,0,24,0,24
10.4,Ballard,516,255,103,145,0,17,0,17,0,17,22,36,81,110,0,17,0,17,413,199,0,17,0,17,17,27,15,24,381,195,0,17,0,17
11.1,Fremont,832,214,160,113,0,24,0,24,7,30,64,95,89,64,0,24,0,24,672,182,49,47,0,24,0,24,0,24,623,170,0,24,0,24
11.2,Wallingford,534,185,146,125,0,27,0,27,0,27,0,27,128,121,18,36,0,27,388,143,37,50,9,28,70,46,11,29,261,111,0,27,0,27
11.3,Cascade/Eastlake,814,246,204,111,46,66,0,21,0,21,0,21,109,68,32,53,17,33,610,231,52,84,0,21,0,21,20,34,521,177,17,32,0,21
12.1,Magnolia,358,192,14,29,0,24,0,24,0,24,0,24,14,29,0,24,0,24,344,196,69,80,42,51,40,45,0,24,193,120,0,24,0,24
12.2,Interbay,462,223,60,76,31,52,0,21,0,21,0,21,29,37,0,21,0,21,402,207,40,40,0,21,52,54,0,21,277,140,33,41,0,21
12.3,Queen Anne,1697,415,194,146,0,40,0,40,0,40,0,40,194,146,0,40,0,40,1503,393,35,53,0,40,55,62,68,72,1267,368,69,73,9,39
13.1,Belltown,391,197,155,148,0,21,0,21,0,21,0,21,155,148,0,21,0,21,236,129,0,21,0,21,0,21,0,21,236,129,0,21,0,21
13.2,Downtown Commercial Core,156,112,45,63,0,12,0,12,0,12,0,12,45,63,0,12,0,12,111,98,0,12,0,12,0,12,0,12,94,96,17,29,0,12
13.3,Pioneer Square/International District,113,71,72,57,0,17,0,17,0,17,0,17,60,47,0,17,12,24,41,39,8,20,0,17,0,17,0,17,33,38,0,17,0,17
