area_id,area_name,b18105001,b18105001_moe,b18105002,b18105002_moe,b18105003,b18105003_moe,b18105004,b18105004_moe,b18105005,b18105005_moe,b18105006,b18105006_moe,b18105007,b18105007_moe,b18105008,b18105008_moe,b18105009,b18105009_moe,b18105010,b18105010_moe,b18105011,b18105011_moe,b18105012,b18105012_moe,b18105013,b18105013_moe,b18105014,b18105014_moe,b18105015,b18105015_moe,b18105016,b18105016_moe,b18105017,b18105017_moe,b18105018,b18105018_moe,b18105019,b18105019_moe,b18105020,b18105020_moe,b18105021,b18105021_moe,b18105022,b18105022_moe,b18105023,b18105023_moe,b18105024,b18105024_moe,b18105025,b18105025_moe,b18105026,b18105026_moe,b18105027,b18105027_moe,b18105028,b18105028_moe,b18105029,b18105029_moe,b18105030,b18105030_moe,b18105031,b18105031_moe,b18105032,b18105032_moe,b18105033,b18105033_moe
1.1,Arbor Heights,5807,258,2803,178,377,109,0,17,377,109,599,130,0,17,599,130,1461,102,44,35,1417,106,283,68,25,33,258,70,83,31,29,29,54,27,3004,211,493,114,0,17,493,114,532,137,0,17,532,137,1520,146,21,23,1499,144,289,79,14,17,275,79,170,55,36,22,134,54
1.2,Fauntleroy/Seaview,12750,594,5867,429,760,202,0,24,760,202,1100,252,28,42,1072,248,3371,314,126,87,3245,272,274,103,0,24,274,103,362,100,77,56,285,84,6883,371,852,211,0,24,852,211,1464,221,0,24,1464,221,3511,238,92,58,3419,242,544,116,49,49,495,110,512,110,191,72,321,93
1.3,West Seattle Junction/Genesee Hill,16496,564,7695,470,1107,242,0,29,1107,242,1551,313,17,35,1534,313,4134,279,152,101,3982,281,549,112,108,63,441,112,354,125,172,97,182,79,8801,431,1336,212,0,29,1336,212,1974,316,0,29,1974,316,4338,269,231,149,4107,227,523,126,42,42,481,122,630,158,288,118,342,128
1.4,Alki/Admiral,10525,487,4716,345,476,153,0,24,476,153,1057,203,0,24,1057,203,2439,219,32,39,2407,223,456,157,40,35,416,157,288,94,60,55,228,79,5809,415,676,184,0,24,676,184,1245,262,0,24,1245,262,2787,250,47,43,2740,244,553,158,37,37,516,158,548,109,185,83,363,108
2.1,North Delridge,4376,281,2102,209,151,79,0,12,151,79,656,172,0,12,656,172,1166,178,37,46,1129,166,112,53,0,12,112,53,17,22,3,5,14,22,2274,205,151,104,0,12,151,104,898,204,0,12,898,204,1015,161,36,38,979,161,124,58,0,12,124,58,86,59,18,24,68,55
2.2,High Point,5880,434,2791,304,660,174,0,17,660,174,944,256,61,66,883,252,1058,192,92,81,966,183,105,62,0,17,105,62,24,34,9,20,15,30,3089,347,442,179,0,17,442,179,963,215,43,48,920,209,1351,194,31,39,1320,189,272,121,44,40,228,119,61,45,19,30,42,38
2.3,Riverview,4424,272,2385,208,464,112,0,12,464,112,647,145,0,12,647,145,1108,157,31,35,1077,168,119,45,0,12,119,45,47,31,22,25,25,19,2039,193,315,117,0,12,315,117,448,104,1,2,447,104,1090,125,54,39,1036,123,111,34,8,13,103,35,75,40,17,20,58,39
2.4,Roxhill/Westwood,11664,647,5560,430,758,174,0,21,758,174,1717,338,0,21,1717,338,2561,284,113,67,2448,280,282,95,100,66,182,71,242,81,69,50,173,73,6104,477,905,219,0,21,905,219,1725,348,16,30,1709,348,2816,251,201,101,2615,252,356,100,51,38,305,95,302,85,95,58,207,74
2.5,Highland Park,5468,407,2944,303,472,154,0,21,472,154,879,188,0,21,879,188,1226,189,43,47,1183,177,260,93,48,49,212,78,107,84,16,28,91,82,2524,230,255,109,0,21,255,109,621,151,0,21,621,151,1197,162,82,61,1115,157,283,96,56,43,227,88,168,87,84,66,84,53
3.1,South Park,3929,517,2022,457,388,136,0,17,388,136,573,211,0,17,573,211,922,314,65,56,857,293,124,75,9,21,115,73,15,20,7,17,8,17,1907,288,552,213,18,30,534,207,623,172,0,17,623,172,645,114,82,58,563,107,0,17,0,17,0,17,87,37,73,38,14,26
3.2,Georgetown,1160,143,620,94,19,12,0,12,19,12,144,65,18,24,126,64,425,80,97,68,328,95,18,17,7,11,11,17,14,9,0,12,14,9,540,101,90,38,0,12,90,38,189,69,0,12,189,69,207,70,35,39,172,56,48,44,9,12,39,43,6,10,6,10,0,12
3.3,Duwamish/SODO,2322,378,1347,352,68,48,0,12,68,48,346,149,0,12,346,149,759,257,112,72,647,235,97,83,10,21,87,80,77,42,41,37,36,22,975,164,109,61,0,12,109,61,413,131,0,12,413,131,321,67,6,12,315,68,12,18,12,18,0,12,120,44,50,44,70,35
3.4,South Beacon Hill/NewHolly,14310,1112,6820,634,1600,343,0,24,1600,343,1806,308,34,59,1772,315,2727,293,204,117,2523,283,363,104,29,34,334,101,324,96,177,84,147,63,7490,746,1819,499,15,33,1804,498,1775,266,10,27,1765,263,2937,311,168,89,2769,318,387,106,93,52,294,95,572,140,369,130,203,74
3.5,Beacon Hill,8652,659,4302,479,467,146,0,17,467,146,1087,222,0,17,1087,222,2241,406,85,81,2156,395,279,116,0,17,279,116,228,81,38,49,190,73,4350,381,487,175,0,17,487,175,1229,234,1,12,1228,234,1750,232,34,37,1716,234,410,131,37,57,373,134,474,128,135,75,339,129
3.6,North Beacon Hill/Jefferson Park,12978,659,6701,545,723,228,7,23,716,227,2211,393,0,24,2211,393,3050,330,74,73,2976,324,373,146,77,73,296,126,344,117,121,84,223,99,6277,398,865,194,0,24,865,194,1566,254,37,66,1529,249,2732,276,144,79,2588,286,498,146,75,58,423,146,616,161,186,101,430,149
4.1,Rainier Beach,14157,980,6999,718,1646,471,25,44,1621,462,1649,344,3,22,1646,343,2967,341,194,116,2773,342,470,137,96,82,374,121,267,92,75,61,192,86,7158,536,1181,269,0,27,1181,269,1613,285,48,64,1565,286,3353,334,292,135,3061,318,533,158,134,110,399,127,478,123,202,97,276,91
4.2,Columbia City,15149,719,7096,543,1075,235,19,37,1056,233,1224,287,0,27,1224,287,4057,370,159,86,3898,387,477,135,114,87,363,114,263,101,62,42,201,89,8053,514,1135,239,17,34,1118,235,2128,320,0,27,2128,320,3752,358,239,116,3513,351,639,131,174,90,465,112,399,108,189,77,210,80
4.3,Seward Park,7957,501,3800,425,503,164,0,17,503,164,883,233,0,17,883,233,1889,202,56,39,1833,200,256,82,7,17,249,82,269,64,64,46,205,57,4157,267,623,137,0,17,623,137,695,163,45,43,650,152,2178,171,26,34,2152,173,320,107,32,41,288,101,341,135,136,89,205,74
4.4,Mt. Baker/North Rainier,5200,458,2465,246,478,154,0,17,478,154,336,171,0,17,336,171,1353,190,42,42,1311,184,172,79,11,22,161,77,126,67,55,47,71,56,2735,299,431,126,0,17,431,126,608,258,0,17,608,258,1397,144,105,70,1292,147,236,95,81,50,155,80,63,45,35,32,28,32
5.1,Madrona/Leschi,9253,506,4417,391,540,197,0,21,540,197,816,230,0,21,816,230,2449,274,104,98,2345,279,430,101,14,26,416,106,182,79,14,25,168,77,4836,413,636,182,0,21,636,182,1146,277,0,21,1146,277,2449,323,32,36,2417,322,341,113,45,70,296,89,264,100,78,66,186,95
5.2,Judkins Park,2643,275,1311,245,38,37,0,12,38,37,532,168,5,12,527,168,485,114,41,60,444,108,157,82,68,54,89,68,99,44,54,33,45,30,1332,176,160,100,0,12,160,100,358,101,0,12,358,101,447,101,63,50,384,92,131,58,43,32,88,51,236,78,92,58,144,52
5.3,Central Area/Squire Park,15634,728,7395,551,644,207,15,33,629,205,2705,478,36,44,2669,478,3548,335,222,101,3326,323,324,109,32,39,292,100,174,92,84,75,90,58,8239,551,761,179,0,24,761,179,3318,338,23,31,3295,339,3189,285,359,133,2830,260,554,169,129,104,425,145,417,109,222,89,195,82
6.1,First Hill,12702,725,6328,521,118,88,0,24,118,88,3499,401,8,26,3491,400,2036,353,151,94,1885,354,274,102,41,36,233,96,401,100,125,69,276,78,6374,489,132,73,0,24,132,73,3593,390,4,22,3589,391,1509,251,201,116,1308,217,436,120,107,65,329,107,704,141,254,99,450,113
6.2,Capitol Hill,19607,703,10274,641,163,118,0,29,163,118,5540,663,0,29,5540,663,4075,466,220,102,3855,456,294,134,40,42,254,123,202,83,0,29,202,83,9333,574,76,61,0,29,76,61,5663,531,33,43,5630,529,2839,384,114,92,2725,399,496,171,47,47,449,167,259,103,82,49,177,94
6.3,North Capitol Hill,3798,196,2129,179,131,56,0,12,131,56,485,163,0,12,485,163,1231,179,50,76,1181,186,224,94,12,20,212,92,58,39,14,21,44,33,1669,167,85,49,0,12,85,49,651,166,0,12,651,166,764,137,2,5,762,137,133,66,2,5,131,65,36,36,25,30,11,17
6.4,Miller Park,6841,408,3655,343,520,138,0,17,520,138,1241,225,0,17,1241,225,1604,170,63,45,1541,167,157,71,7,17,150,70,133,54,22,26,111,52,3186,254,420,140,11,22,409,140,1190,183,0,17,1190,183,1283,176,120,87,1163,151,209,58,20,19,189,58,84,35,11,16,73,32
6.5,Madison Park,4934,329,2114,276,345,112,3,12,342,113,254,206,0,17,254,206,1082,157,39,48,1043,159,298,96,0,17,298,96,135,67,12,20,123,63,2820,277,382,98,0,17,382,98,509,136,0,17,509,136,1272,191,10,17,1262,193,322,100,0,17,322,100,335,108,46,41,289,107
7.1,Montlake/Portage Bay,9063,471,4151,337,398,95,0,21,398,95,1408,280,0,21,1408,280,1828,202,17,25,1811,198,353,78,0,21,353,78,164,84,17,26,147,80,4912,365,408,110,0,21,408,110,2074,401,0,21,2074,401,1832,197,49,41,1783,200,403,92,11,23,392,93,195,76,19,27,176,77
7.2,University District,19181,1379,9546,967,266,96,0,29,266,96,7909,954,42,70,7867,956,1088,202,62,75,1026,189,170,84,17,38,153,88,113,70,18,38,95,59,9635,886,131,90,0,29,131,90,8162,865,7,28,8155,866,972,185,58,57,914,177,139,68,32,51,107,51,231,248,200,245,31,39
7.3,Ravenna/Bryant,23055,815,11240,646,1143,177,16,37,1127,174,4784,602,0,32,4784,602,4351,261,32,38,4319,261,506,107,28,38,478,102,456,114,117,63,339,109,11815,551,1315,175,0,32,1315,175,4503,478,8,33,4495,478,4634,218,86,50,4548,220,619,136,34,40,585,131,744,125,132,61,612,117
