area_id,area_name,c27010001,c27010001_moe,c27010002,c27010002_moe,c27010003,c27010003_moe,c27010004,c27010004_moe,c27010005,c27010005_moe,c27010006,c27010006_moe,c27010007,c27010007_moe,c27010008,c27010008_moe,c27010009,c27010009_moe,c27010010,c27010010_moe,c27010011,c27010011_moe,c27010012,c27010012_moe,c27010013,c27010013_moe,c27010014,c27010014_moe,c27010015,c27010015_moe,c27010016,c27010016_moe,c27010017,c27010017_moe,c27010018,c27010018_moe,c27010019,c27010019_moe,c27010020,c27010020_moe,c27010021,c27010021_moe
1.1,Arbor Heights,6251,299,1314,164,1139,139,98,93,55,44,22,28,1131,199,754,170,26,25,22,25,329,123,2981,186,2635,199,45,36,98,52,203,112,825,102,23,22,161,70,639,125,2,13
1.2,Fauntleroy/Seaview,13653,592,2515,276,2125,270,193,118,16,31,181,173,2564,370,2064,335,16,23,34,42,450,212,6882,420,5822,413,222,113,218,107,620,213,1692,151,73,52,434,151,1185,178,0,24
1.3,West Seattle Junction/Genesee Hill,17521,592,3468,288,3196,296,136,77,28,48,108,87,3525,439,2910,421,154,123,0,29,461,176,8472,410,7300,380,525,214,172,87,475,173,2056,201,120,64,359,119,1577,197,0,29
1.4,Alki/Admiral,11124,577,1751,281,1613,267,35,42,19,36,84,59,2302,333,1661,332,34,40,47,45,560,233,5226,357,4720,367,97,61,162,90,247,110,1845,245,89,100,449,169,1307,200,0,24
2.1,North Delridge,4749,359,675,220,661,216,14,23,0,12,0,12,1554,278,1330,279,17,23,0,12,207,119,2181,259,1659,229,201,106,97,70,224,178,339,59,0,12,190,89,149,65,0,12
2.2,High Point,6452,416,1674,263,588,195,767,279,270,133,49,78,1907,384,1138,279,362,167,9,22,398,154,2409,276,1408,221,680,216,159,106,162,102,462,136,0,17,339,135,123,70,0,17
2.3,Riverview,4685,295,1040,211,612,155,321,247,0,12,107,88,1095,191,771,162,41,40,0,12,283,125,2198,181,1535,179,146,76,39,31,478,155,352,60,8,13,108,55,236,50,0,12
2.4,Roxhill/Westwood,12524,701,2523,392,1304,240,861,318,76,51,282,132,3442,473,2245,363,146,80,25,30,1026,335,5377,371,3906,314,440,190,118,62,913,249,1182,158,13,26,430,140,713,127,26,43
2.5,Highland Park,5814,462,1073,239,677,231,323,165,40,51,33,32,1500,288,1026,241,34,49,34,47,406,144,2423,277,1567,231,356,148,64,46,436,136,818,162,66,59,302,115,436,135,14,27
3.1,South Park,4310,608,1321,348,322,178,765,289,103,86,131,95,1196,315,423,167,156,98,31,49,586,225,1567,366,772,165,172,87,111,92,512,290,226,62,3,14,142,46,81,58,0,17
3.2,Georgetown,1184,151,133,44,80,41,21,25,0,12,32,47,333,114,168,88,11,14,41,32,113,73,632,130,338,101,75,54,35,35,184,66,86,49,0,12,28,17,58,46,0,12
3.3,Duwamish/SODO,2332,380,187,37,84,72,70,79,33,58,0,12,759,242,418,123,127,105,19,30,195,147,1080,247,550,111,260,79,13,20,257,189,306,127,25,27,141,108,140,58,0,12
3.4,South Beacon Hill/NewHolly,15604,1277,4713,900,1491,380,2502,872,224,108,496,273,3581,433,1927,344,283,132,85,62,1286,348,5664,471,3328,359,1044,266,208,113,1084,315,1646,207,154,68,777,176,690,146,25,33
3.5,Beacon Hill,9332,700,1634,272,951,270,587,220,76,89,20,25,2316,334,1497,335,314,160,8,18,497,206,3991,495,3006,482,312,151,59,48,614,265,1391,178,95,86,706,157,565,150,25,42
3.6,North Beacon Hill/Jefferson Park,14180,731,2790,319,1419,426,1111,339,50,57,210,205,3777,521,2403,344,164,82,0,24,1210,368,5782,417,3845,428,599,189,372,209,966,253,1831,203,52,53,1223,245,556,172,0,24
4.1,Rainier Beach,15144,983,3814,578,1410,476,1593,499,267,177,544,302,3262,440,1739,435,563,254,44,43,916,372,6320,492,4246,424,656,205,205,115,1213,377,1748,228,12,28,823,205,895,198,18,43
4.2,Columbia City,16249,808,3310,497,1616,284,1514,405,115,109,65,58,3352,416,1728,305,542,238,29,50,1053,324,7809,474,5250,498,824,212,140,82,1595,374,1778,205,44,42,790,178,932,178,12,30
4.3,Seward Park,8589,543,1758,255,1290,192,409,232,40,45,19,27,1578,300,1043,243,123,75,67,48,345,202,4067,258,3242,246,251,120,135,73,439,169,1186,193,78,50,434,145,674,130,0,17
4.4,Mt. Baker/North Rainier,5483,466,1192,162,922,203,172,101,0,17,98,123,944,378,642,248,100,76,11,20,191,161,2750,243,2241,250,263,136,68,53,178,107,597,143,25,29,301,117,271,93,0,17
5.1,Madrona/Leschi,9977,562,1900,240,1478,216,275,182,18,30,129,139,1962,382,1536,324,56,46,30,37,340,233,4898,366,4066,333,269,166,81,91,482,195,1217,169,32,37,317,116,868,160,0,21
5.2,Judkins Park,2735,272,290,95,242,96,29,34,8,14,11,20,890,211,586,152,45,46,27,32,232,152,932,146,623,124,132,95,51,46,126,92,623,94,0,12,467,105,139,56,17,27
