area_id,area_name,b08124001,b08124001_moe,b08124002,b08124002_moe,b08124003,b08124003_moe,b08124004,b08124004_moe,b08124005,b08124005_moe,b08124006,b08124006_moe,b08124007,b08124007_moe,b08124008,b08124008_moe,b08124009,b08124009_moe,b08124010,b08124010_moe,b08124011,b08124011_moe,b08124012,b08124012_moe,b08124013,b08124013_moe,b08124014,b08124014_moe,b08124015,b08124015_moe,b08124016,b08124016_moe,b08124017,b08124017_moe,b08124018,b08124018_moe,b08124019,b08124019_moe,b08124020,b08124020_moe,b08124021,b08124021_moe,b08124022,b08124022_moe,b08124023,b08124023_moe,b08124024,b08124024_moe,b08124025,b08124025_moe,b08124026,b08124026_moe,b08124027,b08124027_moe,b08124028,b08124028_moe,b08124029,b08124029_moe,b08124030,b08124030_moe,b08124031,b08124031_moe,b08124032,b08124032_moe,b08124033,b08124033_moe,b08124034,b08124034_moe,b08124035,b08124035_moe,b08124036,b08124036_moe,b08124037,b08124037_moe,b08124038,b08124038_moe,b08124039,b08124039_moe,b08124040,b08124040_moe,b08124041,b08124041_moe,b08124042,b08124042_moe,b08124043,b08124043_moe,b08124044,b08124044_moe,b08124045,b08124045_moe,b08124046,b08124046_moe,b08124047,b08124047_moe,b08124048,b08124048_moe,b08124049,b08124049_moe
1.1,Arbor Heights,3608,209,1893,221,360,114,771,127,208,89,376,116,0,17,2721,239,1412,201,246,92,570,129,169,76,324,107,0,17,257,96,174,83,35,35,17,20,10,20,21,24,0,17,264,98,128,62,35,47,90,60,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,78,59,21,34,17,27,0,17,29,44,11,22,0,17,288,91,158,68,27,40,94,50,0,17,9,18,0,17
1.2,Fauntleroy/Seaview,8102,501,5038,456,795,184,1628,304,320,126,321,136,0,24,5005,474,2984,392,420,118,1143,266,230,105,228,120,0,24,850,302,674,274,81,89,60,50,35,43,0,24,0,24,1205,244,804,198,137,97,214,86,18,33,32,31,0,24,71,54,3,20,50,44,0,24,0,24,18,33,0,24,245,111,85,58,28,36,52,77,37,40,43,53,0,24,726,191,488,158,79,68,159,83,0,24,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,10157,532,5884,429,1150,254,2107,352,457,153,490,161,69,80,6142,551,3233,373,788,215,1308,287,360,138,401,152,52,77,1233,271,861,207,104,55,204,124,45,58,19,38,0,29,1619,294,1021,215,124,75,413,166,14,33,47,53,0,29,284,115,124,68,63,54,69,55,16,35,12,30,0,29,238,111,202,106,0,29,14,33,11,29,11,30,0,29,641,167,443,140,71,59,99,66,11,31,0,29,17,37
1.4,Alki/Admiral,6063,363,3547,325,823,263,1187,237,252,129,254,124,0,24,3935,379,2254,320,569,224,702,193,208,110,202,105,0,24,604,209,379,147,71,99,88,80,44,71,22,26,0,24,791,171,509,157,56,62,196,86,0,24,30,36,0,24,126,88,19,39,20,34,87,80,0,24,0,24,0,24,138,71,73,59,34,42,31,39,0,24,0,24,0,24,469,151,313,126,73,85,83,58,0,24,0,24,0,24
2.1,North Delridge,2950,272,1613,225,407,218,603,193,104,68,212,117,11,18,1621,248,902,206,109,67,418,168,77,58,104,83,11,18,421,192,217,136,51,77,42,66,27,32,84,76,0,12,612,204,244,111,220,151,124,78,0,12,24,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,113,75,82,67,12,18,19,30,0,12,0,12,0,12,183,110,168,107,15,24,0,12,0,12,0,12,0,12
2.2,High Point,2805,290,1169,229,562,173,618,179,182,110,274,148,0,17,1710,301,795,236,187,87,416,150,92,88,220,138,0,17,350,152,124,72,70,56,125,101,20,25,11,22,0,17,451,173,117,71,194,123,47,47,58,61,35,33,0,17,89,68,18,21,67,68,4,14,0,17,0,17,0,17,49,41,15,26,13,22,13,27,0,17,8,18,0,17,156,83,100,56,31,42,13,23,12,22,0,17,0,17
2.3,Riverview,2666,229,1093,186,349,136,572,148,273,91,379,119,0,12,1616,177,565,151,215,84,323,112,249,92,264,95,0,12,558,148,264,114,55,56,167,82,7,12,65,49,0,12,304,107,138,75,57,57,59,29,9,15,41,33,0,12,12,17,12,17,0,12,0,12,0,12,0,12,0,12,79,64,48,55,22,27,9,15,0,12,0,12,0,12,97,45,66,35,0,12,14,16,8,13,9,16,0,12
2.4,Roxhill/Westwood,6860,452,2687,290,1483,325,1463,261,528,189,668,197,31,39,4305,363,1783,272,791,185,909,202,350,138,441,162,31,39,835,257,280,125,143,97,201,106,107,122,104,77,0,21,1125,283,367,123,457,218,221,138,48,48,32,33,0,21,220,118,45,32,71,83,48,59,23,30,33,53,0,21,145,68,50,41,11,25,75,46,0,21,9,23,0,21,230,90,162,70,10,23,9,22,0,21,49,50,0,21
2.5,Highland Park,2999,316,1112,223,516,144,743,210,216,104,412,153,0,21,1988,271,625,161,292,103,483,159,205,103,383,153,0,21,274,139,76,52,40,43,120,108,9,22,29,36,0,21,493,211,208,106,151,105,132,97,2,24,0,21,0,21,64,102,64,102,0,21,0,21,0,21,0,21,0,21,53,61,53,61,0,21,0,21,0,21,0,21,0,21,127,67,86,56,33,37,8,21,0,21,0,21,0,21
3.1,South Park,2078,433,409,101,594,153,386,144,229,133,460,219,0,17,1203,288,283,86,343,94,201,102,126,108,250,148,0,17,232,135,14,22,63,46,16,24,67,73,72,64,0,17,452,163,54,30,130,105,162,96,12,23,94,103,0,17,49,58,0,17,0,17,0,17,17,27,32,52,0,17,62,49,29,35,14,27,7,17,0,17,12,21,0,17,80,56,29,42,44,38,0,17,7,16,0,17,0,17
3.2,Georgetown,745,110,184,78,197,77,127,65,137,84,100,56,0,12,344,129,122,63,45,41,12,12,120,73,45,38,0,12,73,72,0,12,28,35,45,41,0,12,0,12,0,12,168,82,4,7,94,49,49,41,17,24,4,6,0,12,114,53,37,48,30,34,21,32,0,12,26,31,0,12,25,36,0,12,0,12,0,12,0,12,25,36,0,12,21,25,21,25,0,12,0,12,0,12,0,12,0,12
