area_id,area_name,b19128001,b19128001_moe,b19128002,b19128002_moe,b19128003,b19128003_moe,b19128004,b19128004_moe,b19128005,b19128005_moe,b19128006,b19128006_moe,b19128007,b19128007_moe,b19128008,b19128008_moe,b19128009,b19128009_moe,b19128010,b19128010_moe,b19128011,b19128011_moe
2.1,North Delridge,94431000,16887406,82157700,16650426,42220500,14881555,39937200,14093551,12273400,5742222,6933600,4592350,1896100,2204173,5037500,3521900,5339700,3300759,2272500,1960492,3067200,2759299
2.3,Riverview,103206900,14066415,75006700,16058419,39350700,13523710,35656000,11324531,28200200,9325371,14579900,9674062,4559000,3666131,10020900,10156514,13620300,5382623,7067800,3843916,6552500,3491506
2.4,Roxhill/Westwood,57842400,12574419,39948600,13306814,21820800,9405920,18127800,7786851,17893700,10060372,15197400,10171395,3669200,3267985,11528200,10361701,2696300,2294901,846900,991990,1849400,2107237
3.4,South Beacon Hill/NewHolly,149898200,19387836,105413700,20197858,61598500,16649517,43815200,12522469,44484600,14564528,14232200,7288884,6915900,4762218,7316300,5848008,30252300,12787626,11540900,9726442,18711400,7669517
3.6,North Beacon Hill/Jefferson Park,79485400,13213559,64932700,13750749,35029700,11526960,29902900,11379094,14552700,7348387,7663800,6110529,5449500,5487902,2214400,2454471,6888800,4863880,715800,818502,6173100,4796777
4.1,Rainier Beach,123231500,29443105,77548300,27561722,23281900,12588361,54266400,27096331,45683200,19238997,15579700,7816601,5220600,4244451,10359100,6521240,30103600,16253991,13676400,11511305,16427200,12933824
4.2,Columbia City,93273200,20084965,77422700,20117899,32961400,12478745,44461300,14987381,15850500,7073474,3043600,2227594,521100,580394,2522500,2196878,12806900,6670345,3898700,2684573,8908200,5968190
4.3,Seward Park,149431200,24260961,137648900,23805514,72855400,19326630,64793500,20372332,11782300,4550022,3581400,2264167,2665400,2017696,916000,973148,8200900,3886885,2650800,1953650,5550100,3792256
7.4,Wedgwood/View Ridge,87880600,14997364,72466200,15379565,47857800,12328766,24608400,11791482,15414400,8536562,7565700,7272431,1599400,1626350,5966300,7055874,7848700,4491757,4630200,3791936,3218600,2194728
7.5,Laurelhurst/Sand Point,409786900,51595261,384238900,55137566,228948100,46382782,155290800,33924865,25548000,13776482,14079200,11867345,11261100,11166479,2818000,2632503,11468800,7238073,8278000,6610569,3190900,3140224
