area_id,area_name,b19301001,b19301001_moe
1.1,Arbor Heights,93032,9176
1.2,Fauntleroy/Seaview,109021,9209
1.3,West Seattle Junction/Genesee Hill,124470,5955
1.4,Alki/Admiral,116683,12751
2.1,North Delridge,44113,5627
2.2,High Point,52350,7730
2.3,Riverview,32721,3469
2.4,Roxhill/Westwood,91849,5284
2.5,Highland Park,48177,13820
3.1,South Park,17859,2894
3.2,Georgetown,25273,4003
3.3,Duwamish/SODO,30523,4535
3.4,South Beacon Hill/NewHolly,53073,4785
3.5,Beacon Hill,56801,6302
3.6,North Beacon Hill/Jefferson Park,77570,4683
4.1,Rainier Beach,83606,6051
4.2,Columbia City,84748,8240
4.3,Seward Park,79715,7360
4.4,Mt. Baker/North Rainier,53222,6961
5.1,Madrona/Leschi,139064,21628
5.2,Judkins Park,24085,2535
5.3,Central Area/Squire Park,157747,10537
6.1,First Hill,133575,12748
6.2,Capitol Hill,175426,10286
6.3,North Capitol Hill,76339,12514
6.4,Miller Park,109248,10824
6.5,Madison Park,90787,12901
7.1,Montlake/Portage Bay,122320,11366
7.2,University District,46066,5491
7.3,Ravenna/Bryant,251232,13056
7.4,Wedgwood/View Ridge,189398,12465
7.5,Laurelhurst/Sand Point,129038,24369
8.1,Northgate/Maple Leaf,110881,8743
8.2,Olympic Hills/Victory Heights,108291,8167
8.3,Cedar Park/Meadowbrook,164243,12550
9.1,Broadview/Bitter Lake,128975,14379
9.2,Licton Springs,72543,5386
9.3,Greenwood/Phinney Ridge,248986,10498
9.4,Green Lake,158348,9701
9.5,Haller Lake,67956,6603
10.1,North Beach/Blue Ridge,144205,9867
10.2,Whittier Heights,86627,5432
10.3,Sunset Hill/Loyal Heights,84551,5423
10.4,Ballard,44929,4457
11.1,Fremont,139044,7197
11.2,Wallingford,178192,11552
11.3,Cascade/Eastlake,156999,18758
12.1,Magnolia,127022,9982
12.2,Interbay,98807,12887
12.3,Queen Anne,385847,22737
13.1,Belltown,144780,24947
13.2,Downtown Commercial Core,63200,13241
13.3,Pioneer Square/International District,48630,7636
