area_id,area_name,b17007001,b17007001_moe,b17007002,b17007002_moe,b17007003,b17007003_moe,b17007004,b17007004_moe,b17007005,b17007005_moe,b17007006,b17007006_moe,b17007007,b17007007_moe,b17007008,b17007008_moe,b17007009,b17007009_moe,b17007010,b17007010_moe,b17007011,b17007011_moe,b17007012,b17007012_moe,b17007013,b17007013_moe,b17007014,b17007014_moe,b17007015,b17007015_moe,b17007016,b17007016_moe,b17007017,b17007017_moe,b17007018,b17007018_moe,b17007019,b17007019_moe,b17007020,b17007020_moe,b17007021,b17007021_moe,b17007022,b17007022_moe,b17007023,b17007023_moe,b17007024,b17007024_moe,b17007025,b17007025_moe,b17007026,b17007026_moe,b17007027,b17007027_moe,b17007028,b17007028_moe,b17007029,b17007029_moe,b17007030,b17007030_moe,b17007031,b17007031_moe,b17007032,b17007032_moe,b17007033,b17007033_moe,b17007034,b17007034_moe,b17007035,b17007035_moe,b17007036,b17007036_moe,b17007037,b17007037_moe,b17007038,b17007038_moe,b17007039,b17007039_moe,b17007040,b17007040_moe,b17007041,b17007041_moe,b17007042,b17007042_moe,b17007043,b17007043_moe
1.1,Arbor Heights,1601,251,161,72,79,53,0,17,0,17,12,21,41,43,0,17,16,24,10,21,0,17,0,17,82,54,0,17,0,17,46,43,22,33,0,17,1,12,9,19,4,14,0,17,1440,233,711,144,0,17,0,17,52,62,160,82,151,59,176,73,76,42,96,69,0,17,729,136,0,17,0,17,0,17,140,82,135,69,96,51,132,53,155,81,71,38
1.2,Fauntleroy/Seaview,4272,560,555,200,311,162,0,24,0,24,0,24,69,81,47,43,112,95,66,52,0,24,17,33,244,119,8,22,0,24,12,25,29,44,16,30,70,52,91,81,0,24,18,34,3717,471,1620,301,0,24,0,24,16,30,279,128,523,200,289,112,241,108,170,87,102,60,2097,287,0,24,0,24,61,48,334,131,361,133,304,118,454,129,312,105,271,102
1.3,West Seattle Junction/Genesee Hill,5872,526,886,259,470,199,0,29,37,66,47,43,127,99,43,58,144,114,72,86,0,29,0,29,416,168,0,29,53,49,49,62,123,104,31,32,6,27,63,84,30,38,61,49,4986,507,2340,370,0,29,23,43,68,51,703,252,390,133,436,130,326,124,180,84,214,104,2646,365,0,29,0,29,184,165,672,212,365,132,317,110,489,151,257,95,362,119
1.4,Alki/Admiral,4348,391,571,190,133,78,0,24,19,36,11,25,41,43,0,24,48,46,0,24,0,24,14,28,438,166,0,24,0,24,127,88,149,121,29,43,52,36,9,23,38,39,34,39,3777,333,1738,262,0,24,0,24,24,31,540,179,223,101,424,140,311,98,147,71,69,54,2039,247,0,24,0,24,36,41,350,130,409,135,246,102,392,123,266,115,340,96
2.1,North Delridge,2008,325,343,180,126,89,0,12,0,12,11,17,2,4,1,2,44,66,35,38,33,32,0,12,217,132,0,12,0,12,16,26,108,102,0,12,44,45,47,42,0,12,2,4,1665,290,794,186,0,12,0,12,0,12,245,136,213,114,183,86,121,78,15,25,17,22,871,193,0,12,0,12,0,12,331,141,226,126,105,68,71,51,54,39,84,58
2.2,High Point,1821,365,720,258,321,162,0,17,0,17,121,123,62,66,85,87,2,13,19,26,17,19,15,30,399,175,0,17,0,17,79,87,40,50,56,84,40,37,23,30,147,114,14,27,1101,259,625,190,0,17,0,17,75,88,277,131,88,85,123,77,53,73,0,17,9,20,476,155,0,17,0,17,27,33,171,93,99,81,45,49,38,40,57,49,39,35
2.3,Riverview,1061,240,155,76,107,64,0,12,0,12,9,13,0,12,65,53,10,17,23,26,0,12,0,12,48,34,0,12,0,12,10,13,7,14,31,24,0,12,0,12,0,12,0,12,906,220,516,196,0,12,0,12,15,23,238,149,132,93,60,38,54,58,17,18,0,12,390,103,0,12,0,12,0,12,129,61,16,18,66,49,156,63,6,11,17,19
2.4,Roxhill/Westwood,3630,397,520,198,225,114,0,21,0,21,4,25,76,78,75,62,11,25,12,26,21,30,26,32,295,152,0,21,0,21,61,51,120,130,46,39,15,29,38,34,0,21,15,25,3110,322,1647,282,0,21,0,21,192,142,391,130,463,181,239,97,214,99,69,57,79,48,1463,206,0,21,0,21,28,35,276,111,313,119,271,95,257,107,159,68,159,69
2.5,Highland Park,1619,307,543,187,388,177,0,21,32,50,61,72,41,45,22,35,79,63,89,63,19,32,45,71,155,79,0,21,0,21,0,21,0,21,0,21,7,17,44,49,56,54,48,47,1076,226,525,172,0,21,0,21,0,21,194,115,108,72,90,60,60,56,60,52,13,26,551,150,0,21,0,21,34,31,90,67,93,70,81,74,62,49,105,74,86,56
3.1,South Park,1004,335,336,165,245,164,0,17,0,17,6,16,79,70,64,96,73,69,7,16,16,29,0,17,91,60,0,17,0,17,0,17,23,41,7,18,16,21,16,24,0,17,29,39,668,216,518,212,0,17,0,17,25,35,142,93,159,123,75,55,87,71,15,27,15,20,150,61,0,17,0,17,0,17,63,43,27,34,12,21,40,33,0,17,8,17
3.2,Georgetown,591,134,144,93,82,57,0,12,0,12,8,13,24,22,22,41,21,27,0,12,7,11,0,12,62,47,0,12,0,12,0,12,9,16,7,12,46,42,0,12,0,12,0,12,447,96,291,79,0,12,0,12,13,20,18,24,115,64,119,56,22,30,0,12,4,7,156,62,0,12,0,12,33,39,35,40,8,13,20,26,28,28,26,40,6,10
3.3,Duwamish/SODO,1406,363,565,223,394,196,0,12,0,12,23,40,10,22,46,45,130,88,150,190,15,24,20,34,171,128,0,12,0,12,42,30,97,89,9,22,7,15,16,36,0,12,0,12,841,209,547,199,0,12,0,12,18,22,167,101,91,66,75,49,95,71,70,76,31,28,294,112,0,12,0,12,27,34,82,77,56,45,42,31,28,25,0,12,59,44
3.4,South Beacon Hill/NewHolly,1732,298,535,154,284,102,0,24,0,24,51,35,17,32,17,25,59,64,42,44,43,52,55,39,251,139,0,24,3,19,23,35,15,31,11,29,17,29,29,51,40,27,113,91,1197,265,656,207,0,24,0,24,94,72,175,125,140,96,94,69,34,31,24,33,95,66,541,162,0,24,0,24,9,26,100,67,56,51,46,42,95,87,95,57,140,70
3.5,Beacon Hill,1933,459,527,169,251,115,0,17,0,17,0,17,70,102,45,47,65,58,61,74,0,17,10,19,276,127,0,17,19,26,1,12,124,125,0,17,42,42,0,17,50,49,40,46,1406,393,759,289,0,17,0,17,19,26,199,114,83,51,396,248,0,17,30,36,32,30,647,184,0,17,0,17,38,51,146,90,142,111,114,84,41,39,63,56,103,61
