area_id,area_name,b13016001,b13016001_moe,b13016002,b13016002_moe,b13016003,b13016003_moe,b13016004,b13016004_moe,b13016005,b13016005_moe,b13016006,b13016006_moe,b13016007,b13016007_moe,b13016008,b13016008_moe,b13016009,b13016009_moe,b13016010,b13016010_moe,b13016011,b13016011_moe,b13016012,b13016012_moe,b13016013,b13016013_moe,b13016014,b13016014_moe,b13016015,b13016015_moe,b13016016,b13016016_moe,b13016017,b13016017_moe
1.1,Arbor Heights,1486,183,53,41,0,17,11,22,11,22,11,21,20,24,0,17,0,17,1433,182,111,73,81,52,187,87,210,85,238,82,288,69,318,85
1.2,Fauntleroy/Seaview,3487,255,96,59,0,24,0,24,20,36,46,36,14,29,16,31,0,24,3391,265,164,77,139,78,419,132,766,191,451,141,695,184,757,157
1.3,West Seattle Junction/Genesee Hill,4724,363,307,111,0,29,15,33,26,40,148,84,73,65,45,45,0,29,4417,369,283,116,355,195,586,173,828,243,837,149,681,157,847,190
1.4,Alki/Admiral,2893,330,203,114,0,24,0,24,47,43,23,40,23,41,43,46,67,77,2690,312,218,93,219,139,532,181,330,122,259,115,648,141,484,122
2.1,North Delridge,1594,179,200,128,0,12,0,12,51,64,96,88,20,32,14,23,19,30,1394,216,54,61,16,26,369,151,312,117,206,98,190,103,247,83
2.2,High Point,2079,307,118,80,0,17,7,18,0,17,33,42,65,69,13,23,0,17,1961,330,243,125,250,124,348,140,258,116,270,154,373,153,219,78
2.3,Riverview,1174,141,36,35,0,12,22,31,14,18,0,12,0,12,0,12,0,12,1138,135,115,74,80,67,110,49,202,79,299,100,134,72,198,83
2.4,Roxhill/Westwood,3619,420,174,72,0,21,32,38,28,31,60,47,39,39,0,21,15,29,3445,416,332,169,188,90,616,208,652,205,578,168,501,153,578,121
2.5,Highland Park,1289,192,179,104,0,21,55,78,17,34,47,43,16,30,0,21,44,56,1110,186,105,88,137,63,286,114,72,62,288,103,131,75,91,62
3.1,South Park,1122,204,72,73,0,17,0,17,26,48,36,53,4,14,6,15,0,17,1050,196,174,95,145,108,158,88,206,92,173,89,97,48,97,46
3.2,Georgetown,359,82,18,23,0,12,0,12,4,7,14,23,0,12,0,12,0,12,341,86,44,32,44,43,83,63,15,24,24,31,39,29,92,54
3.3,Duwamish/SODO,586,130,26,40,0,12,0,12,17,39,9,13,0,12,0,12,0,12,560,114,26,34,113,56,158,80,115,84,50,39,37,37,61,38
3.4,South Beacon Hill/NewHolly,3728,471,148,94,16,33,18,32,0,24,87,71,15,31,12,26,0,24,3580,484,566,187,346,128,395,147,624,160,457,165,541,168,651,138
3.5,Beacon Hill,2356,288,149,95,0,17,7,27,93,86,28,36,21,35,0,17,0,17,2207,289,174,99,195,112,547,165,274,113,158,77,504,189,355,107
3.6,North Beacon Hill/Jefferson Park,3349,336,390,154,0,24,67,78,80,74,71,57,56,54,80,74,36,61,2959,352,219,99,308,118,537,166,434,121,542,206,526,183,393,130
4.1,Rainier Beach,3753,383,204,124,20,37,0,27,67,92,75,81,42,48,0,27,0,27,3549,420,360,152,619,174,393,164,284,133,654,233,548,200,691,153
4.2,Columbia City,4366,378,275,121,0,27,56,76,43,51,104,64,25,32,47,55,0,27,4091,388,408,160,535,205,462,164,673,197,656,180,583,183,774,204
4.3,Seward Park,2001,212,126,61,0,17,8,18,11,21,21,23,63,50,23,28,0,17,1875,213,193,82,135,77,231,96,266,104,387,100,324,98,339,115
4.4,Mt. Baker/North Rainier,1342,260,69,51,0,17,0,17,0,17,15,24,41,37,13,25,0,17,1273,263,91,69,184,116,150,126,241,129,92,52,331,106,184,84
5.1,Madrona/Leschi,2679,305,149,107,0,21,51,83,16,31,16,29,21,37,45,43,0,21,2530,316,263,148,223,127,229,95,476,170,484,147,435,157,420,127
5.2,Judkins Park,655,113,36,42,0,12,0,12,0,12,9,15,27,39,0,12,0,12,619,125,82,58,104,53,125,72,71,45,108,53,66,54,63,42
