area_id,area_name,b17020c001,b17020c001_moe,b17020c002,b17020c002_moe,b17020c003,b17020c003_moe,b17020c004,b17020c004_moe,b17020c005,b17020c005_moe,b17020c006,b17020c006_moe,b17020c007,b17020c007_moe,b17020c008,b17020c008_moe,b17020c009,b17020c009_moe,b17020c010,b17020c010_moe,b17020c011,b17020c011_moe,b17020c012,b17020c012_moe,b17020c013,b17020c013_moe,b17020c014,b17020c014_moe,b17020c015,b17020c015_moe,b17020c016,b17020c016_moe,b17020c017,b17020c017_moe
7.4,Wedgwood/View Ridge,51,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,51,60,7,28,0,27,11,29,10,29,23,35,0,27,0,27
7.5,Laurelhurst/Sand Point,30,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,30,31,0,21,0,21,0,21,0,21,30,31,0,21,0,21
8.1,Northgate/Maple Leaf,216,198,51,84,37,62,0,24,0,24,0,24,14,28,0,24,0,24,165,170,0,24,19,35,39,66,0,24,92,85,0,24,15,29
8.2,Olympic Hills/Victory Heights,19,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,35,0,24,0,24,9,22,0,24,10,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,134,112,32,30,0,27,0,27,0,27,0,27,21,30,0,27,11,27,102,107,0,27,0,27,0,27,0,27,102,107,0,27,0,27
9.1,Broadview/Bitter Lake,214,164,45,70,0,27,0,27,0,27,0,27,45,70,0,27,0,27,169,151,18,38,0,27,17,35,0,27,134,103,0,27,0,27
9.2,Licton Springs,23,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,29,0,17,0,17,0,17,0,17,23,29,0,17,0,17
9.3,Greenwood/Phinney Ridge,214,117,83,82,0,29,0,29,0,29,0,29,58,53,25,47,0,29,131,92,24,43,0,29,0,29,16,38,90,82,1,27,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,124,79,15,27,0,21,0,21,0,21,0,21,15,27,0,21,0,21,109,74,0,21,0,21,0,21,0,21,82,60,15,34,12,22
10.1,North Beach/Blue Ridge,82,58,15,30,0,21,0,21,0,21,0,21,15,30,0,21,0,21,67,53,0,21,0,21,11,25,0,21,25,32,0,21,31,31
10.2,Whittier Heights,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,0,24,0,24,0,24,0,24,20,35,0,24,0,24
10.3,Sunset Hill/Loyal Heights,45,57,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,45,57,0,24,0,24,0,24,0,24,45,57,0,24,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,44,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,44,45,0,24,0,24,0,24,0,24,33,40,11,32,0,24
11.2,Wallingford,107,68,39,47,0,27,0,27,0,27,0,27,39,47,0,27,0,27,68,53,0,27,0,27,0,27,0,27,68,53,0,27,0,27
11.3,Cascade/Eastlake,296,155,175,126,0,21,0,21,0,21,0,21,159,124,16,31,0,21,121,94,0,21,0,21,0,21,0,21,121,94,0,21,0,21
12.1,Magnolia,52,59,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,52,59,0,24,0,24,0,24,0,24,27,36,25,48,0,24
12.2,Interbay,82,70,16,31,0,21,0,21,0,21,0,21,16,31,0,21,0,21,66,66,0,21,0,21,0,21,11,23,42,44,0,21,13,25
12.3,Queen Anne,310,170,1,38,0,40,0,40,0,40,0,40,1,38,0,40,0,40,309,170,0,40,32,53,27,58,0,40,212,139,29,58,9,39
13.1,Belltown,120,94,24,28,0,21,0,21,0,21,0,21,10,21,14,28,0,21,96,89,0,21,0,21,0,21,0,21,96,89,0,21,0,21
13.2,Downtown Commercial Core,44,50,44,50,0,12,0,12,0,12,0,12,31,39,13,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,14,21,2,13,0,17,0,17,0,17,0,17,2,13,0,17,0,17,12,23,0,17,0,17,0,17,0,17,12,23,0,17,0,17
