area_id,area_name,b02005001,b02005001_moe,b02005002,b02005002_moe,b02005003,b02005003_moe,b02005004,b02005004_moe,b02005005,b02005005_moe,b02005006,b02005006_moe,b02005007,b02005007_moe,b02005008,b02005008_moe,b02005009,b02005009_moe,b02005010,b02005010_moe,b02005011,b02005011_moe,b02005012,b02005012_moe,b02005013,b02005013_moe,b02005014,b02005014_moe,b02005015,b02005015_moe,b02005016,b02005016_moe,b02005017,b02005017_moe,b02005018,b02005018_moe,b02005019,b02005019_moe,b02005020,b02005020_moe,b02005021,b02005021_moe,b02005022,b02005022_moe,b02005023,b02005023_moe,b02005024,b02005024_moe,b02005025,b02005025_moe,b02005026,b02005026_moe,b02005027,b02005027_moe,b02005028,b02005028_moe,b02005029,b02005029_moe,b02005030,b02005030_moe,b02005031,b02005031_moe,b02005032,b02005032_moe,b02005033,b02005033_moe,b02005034,b02005034_moe,b02005035,b02005035_moe,b02005036,b02005036_moe,b02005037,b02005037_moe,b02005038,b02005038_moe,b02005039,b02005039_moe,b02005040,b02005040_moe,b02005041,b02005041_moe,b02005042,b02005042_moe,b02005043,b02005043_moe,b02005044,b02005044_moe,b02005045,b02005045_moe,b02005046,b02005046_moe
5.1,Madrona/Leschi,87,94,68,90,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,55,88,0,21,19,35,0,21,0,21,0,21,19,35,0,21,0,21,0,21
5.2,Judkins Park,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15
5.3,Central Area/Squire Park,73,57,9,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,9,27,0,24,41,46,0,24,37,46,0,24,4,22,0,24,0,24,23,32
6.1,First Hill,344,185,193,130,0,24,69,55,0,24,0,24,0,24,14,27,0,24,53,87,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,33,0,24,0,24,0,24,13,31,0,24,0,24,9,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,31,0,24,47,49,7,25,32,46,0,24,8,26,0,24,0,24,104,120
6.2,Capitol Hill,303,128,104,70,15,34,12,30,0,29,0,29,17,37,21,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,39,50,0,29,125,88,36,60,0,29,31,35,58,73,0,29,0,29,74,74
6.3,North Capitol Hill,89,130,89,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,36,28,28,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,0,17,0,17,0,17,0,17,8,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,27,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,27,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,178,133,133,121,0,29,0,29,15,35,0,29,0,29,46,74,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,19,49,0,29,0,29,0,29,0,29,0,29,0,29,53,85,0,29,0,29,0,29,0,29,22,42,0,29,22,42,0,29,0,29,0,29,23,52,0,29
7.3,Ravenna/Bryant,86,67,59,53,0,32,0,32,15,37,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,7,31,0,32,0,32,23,49,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,14,32,10,33,8,33,0,32,0,32,0,32,0,32,8,33,0,32,9,33
7.4,Wedgwood/View Ridge,51,60,44,59,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,32,55,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,31,7,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,30,31,18,21,0,21,0,21,6,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,22,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,28
8.1,Northgate/Maple Leaf,216,198,75,90,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,51,84,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,24,33,0,24,77,126,58,96,0,24,19,35,0,24,0,24,0,24,64,58
8.2,Olympic Hills/Victory Heights,19,35,19,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,136,112,104,108,0,27,0,27,62,104,0,27,0,27,11,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,2,24,0,27,0,27,6,26,0,27,0,27,0,27,0,27,0,27,14,33,0,27,3,25,0,27,3,25,0,27,0,27,0,27,0,27,29,42
9.1,Broadview/Bitter Lake,231,186,201,184,0,27,17,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,65,76,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,119,167,0,27,30,39,0,27,19,37,11,29,0,27,0,27,0,27,0,27
9.2,Licton Springs,23,29,11,22,0,17,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22
9.3,Greenwood/Phinney Ridge,217,117,99,84,0,29,16,38,0,29,0,29,0,29,12,34,40,71,3,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,28,37,24,43,60,76,0,29,10,32,0,29,50,75,0,29,12,33,22,40
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,124,79,75,64,0,21,0,21,0,21,0,21,0,21,0,21,7,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,28,45,0,21,0,21,24,43,0,21,15,27,0,21,15,27,0,21,0,21,0,21,0,21,34,33
10.1,North Beach/Blue Ridge,82,58,39,39,0,21,11,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,29,0,21,0,21,14,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,28,42,0,21,28,42,0,21,0,21,0,21,0,21,15,30
10.2,Whittier Heights,20,35,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,45,57,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,45,57,14,29,0,24,0,24,31,51,0,24,0,24,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,44,45,19,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,35,0,24,25,37,0,24,0,24,0,24,25,37,0,24,0,24,0,24
11.2,Wallingford,107,68,39,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,37,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,2,21,0,27,14,27,0,27,14,27,0,27,0,27,0,27,0,27,54,49
11.3,Cascade/Eastlake,296,155,234,145,0,21,0,21,0,21,0,21,0,21,0,21,0,21,43,70,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,191,133,0,21,32,33,21,28,0,21,11,25,0,21,0,21,0,21,30,37
12.1,Magnolia,52,59,12,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,31,0,24,0,24,0,24,0,24,15,31,12,26,13,29
12.2,Interbay,82,70,22,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,22,29,0,21,33,54,0,21,0,21,0,21,33,54,0,21,0,21,27,33
12.3,Queen Anne,310,170,132,99,0,40,0,40,0,40,0,40,0,40,33,55,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,11,40,0,40,0,40,34,65,0,40,0,40,0,40,0,40,0,40,0,40,26,53,0,40,0,40,0,40,0,40,0,40,28,56,0,40,38,60,0,40,0,40,29,58,9,39,0,40,0,40,140,139
13.1,Belltown,120,94,96,89,0,21,0,21,0,21,0,21,0,21,0,21,25,43,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,71,81,24,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,44,50,19,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,29,6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,29,5,13
13.3,Pioneer Square/International District,14,21,12,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,2,13
