area_id,area_name,b06011001,b06011001_moe,b06011002,b06011002_moe,b06011003,b06011003_moe,b06011004,b06011004_moe,b06011005,b06011005_moe
1.1,Arbor Heights,88373,7150,81088,8342,95538,11212,192115,80998,75363,31300
1.2,Fauntleroy/Seaview,102120,8321,98000,12892,104950,14178,148501,393677,90695,13146
1.3,West Seattle Junction/Genesee Hill,128691,9009,116404,11035,136375,14630,129491,92690,110391,40160
1.4,Alki/Admiral,94830,8905,90935,12296,105844,12616,58153,29979,68154,22145
2.1,North Delridge,43712,4408,33924,14831,49395,6788,5625,72659,38774,8025
2.2,High Point,27020,10030,24417,6877,54205,25398,17500,2584,11442,16708
2.3,Riverview,33796,4446,26934,10456,36893,8468,56008,5942,35500,7257
2.4,Roxhill/Westwood,81470,6739,77632,9786,84874,19124,94903,58305,73896,15379
2.5,Highland Park,24345,4087,25981,5422,25938,8871,29755,45671,20481,5827
3.1,South Park,24554,2849,23224,11549,26176,3468,11810,11191,24456,3593
3.2,Georgetown,25994,4549,18393,4769,30313,4883,16650,4977,24583,4522
3.4,South Beacon Hill/NewHolly,40728,4173,35814,14212,64250,16651,83888,106622,39782,4879
3.5,Beacon Hill,53615,7449,65285,27677,74076,17575,62000,41615,46222,5268
3.6,North Beacon Hill/Jefferson Park,75707,6684,81729,21152,110488,10004,99352,87046,64836,7446
4.1,Rainier Beach,55173,6110,57671,14179,70176,17031,51711,32420,50018,8039
4.2,Columbia City,80507,9800,92950,17356,108095,17779,100095,136887,67838,9245
4.3,Seward Park,73019,7277,67530,13334,102298,11208,81281,99850,47945,13553
4.4,Mt. Baker/North Rainier,48709,7882,32614,15051,66992,13342,14896,22683,29085,6889
5.1,Madrona/Leschi,99910,17565,76975,13378,114713,22063,86126,41119,99790,22883
5.2,Judkins Park,25066,5857,26579,5721,27296,9346,27188,11295,20030,9656
5.3,Central Area/Squire Park,138335,10925,129179,21467,153406,15179,128583,288732,102083,44113
6.1,First Hill,82085,10124,59465,17433,96924,15410,107692,198176,73305,48405
6.2,Capitol Hill,136728,7604,139584,13365,145007,18648,149874,112765,125496,50063
6.3,North Capitol Hill,56183,5775,33867,24042,55343,11318,114592,81022,125037,41853
6.4,Miller Park,94277,9770,70248,19770,105409,17032,88254,64450,99283,43499
6.5,Madison Park,60222,12751,55102,14818,74012,7303,29267,65824,21484,15033
7.1,Montlake/Portage Bay,86149,11191,80279,14672,87505,16517,167688,176569,130188,47039
7.2,University District,21220,5074,15861,2345,28176,6157,10321,41629,26852,6064
7.3,Ravenna/Bryant,216471,22634,171365,43991,250999,19469,218683,122241,185225,52284
7.4,Wedgwood/View Ridge,123180,12846,110147,19246,145141,16643,94467,102790,110073,52219
7.5,Laurelhurst/Sand Point,94083,13726,58590,20846,119178,16898,105074,79733,77350,23197
8.1,Northgate/Maple Leaf,105626,9302,99323,15969,118609,14265,83107,51621,120228,28310
8.2,Olympic Hills/Victory Heights,100933,8862,97034,12557,114230,17985,134216,224738,82864,15242
8.3,Cedar Park/Meadowbrook,77377,7212,74483,14320,84396,16031,103438,79874,57433,27354
9.1,Broadview/Bitter Lake,108853,9445,110046,10855,125353,20920,140941,164027,85907,18477
9.2,Licton Springs,73816,6695,76459,7304,71131,12272,106476,112622,57765,46360
9.3,Greenwood/Phinney Ridge,208585,14620,197503,23720,225241,18524,337300,193036,177219,56959
9.4,Green Lake,130185,11762,124308,19177,147391,21102,92659,176888,100023,50420
9.5,Haller Lake,68134,5975,60150,11028,84905,7990,122078,34607,53660,6352
10.1,North Beach/Blue Ridge,131327,8381,118852,26045,144926,17473,140244,141216,116890,31019
10.2,Whittier Heights,95048,5518,87620,11987,102179,11198,156571,72128,84610,41618
10.3,Sunset Hill/Loyal Heights,88181,8171,80622,10924,95856,9982,60268,109533,84462,26794
10.4,Ballard,39677,2859,37744,8325,41963,9018,42243,94692,35682,12611
11.1,Fremont,133285,9311,116830,18216,137958,14111,150117,47581,173230,41273
11.2,Wallingford,138930,13370,118901,22064,154448,34758,124743,58241,120181,82372
11.3,Cascade/Eastlake,124574,7722,107772,16384,129188,12943,99955,35073,151079,62853
12.1,Magnolia,127211,19955,107368,13601,135072,26802,146071,174534,131815,65295
12.2,Interbay,83415,7140,80734,18453,88035,10410,65360,25420,72699,29147
12.3,Queen Anne,296781,19940,246083,29443,312215,31869,384607,88262,404822,109539
13.1,Belltown,86649,13970,67088,17034,95469,22406,188988,49505,86430,41741
13.2,Downtown Commercial Core,25571,8086,12730,2834,32738,16027,35160,33312,35634,24041
13.3,Pioneer Square/International District,33304,6047,40991,10532,58990,7173,60042,63554,21329,2799
