area_id,area_name,b23022001,b23022001_moe,b23022002,b23022002_moe,b23022003,b23022003_moe,b23022004,b23022004_moe,b23022005,b23022005_moe,b23022006,b23022006_moe,b23022007,b23022007_moe,b23022008,b23022008_moe,b23022009,b23022009_moe,b23022010,b23022010_moe,b23022011,b23022011_moe,b23022012,b23022012_moe,b23022013,b23022013_moe,b23022014,b23022014_moe,b23022015,b23022015_moe,b23022016,b23022016_moe,b23022017,b23022017_moe,b23022018,b23022018_moe,b23022019,b23022019_moe,b23022020,b23022020_moe,b23022021,b23022021_moe,b23022022,b23022022_moe,b23022023,b23022023_moe,b23022024,b23022024_moe,b23022025,b23022025_moe,b23022026,b23022026_moe,b23022027,b23022027_moe,b23022028,b23022028_moe,b23022029,b23022029_moe,b23022030,b23022030_moe,b23022031,b23022031_moe,b23022032,b23022032_moe,b23022033,b23022033_moe,b23022034,b23022034_moe,b23022035,b23022035_moe,b23022036,b23022036_moe,b23022037,b23022037_moe,b23022038,b23022038_moe,b23022039,b23022039_moe,b23022040,b23022040_moe,b23022041,b23022041_moe,b23022042,b23022042_moe,b23022043,b23022043_moe,b23022044,b23022044_moe,b23022045,b23022045_moe,b23022046,b23022046_moe,b23022047,b23022047_moe,b23022048,b23022048_moe,b23022049,b23022049_moe
8.2,Olympic Hills/Victory Heights,10669,580,5397,432,4662,411,3754,386,3088,378,84,63,266,109,149,94,87,73,80,72,757,199,268,100,18,37,181,107,82,52,129,109,79,79,151,84,12,25,0,24,3,22,47,46,52,46,37,45,735,238,5272,388,4382,377,3024,346,2489,348,48,48,128,64,193,121,107,86,59,44,1147,203,578,170,11,28,197,80,159,77,139,77,63,55,211,96,45,36,28,35,68,75,14,27,22,30,34,36,890,231
8.3,Cedar Park/Meadowbrook,9027,500,4621,388,3798,364,3209,379,2585,315,69,44,122,66,201,87,121,83,111,57,473,148,252,130,0,27,78,52,40,35,42,36,61,45,116,72,8,23,0,27,16,29,17,28,19,37,56,61,823,181,4406,329,3470,305,2228,290,1911,293,70,48,45,35,110,75,74,49,18,30,949,230,518,160,16,28,129,98,109,86,75,75,102,77,293,98,48,40,0,27,27,28,38,43,83,64,97,54,936,211
9.1,Broadview/Bitter Lake,8930,758,4262,441,3280,268,2762,235,2436,236,44,39,101,62,74,55,79,61,28,38,412,143,255,127,15,33,27,38,36,38,52,45,27,34,106,96,0,27,0,27,0,27,0,27,34,44,72,88,982,401,4668,422,3477,333,2274,328,1876,295,34,43,125,65,99,66,93,71,47,41,1039,203,462,163,20,32,160,78,143,70,111,73,143,89,164,76,74,58,0,27,17,34,33,37,0,27,40,42,1191,306
9.2,Licton Springs,7251,413,3425,301,3227,286,2574,280,1936,243,111,98,154,100,163,101,166,105,44,44,544,173,283,106,19,33,68,64,128,79,30,33,16,28,109,74,36,34,0,17,0,17,15,26,10,21,48,58,198,93,3826,331,3265,328,2436,347,1660,277,99,89,302,141,148,105,118,102,109,97,700,194,362,124,13,24,116,98,48,45,115,93,46,45,129,86,30,49,0,17,15,26,28,34,0,17,56,58,561,184
9.3,Greenwood/Phinney Ridge,17855,549,8524,403,7698,400,6340,384,5208,394,180,81,338,123,234,92,235,105,145,72,1059,203,545,151,60,48,118,73,123,65,102,71,111,62,299,110,64,55,20,40,0,29,19,36,87,65,109,62,826,191,9331,362,7901,394,5727,375,4607,349,124,64,380,120,310,104,122,77,184,85,1836,246,1079,184,85,58,220,89,250,108,106,61,96,72,338,108,60,44,4,28,95,75,50,43,73,52,56,44,1430,235
9.4,Green Lake,10776,547,5704,465,5248,461,4442,437,3692,434,101,65,182,106,163,94,189,90,115,98,637,211,158,75,42,37,202,160,117,62,87,57,31,35,169,83,0,24,0,24,44,43,68,48,25,35,32,44,456,170,5072,393,4523,398,3063,375,2400,324,89,50,183,102,283,155,43,37,65,56,1177,218,701,174,34,37,130,67,70,50,106,65,136,81,283,117,152,102,0,24,56,40,37,36,0,24,38,37,549,134
9.5,Haller Lake,6870,308,3504,244,3174,255,2739,254,2304,277,34,40,165,106,44,39,52,47,140,75,310,130,136,78,17,42,67,51,19,31,39,63,32,30,125,105,11,22,0,21,0,21,46,77,11,24,57,66,330,137,3366,268,2532,274,1812,263,1475,212,32,39,153,107,52,44,51,80,49,52,570,164,311,129,100,75,53,46,53,49,18,31,35,40,150,82,8,15,13,23,45,50,38,45,0,21,46,43,834,212
10.1,North Beach/Blue Ridge,8173,382,4109,308,3531,249,2905,209,2320,190,46,30,79,52,183,88,192,104,85,52,508,142,217,100,41,41,0,21,119,64,36,34,95,61,118,60,10,23,0,21,10,24,0,21,42,39,56,41,578,188,4064,221,3504,248,2274,234,1862,220,49,37,114,61,120,74,28,28,101,80,932,176,525,147,38,41,186,97,30,28,66,53,87,50,298,108,74,62,11,23,19,24,40,63,11,25,143,65,560,130
10.2,Whittier Heights,9122,372,4514,308,4243,289,3512,283,2989,309,41,39,256,131,59,57,136,84,31,45,631,175,244,120,51,65,132,95,84,61,65,48,55,52,100,63,14,27,0,24,16,29,32,39,20,35,18,34,271,122,4608,245,4047,287,2999,281,2404,274,78,81,143,83,206,101,132,92,36,43,865,204,467,151,15,29,150,93,116,71,40,46,77,57,183,86,49,56,27,34,13,27,28,32,29,38,37,33,561,167
10.3,Sunset Hill/Loyal Heights,10315,561,4814,299,4409,320,3672,293,3068,299,56,31,231,117,174,101,56,44,87,58,683,179,247,95,14,29,61,56,156,88,61,57,144,92,54,45,13,29,0,24,15,29,0,24,0,24,26,35,405,137,5501,379,4665,362,3200,316,2621,323,41,36,160,83,210,100,121,76,47,47,1277,240,715,188,88,57,126,78,143,77,101,69,104,59,188,88,39,38,19,30,30,40,11,25,14,27,75,52,836,200
10.4,Ballard,5985,448,3253,373,2972,385,2674,371,2096,307,188,159,212,142,120,138,25,30,33,51,269,96,110,68,13,21,100,78,0,17,0,17,46,45,29,42,0,17,0,17,0,17,0,17,3,13,26,40,281,114,2732,339,2387,320,1852,333,1499,299,50,81,59,56,77,69,0,17,167,139,505,269,318,240,50,61,40,40,97,74,0,17,0,17,30,37,8,14,0,17,22,34,0,17,0,17,0,17,345,135
11.1,Fremont,13217,479,6727,455,6383,443,5245,383,4303,360,163,96,253,113,235,111,207,101,84,57,980,283,457,177,0,24,157,107,206,132,78,72,82,55,158,99,13,28,0,24,19,37,55,52,0,24,71,56,344,134,6490,444,5705,429,4091,400,3428,382,170,98,210,107,167,84,54,46,62,52,1336,247,624,183,109,64,241,100,180,84,80,60,102,68,278,103,85,61,0,24,53,49,31,39,65,53,44,46,785,188
11.2,Wallingford,13461,863,7084,569,6409,534,4609,338,3543,317,119,56,372,135,290,133,151,67,134,103,1498,387,526,225,65,60,228,98,377,158,174,138,128,92,302,108,37,35,40,42,26,33,52,53,87,61,60,45,675,174,6377,611,5613,597,3326,299,2509,265,42,33,270,93,193,95,68,43,244,122,1776,401,783,186,24,31,271,93,316,179,154,83,228,142,511,168,127,96,10,28,64,46,132,112,94,62,84,58,764,187
11.3,Cascade/Eastlake,10959,764,6062,617,4997,480,4274,460,3507,446,48,59,315,151,199,115,172,86,33,40,510,186,258,125,0,21,65,91,112,75,29,36,46,45,213,118,34,40,0,21,52,68,0,21,8,29,119,79,1065,477,4897,498,4300,472,3273,434,2371,366,97,86,282,122,219,127,152,89,152,108,932,252,442,210,15,29,164,94,115,72,84,61,112,89,95,85,6,19,0,21,0,21,49,74,11,27,29,39,597,204
12.1,Magnolia,8055,467,3808,210,3414,213,3047,220,2621,215,69,61,104,66,95,69,70,72,88,75,323,115,132,71,11,24,58,49,63,53,0,24,59,47,44,40,14,28,0,24,0,24,0,24,0,24,30,33,394,132,4247,435,3287,464,2148,266,1921,245,26,35,53,42,86,58,31,39,31,34,992,369,620,348,60,74,78,52,87,60,9,23,138,87,147,93,29,31,0,24,0,24,0,24,21,31,97,83,960,194
12.2,Interbay,7843,431,3939,331,3544,343,2954,246,2309,254,14,29,299,138,150,83,96,61,86,73,514,193,268,141,26,34,79,76,78,76,43,61,20,25,76,108,0,21,0,21,39,56,0,21,37,53,0,21,395,153,3904,308,3468,296,2732,291,2324,277,27,33,183,96,43,35,87,94,68,71,520,179,308,156,11,21,80,55,12,24,61,53,48,43,216,107,10,21,8,18,65,65,18,35,17,22,98,76,436,139
12.3,Queen Anne,29455,1054,14537,935,13105,935,10575,664,8596,553,390,194,612,201,458,173,278,138,241,96,2089,514,1014,341,68,69,221,115,240,138,291,160,255,141,441,141,80,62,11,41,44,51,104,92,29,41,173,86,1432,307,14918,808,13054,796,9245,593,7567,572,298,131,464,141,405,135,272,96,239,98,2760,369,1384,303,134,76,324,138,403,155,288,133,227,102,1049,333,244,149,26,43,87,71,116,64,226,101,350,172,1864,283
13.1,Belltown,7111,555,4190,463,3328,418,2929,400,2399,364,43,49,93,141,117,81,218,83,59,65,282,140,171,123,0,21,32,45,45,47,34,49,0,21,117,124,0,21,0,21,25,29,15,27,0,21,77,122,862,258,2921,370,2605,367,1965,323,1643,296,29,41,70,59,70,62,34,42,119,101,460,183,205,112,30,34,52,58,40,46,60,84,73,69,180,102,90,75,0,21,0,21,0,21,0,21,90,81,316,117
13.2,Downtown Commercial Core,3354,329,2143,298,1486,230,1148,187,860,169,51,77,59,66,24,26,40,32,114,72,224,103,31,28,0,12,56,53,32,31,9,12,96,85,114,92,18,33,0,12,0,12,28,44,13,19,55,56,657,190,1211,175,859,163,570,133,401,107,89,79,25,29,34,36,21,30,0,12,278,129,108,84,9,16,14,19,38,57,9,20,100,89,11,19,0,12,0,12,0,12,11,19,0,12,0,12,352,124
