area_id,area_name,b09008001,b09008001_moe,b09008002,b09008002_moe,b09008003,b09008003_moe,b09008004,b09008004_moe,b09008005,b09008005_moe,b09008006,b09008006_moe,b09008007,b09008007_moe,b09008008,b09008008_moe,b09008009,b09008009_moe,b09008010,b09008010_moe,b09008011,b09008011_moe,b09008012,b09008012_moe
1.1,Arbor Heights,1314,164,110,98,110,98,48,55,62,80,0,17,1204,136,1197,137,1085,165,59,48,53,48,7,17
1.2,Fauntleroy/Seaview,2515,276,140,94,132,92,19,35,113,86,8,22,2375,277,2375,277,2024,250,20,29,331,198,0,24
1.3,West Seattle Junction/Genesee Hill,3468,288,166,102,156,104,0,29,156,104,10,29,3302,295,3249,286,2622,279,73,61,554,219,53,67
1.4,Alki/Admiral,1751,281,111,85,92,80,23,41,69,71,19,36,1640,271,1596,262,1478,267,11,23,107,76,44,72
2.1,North Delridge,675,220,29,33,29,33,15,24,14,23,0,12,646,212,646,212,559,206,27,32,60,60,0,12
2.2,High Point,1674,263,99,107,99,107,27,47,72,98,0,17,1575,275,1575,275,799,272,16,18,760,283,0,17
2.3,Riverview,1040,211,131,92,131,92,44,56,87,82,0,12,909,217,909,217,608,193,97,79,204,132,0,12
2.4,Roxhill/Westwood,2523,392,151,92,141,92,81,75,60,54,10,23,2372,389,2372,389,1783,367,89,103,500,176,0,21
2.5,Highland Park,1073,239,31,62,31,62,0,21,31,62,0,21,1042,250,1042,250,578,206,176,125,288,156,0,21
3.1,South Park,1321,348,33,39,17,29,17,29,0,17,16,31,1288,349,1288,349,758,322,61,52,469,315,0,17
3.2,Georgetown,133,44,10,18,10,18,10,18,0,12,0,12,123,44,123,44,123,44,0,12,0,12,0,12
3.3,Duwamish/SODO,187,37,9,19,9,19,0,12,9,19,0,12,178,39,178,39,139,58,0,12,39,59,0,12
3.4,South Beacon Hill/NewHolly,4710,901,71,58,71,58,32,38,39,47,0,24,4639,902,4639,902,3259,857,215,145,1165,412,0,24
3.5,Beacon Hill,1634,272,110,92,110,92,58,63,52,64,0,17,1524,274,1524,274,1234,277,138,141,152,108,0,17
3.6,North Beacon Hill/Jefferson Park,2782,319,140,122,140,122,97,110,43,56,0,24,2642,316,2642,316,1552,462,117,98,973,366,0,24
4.1,Rainier Beach,3814,578,125,121,125,121,55,95,70,80,0,27,3689,593,3689,593,1863,556,247,173,1579,502,0,27
4.2,Columbia City,3308,497,151,117,97,80,28,48,69,66,54,89,3157,505,3112,511,2138,441,176,151,798,289,45,64
4.3,Seward Park,1758,255,83,51,83,51,30,27,53,43,0,17,1675,253,1675,253,1347,194,64,49,264,190,0,17
4.4,Mt. Baker/North Rainier,1192,162,185,109,185,109,37,36,148,107,0,17,1007,193,1007,193,735,221,85,82,187,153,0,17
5.1,Madrona/Leschi,1900,240,140,116,72,58,0,21,72,58,68,104,1760,240,1760,240,1402,250,18,30,340,200,0,21
5.2,Judkins Park,290,95,12,18,0,12,0,12,0,12,12,18,278,102,278,102,234,103,0,12,44,52,0,12
5.3,Central Area/Squire Park,2317,379,137,99,137,99,102,85,35,51,0,24,2180,372,2180,372,1346,273,105,110,729,312,0,24
6.1,First Hill,474,150,98,64,98,64,53,47,45,50,0,24,376,161,376,161,111,58,20,28,245,154,0,24
6.2,Capitol Hill,811,257,67,63,67,63,30,42,37,55,0,29,744,263,744,263,452,215,0,29,292,195,0,29
6.3,North Capitol Hill,336,102,0,12,0,12,0,12,0,12,0,12,336,102,336,102,319,98,0,12,17,26,0,12
6.4,Miller Park,1367,177,26,43,0,17,0,17,0,17,26,43,1341,171,1334,172,1210,213,22,26,102,100,7,16
