area_id,area_name,b09008001,b09008001_moe,b09008002,b09008002_moe,b09008003,b09008003_moe,b09008004,b09008004_moe,b09008005,b09008005_moe,b09008006,b09008006_moe,b09008007,b09008007_moe,b09008008,b09008008_moe,b09008009,b09008009_moe,b09008010,b09008010_moe,b09008011,b09008011_moe,b09008012,b09008012_moe
6.5,Madison Park,892,202,17,28,17,28,17,28,0,17,0,17,875,203,875,203,796,197,0,17,79,59,0,17
7.1,Montlake/Portage Bay,1140,115,121,88,109,85,51,61,58,56,12,23,1019,119,1019,119,901,116,41,48,77,55,0,21
7.2,University District,547,107,22,38,22,38,13,32,9,33,0,29,525,103,525,103,473,94,0,29,52,47,0,29
7.3,Ravenna/Bryant,3999,270,118,68,104,65,16,38,88,60,14,37,3881,272,3881,272,3449,285,82,67,350,172,0,32
7.4,Wedgwood/View Ridge,3066,217,102,63,102,63,24,34,78,57,0,27,2964,221,2964,221,2587,229,151,143,226,95,0,27
7.5,Laurelhurst/Sand Point,2578,266,158,145,158,145,71,85,87,122,0,21,2420,238,2420,238,2169,231,57,54,194,118,0,21
8.1,Northgate/Maple Leaf,1880,279,79,77,38,46,5,23,33,45,41,65,1801,272,1801,272,1421,238,57,39,323,178,0,24
8.2,Olympic Hills/Victory Heights,2246,275,71,63,71,63,30,50,41,45,0,24,2175,272,2175,272,1545,240,103,85,527,203,0,24
8.3,Cedar Park/Meadowbrook,2029,270,87,80,87,80,0,27,87,80,0,27,1942,258,1931,255,1316,250,189,143,426,198,11,28
9.1,Broadview/Bitter Lake,1976,276,22,42,22,42,0,27,22,42,0,27,1954,278,1954,278,1382,195,149,145,423,223,0,27
9.2,Licton Springs,1087,261,86,57,72,53,27,32,45,40,14,26,1001,257,935,250,804,243,13,23,118,89,66,86
9.3,Greenwood/Phinney Ridge,4053,435,101,74,71,56,8,30,63,55,30,57,3952,444,3952,444,3498,452,80,71,374,132,0,29
9.4,Green Lake,1752,193,92,76,92,76,34,43,58,59,0,24,1660,179,1660,179,1471,160,48,46,141,90,0,24
9.5,Haller Lake,1631,312,78,57,78,57,64,54,14,23,0,21,1553,310,1553,310,1372,309,47,40,134,80,0,21
10.1,North Beach/Blue Ridge,2149,263,64,55,64,55,39,51,25,28,0,21,2085,265,2046,275,1658,290,121,85,267,140,39,61
10.2,Whittier Heights,2094,286,105,65,105,65,67,51,38,47,0,24,1989,289,1989,289,1599,223,171,163,219,156,0,24
10.3,Sunset Hill/Loyal Heights,2356,224,284,158,284,158,125,133,159,105,0,24,2072,227,2072,227,2000,234,0,24,72,51,0,24
10.4,Ballard,557,126,0,17,0,17,0,17,0,17,0,17,557,126,557,126,431,123,0,17,126,81,0,17
11.1,Fremont,1555,218,86,77,86,77,36,42,50,69,0,24,1469,229,1405,224,1214,225,87,60,104,90,64,95
11.2,Wallingford,1849,210,201,106,201,106,66,77,135,83,0,27,1648,222,1634,222,1376,161,66,60,192,155,14,30
11.3,Cascade/Eastlake,410,132,0,21,0,21,0,21,0,21,0,21,410,132,410,132,188,103,52,84,170,91,0,21
12.1,Magnolia,2788,354,24,33,24,33,14,29,10,24,0,24,2764,355,2764,355,2620,353,80,79,64,67,0,24
12.2,Interbay,1264,249,73,98,73,98,66,98,7,21,0,21,1191,255,1191,255,1010,243,0,21,181,109,0,21
12.3,Queen Anne,4082,364,114,92,95,89,10,42,85,88,19,45,3968,383,3961,383,3529,382,73,60,359,168,7,40
13.1,Belltown,229,83,27,46,27,46,0,21,27,46,0,21,202,69,202,69,166,58,0,21,36,39,0,21
13.2,Downtown Commercial Core,60,68,0,12,0,12,0,12,0,12,0,12,60,68,60,68,60,68,0,12,0,12,0,12
13.3,Pioneer Square/International District,714,399,0,17,0,17,0,17,0,17,0,17,714,399,714,399,276,166,246,339,192,192,0,17
