area_id,area_name,b16005b001,b16005b001_moe,b16005b002,b16005b002_moe,b16005b003,b16005b003_moe,b16005b004,b16005b004_moe,b16005b005,b16005b005_moe,b16005b006,b16005b006_moe,b16005b007,b16005b007_moe,b16005b008,b16005b008_moe,b16005b009,b16005b009_moe,b16005b010,b16005b010_moe,b16005b011,b16005b011_moe
1.1,Arbor Heights,69,59,41,38,41,38,0,17,0,17,0,17,28,47,0,17,28,47,28,47,0,17
1.2,Fauntleroy/Seaview,197,107,156,100,156,100,0,24,0,24,0,24,41,51,0,24,41,51,41,51,0,24
1.3,West Seattle Junction/Genesee Hill,328,172,308,171,308,171,0,29,0,29,0,29,20,29,15,27,5,26,0,29,5,26
1.4,Alki/Admiral,304,173,200,120,162,113,38,43,38,43,0,24,104,92,23,41,81,86,81,86,0,24
2.1,North Delridge,326,198,219,139,219,139,0,12,0,12,0,12,107,157,0,12,107,157,107,157,0,12
2.2,High Point,1758,344,1213,337,891,342,322,159,211,147,111,119,545,188,48,76,497,172,204,107,293,157
2.3,Riverview,532,243,438,209,438,209,0,12,0,12,0,12,94,137,0,12,94,137,67,94,27,43
2.4,Roxhill/Westwood,1029,318,592,215,506,182,86,81,86,81,0,21,437,237,82,78,355,208,216,153,139,151
2.5,Highland Park,509,128,185,110,185,110,0,21,0,21,0,21,324,181,0,21,324,181,232,142,92,47
3.1,South Park,209,127,197,126,190,123,7,18,7,18,0,17,12,23,0,17,12,23,12,23,0,17
3.2,Georgetown,27,36,27,36,27,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,394,273,245,151,245,151,0,12,0,12,0,12,149,158,131,152,18,25,11,18,7,16
3.4,South Beacon Hill/NewHolly,4318,838,2203,448,1307,404,896,347,279,187,617,306,2115,669,86,74,2029,627,505,239,1524,526
3.5,Beacon Hill,765,294,478,225,397,198,81,87,81,87,0,17,287,184,34,52,253,168,64,53,189,157
3.6,North Beacon Hill/Jefferson Park,1821,358,1357,296,1007,282,350,168,165,180,185,129,464,186,11,28,453,185,121,105,332,186
4.1,Rainier Beach,4716,740,3754,622,3271,632,483,307,446,294,37,58,962,416,94,105,868,404,237,136,631,333
4.2,Columbia City,4224,686,2836,494,2679,499,157,124,106,79,51,61,1388,453,25,46,1363,459,254,163,1109,404
4.3,Seward Park,1290,275,1026,250,938,252,88,70,88,70,0,17,264,137,43,50,221,129,40,40,181,119
