area_id,area_name,b08202001,b08202001_moe,b08202002,b08202002_moe,b08202003,b08202003_moe,b08202004,b08202004_moe,b08202005,b08202005_moe,b08202006,b08202006_moe,b08202007,b08202007_moe,b08202008,b08202008_moe,b08202009,b08202009_moe,b08202010,b08202010_moe,b08202011,b08202011_moe,b08202012,b08202012_moe,b08202013,b08202013_moe,b08202014,b08202014_moe,b08202015,b08202015_moe,b08202016,b08202016_moe,b08202017,b08202017_moe,b08202018,b08202018_moe,b08202019,b08202019_moe,b08202020,b08202020_moe,b08202021,b08202021_moe,b08202022,b08202022_moe
3.2,Georgetown,630,55,139,74,315,82,147,66,29,22,372,77,116,75,256,75,140,75,14,20,29,24,97,60,61,51,9,12,30,44,22,24,0,12,57,31,0,12,0,12,28,27,29,22
3.3,Duwamish/SODO,944,90,177,72,408,110,305,75,54,31,445,104,142,67,303,94,291,85,35,27,80,44,176,69,110,94,0,12,25,27,81,82,4,7,98,44,0,12,0,12,48,36,50,29
3.4,South Beacon Hill/NewHolly,4531,190,1181,203,1574,221,1214,231,562,133,928,201,592,144,336,137,924,218,251,102,437,151,236,110,1008,196,178,99,324,109,385,139,121,70,1671,226,160,113,477,126,593,162,441,123
3.5,Beacon Hill,2893,137,682,149,751,178,893,221,567,160,588,158,368,120,220,103,897,165,242,105,262,103,393,137,467,141,40,32,122,66,199,104,106,87,941,147,32,42,147,88,301,107,461,149
3.6,North Beacon Hill/Jefferson Park,5765,192,1351,200,2153,287,1684,270,577,174,1782,245,811,167,971,211,1744,262,460,155,490,156,794,175,1232,269,80,55,490,190,458,169,204,107,1007,223,0,24,202,124,432,176,373,137
4.1,Rainier Beach,5403,197,1276,250,2342,285,1391,252,394,136,1563,269,741,203,822,203,1619,279,328,134,592,197,699,203,794,195,84,73,310,148,321,112,79,59,1427,256,123,88,618,214,371,139,315,122
4.2,Columbia City,6493,254,1537,243,2614,323,1960,283,382,121,1872,285,975,196,897,229,2364,330,445,158,771,220,1148,230,1039,231,63,61,467,161,426,151,83,83,1218,194,54,46,479,152,386,126,299,102
4.3,Seward Park,3376,140,683,165,1469,208,1001,143,223,89,956,168,378,127,578,158,1140,178,189,59,498,131,453,115,513,145,96,93,100,50,279,94,38,37,767,135,20,24,293,89,269,94,185,84
4.4,Mt. Baker/North Rainier,2340,165,507,131,987,197,783,148,63,51,764,190,350,119,414,149,713,143,94,57,293,115,326,91,436,144,13,21,181,118,212,80,30,37,427,111,50,54,99,58,245,109,33,36
5.1,Madrona/Leschi,4262,205,631,151,2001,314,1425,250,205,84,1219,251,343,109,876,223,1527,240,253,106,575,184,699,159,830,201,35,38,300,122,460,186,35,32,686,175,0,21,250,144,266,100,170,77
5.2,Judkins Park,1553,98,563,100,683,148,268,82,39,52,921,96,471,96,450,116,366,88,69,29,123,64,174,72,173,80,23,20,83,58,28,27,39,52,93,52,0,12,27,31,66,48,0,12
5.3,Central Area/Squire Park,8106,238,1613,247,3780,335,2181,259,532,149,3573,303,1224,226,2349,285,2665,301,286,127,792,173,1587,242,976,198,45,39,355,128,278,105,298,121,892,173,58,61,284,115,316,111,234,93
6.1,First Hill,7537,281,2466,245,3490,350,1415,226,166,97,4897,323,1842,217,3055,318,2063,272,489,142,341,128,1233,220,475,153,135,73,73,63,146,82,121,89,102,53,0,24,21,34,36,38,45,45
6.2,Capitol Hill,13942,322,2140,350,8736,546,2831,407,235,147,9152,507,1859,344,7293,525,3929,412,281,126,961,277,2687,387,681,264,0,29,356,192,128,105,197,143,180,80,0,29,126,66,16,45,38,40
6.3,North Capitol Hill,2363,123,297,82,1501,193,565,148,0,12,1229,175,174,72,1055,167,900,160,91,58,392,144,417,126,108,76,17,26,0,12,91,75,0,12,126,37,15,23,54,34,57,33,0,12
6.4,Miller Park,3180,100,446,102,1463,156,1074,135,197,71,1112,161,271,84,841,146,1206,155,164,70,335,86,707,130,324,86,0,17,99,66,158,67,67,44,538,93,11,20,188,68,209,63,130,67
6.5,Madison Park,2679,129,804,159,1197,193,678,174,0,17,1210,202,561,149,649,177,981,152,217,68,391,112,373,124,198,116,18,27,83,48,97,102,0,17,290,75,8,12,74,42,208,76,0,17
7.1,Montlake/Portage Bay,4576,111,629,123,2169,210,1585,216,193,89,1707,213,390,110,1317,197,1880,210,232,74,508,131,1140,183,463,132,7,20,126,54,271,117,59,38,526,108,0,21,218,64,174,61,134,86
7.2,University District,5280,209,1421,197,2414,300,935,206,510,165,2635,301,1032,199,1603,249,1396,259,289,109,465,169,642,170,684,221,86,85,280,153,134,105,184,107,565,162,14,34,66,56,159,96,326,139
7.3,Ravenna/Bryant,9895,238,1955,247,3637,332,3529,292,774,166,3115,297,1294,224,1821,253,3137,271,447,108,830,172,1860,240,1560,236,126,81,421,133,705,161,308,120,2083,209,88,61,565,124,964,162,466,127
7.4,Wedgwood/View Ridge,6148,153,1239,149,2453,230,2090,199,366,109,1639,205,642,129,997,175,2087,212,504,108,707,155,876,157,1294,195,75,48,412,118,643,141,164,84,1128,130,18,29,337,84,571,107,202,77
7.5,Laurelhurst/Sand Point,4412,158,913,160,1897,223,1431,193,171,77,1287,189,572,132,715,158,1562,201,283,103,609,154,670,153,571,146,48,42,222,103,193,95,108,70,992,133,10,22,351,110,568,118,63,57
8.1,Northgate/Maple Leaf,6976,196,1947,267,3125,324,1693,223,211,84,3400,305,1468,253,1932,288,2082,270,393,120,711,191,978,172,804,184,76,48,203,82,457,166,68,51,690,137,10,25,279,99,258,89,143,73
8.2,Olympic Hills/Victory Heights,6737,204,1717,233,2536,283,2028,241,456,135,2552,290,1149,226,1403,228,2149,265,404,118,535,151,1210,206,1084,208,105,80,280,108,464,124,235,92,952,181,59,73,318,126,354,105,221,107
8.3,Cedar Park/Meadowbrook,5748,207,1371,237,2590,281,1565,193,222,82,2480,273,973,210,1507,228,1680,211,312,107,481,122,887,163,823,181,14,27,281,138,437,123,91,48,765,132,72,49,321,106,241,73,131,71
9.1,Broadview/Bitter Lake,6683,218,2474,269,2423,283,1674,246,112,68,2988,295,1709,237,1279,222,2110,271,625,166,568,137,917,222,847,188,68,52,391,142,332,113,56,47,738,141,72,79,185,94,425,107,56,55
9.2,Licton Springs,4422,146,798,185,1829,279,1679,242,116,57,1647,244,565,162,1082,217,1723,263,204,101,369,137,1150,239,779,165,29,34,269,122,412,135,69,42,273,110,0,17,109,76,117,80,47,37
9.3,Greenwood/Phinney Ridge,10923,235,1798,220,4812,350,3839,317,474,126,3908,311,1129,202,2779,288,3855,305,512,130,1002,169,2341,275,1757,242,94,74,489,128,968,203,206,84,1403,170,63,49,542,140,530,119,268,98
9.4,Green Lake,6673,219,1193,202,2610,272,2564,276,306,109,2287,250,855,179,1432,220,2781,290,267,128,737,175,1777,277,865,186,36,38,271,103,434,149,124,71,740,131,35,35,170,63,353,91,182,86
9.5,Haller Lake,4467,139,1103,223,1691,279,1538,227,135,66,1487,236,685,174,802,229,1882,233,300,113,569,157,1013,198,581,147,39,47,228,108,267,124,47,45,517,122,79,70,92,51,258,95,88,54
10.1,North Beach/Blue Ridge,5103,114,993,142,2264,219,1608,179,238,92,1470,167,556,119,914,154,2050,199,399,99,745,155,906,156,837,174,29,27,269,89,415,142,124,75,746,152,9,22,336,118,287,95,114,55
10.2,Whittier Heights,5610,116,783,167,2537,265,2090,264,200,107,1786,221,556,150,1230,206,2348,268,192,81,861,185,1295,232,923,189,25,30,279,128,497,126,122,85,553,111,10,24,167,66,298,85,78,69
10.3,Sunset Hill/Loyal Heights,6432,193,1306,189,2577,299,2184,248,365,152,2342,260,865,174,1477,247,2212,235,310,98,590,144,1312,222,907,204,61,50,249,118,429,138,168,102,971,141,70,50,261,75,443,102,197,107
10.4,Ballard,4091,212,645,143,2066,272,1249,253,131,96,2033,281,551,149,1482,248,1497,281,94,81,314,132,1089,259,387,126,0,17,184,104,89,66,114,91,174,79,0,17,86,60,71,54,17,26
11.1,Fremont,8389,231,779,189,4728,334,2568,310,314,97,3820,334,578,173,3242,319,3259,325,168,76,975,213,2116,294,739,150,33,41,330,113,236,87,140,78,571,121,0,24,181,94,216,87,174,79
11.2,Wallingford,7409,188,1420,232,3010,316,2364,247,615,166,2916,282,1019,204,1897,275,2425,250,333,112,579,133,1513,222,1073,207,14,24,259,117,490,138,310,125,995,155,54,66,275,98,361,79,305,100
11.3,Cascade/Eastlake,8722,431,1903,309,5403,462,1339,316,77,84,5964,485,1449,272,4515,445,2378,360,373,142,851,194,1154,300,372,197,81,127,37,43,177,114,77,84,8,23,0,21,0,21,8,23,0,21
12.1,Magnolia,5548,152,1430,207,2154,288,1856,248,108,98,1776,231,912,183,864,190,2011,221,440,133,558,161,1013,197,830,186,45,44,276,115,479,163,30,35,931,160,33,35,456,127,364,141,78,81
12.2,Interbay,5251,185,919,194,2748,284,1480,236,104,70,2504,279,651,158,1853,247,1818,266,246,107,637,173,935,206,423,156,0,21,154,82,247,132,22,27,506,131,22,31,104,76,298,98,82,60
12.3,Queen Anne,19175,394,3365,355,9894,536,5358,421,558,175,9559,527,2430,313,7129,501,6419,474,826,194,1740,279,3853,393,1412,239,73,68,466,136,707,169,166,85,1785,243,36,45,559,152,798,179,392,160
13.1,Belltown,5934,298,1654,290,3106,349,1174,254,0,21,4180,357,1389,276,2791,356,1537,284,206,115,276,91,1055,254,171,60,27,46,25,42,119,12,0,21,46,61,32,56,14,25,0,21,0,21
13.2,Downtown Commercial Core,2452,178,871,150,1331,198,216,105,34,41,1911,238,713,172,1198,212,447,123,158,71,111,67,178,83,94,80,0,12,22,26,38,61,34,41,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,3024,156,1332,160,1252,168,379,98,61,44,2019,190,1095,172,924,139,650,154,198,85,245,99,207,80,182,79,8,19,35,28,100,62,39,37,173,80,31,49,48,55,72,42,22,27
