area_id,area_name,b23006001,b23006001_moe,b23006002,b23006002_moe,b23006003,b23006003_moe,b23006004,b23006004_moe,b23006005,b23006005_moe,b23006006,b23006006_moe,b23006007,b23006007_moe,b23006008,b23006008_moe,b23006009,b23006009_moe,b23006010,b23006010_moe,b23006011,b23006011_moe,b23006012,b23006012_moe,b23006013,b23006013_moe,b23006014,b23006014_moe,b23006015,b23006015_moe,b23006016,b23006016_moe,b23006017,b23006017_moe,b23006018,b23006018_moe,b23006019,b23006019_moe,b23006020,b23006020_moe,b23006021,b23006021_moe,b23006022,b23006022_moe,b23006023,b23006023_moe,b23006024,b23006024_moe,b23006025,b23006025_moe,b23006026,b23006026_moe,b23006027,b23006027_moe,b23006028,b23006028_moe,b23006029,b23006029_moe
1.1,Arbor Heights,3845,198,95,57,53,41,0,17,53,41,53,41,0,17,42,37,632,163,542,161,0,17,542,161,467,149,75,63,90,43,1162,197,1040,183,0,17,1040,183,982,184,58,46,122,61,1956,222,1780,199,0,17,1780,199,1740,202,40,31,176,76
1.2,Fauntleroy/Seaview,9148,481,182,180,146,176,0,24,146,176,146,176,0,24,36,38,999,253,745,226,0,24,745,226,710,224,35,37,254,114,2693,339,2296,307,0,24,2296,307,2222,306,74,45,397,146,5274,485,4800,474,16,31,4784,473,4598,463,186,102,474,151
1.3,West Seattle Junction/Genesee Hill,11394,475,406,195,167,124,0,29,167,124,167,124,0,29,239,147,1089,240,782,209,0,29,782,209,772,207,10,29,307,133,2907,381,2430,347,69,80,2361,344,2187,334,174,82,477,150,6992,498,6176,469,0,29,6176,469,5986,472,190,98,816,199
1.4,Alki/Admiral,7167,356,56,56,38,39,0,24,38,39,38,39,0,24,18,29,626,206,464,173,0,24,464,173,422,171,42,47,162,104,2035,325,1729,307,0,24,1729,307,1534,279,195,113,306,144,4450,348,3757,338,25,45,3732,335,3581,330,151,93,693,164
2.1,North Delridge,3596,259,236,185,160,177,0,12,160,177,160,177,0,12,76,65,391,182,326,169,0,12,326,169,249,146,77,86,65,52,891,207,766,199,0,12,766,199,693,198,73,74,125,111,2078,322,1884,320,11,18,1873,322,1756,281,117,103,194,97
2.2,High Point,3620,347,508,171,234,115,0,17,234,115,179,92,55,85,274,137,847,263,516,216,0,17,516,216,471,177,45,61,331,156,1030,228,859,218,0,17,859,218,787,214,72,48,171,71,1235,228,1139,223,0,17,1139,223,1139,223,0,17,96,60
2.3,Riverview,2921,194,307,88,227,93,0,12,227,93,126,69,101,76,80,55,558,185,462,160,0,12,462,160,439,156,23,24,96,56,1180,190,1097,193,0,12,1097,193,1039,190,58,36,83,58,876,159,843,152,0,12,843,152,800,146,43,34,33,29
2.4,Roxhill/Westwood,7965,446,874,325,630,229,0,21,630,229,562,194,68,74,244,151,1342,277,1097,269,21,37,1076,265,985,225,91,85,245,105,2674,317,2256,311,0,21,2256,311,2116,299,140,87,418,124,3075,360,2759,334,10,23,2749,333,2558,325,191,93,316,98
2.5,Highland Park,3481,311,396,154,194,105,0,21,194,105,176,101,18,30,202,124,552,212,378,175,0,21,378,175,359,156,19,39,174,114,1353,253,1145,235,0,21,1145,235,1064,224,81,67,208,103,1180,208,1018,198,8,20,1010,199,981,205,29,50,162,90
3.1,South Park,2449,409,687,325,522,284,0,17,522,284,477,296,45,60,165,83,483,186,423,176,0,17,423,176,371,177,52,46,60,45,801,147,690,139,0,17,690,139,623,136,67,49,111,69,478,189,435,184,0,17,435,184,410,176,25,38,43,33
