area_id,area_name,b08137001,b08137001_moe,b08137002,b08137002_moe,b08137003,b08137003_moe,b08137004,b08137004_moe,b08137005,b08137005_moe,b08137006,b08137006_moe,b08137007,b08137007_moe,b08137008,b08137008_moe,b08137009,b08137009_moe,b08137010,b08137010_moe,b08137011,b08137011_moe,b08137012,b08137012_moe,b08137013,b08137013_moe,b08137014,b08137014_moe,b08137015,b08137015_moe,b08137016,b08137016_moe,b08137017,b08137017_moe,b08137018,b08137018_moe,b08137019,b08137019_moe,b08137020,b08137020_moe,b08137021,b08137021_moe
1.1,Arbor Heights,3608,209,2962,268,646,170,2721,239,2336,244,385,128,257,96,213,90,44,34,264,98,136,65,128,79,0,17,0,17,0,17,78,59,61,56,17,27,288,91,216,78,72,54
1.2,Fauntleroy/Seaview,8102,501,6044,518,2058,352,5005,474,3835,472,1170,237,850,302,564,238,286,183,1205,244,786,200,419,138,71,54,18,31,53,47,245,111,245,111,0,24,726,191,596,176,130,77
1.3,West Seattle Junction/Genesee Hill,10157,532,6432,461,3725,504,6142,551,3874,422,2268,393,1233,271,713,195,520,201,1619,294,1044,234,575,190,284,115,132,76,152,81,238,111,204,107,34,39,641,167,465,146,176,84
1.4,Alki/Admiral,6063,363,3113,338,2950,373,3935,379,1965,287,1970,322,604,209,337,151,267,146,791,171,302,104,489,146,126,88,71,58,55,70,138,71,92,59,46,43,469,151,346,133,123,76
2.1,North Delridge,2949,271,1679,276,1270,264,1621,248,976,247,645,161,420,192,172,122,248,143,612,204,283,128,329,145,0,12,0,12,0,12,113,75,84,67,29,33,183,110,164,105,19,33
2.2,High Point,2805,290,1424,248,1381,299,1710,301,927,235,783,239,350,152,235,109,115,105,451,173,113,65,338,158,89,68,22,23,67,68,49,41,36,38,13,22,156,83,91,61,65,56
2.3,Riverview,2665,229,1955,242,710,189,1615,177,1248,179,367,120,558,148,423,124,135,105,304,107,167,62,137,83,12,17,12,17,0,12,79,64,40,45,39,42,97,45,65,37,32,30
2.4,Roxhill/Westwood,6860,452,3777,371,3083,436,4305,363,2451,290,1854,311,835,257,520,182,315,179,1125,283,452,150,673,252,220,118,32,34,188,114,145,68,121,61,24,33,230,90,201,88,29,30
2.5,Highland Park,2996,315,1861,276,1135,371,1988,271,1301,248,687,224,274,139,189,95,85,110,493,211,225,107,268,172,64,102,0,21,64,102,53,61,35,55,18,31,124,66,111,64,13,24
3.1,South Park,2078,433,874,175,1204,443,1203,288,541,141,662,264,232,135,51,38,181,128,452,163,173,64,279,157,49,58,17,27,32,52,62,49,41,39,21,33,80,56,51,40,29,42
3.2,Georgetown,745,110,348,105,397,99,344,129,156,95,188,75,73,72,57,70,16,24,168,82,114,65,54,39,114,53,0,12,114,53,25,36,0,12,25,36,21,25,21,25,0,12
3.3,Duwamish/SODO,1260,187,722,177,538,207,659,125,429,124,230,119,166,95,138,76,28,37,259,156,36,36,223,146,68,40,41,32,27,25,82,54,52,39,30,37,26,25,26,25,0,12
3.4,South Beacon Hill/NewHolly,6346,572,4252,531,2094,417,3830,440,2429,344,1401,367,966,280,794,248,172,118,1282,263,847,242,435,153,74,58,47,39,27,44,100,60,79,53,21,43,94,65,56,45,38,46
3.5,Beacon Hill,4964,566,3450,600,1514,596,3157,513,2160,500,997,426,881,256,536,208,345,217,624,221,511,201,113,91,116,94,116,94,0,17,78,57,56,51,22,32,108,55,71,47,37,41
3.6,North Beacon Hill/Jefferson Park,7629,566,4051,486,3578,529,3793,423,2060,340,1733,347,1027,319,450,236,577,225,1820,371,941,267,879,264,275,125,151,88,124,85,553,206,363,159,190,111,161,94,86,66,75,65
4.1,Rainier Beach,6791,535,4671,478,2120,498,4387,473,3104,385,1283,390,1035,302,770,258,265,184,870,212,455,137,415,173,48,64,48,64,0,27,153,94,79,66,74,74,298,154,215,117,83,95
4.2,Columbia City,8111,600,5073,561,3038,472,4648,493,3087,391,1561,364,794,211,481,155,313,144,1759,355,903,239,856,298,241,125,84,63,157,110,327,147,241,113,86,95,342,131,277,122,65,54
4.3,Seward Park,4300,365,3385,317,915,273,2703,311,2105,266,598,218,467,149,374,138,93,55,610,139,428,120,182,82,119,65,119,65,0,17,142,80,100,62,42,55,259,115,259,115,0,17
4.4,Mt. Baker/North Rainier,2812,312,2071,221,741,260,1539,231,1155,204,384,159,324,135,291,124,33,52,504,201,304,106,200,181,76,53,19,30,57,44,128,72,93,61,35,39,241,108,209,102,32,38
5.1,Madrona/Leschi,5629,412,3770,337,1859,426,3089,358,2157,285,932,335,593,269,331,135,262,218,778,219,320,134,458,194,232,145,147,90,85,124,445,184,383,183,62,51,492,183,432,178,60,50
5.2,Judkins Park,1400,215,474,132,926,227,649,158,228,123,421,125,97,69,38,46,59,49,406,156,109,54,297,151,141,64,62,45,79,49,18,20,18,20,0,12,89,67,19,21,70,61
5.3,Central Area/Squire Park,10212,579,4606,461,5606,576,4057,436,1995,300,2062,370,660,190,294,128,366,145,2258,358,926,218,1332,308,1755,325,682,188,1073,275,910,223,357,124,553,190,572,158,352,118,220,110
6.1,First Hill,6953,485,1207,265,5746,485,1651,294,422,137,1229,265,250,168,10,27,240,167,1452,283,80,62,1372,287,3172,398,564,162,2608,385,155,78,34,38,121,67,273,111,97,62,176,93
6.2,Capitol Hill,15362,692,2787,406,12575,744,4359,565,1174,283,3185,495,541,192,113,83,428,170,4066,543,516,175,3550,520,4984,626,722,217,4262,598,697,235,92,72,605,215,715,265,170,114,545,238
6.3,North Capitol Hill,2639,221,1236,208,1403,272,1175,182,720,134,455,141,153,110,118,101,35,41,553,200,112,77,441,193,478,176,212,133,266,158,115,102,28,32,87,96,165,92,46,44,119,79
6.4,Miller Park,4357,242,2255,256,2102,255,1854,220,1134,211,720,171,228,103,82,47,146,89,953,175,374,102,579,139,612,181,148,87,464,158,412,132,263,108,149,71,298,95,254,89,44,33
6.5,Madison Park,2587,300,1423,205,1164,243,1826,284,1016,174,810,225,152,95,98,70,54,63,176,73,42,36,134,68,110,99,40,39,70,80,51,51,51,51,0,17,272,102,176,84,96,58
7.1,Montlake/Portage Bay,6241,398,2977,283,3264,440,3037,323,1699,246,1338,289,432,153,236,96,196,126,1471,317,381,103,1090,293,348,119,181,88,167,86,542,200,157,61,385,189,411,109,323,101,88,56
7.2,University District,6363,692,1244,259,5119,697,2366,447,532,175,1834,440,379,217,100,80,279,195,1518,375,261,129,1257,346,1401,285,94,65,1307,279,450,200,167,107,283,179,249,116,90,75,159,90
7.3,Ravenna/Bryant,13731,677,8247,491,5484,670,7057,549,4672,376,2385,461,1082,232,791,203,291,118,2625,334,1251,213,1374,283,1046,264,283,119,763,233,989,214,568,150,421,156,932,193,682,168,250,110
7.4,Wedgwood/View Ridge,7988,386,6149,434,1839,320,4670,365,3818,346,852,200,792,210,568,187,224,113,1204,200,808,164,396,121,209,95,141,81,68,48,604,160,385,125,219,110,509,140,429,138,80,53
7.5,Laurelhurst/Sand Point,5354,340,3554,332,1800,334,3110,289,2337,256,773,247,466,161,389,146,77,63,922,236,267,119,655,197,234,112,133,89,101,69,194,101,73,51,121,99,428,184,355,176,73,52
8.1,Northgate/Maple Leaf,7381,492,3392,307,3989,513,3964,387,2024,247,1940,332,1034,256,332,130,702,246,1468,264,618,142,850,239,252,114,73,51,179,103,457,170,196,95,261,137,206,83,149,62,57,59
8.2,Olympic Hills/Victory Heights,8292,546,4669,456,3623,557,4859,483,2791,363,2068,400,854,195,632,179,222,111,1612,343,668,145,944,311,300,116,102,69,198,94,314,140,187,86,127,115,353,151,289,132,64,72
8.3,Cedar Park/Meadowbrook,6644,491,3578,316,3066,449,4008,444,2223,254,1785,400,716,205,396,146,320,155,1186,230,546,134,640,197,100,56,26,33,74,52,226,94,91,46,135,87,408,113,296,100,112,57
9.1,Broadview/Bitter Lake,6210,442,3882,351,2328,415,3986,398,2564,319,1422,313,514,174,287,108,227,130,766,182,372,114,394,150,222,136,57,55,165,123,216,109,123,68,93,91,506,187,479,186,27,36
9.2,Licton Springs,5749,416,2459,408,3290,449,3339,404,1399,327,1940,373,932,311,374,186,558,254,1044,207,486,149,558,173,107,69,33,39,74,58,164,91,76,66,88,64,163,78,91,59,72,49
9.3,Greenwood/Phinney Ridge,14321,569,8592,579,5729,509,7924,492,4907,422,3017,378,1288,279,694,181,594,197,2438,349,1409,276,1029,239,590,163,331,125,259,104,984,203,582,143,402,143,1097,244,669,145,428,205
9.4,Green Lake,8989,565,4917,429,4072,587,5042,397,3089,360,1953,312,614,167,335,118,279,129,1653,312,639,168,1014,277,271,119,133,69,138,100,543,188,169,81,374,166,866,226,552,174,314,138
9.5,Haller Lake,5290,375,3353,385,1937,353,3303,351,2086,335,1217,286,753,240,537,221,216,122,814,200,476,158,338,139,105,62,74,51,31,30,67,53,32,33,35,42,248,113,148,95,100,85
10.1,North Beach/Blue Ridge,6321,331,4282,370,2039,323,4273,346,3000,330,1273,277,687,188,430,157,257,117,616,143,356,107,260,103,215,141,46,38,169,131,177,74,116,62,61,45,353,118,334,116,19,24
10.2,Whittier Heights,7514,426,3982,408,3532,489,4119,359,2157,294,1962,364,711,194,458,158,253,130,1439,237,687,179,752,213,169,80,80,52,89,64,637,191,348,134,289,143,439,151,252,105,187,106
10.3,Sunset Hill/Loyal Heights,8331,554,5367,411,2964,509,5020,453,3487,342,1533,386,718,214,473,174,245,130,1391,290,593,148,798,264,198,84,81,53,117,64,417,132,292,105,125,68,587,187,441,170,146,90
10.4,Ballard,5080,452,1034,237,4046,540,2255,422,554,163,1701,442,532,295,60,67,472,287,1161,302,201,108,960,295,339,139,16,26,323,143,220,91,131,85,89,59,573,254,72,53,501,244
11.1,Fremont,11095,510,4417,471,6678,541,5423,492,2226,350,3197,412,940,257,499,187,441,186,2499,349,856,190,1643,312,600,182,181,86,419,163,952,235,298,117,654,202,681,171,357,124,324,122
