area_id,area_name,b25115001,b25115001_moe,b25115002,b25115002_moe,b25115003,b25115003_moe,b25115004,b25115004_moe,b25115005,b25115005_moe,b25115006,b25115006_moe,b25115007,b25115007_moe,b25115008,b25115008_moe,b25115009,b25115009_moe,b25115010,b25115010_moe,b25115011,b25115011_moe,b25115012,b25115012_moe,b25115013,b25115013_moe,b25115014,b25115014_moe,b25115015,b25115015_moe,b25115016,b25115016_moe,b25115017,b25115017_moe,b25115018,b25115018_moe,b25115019,b25115019_moe,b25115020,b25115020_moe,b25115021,b25115021_moe,b25115022,b25115022_moe,b25115023,b25115023_moe,b25115024,b25115024_moe,b25115025,b25115025_moe,b25115026,b25115026_moe,b25115027,b25115027_moe
1.1,Arbor Heights,2639,96,2173,132,1330,144,1191,144,538,82,653,109,139,60,51,34,45,32,6,16,88,46,20,25,68,41,843,132,466,107,255,91,153,77,63,40,90,66,102,64,21,36,21,36,0,17,81,57,38,38,43,42,211,83
1.2,Fauntleroy/Seaview,6410,211,4581,249,2780,235,2412,240,1004,154,1408,203,368,129,63,48,41,43,22,33,305,125,158,92,147,79,1801,250,1829,241,610,179,357,145,132,73,225,123,253,114,11,25,0,24,11,25,242,113,140,98,102,61,1219,224
1.3,West Seattle Junction/Genesee Hill,8391,238,4963,275,3246,248,2853,242,1303,159,1550,206,393,133,111,61,29,39,82,54,282,120,144,76,138,97,1717,266,3428,333,919,216,428,140,176,103,252,94,491,176,86,65,33,42,53,55,405,157,317,154,88,65,2509,318
1.4,Alki/Admiral,5786,190,3091,242,1735,170,1644,171,677,111,967,156,91,52,17,26,9,23,8,21,74,49,30,30,44,45,1356,218,2695,240,740,202,540,172,167,65,373,155,200,117,102,100,23,41,79,93,98,56,91,52,7,23,1955,223
2.1,North Delridge,2387,100,1294,174,586,140,455,119,207,78,248,93,131,85,56,61,0,12,56,61,75,57,34,39,41,41,708,177,1093,168,393,144,285,145,127,104,158,123,108,65,57,46,43,40,14,23,51,46,27,33,24,36,700,172
2.2,High Point,2731,199,1098,171,702,116,541,113,208,96,333,97,161,79,33,33,23,30,10,19,128,64,66,45,62,47,396,157,1633,227,812,204,277,112,173,81,104,70,535,194,9,18,9,18,0,17,526,195,361,164,165,123,821,197
2.3,Riverview,1680,73,1161,125,792,83,506,91,199,64,307,75,286,81,137,79,43,33,94,86,149,58,37,32,112,49,369,99,519,122,304,100,132,68,103,62,29,24,172,82,9,16,9,16,0,12,163,80,147,79,16,14,215,96
2.4,Roxhill/Westwood,5489,176,2881,214,1606,194,1292,184,540,134,752,153,314,99,98,60,72,55,26,30,216,80,134,67,82,52,1275,175,2608,233,1355,215,739,177,367,119,372,136,616,187,258,153,24,33,234,149,358,134,275,124,83,57,1253,205
2.5,Highland Park,2563,202,1290,156,831,149,675,146,246,82,429,122,156,85,52,49,52,49,0,21,104,63,59,54,45,43,459,129,1273,220,517,165,304,136,23,36,281,131,213,116,49,47,49,47,0,21,164,102,133,100,31,28,756,184
3.1,South Park,1323,80,610,110,391,81,263,70,190,65,73,42,128,58,37,37,9,18,28,34,91,51,19,28,72,47,219,81,713,122,432,108,231,105,140,88,91,62,201,84,61,55,7,18,54,54,140,82,121,77,19,27,281,108
3.2,Georgetown,630,55,195,59,122,47,112,42,15,19,97,38,10,17,10,17,10,17,0,12,0,12,0,12,0,12,73,42,435,76,68,54,50,49,41,47,9,12,18,24,18,24,0,12,18,24,0,12,0,12,0,12,367,83
3.3,Duwamish/SODO,944,90,494,93,197,47,151,58,37,36,114,45,46,33,0,12,0,12,0,12,46,33,23,27,23,28,297,84,450,116,120,100,85,85,64,75,21,23,35,46,0,12,0,12,0,12,35,46,0,12,35,46,330,109
3.4,South Beacon Hill/NewHolly,4531,190,2403,205,1882,200,1265,178,596,133,669,131,617,159,194,90,139,84,55,38,423,133,130,82,293,102,521,147,2128,233,1533,221,859,181,534,158,325,116,674,182,205,114,53,65,152,95,469,158,362,134,107,83,595,149
3.5,Beacon Hill,2893,137,2074,222,1505,230,1126,210,495,129,631,150,379,135,106,78,10,23,96,75,273,117,89,63,184,99,569,140,819,197,449,133,311,123,182,100,129,75,138,60,81,52,39,39,42,32,57,40,33,32,24,41,370,157
3.6,North Beacon Hill/Jefferson Park,5765,192,2583,244,1877,208,1440,206,626,180,814,155,437,141,140,94,62,52,78,75,297,119,63,54,234,108,706,180,3182,273,1447,243,732,199,350,140,382,165,715,205,213,98,62,63,151,79,502,203,353,176,149,96,1735,239
4.1,Rainier Beach,5403,197,3197,260,2128,260,1351,198,404,133,947,177,777,205,171,102,108,88,63,50,606,195,241,140,365,130,1069,214,2206,294,1303,263,492,203,357,195,135,71,811,244,233,129,34,45,199,125,578,206,367,167,211,130,903,245
4.2,Columbia City,6493,254,3378,280,2420,269,1890,242,791,150,1099,212,530,151,103,61,19,37,84,54,427,142,100,66,327,127,958,177,3115,312,1333,259,728,227,323,145,405,167,605,182,117,72,65,66,52,44,488,170,255,132,233,120,1782,292
4.3,Seward Park,3376,140,2646,140,1723,146,1429,152,633,110,796,144,294,96,44,32,12,22,32,26,250,93,102,64,148,73,923,164,730,135,439,128,223,92,107,62,116,73,216,98,152,83,64,38,88,75,64,54,44,47,20,26,291,106
4.4,Mt. Baker/North Rainier,2340,165,1640,130,1100,131,826,124,317,87,509,129,274,111,55,48,55,48,0,17,219,117,133,91,86,63,540,135,700,146,252,89,91,86,71,76,20,29,161,71,76,57,50,54,26,32,85,68,57,64,28,34,448,133
5.1,Madrona/Leschi,4262,205,2999,239,1963,228,1713,218,694,130,1019,192,250,111,18,30,18,30,0,21,232,107,58,41,174,99,1036,235,1263,209,527,167,280,137,203,137,77,58,247,141,27,38,0,21,27,38,220,137,205,135,15,26,736,183
5.2,Judkins Park,1553,98,417,95,204,78,185,75,98,59,87,46,19,25,0,12,0,12,0,12,19,25,0,12,19,25,213,64,1136,129,246,85,163,67,52,46,111,45,83,60,14,22,0,12,14,22,69,56,23,27,46,47,890,125
5.3,Central Area/Squire Park,8106,238,3478,250,1737,207,1386,189,577,129,809,154,351,112,141,76,82,58,59,60,210,93,58,48,152,76,1741,218,4628,310,1150,209,585,160,176,97,409,123,565,177,118,91,57,62,61,71,447,156,265,118,182,105,3478,304
6.1,First Hill,7537,281,1118,179,319,116,307,114,8,27,299,112,12,26,0,24,0,24,0,24,12,26,12,26,0,24,799,165,6419,309,1098,172,713,146,71,54,642,137,385,106,177,79,70,49,107,67,208,102,152,89,56,57,5321,320
