area_id,area_name,b18135001,b18135001_moe,b18135002,b18135002_moe,b18135003,b18135003_moe,b18135004,b18135004_moe,b18135005,b18135005_moe,b18135006,b18135006_moe,b18135007,b18135007_moe,b18135008,b18135008_moe,b18135009,b18135009_moe,b18135010,b18135010_moe,b18135011,b18135011_moe,b18135012,b18135012_moe,b18135013,b18135013_moe,b18135014,b18135014_moe,b18135015,b18135015_moe,b18135016,b18135016_moe,b18135017,b18135017_moe,b18135018,b18135018_moe,b18135019,b18135019_moe,b18135020,b18135020_moe,b18135021,b18135021_moe,b18135022,b18135022_moe,b18135023,b18135023_moe,b18135024,b18135024_moe,b18135025,b18135025_moe,b18135026,b18135026_moe,b18135027,b18135027_moe,b18135028,b18135028_moe,b18135029,b18135029_moe,b18135030,b18135030_moe,b18135031,b18135031_moe,b18135032,b18135032_moe,b18135033,b18135033_moe,b18135034,b18135034_moe
3.2,Georgetown,1184,151,133,44,0,12,0,12,0,12,0,12,0,12,133,44,101,43,80,41,21,25,32,47,965,152,214,95,122,62,55,42,107,63,92,56,751,155,546,113,527,111,55,37,205,104,86,49,22,17,22,17,9,13,22,17,0,12,64,50,64,50,49,46,64,50,0,12
3.3,Duwamish/SODO,2332,380,187,37,15,26,15,26,15,26,15,26,0,12,172,37,172,37,102,66,88,79,0,12,1839,308,312,102,239,71,35,36,204,63,73,66,1527,254,1148,182,965,174,215,106,379,189,306,127,161,75,161,75,89,56,149,71,0,12,145,83,145,83,76,38,132,85,0,12
3.4,South Beacon Hill/NewHolly,15604,1277,4713,900,44,39,44,39,5,20,39,38,0,24,4669,899,4173,856,1710,386,2687,867,496,273,9245,668,823,226,749,223,431,161,414,174,74,52,8422,668,6126,484,5117,479,1206,284,2296,547,1646,207,819,186,819,186,365,121,792,182,0,24,827,146,802,139,479,105,675,134,25,33
3.5,Beacon Hill,9332,700,1634,272,11,22,11,22,0,17,11,22,0,17,1623,271,1603,267,1027,276,652,221,20,25,6307,559,410,153,308,121,131,64,204,108,102,97,5897,518,4888,501,4439,552,489,209,1009,282,1391,178,359,129,359,129,134,105,359,129,0,17,1032,184,1007,180,526,162,912,162,25,42
3.6,North Beacon Hill/Jefferson Park,14180,731,2790,319,95,71,95,71,17,36,78,65,0,24,2695,315,2485,348,1452,426,1083,329,210,205,9559,616,534,171,413,147,220,102,276,133,121,95,9025,612,6970,469,6400,508,859,273,2055,442,1831,203,792,175,792,175,239,115,778,173,0,24,1039,208,1039,208,369,131,1001,210,0,24
4.1,Rainier Beach,15144,983,3814,578,39,49,39,49,25,44,14,34,0,27,3775,577,3231,600,1652,486,1846,539,544,302,9582,635,1123,263,892,234,433,163,560,190,231,123,8459,602,6561,578,5801,597,908,293,1898,534,1748,228,727,200,709,194,310,138,709,194,18,43,1021,185,1021,185,597,167,1009,183,0,27
4.2,Columbia City,16249,808,3310,497,180,105,180,105,82,74,125,89,0,27,3130,492,3065,494,1649,279,1504,428,65,58,11161,625,917,225,851,221,320,144,556,173,66,52,10244,647,7662,567,6827,583,979,292,2582,520,1778,205,734,168,734,168,330,116,715,165,0,27,1044,195,1032,194,646,161,1007,192,12,30
4.3,Seward Park,8589,543,1758,255,30,28,30,28,21,27,9,18,0,17,1728,256,1709,257,1309,190,440,242,19,27,5645,375,325,128,282,114,185,89,129,74,43,58,5320,347,4579,243,4302,240,447,147,741,262,1186,193,363,141,363,141,185,89,336,141,0,17,823,142,823,142,567,116,772,141,0,17
4.4,Mt. Baker/North Rainier,5483,466,1192,162,0,17,0,17,0,17,0,17,0,17,1192,162,1094,158,922,203,172,101,98,123,3694,397,398,155,287,122,200,103,104,61,111,96,3296,356,3038,295,2762,313,338,206,258,137,597,143,279,85,279,85,144,69,266,85,0,17,318,117,318,117,152,66,306,117,0,17
5.1,Madrona/Leschi,9977,562,1900,240,31,35,31,35,15,25,16,32,0,21,1869,237,1740,219,1481,213,277,183,129,139,6860,456,386,160,351,160,212,122,204,135,35,43,6474,414,5687,392,5501,380,232,157,787,301,1217,169,246,115,246,115,188,101,246,115,0,21,971,159,971,159,712,145,939,152,0,21
5.2,Judkins Park,2735,272,290,95,0,12,0,12,0,12,0,12,0,12,290,95,279,92,250,99,37,37,11,20,1822,222,180,95,148,90,59,52,111,79,32,37,1642,226,1316,165,1228,163,144,92,326,209,623,94,339,99,339,99,54,45,339,99,0,12,284,71,267,76,85,45,267,76,17,27
5.3,Central Area/Squire Park,16546,780,2317,379,53,61,53,61,38,56,15,33,0,24,2264,375,2188,376,1537,287,766,333,76,94,12760,617,1112,252,965,241,528,179,587,184,147,99,11648,618,9978,600,9544,592,630,220,1670,310,1469,195,616,176,616,176,363,138,616,176,0,24,853,157,853,157,626,155,838,154,0,24
6.1,First Hill,12940,727,488,153,15,27,6,24,0,24,6,24,9,25,473,154,435,153,104,102,331,130,38,49,10637,702,858,259,771,247,185,88,608,231,87,70,9779,670,8033,617,7526,603,626,170,1746,347,1815,188,827,146,827,146,461,115,807,151,0,24,988,173,965,169,611,119,965,169,23,42
6.2,Capitol Hill,20179,773,811,257,0,29,0,29,0,29,0,29,0,29,811,257,811,257,466,172,402,235,0,29,18117,721,1128,243,1006,237,610,193,460,160,122,71,16989,754,13631,762,13145,754,787,252,3358,567,1251,255,341,108,341,108,152,73,341,108,0,29,910,245,861,225,622,209,848,224,49,94
6.3,North Capitol Hill,3918,239,336,102,0,12,0,12,0,12,0,12,0,12,336,102,336,102,319,98,17,26,0,12,3131,219,85,83,69,79,67,79,4,7,16,27,3046,249,2794,258,2778,259,50,57,252,142,451,88,181,98,181,98,139,96,163,93,0,12,270,66,270,66,171,74,223,73,0,12
6.4,Miller Park,7268,370,1367,177,90,73,90,73,29,26,61,71,0,17,1277,146,1262,145,1072,161,285,125,15,18,5318,280,358,176,330,167,170,80,217,145,28,30,4960,259,4564,270,4425,256,190,78,396,138,583,107,164,58,164,58,65,36,164,58,0,17,419,84,410,83,244,76,394,82,9,18
6.5,Madison Park,5099,381,892,202,3,12,3,12,3,12,0,17,0,17,889,206,889,206,889,206,14,23,0,17,3117,240,186,109,186,109,164,105,47,40,0,17,2931,281,2822,293,2768,299,109,74,109,75,1090,167,176,78,176,78,148,80,176,78,0,17,914,161,914,161,753,155,888,164,0,17
7.1,Montlake/Portage Bay,9397,467,1140,115,0,21,0,21,0,21,0,21,0,21,1140,115,1140,115,1108,120,32,41,0,21,7142,455,229,92,202,87,171,83,60,44,27,34,6913,456,6336,392,6313,392,108,73,577,177,1115,102,91,49,91,49,89,47,91,49,0,21,1024,102,1010,101,804,119,932,109,14,27
7.2,University District,19393,1384,609,129,18,49,18,49,0,29,18,49,0,29,591,121,591,121,555,117,36,46,0,29,18131,1387,771,208,633,183,384,136,253,124,138,113,17360,1346,15684,1347,15521,1346,274,111,1676,427,653,258,362,257,362,257,150,226,362,257,0,29,291,96,291,96,264,90,250,102,0,29
7.3,Ravenna/Bryant,24600,831,4003,270,71,53,71,53,51,44,20,43,0,32,3932,272,3932,272,3636,278,296,132,0,32,18272,789,729,201,588,179,387,139,240,114,141,101,17543,790,16197,779,15828,725,465,291,1346,285,2325,165,548,140,548,140,403,109,548,140,0,32,1777,174,1777,174,1352,175,1699,175,0,32
7.4,Wedgwood/View Ridge,14935,464,3066,217,133,78,133,78,133,78,10,28,0,27,2933,208,2795,205,2694,198,169,82,138,108,9818,345,447,137,395,123,337,111,98,61,52,61,9371,367,8581,375,8473,383,244,104,790,235,2051,129,544,120,544,120,496,117,544,120,0,27,1507,136,1494,134,1181,143,1423,127,13,31
7.5,Laurelhurst/Sand Point,10791,534,2625,274,45,43,45,43,0,21,45,43,0,21,2580,263,2578,264,2411,246,187,104,2,13,6900,373,241,132,241,132,140,75,132,113,0,21,6659,361,6217,376,6019,379,268,133,442,198,1266,113,338,98,338,98,274,87,319,96,0,21,928,148,915,148,756,139,810,140,13,26
8.1,Northgate/Maple Leaf,13239,595,1889,277,75,61,75,61,22,32,53,56,0,24,1814,270,1814,270,1465,229,468,204,0,24,9550,497,670,147,531,132,278,89,325,109,139,95,8880,518,7369,498,7093,476,548,284,1511,371,1800,240,915,203,915,203,576,155,915,203,0,24,885,187,829,188,529,166,803,185,56,80
8.2,Olympic Hills/Victory Heights,14590,681,2246,275,44,46,44,46,0,24,44,46,0,24,2202,272,2091,248,1646,230,454,179,111,98,10481,575,843,226,668,200,340,117,447,171,175,108,9638,558,8149,511,7816,516,477,172,1489,311,1863,162,818,180,797,181,397,118,781,179,21,38,1045,197,1026,198,758,182,998,198,19,37
8.3,Cedar Park/Meadowbrook,12033,596,2029,270,21,34,21,34,3,25,18,35,0,27,2008,272,1802,314,1250,203,559,221,206,145,8739,460,736,180,622,168,351,136,351,137,114,69,8003,482,6467,393,6071,397,433,173,1536,378,1265,143,475,115,475,115,376,105,471,115,0,27,790,116,790,116,575,106,757,112,0,27
9.1,Broadview/Bitter Lake,13305,764,1976,276,49,45,49,45,38,44,11,27,0,27,1927,276,1848,279,1406,249,499,251,79,79,8657,731,641,183,598,180,209,84,487,164,43,45,8016,691,6663,555,6234,505,562,296,1353,403,2672,259,1293,210,1293,210,937,193,1293,210,0,27,1379,193,1360,193,1033,167,1320,195,19,36
9.2,Licton Springs,8916,503,1087,261,63,71,63,71,63,71,0,17,0,17,1024,255,905,227,675,221,264,147,119,131,7134,400,369,153,310,144,135,109,175,95,59,55,6765,406,5247,464,5037,466,210,107,1518,383,695,147,263,104,263,104,134,79,263,104,0,17,432,122,432,122,272,95,407,115,0,17
9.3,Greenwood/Phinney Ridge,23508,807,4054,435,51,40,51,40,27,33,24,38,0,29,4003,434,3891,436,3247,269,756,401,112,63,17572,540,909,196,715,165,491,141,372,118,194,103,16663,567,14657,582,14233,599,760,205,2006,325,1882,180,727,159,715,156,495,127,715,156,12,33,1155,180,1155,180,942,172,1091,173,0,29
9.4,Green Lake,13753,613,1753,193,0,24,0,24,0,24,0,24,0,24,1753,193,1674,222,1608,225,115,75,79,89,10604,549,445,149,366,133,206,90,247,112,79,64,10159,576,9298,566,9150,571,387,219,861,216,1396,237,420,133,420,133,330,131,420,133,0,24,976,183,976,183,697,178,820,149,0,24
9.5,Haller Lake,9784,516,1631,312,27,26,27,26,15,22,12,25,0,21,1604,312,1420,291,1026,203,480,225,184,119,6822,309,625,255,480,212,198,108,317,162,145,99,6197,327,5076,350,4943,345,228,111,1121,315,1331,172,493,158,486,157,360,153,478,157,7,17,838,136,806,130,629,126,747,129,32,35
10.1,North Beach/Blue Ridge,11516,481,2149,263,28,35,28,35,28,35,0,21,0,21,2121,262,1922,208,1803,189,238,118,199,185,7817,332,433,120,422,118,280,92,160,88,11,31,7384,320,6599,307,6440,315,215,111,785,234,1550,117,283,82,283,82,235,78,283,82,0,21,1267,120,1258,119,951,135,1192,115,9,23
10.2,Whittier Heights,11717,428,2094,286,31,35,31,35,19,34,12,26,0,24,2063,287,1989,282,1884,270,199,151,74,55,8861,349,413,189,379,187,294,175,127,104,34,38,8448,358,7298,357,7121,358,298,128,1150,282,762,81,232,80,232,80,153,68,216,78,0,24,530,99,513,94,397,88,473,98,17,32
10.3,Sunset Hill/Loyal Heights,13970,595,2356,224,17,33,17,33,17,33,0,24,0,24,2339,218,2201,202,2012,197,212,139,138,112,10110,521,393,157,317,119,255,111,75,52,76,82,9717,534,8725,388,8578,384,198,97,992,353,1504,174,549,157,549,157,412,134,549,157,0,24,955,176,924,175,714,166,857,169,31,52
10.4,Ballard,7123,503,584,137,15,24,15,24,0,17,15,24,0,17,569,133,569,133,449,124,120,89,0,17,5881,445,224,131,209,126,188,120,38,43,15,24,5657,458,5118,480,5084,484,308,319,539,225,658,162,254,115,254,115,123,98,254,115,0,17,404,134,404,134,270,137,404,134,0,17
11.1,Fremont,15385,538,1555,218,45,73,45,73,45,73,0,24,0,24,1510,229,1510,229,1267,235,334,212,0,24,13021,463,548,172,419,152,258,125,188,95,129,97,12473,466,10971,524,10759,524,379,136,1502,358,809,158,248,88,248,88,139,82,248,88,0,24,561,128,524,120,323,111,464,117,37,45
11.2,Wallingford,16358,901,1872,213,17,33,17,33,15,33,2,24,0,27,1855,214,1821,223,1638,184,216,155,34,63,13356,861,773,202,597,178,261,93,374,157,176,92,12583,840,10788,587,10578,581,351,136,1795,592,1130,157,505,161,505,161,418,146,489,161,0,27,625,105,625,105,476,102,602,105,0,27
11.3,Cascade/Eastlake,12372,808,410,132,0,21,0,21,0,21,0,21,0,21,410,132,390,127,344,140,91,67,20,34,10906,765,1041,284,914,275,340,185,603,205,127,73,9865,725,8350,671,8193,681,314,126,1515,372,1056,182,359,116,359,116,221,93,359,116,0,21,697,171,694,171,423,131,620,152,3,19
12.1,Magnolia,12491,624,2788,354,72,64,72,64,72,64,0,24,0,24,2716,357,2663,338,2605,343,170,158,53,97,7843,481,353,125,292,104,237,95,55,43,61,72,7490,499,7034,478,6876,432,206,119,456,161,1860,176,545,183,545,183,480,176,528,179,0,24,1315,149,1315,149,1096,171,1230,159,0,24
12.2,Interbay,9757,514,1264,249,19,35,19,35,19,35,0,21,0,21,1245,249,1214,245,1167,244,47,39,31,38,7491,416,473,165,312,121,253,113,83,57,161,115,7018,393,6342,440,6198,454,238,112,676,266,1002,119,331,118,331,118,246,102,317,120,0,21,671,132,671,132,569,138,634,126,0,21
12.3,Queen Anne,36820,1129,4087,364,65,58,65,58,65,58,0,40,0,40,4022,359,3910,355,3575,315,430,228,112,103,29076,1044,1621,346,1453,338,914,277,703,241,168,110,27455,1034,25069,993,24728,990,747,272,2386,416,3657,308,1019,202,1015,199,694,158,1015,199,4,37,2638,321,2638,321,1911,310,2431,275,0,40
13.1,Belltown,8214,581,229,83,0,21,0,21,0,21,0,21,0,21,229,83,202,71,202,71,0,21,27,46,7059,555,708,194,655,177,86,69,591,169,53,75,6351,553,5644,511,5257,519,549,246,707,261,926,190,184,130,184,130,141,126,184,130,0,21,742,157,742,157,296,127,708,162,0,21
13.2,Downtown Commercial Core,3653,422,72,70,0,12,0,12,0,12,0,12,0,12,72,70,65,70,60,68,5,11,7,16,3125,307,853,219,759,203,144,88,700,208,94,74,2272,254,1899,280,1700,272,228,134,373,155,456,172,169,120,169,120,97,77,156,119,0,12,287,121,287,121,195,90,270,118,0,12
13.3,Pioneer Square/International District,5239,567,727,400,0,17,0,17,0,17,0,17,0,17,727,400,709,399,136,72,616,399,18,26,3358,313,699,173,631,170,160,99,521,147,68,49,2659,305,1871,266,1512,246,440,162,788,186,1154,182,650,163,650,163,147,88,650,163,0,17,504,115,495,113,137,54,486,112,9,18
