area_id,area_name,b17020g001,b17020g001_moe,b17020g002,b17020g002_moe,b17020g003,b17020g003_moe,b17020g004,b17020g004_moe,b17020g005,b17020g005_moe,b17020g006,b17020g006_moe,b17020g007,b17020g007_moe,b17020g008,b17020g008_moe,b17020g009,b17020g009_moe,b17020g010,b17020g010_moe,b17020g011,b17020g011_moe,b17020g012,b17020g012_moe,b17020g013,b17020g013_moe,b17020g014,b17020g014_moe,b17020g015,b17020g015_moe,b17020g016,b17020g016_moe,b17020g017,b17020g017_moe
3.5,Beacon Hill,391,227,135,167,18,32,0,17,18,33,0,17,99,109,0,17,0,17,256,146,71,51,7,17,44,42,13,24,89,65,32,49,0,17
3.6,North Beacon Hill/Jefferson Park,751,276,71,51,7,24,0,24,8,24,0,24,56,45,0,24,0,24,680,274,64,70,14,30,99,80,61,67,403,169,28,45,11,30
4.1,Rainier Beach,813,410,222,226,10,26,0,27,73,83,15,32,124,133,0,27,0,27,591,343,75,60,0,27,36,61,96,83,384,198,0,27,0,27
4.2,Columbia City,710,248,185,146,0,27,0,27,46,75,37,43,102,93,0,27,0,27,525,184,45,44,0,27,65,53,83,75,284,114,48,48,0,27
4.3,Seward Park,443,172,6,16,6,16,0,17,0,17,0,17,0,17,0,17,0,17,437,172,43,33,0,17,74,52,25,30,245,120,27,24,23,29
4.4,Mt. Baker/North Rainier,358,173,8,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,350,175,53,60,0,17,43,63,63,58,177,100,14,22,0,17
5.1,Madrona/Leschi,509,259,12,23,0,21,0,21,0,21,0,21,12,23,0,21,0,21,497,259,28,37,28,33,58,55,50,45,304,234,20,35,9,21
5.2,Judkins Park,260,171,10,17,0,12,0,12,0,12,0,12,10,17,0,12,0,12,250,171,55,54,16,26,10,16,25,42,144,128,0,12,0,12
5.3,Central Area/Squire Park,974,346,130,96,0,24,0,24,30,48,15,30,70,41,15,32,0,24,844,374,59,73,0,24,58,47,106,108,561,214,51,74,9,30
6.1,First Hill,297,153,52,53,0,24,0,24,0,24,0,24,52,53,0,24,0,24,245,144,0,24,0,24,9,25,46,80,185,94,5,23,0,24
6.2,Capitol Hill,819,271,33,49,0,29,0,29,0,29,0,29,33,49,0,29,0,29,786,271,15,35,0,29,29,44,26,60,705,249,0,29,11,30
6.3,North Capitol Hill,90,86,12,20,0,12,0,12,0,12,0,12,12,20,0,12,0,12,78,80,0,12,0,12,0,12,0,12,78,80,0,12,0,12
6.4,Miller Park,249,139,12,16,0,17,0,17,0,17,0,17,12,16,0,17,0,17,237,136,21,33,19,32,21,23,20,26,156,81,0,17,0,17
6.5,Madison Park,117,80,13,20,0,17,0,17,0,17,0,17,13,20,0,17,0,17,104,77,0,17,0,17,29,48,38,49,37,37,0,17,0,17
7.1,Montlake/Portage Bay,392,136,41,42,0,21,0,21,0,21,0,21,41,42,0,21,0,21,351,132,45,44,17,30,37,35,0,21,241,113,0,21,11,24
7.2,University District,471,175,174,92,5,27,0,29,0,29,0,29,169,91,0,29,0,29,297,142,13,32,0,29,0,29,56,73,228,123,0,29,0,29
7.3,Ravenna/Bryant,1376,291,335,144,45,43,0,32,14,35,29,40,247,115,0,32,0,32,1041,255,208,103,20,36,154,84,140,89,453,143,32,38,34,46
7.4,Wedgwood/View Ridge,734,203,64,79,0,27,0,27,0,27,0,27,64,79,0,27,0,27,670,188,28,36,12,31,247,114,101,65,269,109,13,31,0,27
7.5,Laurelhurst/Sand Point,499,244,91,91,20,33,0,21,8,21,0,21,63,85,0,21,0,21,408,228,22,27,24,27,102,99,55,63,192,107,13,25,0,21
8.1,Northgate/Maple Leaf,380,128,68,63,0,24,12,28,11,28,0,24,45,39,0,24,0,24,312,122,60,55,10,26,12,28,5,23,213,100,0,24,12,25
8.2,Olympic Hills/Victory Heights,811,327,115,77,44,45,0,24,0,24,23,30,32,40,0,24,16,31,696,324,108,95,20,32,51,70,32,53,471,217,14,30,0,24
8.3,Cedar Park/Meadowbrook,473,156,89,50,8,27,0,27,0,27,0,27,81,46,0,27,0,27,384,153,46,36,0,27,71,63,72,71,191,95,0,27,4,25
9.1,Broadview/Bitter Lake,756,311,71,60,13,30,15,33,11,27,0,27,32,37,0,27,0,27,685,301,48,58,12,29,67,67,155,98,354,196,22,43,27,37
9.2,Licton Springs,469,238,51,64,0,17,0,17,0,17,0,17,51,64,0,17,0,17,418,227,51,57,0,17,73,104,15,29,279,127,0,17,0,17
9.3,Greenwood/Phinney Ridge,1575,450,169,91,70,67,0,29,0,29,14,37,85,65,0,29,0,29,1406,443,291,214,99,73,288,143,88,59,640,232,0,29,0,29
9.4,Green Lake,571,216,50,39,0,24,8,25,0,24,0,24,42,37,0,24,0,24,521,215,0,24,32,34,27,36,34,40,428,204,0,24,0,24
9.5,Haller Lake,397,182,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,397,182,46,57,0,21,102,82,45,59,183,101,21,26,0,21
10.1,North Beach/Blue Ridge,531,200,24,31,0,21,0,21,0,21,0,21,24,31,0,21,0,21,507,204,74,60,0,21,98,77,14,29,321,155,0,21,0,21
10.2,Whittier Heights,513,213,62,83,0,24,0,24,11,25,24,42,27,36,0,24,0,24,451,198,74,61,12,25,38,38,26,31,301,176,0,24,0,24
10.3,Sunset Hill/Loyal Heights,808,269,55,60,0,24,0,24,0,24,0,24,55,60,0,24,0,24,753,237,131,85,15,30,114,82,151,135,314,126,28,30,0,24
10.4,Ballard,389,203,64,107,0,17,0,17,0,17,22,36,42,71,0,17,0,17,325,176,56,59,27,42,0,17,0,17,242,166,0,17,0,17
11.1,Fremont,848,300,97,102,0,24,0,24,0,24,64,95,33,40,0,24,0,24,751,263,108,119,13,29,100,89,61,54,450,176,8,23,11,24
11.2,Wallingford,767,207,231,118,12,31,0,27,0,27,0,27,219,116,0,27,0,27,536,179,67,57,0,27,8,28,32,38,397,143,0,27,32,55
11.3,Cascade/Eastlake,520,214,145,136,46,66,0,21,0,21,0,21,99,82,0,21,0,21,375,175,0,21,0,21,0,21,0,21,375,175,0,21,0,21
12.1,Magnolia,346,184,56,90,0,24,28,47,28,47,0,24,0,24,0,24,0,24,290,162,85,78,30,33,44,42,0,24,131,88,0,24,0,24
12.2,Interbay,413,210,15,27,0,21,0,21,0,21,0,21,15,27,0,21,0,21,398,206,45,73,0,21,0,21,25,40,328,159,0,21,0,21
12.3,Queen Anne,1836,488,285,221,31,50,0,40,0,40,0,40,242,217,12,41,0,40,1551,436,188,157,17,46,80,75,67,66,1184,342,15,45,0,40
13.1,Belltown,367,166,140,117,0,21,0,21,27,46,0,21,113,89,0,21,0,21,227,114,0,21,0,21,23,37,0,21,168,82,36,60,0,21
13.2,Downtown Commercial Core,238,146,61,67,13,20,0,12,0,12,0,12,48,49,0,12,0,12,177,125,39,63,0,12,0,12,0,12,138,107,0,12,0,12
13.3,Pioneer Square/International District,157,87,11,20,0,17,0,17,0,17,0,17,11,20,0,17,0,17,146,86,15,21,0,17,19,27,0,17,112,71,0,17,0,17
