area_id,area_name,b19063001,b19063001_moe
1.1,Arbor Heights,13917900,6014523
1.2,Fauntleroy/Seaview,35192200,11024189
1.3,West Seattle Junction/Genesee Hill,39650900,12758567
1.4,Alki/Admiral,52114800,18168250
2.1,North Delridge,11647700,7222237
2.2,High Point,6832800,5416679
2.3,Riverview,14538900,9771134
2.4,Roxhill/Westwood,18452300,7005745
2.5,Highland Park,16604200,10606405
3.1,South Park,1789900,1016895
3.2,Georgetown,2326700,2126546
3.3,Duwamish/SODO,4128000,4580481
3.4,South Beacon Hill/NewHolly,8866400,4020444
3.5,Beacon Hill,5383000,2971318
3.6,North Beacon Hill/Jefferson Park,11809300,4583608
4.1,Rainier Beach,17547600,11943633
4.2,Columbia City,25517900,11854376
4.3,Seward Park,13160500,4102939
4.4,Mt. Baker/North Rainier,19595500,8009649
5.1,Madrona/Leschi,44289400,16738962
5.2,Judkins Park,2014700,1233718
5.3,Central Area/Squire Park,41796300,12938059
6.1,First Hill,12195300,6852347
6.2,Capitol Hill,25006900,7793209
6.3,North Capitol Hill,16603400,9583706
6.4,Miller Park,33616100,11591601
6.5,Madison Park,39783000,21274251
7.1,Montlake/Portage Bay,53463500,21268029
7.2,University District,8964400,4321916
7.3,Ravenna/Bryant,49711000,14576276
7.4,Wedgwood/View Ridge,54336200,26622093
7.5,Laurelhurst/Sand Point,51398300,22121415
8.1,Northgate/Maple Leaf,21508300,9727040
8.2,Olympic Hills/Victory Heights,23069800,7229279
8.3,Cedar Park/Meadowbrook,22000200,8127589
9.1,Broadview/Bitter Lake,37980300,14752056
9.2,Licton Springs,10115800,4388808
9.3,Greenwood/Phinney Ridge,74216800,24074135
9.4,Green Lake,46010300,20820939
9.5,Haller Lake,11723000,6023579
10.1,North Beach/Blue Ridge,25690700,8128794
10.2,Whittier Heights,20902000,8277394
10.3,Sunset Hill/Loyal Heights,29406100,9315111
10.4,Ballard,8259200,3915308
11.1,Fremont,29462000,7154106
11.2,Wallingford,52911400,13856022
11.3,Cascade/Eastlake,57782000,64171115
12.1,Magnolia,60162900,21339191
12.2,Interbay,18279800,7951438
12.3,Queen Anne,144234600,56484205
13.1,Belltown,40550600,27257648
13.2,Downtown Commercial Core,12317700,14853868
13.3,Pioneer Square/International District,3840100,3330669
