area_id,area_name,b16004001,b16004001_moe,b16004002,b16004002_moe,b16004003,b16004003_moe,b16004004,b16004004_moe,b16004005,b16004005_moe,b16004006,b16004006_moe,b16004007,b16004007_moe,b16004008,b16004008_moe,b16004009,b16004009_moe,b16004010,b16004010_moe,b16004011,b16004011_moe,b16004012,b16004012_moe,b16004013,b16004013_moe,b16004014,b16004014_moe,b16004015,b16004015_moe,b16004016,b16004016_moe,b16004017,b16004017_moe,b16004018,b16004018_moe,b16004019,b16004019_moe,b16004020,b16004020_moe,b16004021,b16004021_moe,b16004022,b16004022_moe,b16004023,b16004023_moe,b16004024,b16004024_moe,b16004025,b16004025_moe,b16004026,b16004026_moe,b16004027,b16004027_moe,b16004028,b16004028_moe,b16004029,b16004029_moe,b16004030,b16004030_moe,b16004031,b16004031_moe,b16004032,b16004032_moe,b16004033,b16004033_moe,b16004034,b16004034_moe,b16004035,b16004035_moe,b16004036,b16004036_moe,b16004037,b16004037_moe,b16004038,b16004038_moe,b16004039,b16004039_moe,b16004040,b16004040_moe,b16004041,b16004041_moe,b16004042,b16004042_moe,b16004043,b16004043_moe,b16004044,b16004044_moe,b16004045,b16004045_moe,b16004046,b16004046_moe,b16004047,b16004047_moe,b16004048,b16004048_moe,b16004049,b16004049_moe,b16004050,b16004050_moe,b16004051,b16004051_moe,b16004052,b16004052_moe,b16004053,b16004053_moe,b16004054,b16004054_moe,b16004055,b16004055_moe,b16004056,b16004056_moe,b16004057,b16004057_moe,b16004058,b16004058_moe,b16004059,b16004059_moe,b16004060,b16004060_moe,b16004061,b16004061_moe,b16004062,b16004062_moe,b16004063,b16004063_moe,b16004064,b16004064_moe,b16004065,b16004065_moe,b16004066,b16004066_moe,b16004067,b16004067_moe
10.3,Sunset Hill/Loyal Heights,12999,565,1379,214,1307,215,18,32,18,32,0,24,0,24,0,24,28,35,12,25,16,29,0,24,0,24,26,34,26,34,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10110,521,9020,493,208,128,192,125,0,24,16,32,0,24,501,227,391,206,97,77,13,26,0,24,364,179,288,165,59,77,17,28,0,24,17,33,0,24,17,33,0,24,0,24,1510,174,1377,175,33,40,0,24,0,24,33,40,0,24,67,45,54,41,13,27,0,24,0,24,33,49,0,24,0,24,33,49,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,6909,509,320,124,265,113,15,24,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,40,65,0,17,20,33,20,33,0,17,5890,444,4920,430,210,180,118,143,19,30,58,96,15,25,538,324,493,313,45,51,0,17,0,17,200,193,181,182,0,17,0,17,19,31,22,35,22,35,0,17,0,17,0,17,699,177,561,199,0,17,0,17,0,17,0,17,0,17,90,87,68,88,22,35,0,17,0,17,48,50,22,35,0,17,8,17,18,29,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,14884,517,941,192,838,189,11,27,11,27,0,24,0,24,0,24,33,38,33,38,0,24,0,24,0,24,21,33,21,33,0,24,0,24,0,24,38,64,38,64,0,24,0,24,0,24,13094,466,11569,480,437,152,367,136,53,58,0,24,17,34,553,175,536,170,17,33,0,24,0,24,471,176,324,143,93,56,54,66,0,24,64,68,55,67,0,24,9,26,0,24,849,172,802,169,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,29,27,7,20,2,18,0,24,20,30,18,36,0,24,0,24,0,24,18,36
11.2,Wallingford,15650,891,1137,172,1009,179,71,60,54,56,0,27,17,35,0,27,18,36,18,36,0,27,0,27,0,27,31,44,7,26,24,43,0,27,0,27,8,27,8,27,0,27,0,27,0,27,13383,861,11498,823,339,156,303,152,34,36,2,21,0,27,630,191,612,190,18,31,0,27,0,27,878,227,546,169,292,162,40,32,0,27,38,40,26,37,12,31,0,27,0,27,1130,157,996,151,4,25,4,25,0,27,0,27,0,27,58,45,17,28,0,27,21,33,20,37,72,67,32,55,13,31,12,29,15,31,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,12163,778,152,81,95,79,0,21,0,21,0,21,0,21,0,21,44,53,44,53,0,21,0,21,0,21,13,37,0,21,13,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10937,765,9061,777,372,149,296,135,65,61,11,32,0,21,560,213,448,181,78,89,34,46,0,21,786,247,530,198,156,106,100,92,0,21,158,121,135,117,18,33,0,21,5,20,1074,184,858,166,17,33,17,33,0,21,0,21,0,21,68,46,68,46,0,21,0,21,0,21,131,79,0,21,12,27,71,54,48,72,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,11782,591,1980,284,1699,289,62,60,48,58,14,29,0,24,0,24,172,133,156,127,16,29,0,24,0,24,30,52,15,29,0,24,15,30,0,24,17,32,17,32,0,24,0,24,0,24,7925,479,6865,455,284,170,244,163,40,48,0,24,0,24,451,146,434,146,17,30,0,24,0,24,309,134,261,126,12,24,36,41,0,24,16,32,0,24,16,32,0,24,0,24,1877,173,1662,175,14,29,14,29,0,24,0,24,0,24,114,75,88,59,26,43,0,24,0,24,87,56,20,30,67,54,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,9607,481,849,182,718,187,42,38,32,34,0,21,10,20,0,21,89,77,89,77,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7748,420,6553,405,276,140,222,127,54,45,0,21,0,21,550,188,442,166,97,107,0,21,11,28,248,168,93,75,68,68,87,82,0,21,121,170,39,56,0,21,39,56,43,61,1010,120,811,135,13,30,0,21,13,30,0,21,0,21,105,78,46,40,44,64,0,21,15,29,81,95,65,93,0,21,16,29,0,21,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,35366,1110,2391,333,2188,333,23,43,11,42,12,41,0,40,0,40,99,79,99,79,0,40,0,40,0,40,64,74,31,48,0,40,33,67,0,40,17,46,0,40,17,46,0,40,0,40,29186,1043,25680,1047,854,294,632,244,155,121,30,42,37,93,1211,232,1097,227,80,63,34,46,0,40,1144,305,912,280,192,94,40,50,0,40,297,205,220,131,68,88,9,38,0,40,3789,313,3374,291,41,63,41,63,0,40,0,40,0,40,137,82,79,52,10,41,31,49,17,46,237,179,137,166,0,40,100,93,0,40,0,40,0,40,0,40,0,40,0,40
13.1,Belltown,8101,564,64,59,64,59,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7111,555,5739,458,259,147,195,129,64,73,0,21,0,21,455,165,399,145,19,34,37,43,0,21,502,281,333,158,169,230,0,21,0,21,156,189,69,132,87,133,0,21,0,21,926,190,795,161,30,49,30,49,0,21,0,21,0,21,50,62,50,62,0,21,0,21,0,21,51,43,14,28,26,33,11,24,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,3815,401,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3354,329,2764,320,86,75,33,38,0,12,53,73,0,12,365,162,307,148,58,50,0,12,0,12,77,63,35,35,42,62,0,12,0,12,62,48,38,36,0,12,24,33,0,12,461,172,323,171,0,12,0,12,0,12,0,12,0,12,28,33,28,33,0,12,0,12,0,12,93,89,0,12,55,76,0,12,38,60,17,27,17,27,0,12,0,12,0,12
13.3,Pioneer Square/International District,4956,439,425,243,38,38,0,17,0,17,0,17,0,17,0,17,21,33,10,19,11,20,0,17,0,17,179,151,108,71,71,98,0,17,0,17,187,213,139,161,19,29,29,47,0,17,3377,312,1972,277,96,71,74,67,11,22,11,22,0,17,90,58,71,50,0,17,9,19,10,19,1055,210,191,75,243,101,353,109,268,102,164,127,41,51,78,67,45,56,0,17,1154,182,344,122,0,17,0,17,0,17,0,17,0,17,11,22,11,22,0,17,0,17,0,17,799,161,42,44,56,47,261,99,440,106,0,17,0,17,0,17,0,17,0,17
