area_id,area_name,b07008001,b07008001_moe,b07008002,b07008002_moe,b07008003,b07008003_moe,b07008004,b07008004_moe,b07008005,b07008005_moe,b07008006,b07008006_moe,b07008007,b07008007_moe,b07008008,b07008008_moe,b07008009,b07008009_moe,b07008010,b07008010_moe,b07008011,b07008011_moe,b07008012,b07008012_moe,b07008013,b07008013_moe,b07008014,b07008014_moe,b07008015,b07008015_moe,b07008016,b07008016_moe,b07008017,b07008017_moe,b07008018,b07008018_moe,b07008019,b07008019_moe,b07008020,b07008020_moe,b07008021,b07008021_moe,b07008022,b07008022_moe,b07008023,b07008023_moe,b07008024,b07008024_moe,b07008025,b07008025_moe,b07008026,b07008026_moe,b07008027,b07008027_moe,b07008028,b07008028_moe,b07008029,b07008029_moe,b07008030,b07008030_moe,b07008031,b07008031_moe,b07008032,b07008032_moe,b07008033,b07008033_moe,b07008034,b07008034_moe,b07008035,b07008035_moe,b07008036,b07008036_moe
7.3,Ravenna/Bryant,21118,796,9517,807,9125,528,1538,235,249,115,689,140,15594,669,5500,609,7923,501,1349,224,174,94,648,140,3601,540,2609,465,761,247,173,87,39,54,19,38,678,233,522,184,119,116,16,36,10,33,11,35,712,175,527,153,174,94,0,32,0,32,11,33,533,250,359,227,148,98,0,32,26,49,0,32
7.4,Wedgwood/View Ridge,12438,398,3843,367,6880,377,993,195,128,64,594,134,11146,399,3110,360,6515,356,872,179,94,55,555,125,866,192,442,145,299,115,89,58,23,34,13,29,150,99,108,75,20,30,22,36,0,27,0,27,143,84,107,73,0,27,10,29,0,27,26,48,133,85,76,57,46,63,0,27,11,29,0,27
7.5,Laurelhurst/Sand Point,8601,405,2747,378,4721,395,766,203,31,28,336,93,6868,412,1954,318,3961,341,594,185,24,30,335,93,1013,320,500,202,340,187,165,104,7,19,1,12,135,90,134,90,0,21,1,12,0,21,0,21,362,166,139,88,217,146,6,19,0,21,0,21,223,137,20,25,203,134,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,11663,478,4936,498,4557,537,1257,237,137,96,776,186,8920,503,3382,437,3669,440,1088,228,120,92,661,177,1773,371,988,245,548,275,122,65,17,32,98,68,506,258,289,142,192,211,25,33,0,24,0,24,353,149,231,113,115,102,7,22,0,24,0,24,111,79,46,41,33,59,15,31,0,24,17,33
8.2,Olympic Hills/Victory Heights,12699,546,4987,546,5483,483,1367,246,189,98,673,199,10570,550,3779,491,4812,452,1163,229,176,96,640,192,1240,334,721,244,345,185,151,97,13,29,10,25,288,146,170,128,80,71,15,29,0,24,23,41,461,227,189,115,234,177,38,43,0,24,0,24,140,152,128,144,12,27,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,10470,511,3955,416,4613,416,1316,240,124,88,462,134,8338,503,2799,362,4055,388,1013,189,89,73,382,112,1093,377,597,223,229,148,169,105,32,55,66,79,474,177,286,150,82,64,91,87,3,25,12,31,401,207,166,88,190,151,43,53,0,27,2,25,164,87,107,75,57,47,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,11957,720,3489,540,5005,471,2005,374,139,89,1319,248,9649,588,2360,410,4547,442,1500,251,83,55,1159,233,1236,350,490,181,353,164,266,194,12,27,115,62,519,221,290,184,64,71,106,85,44,67,15,33,509,245,319,210,41,58,119,99,0,27,30,39,44,47,30,43,0,27,14,33,0,27,0,27
9.2,Licton Springs,8030,384,3689,409,2975,506,992,221,128,75,246,90,5695,480,2236,330,2362,436,788,202,89,64,220,94,1600,415,1078,366,316,218,159,89,30,37,17,22,187,104,140,89,35,55,12,22,0,17,0,17,342,160,172,106,133,114,19,32,9,21,9,22,206,158,63,62,129,144,14,24,0,17,0,17
9.3,Greenwood/Phinney Ridge,19981,586,7520,553,9423,670,2155,299,165,82,718,152,16504,644,5511,465,8410,662,1788,282,124,74,671,145,2462,431,1500,346,641,215,237,96,41,39,43,42,425,140,221,102,105,80,95,53,0,29,4,28,447,165,189,91,223,128,35,40,0,29,0,29,143,89,99,72,44,56,0,29,0,29,0,29
9.4,Green Lake,12317,556,5295,524,5154,467,1350,266,58,52,460,112,9548,622,3415,453,4443,457,1201,254,57,53,432,110,1923,388,1475,346,336,174,111,64,1,21,0,24,268,177,105,72,126,159,9,18,0,24,28,32,424,192,225,119,170,149,29,37,0,24,0,24,154,125,75,54,79,121,0,24,0,24,0,24
9.5,Haller Lake,8265,322,2640,403,4021,499,968,205,116,70,520,164,6704,420,1952,359,3341,460,855,193,61,47,495,154,1098,324,437,216,506,241,97,82,33,38,25,40,274,142,147,101,104,98,1,17,22,36,0,21,109,90,35,58,59,70,15,29,0,21,0,21,80,84,69,82,11,22,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,9785,399,2934,376,5531,403,862,168,64,65,394,101,8687,412,2304,339,5148,391,786,164,64,65,385,99,616,193,367,138,196,124,53,42,0,21,0,21,238,137,149,89,76,69,13,25,0,21,0,21,183,90,98,67,66,61,10,23,0,21,9,23,61,64,16,32,45,56,0,21,0,21,0,21
10.2,Whittier Heights,9968,380,3516,424,4785,490,1109,210,229,131,329,113,7913,482,2431,366,4009,465,1028,204,128,92,317,112,1349,368,651,258,573,253,22,32,101,98,2,17,225,198,151,132,63,69,11,15,0,24,0,24,355,175,206,127,91,86,48,57,0,24,10,23,126,84,77,65,49,57,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,11912,546,4031,606,5780,441,1547,296,76,57,478,151,9979,444,2877,416,5201,436,1377,281,61,51,463,150,1530,443,872,383,501,180,141,100,15,29,1,17,144,102,84,85,30,51,16,31,0,24,14,29,149,99,101,81,48,59,0,24,0,24,0,24,110,86,97,76,0,24,13,27,0,24,0,24
10.4,Ballard,6703,474,3512,473,2025,444,864,294,60,60,242,116,4553,437,1882,335,1758,417,751,286,30,34,132,77,1385,424,1013,374,141,99,91,81,30,48,110,98,234,178,209,176,25,39,0,17,0,17,0,17,441,143,374,153,45,52,22,35,0,17,0,17,90,104,34,52,56,90,0,17,0,17,0,17
11.1,Fremont,14107,489,7369,572,5013,500,1333,240,167,111,225,92,10372,512,4859,495,4079,425,1139,227,77,83,218,91,2436,380,1683,312,540,220,116,67,90,75,7,18,300,132,199,122,63,72,38,38,0,24,0,24,745,214,490,160,215,149,40,41,0,24,0,24,254,117,138,79,116,86,0,24,0,24,0,24
11.2,Wallingford,14597,871,8473,903,4222,393,1421,248,89,50,392,105,9701,584,4554,576,3636,351,1113,206,46,37,352,104,3700,638,2958,613,442,197,238,121,43,37,19,27,381,149,280,137,31,39,62,72,0,27,8,28,744,293,633,288,90,64,8,27,0,27,13,28,71,57,48,51,23,34,0,27,0,27,0,27
11.3,Cascade/Eastlake,12053,772,7561,693,2341,504,1871,341,92,95,188,102,7259,670,4449,601,1356,378,1288,263,32,35,134,93,2525,473,1728,384,351,170,365,179,60,88,21,29,277,151,227,145,11,25,35,37,0,21,4,19,1844,474,1024,295,608,340,183,135,0,21,29,37,148,101,133,99,15,29,0,21,0,21,0,21
12.1,Magnolia,10003,474,2416,502,6186,437,863,199,18,34,520,127,8553,574,1918,490,5331,402,788,189,18,34,498,126,991,263,378,191,535,207,63,53,0,24,15,27,35,48,0,24,28,49,0,24,0,24,7,14,387,210,120,110,255,188,12,25,0,24,0,24,37,47,0,24,37,47,0,24,0,24,0,24
12.2,Interbay,8918,441,3889,382,3706,434,856,178,100,57,367,115,6554,522,2727,381,2719,361,713,160,75,48,320,100,1541,381,842,278,547,226,113,65,25,30,14,31,120,103,27,34,88,97,5,21,0,21,0,21,660,223,250,105,352,218,25,31,0,21,33,49,43,61,43,61,0,21,0,21,0,21,0,21
12.3,Queen Anne,33451,1027,16011,1015,12967,835,3299,407,242,103,932,186,23638,954,9401,728,10652,749,2602,354,123,66,860,181,5641,741,3868,684,1070,276,535,174,101,74,67,53,1238,338,893,261,280,205,47,59,18,48,0,40,2553,452,1668,340,765,311,115,65,0,40,5,39,381,162,181,87,200,139,0,40,0,40,0,40
13.1,Belltown,8037,551,4566,507,2178,438,946,205,185,95,162,93,5268,565,2862,475,1497,389,699,178,85,57,125,82,1203,314,966,294,65,79,65,46,70,72,37,43,350,210,182,157,121,132,32,37,15,27,0,21,1094,252,462,190,495,155,122,86,15,27,0,21,122,109,94,96,0,21,28,47,0,21,0,21
13.2,Downtown Commercial Core,3815,401,1962,338,1089,277,644,187,31,37,89,59,2357,330,1119,267,734,187,402,136,22,32,80,54,774,234,494,196,124,104,145,93,9,18,2,4,163,102,124,88,29,26,10,11,0,12,0,12,410,181,178,103,138,139,87,54,0,12,7,16,111,81,47,49,64,63,0,12,0,12,0,12
13.3,Pioneer Square/International District,4607,318,1699,259,1428,297,1010,226,114,60,356,111,3456,318,1115,209,1229,284,674,170,103,57,335,110,737,199,336,126,192,98,177,100,11,22,21,33,126,87,67,62,0,17,59,62,0,17,0,17,247,105,148,81,7,16,92,67,0,17,0,17,41,35,33,32,0,17,8,18,0,17,0,17
