area_id,area_name,c23002i001,c23002i001_moe,c23002i002,c23002i002_moe,c23002i003,c23002i003_moe,c23002i004,c23002i004_moe,c23002i005,c23002i005_moe,c23002i006,c23002i006_moe,c23002i007,c23002i007_moe,c23002i008,c23002i008_moe,c23002i009,c23002i009_moe,c23002i010,c23002i010_moe,c23002i011,c23002i011_moe,c23002i012,c23002i012_moe,c23002i013,c23002i013_moe,c23002i014,c23002i014_moe,c23002i015,c23002i015_moe,c23002i016,c23002i016_moe,c23002i017,c23002i017_moe,c23002i018,c23002i018_moe,c23002i019,c23002i019_moe,c23002i020,c23002i020_moe,c23002i021,c23002i021_moe,c23002i022,c23002i022_moe,c23002i023,c23002i023_moe,c23002i024,c23002i024_moe,c23002i025,c23002i025_moe,c23002i026,c23002i026_moe,c23002i027,c23002i027_moe
3.5,Beacon Hill,278,237,176,157,169,144,157,133,0,17,157,133,127,106,30,70,12,24,7,28,0,17,0,17,0,17,7,28,102,106,93,87,74,69,0,17,74,69,49,59,25,39,19,33,9,34,0,17,0,17,0,17,9,34
3.6,North Beacon Hill/Jefferson Park,1034,412,589,312,589,312,575,310,0,24,575,310,480,261,95,97,14,30,0,24,0,24,0,24,0,24,0,24,445,195,399,174,280,157,0,24,280,157,266,155,14,30,119,87,46,62,0,24,0,24,0,24,46,62
4.1,Rainier Beach,1045,359,454,201,454,201,362,187,0,27,362,187,322,164,40,69,92,90,0,27,0,27,0,27,0,27,0,27,591,237,579,233,363,154,0,27,363,154,329,152,34,60,216,143,12,32,0,27,0,27,0,27,12,32
4.2,Columbia City,936,362,439,240,419,238,351,239,0,27,351,239,331,237,20,37,68,74,20,29,0,27,0,27,0,27,20,29,497,259,444,253,392,239,0,27,392,239,320,163,72,110,52,59,53,53,7,33,7,33,0,27,46,48
4.3,Seward Park,482,324,372,290,337,288,236,254,0,17,236,254,224,254,12,22,101,115,35,34,28,35,28,35,0,17,7,10,110,76,95,73,67,61,0,17,67,61,67,61,0,17,28,46,15,23,0,17,0,17,0,17,15,23
4.4,Mt. Baker/North Rainier,183,134,142,129,142,129,142,129,0,17,142,129,142,129,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,40,41,40,14,22,0,17,14,22,14,22,0,17,27,33,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,240,118,127,76,121,76,121,76,0,21,121,76,121,76,0,21,0,21,6,21,0,21,0,21,0,21,6,21,113,77,113,77,96,72,0,21,96,72,96,72,0,21,17,30,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,156,172,122,172,122,172,122,172,0,12,122,172,122,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,37,34,37,34,37,0,12,34,37,34,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,873,220,435,157,413,153,311,133,0,24,311,133,239,106,72,75,102,70,22,40,0,24,0,24,0,24,22,40,438,138,424,136,408,141,0,24,408,141,408,141,0,24,16,35,14,38,0,24,0,24,0,24,14,38
6.1,First Hill,1057,269,742,245,742,245,468,221,0,24,468,221,455,222,13,22,274,84,0,24,0,24,0,24,0,24,0,24,315,105,315,105,221,95,0,24,221,95,132,71,89,66,94,58,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,1276,373,662,251,662,251,627,250,14,34,613,248,538,222,75,79,35,47,0,29,0,29,0,29,0,29,0,29,614,216,614,216,498,189,0,29,498,189,483,190,15,35,116,135,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,259,111,165,78,165,78,129,71,0,12,129,71,129,71,0,12,36,54,0,12,0,12,0,12,0,12,0,12,94,68,94,68,70,58,0,12,70,58,70,58,0,12,24,37,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,267,93,124,69,88,51,71,43,0,17,71,43,71,43,0,17,17,30,36,45,0,17,0,17,0,17,36,45,143,67,143,67,94,54,0,17,94,54,94,54,0,17,49,36,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,96,68,35,32,35,32,35,32,0,17,35,32,35,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,61,62,41,50,41,50,0,17,41,50,11,18,30,47,0,17,20,33,0,17,0,17,0,17,20,33
7.1,Montlake/Portage Bay,261,128,125,80,106,76,91,74,0,21,91,74,82,74,9,22,15,28,19,29,0,21,0,21,0,21,19,29,136,95,126,91,100,88,0,21,100,88,100,88,0,21,26,26,10,24,0,21,0,21,0,21,10,24
7.2,University District,949,305,413,174,413,174,127,85,0,29,127,85,110,82,17,36,286,157,0,29,0,29,0,29,0,29,0,29,536,253,536,253,374,240,0,29,374,240,293,167,81,87,162,93,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,546,156,343,117,343,117,205,83,13,36,192,80,175,76,17,41,138,84,0,32,0,32,0,32,0,32,0,32,203,85,203,85,135,63,0,32,135,63,129,62,6,31,68,58,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,352,139,151,74,151,74,138,68,0,27,138,68,129,64,9,27,13,26,0,27,0,27,0,27,0,27,0,27,201,91,201,91,146,65,0,27,146,65,136,64,10,29,55,51,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,192,123,84,65,84,65,84,65,0,21,84,65,84,65,0,21,0,21,0,21,0,21,0,21,0,21,0,21,108,88,107,87,76,52,0,21,76,52,76,52,0,21,31,73,1,12,0,21,0,21,0,21,1,12
8.1,Northgate/Maple Leaf,712,264,392,195,392,195,392,195,0,24,392,195,392,195,0,24,0,24,0,24,0,24,0,24,0,24,0,24,320,147,258,112,176,81,0,24,176,81,156,79,20,26,82,71,62,94,0,24,0,24,0,24,62,94
8.2,Olympic Hills/Victory Heights,783,261,253,103,253,103,239,100,0,24,239,100,223,95,16,33,14,30,0,24,0,24,0,24,0,24,0,24,530,216,530,216,341,149,0,24,341,149,341,149,0,24,189,163,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,896,325,628,293,607,290,536,288,0,27,536,288,505,287,31,34,71,47,21,39,21,39,21,39,0,27,0,27,268,175,268,175,182,120,0,27,182,120,158,117,24,34,86,82,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,447,180,184,105,181,105,181,105,0,27,181,105,181,105,0,27,0,27,3,26,0,27,0,27,0,27,3,26,263,138,206,115,94,61,0,27,94,61,94,61,0,27,112,93,57,54,22,43,0,27,22,43,35,42
9.2,Licton Springs,727,325,439,226,419,218,349,190,0,17,349,190,349,190,0,17,70,71,20,30,0,17,0,17,0,17,20,30,288,143,263,132,203,117,0,17,203,117,145,80,58,92,60,61,25,36,0,17,0,17,0,17,25,36
9.3,Greenwood/Phinney Ridge,947,299,506,197,495,196,373,149,0,29,373,149,345,146,28,40,122,85,11,33,0,29,0,29,0,29,11,33,441,160,407,153,375,148,0,29,375,148,369,147,6,28,32,36,34,39,10,32,10,32,0,29,24,37
9.4,Green Lake,674,235,319,154,289,139,240,127,0,24,240,127,240,127,0,24,49,47,30,39,17,36,17,36,0,24,13,29,355,182,322,179,307,177,0,24,307,177,258,118,49,77,15,32,33,39,0,24,0,24,0,24,33,39
9.5,Haller Lake,535,207,349,156,335,154,324,147,0,21,324,147,274,125,50,63,11,22,14,24,0,21,0,21,0,21,14,24,186,112,176,111,64,56,0,21,64,56,64,56,0,21,112,83,10,20,0,21,0,21,0,21,10,20
10.1,North Beach/Blue Ridge,575,233,311,159,311,159,238,105,0,21,238,105,202,96,36,33,73,87,0,21,0,21,0,21,0,21,0,21,264,106,264,106,241,105,0,21,241,105,197,94,44,71,23,28,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,455,194,158,98,147,95,115,81,0,24,115,81,115,81,0,24,32,39,11,25,11,25,11,25,0,24,0,24,297,143,297,143,297,143,0,24,297,143,227,129,70,80,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,292,119,119,64,105,60,93,57,0,24,93,57,93,57,0,24,12,26,14,28,0,24,0,24,0,24,14,28,173,104,154,100,139,97,0,24,139,97,139,97,0,24,15,29,19,33,0,24,0,24,0,24,19,33
10.4,Ballard,499,253,266,160,266,160,212,146,0,17,212,146,212,146,0,17,54,49,0,17,0,17,0,17,0,17,0,17,233,169,233,169,188,148,0,17,188,148,188,148,0,17,45,73,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,776,203,396,138,396,138,355,127,0,24,355,127,327,124,28,35,41,45,0,24,0,24,0,24,0,24,0,24,380,148,380,148,299,116,0,24,299,116,286,114,13,30,81,98,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,407,164,231,129,213,126,202,120,0,27,202,120,122,90,80,80,11,26,18,36,0,27,0,27,0,27,18,36,176,87,176,87,176,87,0,27,176,87,176,87,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,696,198,408,163,391,160,362,159,0,21,362,159,337,154,25,36,29,35,17,32,17,32,17,32,0,21,0,21,288,115,239,99,191,90,0,21,191,90,174,86,17,34,48,46,49,60,0,21,0,21,0,21,49,60
12.1,Magnolia,207,116,126,85,126,85,108,82,0,24,108,82,108,82,0,24,18,33,0,24,0,24,0,24,0,24,0,24,81,54,81,54,49,43,0,24,49,43,49,43,0,24,32,40,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,359,155,143,80,110,72,80,63,7,22,73,61,60,57,13,27,30,35,33,41,13,30,13,30,0,21,20,34,216,97,216,97,187,93,13,30,174,93,158,89,16,27,29,41,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,1634,397,836,276,812,274,783,273,55,93,728,258,676,251,52,57,29,46,24,42,0,40,0,40,0,40,24,42,798,232,744,226,607,200,0,40,607,200,588,196,19,41,137,96,54,71,21,50,21,50,0,40,33,64
13.1,Belltown,413,200,213,144,213,144,93,66,0,21,93,66,93,66,0,21,120,130,0,21,0,21,0,21,0,21,0,21,200,130,200,130,170,120,0,21,170,120,146,113,24,40,30,48,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,217,120,112,77,95,76,34,36,0,12,34,36,29,34,5,12,61,67,17,29,17,29,17,29,0,12,0,12,105,104,105,104,79,91,0,12,79,91,12,20,67,89,26,59,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,105,69,75,62,63,54,52,49,0,17,52,49,33,38,19,24,11,29,12,24,0,17,0,17,0,17,12,24,30,32,30,32,8,19,0,17,8,19,8,19,0,17,22,29,0,17,0,17,0,17,0,17,0,17
