area_id,area_name,b18106001,b18106001_moe,b18106002,b18106002_moe,b18106003,b18106003_moe,b18106004,b18106004_moe,b18106005,b18106005_moe,b18106006,b18106006_moe,b18106007,b18106007_moe,b18106008,b18106008_moe,b18106009,b18106009_moe,b18106010,b18106010_moe,b18106011,b18106011_moe,b18106012,b18106012_moe,b18106013,b18106013_moe,b18106014,b18106014_moe,b18106015,b18106015_moe,b18106016,b18106016_moe,b18106017,b18106017_moe,b18106018,b18106018_moe,b18106019,b18106019_moe,b18106020,b18106020_moe,b18106021,b18106021_moe,b18106022,b18106022_moe,b18106023,b18106023_moe,b18106024,b18106024_moe,b18106025,b18106025_moe,b18106026,b18106026_moe,b18106027,b18106027_moe,b18106028,b18106028_moe,b18106029,b18106029_moe,b18106030,b18106030_moe,b18106031,b18106031_moe,b18106032,b18106032_moe,b18106033,b18106033_moe
4.1,Rainier Beach,14157,980,6999,718,1646,471,0,27,1646,471,1649,344,3,22,1646,343,2967,341,55,60,2912,340,470,137,20,41,450,130,267,92,16,42,251,85,7158,536,1181,269,0,27,1181,269,1613,285,11,28,1602,288,3353,334,146,96,3207,322,533,158,61,77,472,132,478,123,63,59,415,113
4.2,Columbia City,15149,719,7096,543,1075,235,71,64,1004,239,1224,287,0,27,1224,287,4057,370,58,63,3999,371,477,135,84,82,393,114,263,101,46,39,217,92,8053,514,1135,239,17,34,1118,235,2128,320,16,33,2112,320,3752,358,143,93,3609,354,639,131,111,81,528,113,399,108,108,54,291,94
4.3,Seward Park,7957,501,3800,425,503,164,0,17,503,164,883,233,0,17,883,233,1889,202,26,28,1863,200,256,82,7,17,249,82,269,64,17,30,252,60,4157,267,623,137,12,22,611,136,695,163,45,43,650,152,2178,171,0,17,2178,171,320,107,5,16,315,107,341,135,93,81,248,77
4.4,Mt. Baker/North Rainier,5200,458,2465,246,478,154,0,17,478,154,336,171,0,17,336,171,1353,190,17,28,1336,191,172,79,0,17,172,79,126,67,20,26,106,63,2735,299,431,126,0,17,431,126,608,258,0,17,608,258,1397,144,35,38,1362,145,236,95,22,28,214,91,63,45,0,17,63,45
5.1,Madrona/Leschi,9253,506,4417,391,540,197,15,25,525,193,816,230,0,21,816,230,2449,274,0,21,2449,274,430,101,0,21,430,101,182,79,26,34,156,72,4836,413,636,182,0,21,636,182,1146,277,0,21,1146,277,2449,323,0,21,2449,323,341,113,0,21,341,113,264,100,41,60,223,100
5.2,Judkins Park,2643,275,1311,245,38,37,0,12,38,37,532,168,5,12,527,168,485,114,5,9,480,115,157,82,59,53,98,69,99,44,6,10,93,44,1332,176,160,100,0,12,160,100,358,101,0,12,358,101,447,101,10,17,437,98,131,58,11,19,120,55,236,78,42,46,194,61
5.3,Central Area/Squire Park,15634,728,7395,551,644,207,15,33,629,205,2705,478,15,32,2690,477,3548,335,115,85,3433,332,324,109,51,58,273,95,174,92,56,71,118,62,8239,551,761,179,0,24,761,179,3318,338,13,30,3305,339,3189,285,216,101,2973,266,554,169,18,33,536,172,417,109,74,57,343,104
6.1,First Hill,12702,725,6328,521,118,88,0,24,118,88,3499,401,0,24,3499,401,2036,353,39,93,1997,342,274,102,18,27,256,98,401,100,91,59,310,84,6374,489,132,73,0,24,132,73,3593,390,0,24,3593,390,1509,251,137,68,1372,236,436,120,17,29,419,115,704,141,188,92,516,113
6.2,Capitol Hill,19607,703,10274,641,163,118,0,29,163,118,5540,663,16,36,5524,663,4075,466,75,61,4000,468,294,134,9,33,285,132,202,83,0,29,202,83,9333,574,76,61,0,29,76,61,5663,531,16,35,5647,530,2839,384,39,50,2800,388,496,171,2,24,494,171,259,103,51,47,208,96
6.3,North Capitol Hill,3798,196,2129,179,131,56,0,12,131,56,485,163,0,12,485,163,1231,179,0,12,1231,179,224,94,0,12,224,94,58,39,14,21,44,33,1669,167,85,49,0,12,85,49,651,166,0,12,651,166,764,137,4,7,760,137,133,66,2,5,131,65,36,36,16,23,20,23
6.4,Miller Park,6841,408,3655,343,520,138,0,17,520,138,1241,225,0,17,1241,225,1604,170,11,21,1593,169,157,71,0,17,157,71,133,54,10,19,123,55,3186,254,420,140,19,22,401,138,1190,183,0,17,1190,183,1283,176,25,41,1258,164,209,58,14,20,195,58,84,35,11,16,73,32
6.5,Madison Park,4934,329,2114,276,345,112,3,12,342,113,254,206,0,17,254,206,1082,157,55,63,1027,166,298,96,0,17,298,96,135,67,12,20,123,63,2820,277,382,98,0,17,382,98,509,136,0,17,509,136,1272,191,11,26,1261,189,322,100,0,17,322,100,335,108,15,23,320,109
7.1,Montlake/Portage Bay,9063,471,4151,337,398,95,0,21,398,95,1408,280,0,21,1408,280,1828,202,10,24,1818,202,353,78,0,21,353,78,164,84,0,21,164,84,4912,365,408,110,0,21,408,110,2074,401,0,21,2074,401,1832,197,11,24,1821,198,403,92,13,24,390,93,195,76,11,24,184,77
7.2,University District,19181,1379,9546,967,266,96,0,29,266,96,7909,954,18,48,7891,954,1088,202,15,33,1073,202,170,84,0,29,170,84,113,70,18,38,95,59,9635,886,131,90,0,29,131,90,8162,865,0,29,8162,865,972,185,0,29,972,185,139,68,19,49,120,53,231,248,112,227,119,105
7.3,Ravenna/Bryant,23055,815,11240,646,1143,177,0,32,1143,177,4784,602,0,32,4784,602,4351,261,14,37,4337,261,506,107,44,44,462,99,456,114,39,46,417,117,11815,551,1315,175,14,32,1301,173,4503,478,14,34,4489,478,4634,218,11,30,4623,218,619,136,0,32,619,136,744,125,40,39,704,120
7.4,Wedgwood/View Ridge,14113,442,6960,347,1058,166,34,38,1024,165,1546,272,5,26,1541,272,3499,197,24,36,3475,198,556,105,47,41,509,99,301,81,54,42,247,76,7153,352,1186,170,0,27,1186,170,1373,225,31,37,1342,226,3400,211,6,27,3394,210,563,115,19,30,544,115,631,113,49,38,582,110
7.5,Laurelhurst/Sand Point,10121,550,4711,374,934,198,0,21,934,198,1123,239,0,21,1123,239,2093,188,6,10,2087,185,320,86,1,12,319,86,241,73,31,29,210,70,5410,383,1021,195,0,21,1021,195,1320,247,10,23,1310,248,2364,233,0,21,2364,233,389,92,0,21,389,92,316,92,52,45,264,85
8.1,Northgate/Maple Leaf,12554,559,6477,489,748,188,0,24,748,188,2306,373,0,24,2306,373,2768,287,0,24,2768,287,279,110,0,24,279,110,376,121,75,64,301,102,6077,357,456,136,0,24,456,136,1937,259,13,26,1924,259,2539,236,30,29,2509,235,324,113,53,52,271,100,821,178,117,69,704,166
8.2,Olympic Hills/Victory Heights,13801,625,6800,457,693,164,0,24,693,164,2422,386,18,34,2404,387,2899,259,65,52,2834,252,412,141,0,24,412,141,374,112,62,59,312,104,7001,498,764,182,0,24,764,182,2035,303,0,24,2035,303,3125,247,112,86,3013,241,462,122,42,57,420,116,615,140,88,62,527,136
8.3,Cedar Park/Meadowbrook,11433,591,5724,429,777,176,0,27,777,176,1784,324,0,27,1784,324,2647,227,104,81,2543,231,285,89,14,30,271,87,231,85,23,33,208,82,5709,389,652,164,0,27,652,164,1534,260,14,32,1520,259,2774,224,17,23,2757,227,393,99,56,47,337,87,356,95,31,35,325,90
9.1,Broadview/Bitter Lake,12833,781,5844,502,832,206,11,27,821,206,1517,311,26,41,1491,314,2602,276,1,24,2601,276,262,91,64,55,198,75,631,138,55,45,576,135,6989,443,672,177,0,27,672,177,1500,275,35,48,1465,277,3038,363,75,52,2963,364,572,188,88,75,484,177,1207,188,243,104,964,185
9.2,Licton Springs,8226,426,3951,313,275,148,0,17,275,148,1833,312,0,17,1833,312,1548,246,42,53,1506,246,202,84,15,27,187,82,93,67,23,39,70,59,4275,336,122,90,36,59,86,68,2297,366,0,17,2297,366,1456,255,51,51,1405,251,192,81,11,22,181,80,208,78,0,17,208,78
9.3,Greenwood/Phinney Ridge,21988,699,10495,526,1333,277,0,29,1333,277,3019,346,10,28,3009,344,5367,320,46,39,5321,320,347,103,1,27,346,103,429,125,104,71,325,104,11493,441,1201,198,0,29,1201,198,3514,346,0,29,3514,346,5672,290,100,78,5572,282,441,104,25,39,416,101,665,142,136,75,529,134
9.4,Green Lake,13064,596,6879,501,597,150,0,24,597,150,2893,425,16,31,2877,423,2692,308,43,34,2649,307,476,130,18,33,458,130,221,106,0,24,221,106,6185,434,467,122,0,24,467,122,2344,373,0,24,2344,373,2675,210,0,24,2675,210,313,123,0,24,313,123,386,99,74,54,312,90
9.5,Haller Lake,9190,417,4414,288,450,135,7,18,443,132,1256,223,35,49,1221,227,2216,226,32,34,2184,226,311,105,7,18,304,103,181,71,16,21,165,69,4776,361,587,175,8,19,579,171,1403,251,37,59,1366,244,1947,198,28,31,1919,198,459,145,21,21,438,143,380,123,47,79,333,95
10.1,North Beach/Blue Ridge,10956,453,5436,384,819,209,0,21,819,209,1242,200,3,18,1239,198,2677,176,50,48,2627,172,332,89,0,21,332,89,366,82,42,33,324,79,5520,302,770,184,14,30,756,182,1164,202,0,21,1164,202,2734,188,25,32,2709,186,377,86,3,18,374,86,475,96,33,48,442,84
10.2,Whittier Heights,10818,407,5216,313,603,187,0,24,603,187,1577,238,0,24,1577,238,2736,234,4,21,2732,233,213,72,0,24,213,72,87,53,17,34,70,47,5602,288,592,144,0,24,592,144,1779,222,0,24,1779,222,2769,208,37,53,2732,206,277,78,2,18,275,78,185,78,0,24,185,78
10.3,Sunset Hill/Loyal Heights,12993,565,6272,361,812,162,0,24,812,162,1644,272,0,24,1644,272,3132,225,15,21,3117,225,389,121,0,24,389,121,295,91,44,43,251,86,6721,385,567,161,0,24,567,161,1841,324,0,24,1841,324,3493,253,0,24,3493,253,382,101,0,24,382,101,438,120,95,90,343,91
10.4,Ballard,6859,504,3591,382,136,75,0,17,136,75,1944,436,0,17,1944,436,1275,240,17,27,1258,244,183,117,27,43,156,110,53,48,0,17,53,48,3268,409,184,91,0,17,184,91,1551,280,0,17,1551,280,1111,218,15,24,1096,213,235,110,0,17,235,110,187,111,76,85,111,91
11.1,Fremont,14771,515,7454,474,384,109,0,24,384,109,3369,462,0,24,3369,462,3262,291,0,24,3262,291,289,109,22,51,267,91,150,64,0,24,150,64,7317,486,557,159,0,24,557,159,3545,387,20,37,3525,379,2845,267,0,24,2845,267,159,74,13,28,146,71,211,96,60,65,151,70
11.2,Wallingford,15623,891,8092,583,553,120,0,27,553,120,4125,570,0,27,4125,570,2885,288,37,41,2848,287,373,74,0,27,373,74,156,114,61,111,95,45,7531,629,584,141,0,27,584,141,3710,593,13,31,3697,593,2636,227,29,41,2607,230,208,71,0,27,208,71,393,100,42,40,351,92
11.3,Cascade/Eastlake,12114,775,6576,625,21,34,0,21,21,34,3474,545,92,145,3382,469,2556,358,99,96,2457,351,384,132,59,66,325,126,141,67,23,32,118,64,5538,535,131,82,0,21,131,82,2986,428,10,24,2976,428,1890,296,23,29,1867,300,301,100,0,21,301,100,230,102,40,62,190,83
12.1,Magnolia,11683,578,5448,303,912,206,14,29,898,204,788,178,0,24,788,178,2879,217,16,29,2863,217,430,120,0,24,430,120,439,106,48,45,391,97,6235,506,1068,244,42,54,1026,245,1155,447,0,24,1155,447,3021,222,14,28,3007,223,392,104,20,29,372,105,599,149,62,64,537,122
12.2,Interbay,9342,472,4408,379,375,157,0,21,375,157,1595,327,0,21,1595,327,2065,236,2,18,2063,235,185,79,0,21,185,79,188,85,61,65,127,64,4934,386,474,189,0,21,474,189,1635,277,10,29,1625,274,2196,249,4,20,2192,249,208,84,0,21,208,84,421,108,37,36,384,100
12.3,Queen Anne,35121,1110,17144,954,1352,235,14,43,1338,234,7068,840,32,44,7036,839,7226,504,287,169,6939,464,918,193,31,47,887,193,580,150,29,45,551,145,17977,834,1036,204,0,40,1036,204,7939,771,0,40,7939,771,6843,404,77,61,6766,410,1255,207,59,76,1196,204,904,160,87,59,817,153
13.1,Belltown,8049,566,4600,465,0,21,0,21,0,21,1828,398,12,23,1816,397,2310,305,51,49,2259,310,306,120,15,29,291,117,156,103,51,63,105,81,3449,381,64,59,0,21,64,59,1303,296,0,21,1303,296,1618,250,15,28,1603,249,371,117,0,21,371,117,93,79,16,40,77,92
13.2,Downtown Commercial Core,3581,393,2154,316,0,12,0,12,0,12,645,189,10,24,635,184,1269,214,206,114,1063,231,148,91,13,20,135,88,92,51,5,9,87,49,1427,213,0,12,0,12,0,12,498,158,0,12,498,158,713,145,26,35,687,146,105,82,38,57,67,49,111,54,15,25,96,51
13.3,Pioneer Square/International District,4937,440,2899,310,219,167,0,17,219,167,613,142,0,17,613,142,1452,212,78,70,1374,206,301,103,14,17,287,101,314,111,94,79,220,90,2038,258,206,124,0,17,206,124,510,137,0,17,510,137,783,131,59,35,724,125,253,119,10,26,243,117,286,74,93,51,193,71
