area_id,area_name,b25017001,b25017001_moe,b25017002,b25017002_moe,b25017003,b25017003_moe,b25017004,b25017004_moe,b25017005,b25017005_moe,b25017006,b25017006_moe,b25017007,b25017007_moe,b25017008,b25017008_moe,b25017009,b25017009_moe,b25017010,b25017010_moe
1.1,Arbor Heights,2767,51,0,17,27,32,73,46,441,120,539,121,405,95,487,98,390,115,405,94
1.2,Fauntleroy/Seaview,6833,123,115,96,170,79,555,149,876,226,1148,252,1071,209,1006,196,966,206,926,190
1.3,West Seattle Junction/Genesee Hill,8945,108,68,77,444,165,1212,245,1543,258,1597,249,1308,234,1097,235,691,164,985,189
1.4,Alki/Admiral,6160,71,127,93,331,123,943,213,1276,226,818,186,882,198,631,174,358,128,794,181
2.1,North Delridge,2597,96,14,23,139,85,419,130,588,162,661,163,233,115,209,91,138,91,196,81
2.2,High Point,2942,149,83,78,75,56,435,126,869,199,582,178,247,83,362,125,139,83,150,82
2.3,Riverview,1774,24,0,12,39,46,67,38,240,85,378,110,501,130,222,99,117,54,210,89
2.4,Roxhill/Westwood,5799,79,130,94,138,76,848,207,1485,238,1025,188,971,189,541,138,318,113,343,105
2.5,Highland Park,2946,42,60,75,163,80,586,190,740,202,353,125,416,118,260,106,263,144,105,66
3.1,South Park,1403,82,52,61,67,58,185,85,325,115,237,92,220,85,144,67,131,73,42,32
3.2,Georgetown,695,38,59,34,27,28,156,75,187,77,69,44,104,61,46,42,10,16,37,33
3.3,Duwamish/SODO,1043,64,47,38,92,60,223,93,308,111,129,53,66,43,56,36,72,49,50,33
3.4,South Beacon Hill/NewHolly,4756,136,81,55,156,87,267,94,870,197,1125,212,811,171,592,136,432,123,422,137
3.5,Beacon Hill,3131,77,0,17,17,30,75,62,502,143,807,173,322,118,562,176,425,145,421,134
3.6,North Beacon Hill/Jefferson Park,6156,112,268,146,456,153,891,226,1374,264,1207,241,736,181,431,155,418,157,375,118
4.1,Rainier Beach,5771,132,0,27,86,73,501,182,1101,285,961,210,1029,207,821,242,554,158,718,180
4.2,Columbia City,7188,133,127,78,185,93,1117,268,1358,271,1148,256,1164,211,827,197,759,192,503,141
4.3,Seward Park,3626,90,0,17,88,64,195,88,433,115,671,151,520,132,481,134,493,134,745,137
4.4,Mt. Baker/North Rainier,2598,78,13,22,90,60,159,85,381,136,212,109,468,131,396,130,309,121,570,134
5.1,Madrona/Leschi,4582,105,114,81,156,72,276,138,490,180,709,225,677,180,602,157,668,186,890,135
5.2,Judkins Park,1652,71,383,102,306,95,330,80,165,84,235,84,100,68,70,49,9,17,54,35
5.3,Central Area/Squire Park,8757,161,384,164,516,165,1913,259,1711,269,1309,218,1180,209,612,145,393,143,739,150
6.1,First Hill,8450,187,1566,282,1892,276,2282,319,1809,251,640,162,106,65,53,44,15,30,87,65
6.2,Capitol Hill,14605,203,2033,373,3079,437,5111,527,2593,386,929,216,524,197,107,74,92,93,137,73
6.3,North Capitol Hill,2489,95,138,93,241,132,529,168,602,161,133,87,199,92,154,82,128,76,365,126
6.4,Miller Park,3284,78,120,86,222,85,669,145,489,106,407,106,276,92,263,79,247,82,591,103
6.5,Madison Park,2878,36,131,115,230,111,501,194,547,150,261,100,315,152,180,97,137,66,576,122
7.1,Montlake/Portage Bay,4685,51,133,92,414,161,749,183,903,192,454,144,401,122,437,106,430,101,764,124
7.2,University District,5559,178,1101,253,1076,211,1242,236,708,202,285,132,234,111,253,96,165,100,495,156
7.3,Ravenna/Bryant,10579,159,427,175,464,142,1209,238,1472,229,1302,207,1387,229,1494,219,961,193,1863,195
7.4,Wedgwood/View Ridge,6494,96,91,75,150,66,308,107,690,147,826,165,821,164,980,164,1064,170,1564,190
7.5,Laurelhurst/Sand Point,4642,108,78,86,281,96,650,159,505,145,400,141,441,147,532,144,708,158,1047,153
8.1,Northgate/Maple Leaf,7425,101,678,218,1070,219,1551,248,1219,246,847,189,592,155,593,131,366,110,509,122
8.2,Olympic Hills/Victory Heights,7198,111,123,96,343,159,1327,227,1340,244,1109,233,913,226,838,170,635,165,570,144
8.3,Cedar Park/Meadowbrook,6198,125,241,139,443,156,1021,226,991,208,941,182,688,159,749,155,434,101,690,137
9.1,Broadview/Bitter Lake,7396,91,446,163,777,201,1565,240,1286,277,839,189,752,169,622,154,439,132,670,127
9.2,Licton Springs,4530,113,96,79,447,171,749,185,1216,250,913,178,535,172,174,86,168,106,232,102
9.3,Greenwood/Phinney Ridge,11731,94,340,122,839,207,1552,244,2138,303,1752,254,1848,254,1234,202,837,177,1191,202
9.4,Green Lake,7049,155,357,151,451,157,1148,222,1246,250,995,200,701,158,746,184,616,188,789,154
9.5,Haller Lake,4730,79,119,124,336,151,601,185,803,229,1000,200,642,161,600,176,240,93,389,133
10.1,North Beach/Blue Ridge,5224,81,64,65,173,72,277,128,814,172,700,194,898,178,805,179,651,137,842,131
10.2,Whittier Heights,5744,65,110,98,148,76,720,188,1246,203,1159,209,948,192,634,147,343,112,436,131
10.3,Sunset Hill/Loyal Heights,6862,88,77,70,398,137,950,202,797,169,1038,233,1111,216,712,165,776,181,1003,186
10.4,Ballard,4471,80,500,215,736,265,1150,242,916,203,569,185,257,121,115,65,125,107,103,66
11.1,Fremont,8882,101,401,185,684,177,2085,304,2091,292,1255,216,931,194,539,122,325,112,571,158
11.2,Wallingford,7815,119,501,162,698,179,1721,249,1247,223,906,193,653,144,588,129,493,119,1008,172
11.3,Cascade/Eastlake,10152,236,2581,425,2322,355,2657,395,1771,348,519,183,146,81,32,33,41,48,83,49
12.1,Magnolia,5797,45,106,83,114,86,338,126,386,124,600,172,739,177,1138,188,803,181,1573,208
12.2,Interbay,5511,96,76,57,504,171,1158,233,1309,257,856,206,504,152,350,116,363,127,391,133
12.3,Queen Anne,20952,200,1464,344,2581,374,5312,462,4145,433,1967,294,1640,272,1182,233,870,201,1791,257
13.1,Belltown,6867,185,1818,317,1483,261,1407,264,1336,276,438,142,142,93,47,50,20,35,176,63
13.2,Downtown Commercial Core,3053,89,756,182,793,164,802,207,333,121,153,95,117,88,73,82,0,12,26,29
13.3,Pioneer Square/International District,3321,104,1043,185,892,169,670,158,366,101,169,77,65,56,32,31,23,33,61,39
