area_id,area_name,b19013g001,b19013g001_moe
1.1,Arbor Heights,111250,351835
1.2,Fauntleroy/Seaview,149967,79000
1.3,West Seattle Junction/Genesee Hill,342929,192740
1.4,Alki/Admiral,111438,166219
2.1,North Delridge,12470,39362
2.2,High Point,130029,185448
2.3,Riverview,73147,44505
2.4,Roxhill/Westwood,200869,118519
2.5,Highland Park,28071,14327
3.1,South Park,12179,92266
3.2,Georgetown,85341,93354
3.3,Duwamish/SODO,99688,34223
3.4,South Beacon Hill/NewHolly,106013,140222
3.5,Beacon Hill,47941,69905
3.6,North Beacon Hill/Jefferson Park,230678,103745
4.1,Rainier Beach,64538,72785
4.2,Columbia City,148148,109182
4.3,Seward Park,217084,195015
4.4,Mt. Baker/North Rainier,94565,68401
5.1,Madrona/Leschi,91301,84209
5.2,Judkins Park,48438,34696
5.3,Central Area/Squire Park,259081,55180
6.1,First Hill,71934,90071
6.2,Capitol Hill,150188,48788
6.3,North Capitol Hill,163010,211694
6.4,Miller Park,53304,55863
6.5,Madison Park,29773,128367
7.1,Montlake/Portage Bay,169896,120454
7.2,University District,62086,36404
7.3,Ravenna/Bryant,444571,302725
7.4,Wedgwood/View Ridge,287735,162523
7.5,Laurelhurst/Sand Point,103931,111118
8.1,Northgate/Maple Leaf,174208,174171
8.2,Olympic Hills/Victory Heights,228780,158279
8.3,Cedar Park/Meadowbrook,169031,78019
9.1,Broadview/Bitter Lake,258689,82306
9.2,Licton Springs,206726,196651
9.3,Greenwood/Phinney Ridge,293274,161673
9.4,Green Lake,259551,146617
9.5,Haller Lake,32358,81967
10.1,North Beach/Blue Ridge,186780,156701
10.2,Whittier Heights,148083,120936
10.3,Sunset Hill/Loyal Heights,81500,93154
10.4,Ballard,31923,26530
11.1,Fremont,169688,84760
11.2,Wallingford,167668,131258
11.3,Cascade/Eastlake,167458,150662
12.1,Magnolia,248466,87112
12.2,Interbay,93517,26372
12.3,Queen Anne,346479,262121
13.1,Belltown,80848,99496
13.2,Downtown Commercial Core,18724,1226
13.3,Pioneer Square/International District,87000,89596
