area_id,area_name,b08131001,b08131001_moe,b08131002,b08131002_moe,b08131003,b08131003_moe,b08131004,b08131004_moe,b08131005,b08131005_moe
1.2,Fauntleroy/Seaview,216800,20856,211865,20790,195635,18377,16230,8740,4935,4842
1.3,West Seattle Junction/Genesee Hill,90490,10701,89840,10682,84005,9570,5835,5041,650,640
3.4,South Beacon Hill/NewHolly,43080,9819,42165,9801,38390,9583,3775,2948,915,836
5.1,Madrona/Leschi,50210,7489,49680,7455,46290,6887,3390,3155,535,693
6.1,First Hill,33000,5741,32675,5756,30900,5620,1775,1766,325,358
6.4,Miller Park,37005,6251,34455,5290,29180,4745,5275,4814,2550,2655
7.1,Montlake/Portage Bay,136995,15522,128615,14686,120815,14689,7800,3854,8375,6452
7.3,Ravenna/Bryant,109765,12532,108795,12141,99940,12734,8855,4943,970,1339
8.1,Northgate/Maple Leaf,74945,13638,74205,13733,66415,13831,7785,4582,740,751
8.2,Olympic Hills/Victory Heights,42915,12790,42260,12768,40150,12605,2110,1610,655,810
8.3,Cedar Park/Meadowbrook,63000,8938,59745,8229,52070,6585,7675,6352,3255,3196
10.3,Sunset Hill/Loyal Heights,124160,14748,121900,14532,113715,14367,8185,3682,2260,2496
11.2,Wallingford,41715,5107,40650,5050,36585,5082,4065,1999,1065,932
11.3,Cascade/Eastlake,81485,14390,79860,14309,65110,12422,14750,9037,1625,1658
12.1,Magnolia,68995,8633,66790,8373,57880,7929,8910,5040,2205,1711
12.3,Queen Anne,202940,19251,197685,19330,189045,18365,8645,4702,5255,4580
13.1,Belltown,72720,10946,71200,10943,65790,9586,5410,4099,1520,1301
