area_id,area_name,b16010001,b16010001_moe,b16010002,b16010002_moe,b16010003,b16010003_moe,b16010004,b16010004_moe,b16010005,b16010005_moe,b16010006,b16010006_moe,b16010007,b16010007_moe,b16010008,b16010008_moe,b16010009,b16010009_moe,b16010010,b16010010_moe,b16010011,b16010011_moe,b16010012,b16010012_moe,b16010013,b16010013_moe,b16010014,b16010014_moe,b16010015,b16010015_moe,b16010016,b16010016_moe,b16010017,b16010017_moe,b16010018,b16010018_moe,b16010019,b16010019_moe,b16010020,b16010020_moe,b16010021,b16010021_moe,b16010022,b16010022_moe,b16010023,b16010023_moe,b16010024,b16010024_moe,b16010025,b16010025_moe,b16010026,b16010026_moe,b16010027,b16010027_moe,b16010028,b16010028_moe,b16010029,b16010029_moe,b16010030,b16010030_moe,b16010031,b16010031_moe,b16010032,b16010032_moe,b16010033,b16010033_moe,b16010034,b16010034_moe,b16010035,b16010035_moe,b16010036,b16010036_moe,b16010037,b16010037_moe,b16010038,b16010038_moe,b16010039,b16010039_moe,b16010040,b16010040_moe,b16010041,b16010041_moe,b16010042,b16010042_moe,b16010043,b16010043_moe,b16010044,b16010044_moe,b16010045,b16010045_moe,b16010046,b16010046_moe,b16010047,b16010047_moe,b16010048,b16010048_moe,b16010049,b16010049_moe,b16010050,b16010050_moe,b16010051,b16010051_moe,b16010052,b16010052_moe,b16010053,b16010053_moe
1.1,Arbor Heights,4670,204,97,57,53,41,53,41,0,17,0,17,0,17,0,17,44,37,44,37,0,17,0,17,0,17,0,17,881,180,631,182,536,163,49,82,0,17,46,62,0,17,250,73,234,69,0,17,0,17,0,17,16,29,1431,207,1074,180,1021,179,35,47,18,20,0,17,0,17,357,92,313,87,0,17,38,34,6,16,0,17,2261,230,1837,199,1596,186,105,71,40,38,96,76,0,17,424,105,387,104,7,17,23,25,7,17,0,17
1.2,Fauntleroy/Seaview,10943,467,291,185,146,176,146,176,0,24,0,24,0,24,0,24,145,83,109,75,22,31,14,27,0,24,0,24,1409,275,758,228,714,226,0,24,22,26,4,20,18,33,651,160,583,149,15,29,51,45,0,24,2,18,3246,375,2423,317,2187,299,32,37,89,56,101,77,14,30,823,201,782,195,0,24,20,36,21,24,0,24,5997,518,5027,506,4511,471,120,81,203,160,170,106,23,42,970,222,850,205,42,44,48,52,30,41,0,24
1.3,West Seattle Junction/Genesee Hill,13842,543,686,228,187,129,146,113,0,29,0,29,41,67,0,29,499,184,364,158,31,38,70,84,27,26,7,28,1808,301,910,224,800,213,26,34,54,46,14,33,16,33,898,213,804,210,21,41,65,95,8,21,0,29,3563,406,2537,354,2315,346,83,73,53,46,86,82,0,29,1026,192,945,189,4,25,45,41,32,31,0,29,7785,548,6408,494,5765,490,146,99,291,137,189,81,17,36,1377,276,1144,254,15,33,139,88,74,60,5,26
1.4,Alki/Admiral,9092,378,167,82,38,39,31,39,0,24,0,24,7,24,0,24,129,65,97,57,0,24,4,19,28,36,0,24,995,270,492,175,485,175,0,24,0,24,7,23,0,24,503,192,413,131,0,24,90,149,0,24,0,24,2689,355,1889,319,1624,293,133,103,77,92,15,29,40,44,800,188,749,183,13,27,19,23,19,35,0,24,5241,380,3934,332,3529,335,68,49,174,101,163,109,0,24,1307,212,1132,194,61,75,65,73,8,26,41,46
2.1,North Delridge,3935,250,267,188,171,178,55,72,105,158,0,12,11,19,0,12,96,70,44,42,0,12,28,41,24,33,0,12,448,199,355,174,231,135,50,81,48,54,26,32,0,12,93,61,83,57,0,12,0,12,10,20,0,12,1025,221,803,211,507,169,0,12,144,118,45,50,107,157,222,126,220,125,0,12,0,12,2,4,0,12,2195,329,1914,322,1694,320,41,37,37,36,142,89,0,12,281,108,199,103,11,16,15,24,56,56,0,12
2.2,High Point,4082,348,724,201,234,115,67,64,0,17,0,17,120,91,47,60,490,188,243,143,0,17,0,17,209,114,38,35,958,275,522,216,276,126,44,60,0,17,103,74,99,111,436,167,269,122,0,17,7,18,128,88,32,51,1104,238,883,222,691,201,17,25,9,18,114,69,52,55,221,81,163,74,0,17,7,17,43,39,8,18,1296,228,1147,221,924,225,4,16,9,18,128,95,82,47,149,75,124,67,0,17,13,26,12,24,0,17
2.3,Riverview,3275,212,383,95,227,93,140,81,46,48,0,12,41,39,0,12,156,69,119,61,0,12,0,12,37,36,0,12,647,193,493,168,377,153,18,14,0,12,88,56,10,16,154,69,131,64,0,12,0,12,23,24,0,12,1269,202,1116,195,880,179,0,12,20,22,179,66,37,47,153,84,110,68,0,12,23,35,20,32,0,12,976,162,872,153,750,156,16,26,11,19,95,64,0,12,104,49,77,42,0,12,0,12,27,23,0,12
2.4,Roxhill/Westwood,9147,468,1123,343,672,246,107,68,509,231,16,29,40,44,0,21,451,176,219,94,124,104,24,34,71,65,13,28,1667,299,1157,270,619,191,175,152,32,41,292,170,39,52,510,133,433,126,39,45,0,21,38,39,0,21,3000,355,2335,316,1715,302,125,75,34,35,311,133,150,108,665,166,487,147,35,51,0,21,84,60,59,54,3357,376,2844,339,2224,282,235,109,72,48,242,92,71,88,513,123,412,112,34,32,14,28,45,43,8,21
2.5,Highland Park,4313,338,550,184,194,105,69,61,59,66,0,21,31,41,35,31,356,157,195,113,32,40,0,21,72,86,57,58,758,224,464,175,262,116,53,85,15,29,134,100,0,21,294,141,277,135,0,21,0,21,17,30,0,21,1636,271,1217,235,889,230,126,116,13,24,119,74,70,45,419,154,342,132,16,28,0,21,61,49,0,21,1369,217,1062,202,757,187,89,73,24,43,163,87,29,50,307,137,273,127,0,21,13,24,21,33,0,21
3.1,South Park,2749,408,771,332,522,284,38,46,381,282,0,17,103,58,0,17,249,97,73,41,86,62,0,17,90,64,0,17,576,196,423,176,154,72,123,120,14,24,132,98,0,17,153,73,108,56,0,17,0,17,45,49,0,17,885,158,720,141,506,117,133,80,0,17,81,44,0,17,165,80,104,66,53,52,0,17,8,19,0,17,517,187,447,183,213,90,125,125,0,17,97,65,12,23,70,37,57,36,0,17,0,17,13,24,0,17
