area_id,area_name,b16002001,b16002001_moe,b16002002,b16002002_moe,b16002003,b16002003_moe,b16002004,b16002004_moe,b16002005,b16002005_moe,b16002006,b16002006_moe,b16002007,b16002007_moe,b16002008,b16002008_moe,b16002009,b16002009_moe,b16002010,b16002010_moe,b16002011,b16002011_moe,b16002012,b16002012_moe,b16002013,b16002013_moe,b16002014,b16002014_moe
1.1,Arbor Heights,2639,96,2288,131,150,80,0,17,150,80,91,51,11,21,80,49,102,70,6,16,96,69,8,18,0,17,8,18
1.2,Fauntleroy/Seaview,6410,211,5583,255,178,93,18,34,160,88,353,129,26,30,327,127,259,94,19,34,240,90,37,48,0,24,37,48
1.3,West Seattle Junction/Genesee Hill,8391,238,7111,318,253,114,46,45,207,107,619,187,90,88,529,166,377,120,30,39,347,116,31,38,0,29,31,38
1.4,Alki/Admiral,5786,190,4977,259,208,113,13,27,195,111,345,156,66,83,279,133,215,113,0,24,215,113,41,46,0,24,41,46
2.1,North Delridge,2387,100,1841,208,109,77,68,82,41,37,178,102,15,24,163,98,204,95,51,46,153,91,55,80,0,12,55,80
2.2,High Point,2731,199,1686,212,56,59,4,16,52,58,29,29,13,26,16,18,649,153,214,99,435,148,311,146,181,136,130,60
2.3,Riverview,1680,73,1320,116,56,39,8,13,48,37,30,27,0,12,30,27,227,81,60,34,167,68,47,49,0,12,47,49
2.4,Roxhill/Westwood,5489,176,3722,248,809,186,227,128,582,143,140,67,59,45,81,49,590,142,136,79,454,141,228,110,39,53,189,102
2.5,Highland Park,2563,202,1820,211,333,139,51,49,282,138,41,39,0,21,41,39,291,97,41,48,250,89,78,46,0,21,78,46
3.1,South Park,1323,80,691,93,363,94,147,74,216,87,7,16,0,17,7,16,244,60,75,37,169,64,18,23,0,17,18,23
3.2,Georgetown,630,55,480,75,66,55,30,44,36,33,48,45,0,12,48,45,36,26,11,18,25,20,0,12,0,12,0,12
3.3,Duwamish/SODO,944,90,702,81,75,56,28,44,47,34,6,10,0,12,6,10,150,56,78,44,72,41,11,18,0,12,11,18
3.4,South Beacon Hill/NewHolly,4531,190,1652,240,117,53,0,24,117,53,54,32,7,21,47,32,1957,201,773,172,1184,202,751,192,413,165,338,115
3.5,Beacon Hill,2893,137,1238,172,95,68,0,17,95,68,123,72,0,17,123,72,1310,167,284,103,1026,171,127,83,70,68,57,59
3.6,North Beacon Hill/Jefferson Park,5765,192,2824,278,392,149,151,99,241,120,151,89,0,24,151,89,1995,204,1041,223,954,195,403,159,247,168,156,100
4.1,Rainier Beach,5403,197,3440,296,372,137,123,93,249,140,108,83,14,31,94,81,1079,209,205,95,874,200,404,143,166,106,238,105
4.2,Columbia City,6493,254,3837,323,450,158,70,75,380,147,206,97,34,37,172,92,1396,213,533,173,863,166,604,199,368,177,236,118
4.3,Seward Park,3376,140,2290,190,257,114,37,58,220,102,182,99,40,45,142,74,470,87,153,68,317,93,177,80,55,53,122,60
4.4,Mt. Baker/North Rainier,2340,165,1791,174,105,57,11,17,94,58,102,57,26,29,76,46,263,69,120,71,143,81,79,88,50,82,29,32
5.1,Madrona/Leschi,4262,205,3644,269,254,152,15,29,239,150,161,97,0,21,161,97,162,64,18,34,144,62,41,42,0,21,41,42
5.2,Judkins Park,1553,98,825,116,68,61,30,47,38,41,51,57,2,6,49,55,573,96,336,71,237,78,36,41,11,16,25,33
5.3,Central Area/Squire Park,8106,238,6570,316,405,132,57,64,348,125,499,160,49,53,450,144,427,150,63,55,364,134,205,113,93,81,112,76
6.1,First Hill,7537,281,5373,338,328,120,55,52,273,110,623,189,127,90,496,170,920,207,402,121,518,177,293,136,136,90,157,106
6.2,Capitol Hill,13942,322,11446,467,677,240,144,163,533,188,964,275,99,94,865,260,637,235,244,209,393,151,218,152,130,130,88,80
6.3,North Capitol Hill,2363,123,2123,160,63,50,0,12,63,50,80,64,0,12,80,64,97,66,17,26,80,61,0,12,0,12,0,12
6.4,Miller Park,3180,100,2683,142,105,60,19,26,86,56,214,90,27,28,187,86,169,80,13,23,156,73,9,19,0,17,9,19
6.5,Madison Park,2679,129,2189,182,61,41,12,20,49,37,257,123,0,17,257,123,143,102,0,17,143,102,29,34,18,29,11,18
7.1,Montlake/Portage Bay,4576,111,3971,161,171,112,0,21,171,112,294,105,31,38,263,97,128,69,25,30,103,66,12,24,0,21,12,24
7.2,University District,5280,209,3487,338,185,112,12,30,173,110,367,162,79,101,288,127,1198,235,284,110,914,207,43,44,17,37,26,34
7.3,Ravenna/Bryant,9895,238,8017,318,419,126,5,30,414,126,661,174,56,50,605,169,687,165,133,66,554,150,111,66,31,46,80,56
7.4,Wedgwood/View Ridge,6148,153,4785,222,259,90,8,27,251,89,499,132,49,54,450,125,541,113,62,46,479,105,64,47,0,27,64,47
7.5,Laurelhurst/Sand Point,4412,158,3350,229,180,104,32,40,148,98,376,120,32,38,344,118,462,144,78,58,384,131,44,61,7,20,37,61
8.1,Northgate/Maple Leaf,6976,196,4878,293,439,177,68,74,371,172,413,119,81,57,332,105,845,175,317,121,528,157,401,172,157,107,244,157
8.2,Olympic Hills/Victory Heights,6737,204,5051,285,368,123,59,73,309,97,163,93,35,48,128,81,957,204,372,144,585,154,198,120,121,101,77,63
8.3,Cedar Park/Meadowbrook,5748,207,4486,273,330,117,96,67,234,111,285,95,47,36,238,88,474,132,169,94,305,119,173,128,93,89,80,71
9.1,Broadview/Bitter Lake,6683,218,5127,294,282,119,43,43,239,109,472,169,126,124,346,118,533,150,134,80,399,150,269,135,64,88,205,112
9.2,Licton Springs,4422,146,3224,257,351,152,88,73,263,137,165,104,47,58,118,84,632,175,221,96,411,150,50,55,50,55,0,17
9.3,Greenwood/Phinney Ridge,10923,235,9359,310,354,127,53,53,301,117,579,153,18,40,561,160,529,118,26,36,503,122,102,63,0,29,102,63
9.4,Green Lake,6673,219,5413,289,314,142,31,37,283,138,519,149,56,75,463,124,406,117,69,63,337,102,21,30,0,24,21,30
9.5,Haller Lake,4467,139,3400,235,164,92,54,65,110,59,218,107,17,30,201,104,521,151,41,40,480,147,164,107,23,33,141,108
10.1,North Beach/Blue Ridge,5103,114,4310,167,337,131,13,29,324,129,212,73,37,32,175,70,186,58,40,39,146,55,58,71,0,21,58,71
10.2,Whittier Heights,5610,116,4743,211,308,145,35,58,273,127,254,100,0,24,254,100,251,88,17,29,234,94,54,53,19,34,35,44
10.3,Sunset Hill/Loyal Heights,6432,193,5547,231,236,120,33,40,203,113,400,138,48,44,352,131,232,106,66,82,166,73,17,33,17,33,0,24
10.4,Ballard,4091,212,3376,314,154,147,19,32,135,142,369,191,37,46,332,194,170,174,0,17,170,174,22,35,0,17,22,35
11.1,Fremont,8389,231,7173,309,341,119,30,38,311,117,423,133,0,24,423,133,407,157,36,37,371,157,45,47,0,24,45,47
