area_id,area_name,b25068001,b25068001_moe,b25068002,b25068002_moe,b25068003,b25068003_moe,b25068004,b25068004_moe,b25068005,b25068005_moe,b25068006,b25068006_moe,b25068007,b25068007_moe,b25068008,b25068008_moe,b25068009,b25068009_moe,b25068010,b25068010_moe,b25068011,b25068011_moe,b25068012,b25068012_moe,b25068013,b25068013_moe,b25068014,b25068014_moe,b25068015,b25068015_moe,b25068016,b25068016_moe,b25068017,b25068017_moe,b25068018,b25068018_moe,b25068019,b25068019_moe,b25068020,b25068020_moe,b25068021,b25068021_moe,b25068022,b25068022_moe,b25068023,b25068023_moe,b25068024,b25068024_moe,b25068025,b25068025_moe,b25068026,b25068026_moe,b25068027,b25068027_moe,b25068028,b25068028_moe,b25068029,b25068029_moe,b25068030,b25068030_moe,b25068031,b25068031_moe,b25068032,b25068032_moe,b25068033,b25068033_moe,b25068034,b25068034_moe,b25068035,b25068035_moe,b25068036,b25068036_moe,b25068037,b25068037_moe
3.2,Georgetown,435,76,46,36,46,36,0,12,3,6,4,9,28,29,11,19,0,12,0,12,196,77,196,77,0,12,0,12,21,32,83,51,89,62,3,9,0,12,147,85,147,85,0,12,0,12,0,12,30,32,64,42,53,64,0,12,46,36,46,36,0,12,0,12,8,10,0,12,0,12,38,34,0,12
3.3,Duwamish/SODO,450,116,47,38,47,38,0,12,0,12,0,12,34,37,6,10,7,13,0,12,231,81,225,79,13,20,0,12,0,12,30,48,105,62,77,49,6,9,155,90,112,74,0,12,0,12,0,12,0,12,0,12,112,74,43,66,17,19,17,19,0,12,0,12,0,12,0,12,0,12,17,19,0,12
3.4,South Beacon Hill/NewHolly,2128,233,56,50,56,50,14,31,0,24,29,39,13,30,0,24,0,24,0,24,352,107,334,105,20,26,114,69,28,35,53,40,82,69,37,36,18,25,696,196,666,197,49,59,35,57,15,25,96,93,78,71,393,148,30,35,1024,203,925,189,0,24,42,37,143,106,98,70,72,51,570,159,99,75
3.5,Beacon Hill,819,197,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,49,47,49,47,0,17,0,17,0,17,0,17,13,24,36,42,0,17,344,132,344,132,0,17,0,17,49,60,63,51,132,85,100,75,0,17,426,158,426,158,0,17,0,17,0,17,20,31,76,77,330,133,0,17
3.6,North Beacon Hill/Jefferson Park,3182,273,305,149,305,149,0,24,33,56,0,24,162,108,78,83,32,51,0,24,1061,228,1061,228,94,79,143,91,83,57,317,153,332,119,92,78,0,24,1151,256,1059,250,0,24,0,24,147,85,23,34,366,201,523,185,92,77,665,180,631,182,14,29,0,24,49,59,61,71,88,80,419,142,34,39
4.1,Rainier Beach,2206,294,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,504,169,504,169,0,27,46,59,21,33,155,100,255,127,27,37,0,27,1018,264,990,263,0,27,0,27,52,61,211,149,481,168,246,138,28,38,684,216,671,215,0,27,33,53,47,73,50,64,0,27,541,191,13,30
4.2,Columbia City,3115,312,46,48,46,48,0,27,0,27,0,27,0,27,23,42,23,32,0,27,1185,243,1185,243,0,27,66,53,98,66,514,170,328,154,179,123,0,27,922,257,902,257,14,31,49,61,55,46,47,40,406,191,331,139,20,37,962,229,932,228,0,27,0,27,16,33,42,65,184,112,690,194,30,33
4.3,Seward Park,730,135,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,350,106,350,106,0,17,42,57,0,17,42,32,244,100,22,25,0,17,245,98,245,98,0,17,9,18,15,22,0,17,68,62,153,78,0,17,135,58,117,55,0,17,0,17,0,17,16,22,16,34,85,47,18,24
4.4,Mt. Baker/North Rainier,700,146,13,22,13,22,0,17,0,17,13,22,0,17,0,17,0,17,0,17,213,78,213,78,51,48,51,47,28,24,40,36,29,35,14,22,0,17,224,109,210,110,0,17,0,17,14,22,0,17,76,68,120,92,14,22,250,131,239,129,0,17,0,17,63,85,50,54,16,25,110,87,11,17
5.1,Madrona/Leschi,1263,209,43,36,43,36,0,21,0,21,0,21,0,21,16,30,27,33,0,21,351,136,351,136,0,21,0,21,35,32,0,21,188,120,128,65,0,21,569,177,569,177,0,21,0,21,0,21,59,83,76,97,434,160,0,21,300,121,270,117,0,21,0,21,0,21,18,32,71,61,181,94,30,38
5.2,Judkins Park,1136,129,314,81,314,81,0,12,95,58,48,45,114,80,21,23,36,30,0,12,521,115,511,115,65,52,80,54,45,31,22,20,135,87,164,72,10,15,149,71,149,71,0,12,11,16,9,14,30,37,36,34,63,41,0,12,152,76,152,76,0,12,8,13,0,12,0,12,36,28,108,70,0,12
5.3,Central Area/Squire Park,4628,310,396,154,396,154,0,24,0,24,77,75,144,105,60,57,115,76,0,24,1791,273,1791,273,31,36,150,89,162,101,254,134,603,176,591,170,0,24,1432,251,1407,250,0,24,6,23,64,78,165,111,222,118,950,195,25,41,1009,218,923,214,0,24,44,57,27,34,0,24,10,26,842,208,86,65
6.1,First Hill,6419,309,1579,282,1555,281,78,58,135,67,110,80,505,160,400,122,327,159,24,44,2967,302,2917,299,162,95,81,63,92,68,280,126,857,168,1445,221,50,46,1685,261,1631,257,0,24,42,58,78,53,107,77,269,107,1135,218,54,44,188,87,174,83,0,24,10,26,17,29,41,50,25,36,81,63,14,31
6.2,Capitol Hill,11287,402,2431,392,2431,392,0,29,138,113,101,88,717,223,1026,259,449,171,0,29,6651,497,6551,497,20,29,187,105,230,128,558,168,2329,387,3227,423,100,97,1861,317,1842,317,56,92,13,33,32,41,45,61,133,71,1563,302,19,40,344,174,272,157,0,29,13,32,36,46,9,28,38,50,176,140,72,86
6.3,North Capitol Hill,1182,192,153,96,153,96,0,12,0,12,0,12,15,24,18,30,120,88,0,12,765,195,752,198,0,12,0,12,0,12,78,83,328,127,346,133,13,20,201,107,201,107,0,12,0,12,0,12,0,12,20,31,181,100,0,12,63,76,63,76,0,12,0,12,0,12,0,12,0,12,63,76,0,12
6.4,Miller Park,1641,131,112,73,112,73,0,17,0,17,0,17,0,17,64,61,48,45,0,17,791,141,791,141,10,20,33,32,32,35,40,36,219,95,457,108,0,17,523,120,510,120,0,17,18,23,9,20,0,17,66,48,417,111,13,23,215,87,196,79,0,17,0,17,8,18,0,17,0,17,188,79,19,32
6.5,Madison Park,1164,153,18,29,18,29,0,17,0,17,0,17,18,29,0,17,0,17,0,17,521,144,521,144,0,17,0,17,15,24,0,17,140,95,366,125,0,17,506,148,490,154,0,17,0,17,0,17,0,17,16,25,474,154,16,28,119,95,119,95,0,17,0,17,0,17,0,17,0,17,119,95,0,17
7.1,Montlake/Portage Bay,2149,176,122,90,108,86,0,21,0,21,0,21,37,58,45,57,26,35,14,26,994,182,979,181,0,21,0,21,0,21,114,97,256,106,609,173,15,27,673,198,645,192,0,21,0,21,0,21,24,43,13,23,608,195,28,35,360,146,323,145,0,21,0,21,0,21,0,21,42,68,281,130,37,34
7.2,University District,4506,235,1166,237,1166,237,12,31,0,29,19,38,543,196,525,206,67,73,0,29,1875,251,1875,251,24,32,108,101,143,117,291,121,613,149,696,182,0,29,699,207,699,207,0,29,0,29,12,31,68,56,143,112,476,162,0,29,766,184,735,176,0,29,0,29,13,33,25,32,185,116,512,155,31,44
7.3,Ravenna/Bryant,4003,299,291,134,291,134,0,32,0,32,0,32,174,117,77,67,40,42,0,32,1165,218,1165,218,7,32,0,32,47,45,197,90,452,126,462,155,0,32,1460,219,1374,221,0,32,0,32,12,36,97,70,265,115,1000,199,86,60,1087,191,1059,189,0,32,0,32,0,32,37,38,92,67,930,179,28,35
7.4,Wedgwood/View Ridge,1288,178,76,67,66,65,0,27,0,27,0,27,7,27,25,31,34,57,10,28,183,80,183,80,0,27,0,27,16,30,62,67,85,44,20,28,0,27,618,137,596,134,0,27,0,27,41,57,50,77,122,59,383,106,22,42,411,112,381,109,0,27,0,27,0,27,0,27,0,27,381,109,30,32
7.5,Laurelhurst/Sand Point,1559,212,94,75,94,75,59,66,0,21,27,45,8,21,0,21,0,21,0,21,483,118,483,118,0,21,0,21,0,21,19,28,101,58,363,107,0,21,618,173,561,163,6,21,22,39,20,34,24,28,56,39,433,154,57,69,364,132,341,127,0,21,0,21,0,21,10,24,0,21,331,126,23,27
8.1,Northgate/Maple Leaf,4253,238,756,220,756,220,0,24,20,37,70,48,358,162,151,93,157,122,0,24,1772,275,1764,275,34,43,75,59,54,52,183,90,906,226,512,155,8,25,1266,251,1180,247,0,24,31,39,24,34,27,35,153,100,945,236,86,85,459,135,446,135,0,24,0,24,0,24,67,60,7,24,372,126,13,29
8.2,Olympic Hills/Victory Heights,3240,292,125,97,125,97,0,24,0,24,16,33,52,65,57,70,0,24,0,24,1364,236,1364,236,0,24,15,31,44,53,208,96,862,197,235,114,0,24,1134,237,969,206,0,24,23,33,24,30,28,35,267,124,627,163,165,124,617,165,547,163,0,24,0,24,11,25,58,71,52,43,426,144,70,52
8.3,Cedar Park/Meadowbrook,2894,245,147,108,147,108,12,27,0,27,0,27,15,25,109,104,11,28,0,27,1429,208,1414,208,56,62,144,105,36,38,302,119,784,171,92,51,15,35,910,198,887,195,14,30,34,59,0,27,88,78,267,105,484,164,23,31,408,105,401,105,12,31,18,34,32,35,4,25,57,46,278,88,7,26
9.1,Broadview/Bitter Lake,3398,253,401,154,401,154,88,102,31,40,96,76,92,75,94,84,0,27,0,27,1795,251,1795,251,110,90,98,93,116,74,175,117,982,213,314,104,0,27,940,222,940,222,0,27,39,52,47,65,14,31,207,136,633,179,0,27,262,112,262,112,0,27,0,27,0,27,0,27,30,42,232,103,0,27
9.2,Licton Springs,2620,254,107,81,107,81,0,17,0,17,27,30,80,80,0,17,0,17,0,17,705,177,705,177,36,30,53,45,32,34,171,104,310,125,103,77,0,17,1353,249,1340,251,28,47,0,17,19,34,108,111,212,103,973,214,13,25,455,146,422,143,0,17,0,17,0,17,11,22,0,17,411,140,33,47
9.3,Greenwood/Phinney Ridge,4570,322,350,126,350,126,0,29,0,29,29,54,85,60,150,95,86,61,0,29,1909,250,1860,246,85,90,19,32,109,67,163,71,798,173,686,170,49,61,1517,251,1466,248,61,68,0,29,12,32,26,49,251,106,1116,211,51,48,794,190,762,187,0,29,0,29,0,29,25,47,106,92,631,165,32,36
9.4,Green Lake,3231,254,369,148,369,148,16,31,50,82,0,24,24,30,134,110,145,89,0,24,1259,213,1259,213,18,33,103,62,32,40,66,52,367,143,673,182,0,24,1064,202,1053,201,0,24,0,24,30,37,14,29,11,28,998,202,11,27,539,164,514,161,0,24,16,30,0,24,0,24,34,50,464,157,25,33
9.5,Haller Lake,1780,238,118,123,118,123,57,89,0,21,51,85,0,21,0,21,10,20,0,21,575,193,575,193,0,21,0,21,0,21,108,126,243,106,224,127,0,21,753,215,722,214,0,21,0,21,34,54,15,27,26,32,647,202,31,30,334,121,334,121,0,21,0,21,3,16,9,21,35,42,287,117,0,21
10.1,North Beach/Blue Ridge,1499,180,46,35,38,33,0,21,0,21,0,21,11,25,18,25,9,23,8,21,440,131,440,131,0,21,0,21,0,21,80,78,287,102,73,43,0,21,563,134,563,134,0,21,0,21,13,27,35,53,138,80,377,117,0,21,450,159,433,158,0,21,0,21,0,21,9,25,27,34,397,146,17,26
10.2,Whittier Heights,2600,254,135,102,135,102,0,24,0,24,12,25,66,88,57,50,0,24,0,24,863,189,863,189,0,24,0,24,0,24,212,95,435,136,216,118,0,24,1173,205,1155,203,0,24,0,24,0,24,0,24,91,53,1064,205,18,33,429,158,429,158,0,24,0,24,17,29,0,24,0,24,412,158,0,24
10.3,Sunset Hill/Loyal Heights,2370,246,59,37,59,37,0,24,0,24,0,24,0,24,59,37,0,24,0,24,1049,196,1049,196,0,24,61,42,122,77,45,42,506,156,315,111,0,24,812,183,812,183,0,24,0,24,13,27,11,24,114,64,674,170,0,24,450,153,438,152,0,24,17,33,0,24,0,24,0,24,421,147,12,25
10.4,Ballard,3165,293,514,211,514,211,0,17,79,87,0,17,83,65,33,37,319,200,0,17,1313,267,1313,267,0,17,57,54,54,42,96,77,430,137,676,224,0,17,1028,281,992,280,15,24,0,17,0,17,37,44,174,149,766,259,36,52,310,128,267,118,0,17,0,17,0,17,37,53,41,48,189,105,43,54
11.1,Fremont,5117,318,379,169,379,169,0,24,9,25,0,24,200,142,100,82,70,70,0,24,2327,291,2327,291,0,24,30,39,27,38,153,83,1137,229,980,210,0,24,1737,296,1737,296,7,23,0,24,0,24,29,38,122,64,1579,286,0,24,674,167,674,167,0,24,0,24,14,29,18,35,29,32,613,161,0,24
11.2,Wallingford,4411,250,288,125,288,125,0,27,0,27,48,82,94,67,143,87,3,25,0,27,1939,259,1939,259,0,27,52,50,75,74,143,67,733,181,936,194,0,27,1342,236,1342,236,0,27,0,27,0,27,0,27,218,117,1124,213,0,27,842,183,820,182,0,27,0,27,0,27,15,30,59,47,746,169,22,34
11.3,Cascade/Eastlake,7808,430,2667,406,2620,397,73,81,151,110,134,92,508,163,998,295,756,230,47,79,3746,429,3666,424,64,55,214,122,140,88,136,74,783,188,2329,334,80,60,1225,292,1225,292,0,21,40,59,11,25,50,47,103,63,1021,274,0,21,170,100,170,100,0,21,9,23,0,21,0,21,0,21,161,100,0,21
12.1,Magnolia,1314,210,64,60,64,60,0,24,0,24,0,24,42,67,0,24,22,39,0,24,407,133,407,133,0,24,12,26,12,26,42,44,208,93,133,92,0,24,293,101,282,101,0,24,0,24,0,24,0,24,15,30,267,100,11,25,550,164,460,151,0,24,0,24,0,24,0,24,0,24,460,151,90,67
12.2,Interbay,3021,259,88,61,88,61,0,21,0,21,0,21,32,36,30,50,26,34,0,21,1546,253,1546,253,0,21,0,21,0,21,93,73,715,180,738,199,0,21,1162,247,1085,234,0,21,0,21,9,23,0,21,134,78,942,227,77,75,225,107,214,104,0,21,0,21,0,21,0,21,15,27,199,102,11,22
12.3,Queen Anne,11547,494,1484,300,1484,300,40,51,61,63,32,50,372,164,707,220,272,130,0,40,5989,516,5962,514,54,54,39,48,183,133,484,161,1731,291,3471,419,27,46,3117,417,3062,415,0,40,38,46,40,58,35,45,217,94,2732,401,55,56,957,219,919,216,7,40,0,40,0,40,21,43,61,61,830,213,38,47
13.1,Belltown,4347,335,1588,293,1588,293,99,77,159,102,325,150,393,170,217,114,395,187,0,21,1922,307,1877,304,148,142,117,77,59,76,137,83,140,85,1276,251,45,55,624,204,564,195,0,21,33,30,0,21,15,30,41,43,475,183,60,68,213,82,213,82,0,21,15,28,0,21,33,45,119,12,46,61,0,21
13.2,Downtown Commercial Core,2008,197,718,174,684,168,43,50,191,106,78,68,141,68,42,65,189,127,34,55,1076,205,1061,202,48,47,105,59,65,80,85,75,67,44,691,178,15,23,163,67,163,67,0,12,0,12,0,12,0,12,0,12,163,67,0,12,51,64,51,64,13,21,0,12,0,12,0,12,0,12,38,61,0,12
13.3,Pioneer Square/International District,2880,161,917,164,906,163,98,88,202,85,279,104,32,25,153,84,142,70,11,22,1428,197,1398,192,219,94,296,92,163,74,215,88,304,109,201,77,30,49,330,81,330,81,13,20,19,28,36,29,18,24,83,51,161,63,0,17,205,97,194,95,10,20,7,18,77,62,0,17,54,57,46,36,11,21
