area_id,area_name,b02009001,b02009001_moe
1.1,Arbor Heights,203,141
1.2,Fauntleroy/Seaview,333,160
1.3,West Seattle Junction/Genesee Hill,516,229
1.4,Alki/Admiral,368,195
2.1,North Delridge,476,321
2.2,High Point,2193,413
2.3,Riverview,704,266
2.4,Roxhill/Westwood,1307,356
2.5,Highland Park,664,182
3.1,South Park,441,270
3.2,Georgetown,52,54
3.3,Duwamish/SODO,407,285
3.4,South Beacon Hill/NewHolly,5131,1093
3.5,Beacon Hill,991,367
3.6,North Beacon Hill/Jefferson Park,2252,454
4.1,Rainier Beach,5341,780
4.2,Columbia City,4937,811
4.3,Seward Park,1410,289
4.4,Mt. Baker/North Rainier,884,289
5.1,Madrona/Leschi,2537,488
5.2,Judkins Park,787,246
5.3,Central Area/Squire Park,4253,719
6.1,First Hill,1819,340
6.2,Capitol Hill,1464,444
6.3,North Capitol Hill,36,39
6.4,Miller Park,942,297
6.5,Madison Park,116,105
7.1,Montlake/Portage Bay,321,151
7.2,University District,525,192
7.3,Ravenna/Bryant,784,269
7.4,Wedgwood/View Ridge,487,253
7.5,Laurelhurst/Sand Point,440,209
8.1,Northgate/Maple Leaf,547,204
8.2,Olympic Hills/Victory Heights,1026,355
8.3,Cedar Park/Meadowbrook,823,294
9.1,Broadview/Bitter Lake,1365,499
9.2,Licton Springs,554,295
9.3,Greenwood/Phinney Ridge,934,506
9.4,Green Lake,375,176
9.5,Haller Lake,746,341
10.1,North Beach/Blue Ridge,282,154
10.2,Whittier Heights,289,198
10.3,Sunset Hill/Loyal Heights,177,111
10.4,Ballard,146,122
11.1,Fremont,413,236
11.2,Wallingford,602,253
11.3,Cascade/Eastlake,823,236
12.1,Magnolia,72,68
12.2,Interbay,626,322
12.3,Queen Anne,1160,462
13.1,Belltown,712,249
13.2,Downtown Commercial Core,483,210
13.3,Pioneer Square/International District,871,501
