area_id,area_name,b06008001,b06008001_moe,b06008002,b06008002_moe,b06008003,b06008003_moe,b06008004,b06008004_moe,b06008005,b06008005_moe,b06008006,b06008006_moe,b06008007,b06008007_moe,b06008008,b06008008_moe,b06008009,b06008009_moe,b06008010,b06008010_moe,b06008011,b06008011_moe,b06008012,b06008012_moe,b06008013,b06008013_moe,b06008014,b06008014_moe,b06008015,b06008015_moe,b06008016,b06008016_moe,b06008017,b06008017_moe,b06008018,b06008018_moe,b06008019,b06008019_moe,b06008020,b06008020_moe,b06008021,b06008021_moe,b06008022,b06008022_moe,b06008023,b06008023_moe,b06008024,b06008024_moe,b06008025,b06008025_moe,b06008026,b06008026_moe,b06008027,b06008027_moe,b06008028,b06008028_moe,b06008029,b06008029_moe,b06008030,b06008030_moe
1.1,Arbor Heights,5095,223,1430,250,2761,295,578,162,24,34,302,93,2650,274,1078,193,1258,240,194,76,0,17,120,51,1918,197,278,100,1153,184,361,132,14,24,112,55,55,39,0,17,32,31,23,25,0,17,0,17,472,121,74,62,318,100,0,17,10,20,70,66
1.2,Fauntleroy/Seaview,11543,486,3261,415,5957,546,1684,324,99,66,542,133,4802,469,1560,279,2427,419,651,204,48,48,116,60,5543,512,1293,288,2889,381,951,242,31,42,379,114,298,139,57,58,194,117,31,40,0,24,16,31,900,216,351,144,447,153,51,44,20,28,31,34
1.3,West Seattle Junction/Genesee Hill,15172,575,5395,553,6887,503,1838,287,171,109,881,212,5997,539,2700,422,2326,352,740,174,6,21,225,100,7412,542,2156,330,3850,438,804,194,127,97,475,146,250,114,99,77,71,50,75,87,0,29,5,26,1513,288,440,136,640,179,219,130,38,53,176,112
1.4,Alki/Admiral,9775,423,3169,386,4725,446,1365,249,0,24,516,137,3607,398,1262,224,1667,322,474,149,0,24,204,89,5054,404,1546,309,2478,326,777,188,0,24,253,95,190,110,108,87,66,52,0,24,0,24,16,31,924,264,253,137,514,214,114,59,0,24,43,44
2.1,North Delridge,4151,265,1678,312,1577,334,636,168,67,68,193,86,1397,235,725,217,428,145,209,111,15,26,20,25,1954,281,801,222,683,198,362,116,1,2,107,62,45,45,10,17,35,42,0,12,0,12,0,12,755,309,142,87,431,293,65,57,51,64,66,60
2.2,High Point,5047,401,2249,471,1727,272,609,181,161,129,301,128,1774,344,1043,290,486,192,196,96,0,17,49,42,1681,283,721,227,581,186,252,109,46,46,81,90,48,45,4,14,22,29,0,17,0,17,22,38,1544,293,481,186,638,196,161,106,115,113,149,91
2.3,Riverview,3878,237,1572,233,1487,215,571,153,82,70,166,72,1692,274,871,226,518,142,275,114,16,28,12,19,1261,204,472,151,501,120,180,82,6,11,102,55,53,39,31,33,15,17,0,12,0,12,7,12,872,173,198,104,453,122,116,74,60,64,45,36
2.4,Roxhill/Westwood,10423,578,3871,469,4399,520,1456,322,230,131,467,114,2863,401,1515,260,849,183,437,252,8,21,54,40,4446,484,1563,368,1744,307,729,173,64,66,346,96,227,129,49,41,100,88,24,29,54,84,0,21,2887,477,744,291,1706,354,266,101,104,81,67,53
2.5,Highland Park,5037,361,1786,369,2328,392,639,166,83,67,201,107,1743,278,764,194,676,215,252,115,18,32,33,36,1762,311,514,216,821,250,253,106,32,47,142,94,137,108,22,38,107,95,8,20,0,21,0,21,1395,292,486,181,724,202,126,79,33,42,26,34
3.1,South Park,3243,414,1334,235,1382,324,242,90,110,63,175,70,752,145,450,124,175,73,97,62,14,26,16,21,802,158,339,124,296,94,107,66,28,32,32,38,184,123,72,77,73,75,0,17,0,17,39,43,1505,436,473,205,838,293,38,33,68,56,88,62
