area_id,area_name,b13001001,b13001001_moe,b13001002,b13001002_moe,b13001003,b13001003_moe,b13001004,b13001004_moe,b13001005,b13001005_moe,b13001006,b13001006_moe,b13001007,b13001007_moe,b13001008,b13001008_moe,b13001009,b13001009_moe
53,West Pullman,8224,730,1549,273,0,39,427,149,1122,247,6675,700,1476,267,2925,419,2274,387
54,Riverdale,2250,353,260,89,0,16,79,57,181,77,1990,353,381,136,944,201,665,176
55,Hegewisch,2388,329,959,194,0,19,273,135,686,187,1429,297,265,138,695,192,469,156
56,Garfield Ridge,8131,521,4080,314,63,66,1020,218,2997,292,4051,462,1085,208,2083,352,883,185
57,Archer Heights,3217,293,1436,196,0,27,595,144,841,147,1781,274,403,108,966,222,412,135
58,Brighton Park,11553,697,5346,412,20,43,1702,277,3624,352,6207,584,1699,299,3206,424,1302,248
59,McKinley Park,4187,418,1908,227,0,25,811,175,1097,193,2279,369,539,146,1087,243,653,172
60,Bridgeport,8889,590,3569,331,0,37,1144,203,2425,275,5320,486,1237,234,2869,380,1214,208
61,New City,11450,694,4095,332,21,47,1650,233,2424,262,7355,634,1990,307,3480,440,1885,272
62,West Elsdon,4834,416,2269,283,8,28,1003,197,1258,213,2565,324,635,164,1345,241,585,162
63,Gage Park,10884,692,5136,402,51,55,1750,276,3335,338,5748,597,1965,330,2758,407,1025,227
64,Clearing,5632,455,2429,293,38,52,1106,225,1285,224,3203,422,542,165,1748,341,913,217
65,West Lawn,8108,554,3917,326,0,34,1590,291,2327,292,4191,500,1043,257,2061,344,1087,241
66,Chicago Lawn,15340,882,4521,415,58,70,1536,273,2927,329,10819,822,2628,398,4982,506,3209,407
67,West Englewood,9336,636,1448,216,5,47,533,149,910,165,7888,621,1698,248,3255,398,2935,323
68,Englewood,7961,632,915,175,1,35,145,78,769,159,7046,616,1395,260,3193,388,2458,303
69,Greater Grand Crossing,8454,663,1364,253,19,47,313,115,1032,225,7090,625,1457,269,2910,355,2723,332
70,Ashburn,10795,721,4338,362,0,41,1106,222,3232,342,6457,644,1458,339,3167,469,1832,295
71,Auburn Gresham,13371,824,2387,327,0,46,441,145,1946,290,10984,748,2478,362,4130,451,4376,464
72,Beverly,4468,364,2218,200,0,29,343,92,1875,192,2250,313,721,162,893,205,636,154
73,Washington Heights,6014,540,1104,218,0,33,201,99,903,195,4910,508,910,239,2105,382,1895,311
74,Mount Greenwood,4638,396,2424,207,9,27,604,138,1811,201,2214,372,787,194,871,255,556,163
75,Morgan Park,5545,483,1948,248,0,31,339,116,1609,232,3597,457,667,211,1458,256,1472,295
76,O'Hare,3588,408,2006,320,0,38,1139,257,867,230,1582,311,91,88,964,252,527,199
77,Edgewater,16737,954,5178,484,0,48,2340,346,2838,374,11559,915,1866,351,6637,753,3056,441
