area_id,area_name,b25086001,b25086001_moe
1,Rogers Park,46932000,32987112
2,West Ridge,48174000,51089488
3,Uptown,52332700,28125956
4,Lincoln Square,9700000,10283303
5,North Center,128240700,80372144
6,Lake View,55485000,37050133
7,Lincoln Park,111753700,80250002
8,Near North Side,1361708100,1016217464
10,Norwood Park,15380000,17600138
11,Jefferson Park,44416000,35669893
14,Albany Park,6174000,6471509
15,Portage Park,70601900,42910913
16,Irving Park,26490000,24335633
17,Dunning,10362000,11956866
21,Avondale,34605800,23247680
22,Logan Square,54032000,44837433
23,Humboldt Park,99085200,49926679
24,West Town,44255000,41806519
25,Austin,106946000,52576451
26,West Garfield Park,5933100,3552351
28,Near West Side,118902500,72629175
29,North Lawndale,38935000,40598528
30,South Lawndale,5577300,5941525
32,Loop,276411600,93375198
33,Near South Side,378744100,194214505
38,Grand Boulevard,47595400,23104024
39,Kenwood,30250000,21017577
40,Washington Park,17872200,11918024
41,Hyde Park,16180000,14855003
42,Woodlawn,98734000,60605742
43,South Shore,45263000,35694014
44,Chatham,4136400,4782179
45,Avalon Park,11162100,13075079
46,South Chicago,30373000,15324424
49,Roseland,2762000,2737549
52,East Side,9278600,8969100
53,West Pullman,7599700,6058570
56,Garfield Ridge,7500000,8133939
57,Archer Heights,10310000,10381659
58,Brighton Park,29140000,22561539
59,McKinley Park,42474800,61876206
60,Bridgeport,48483000,32019727
61,New City,37238700,24907919
63,Gage Park,4776400,5076805
64,Clearing,3985000,4140308
65,West Lawn,46237500,20322343
66,Chicago Lawn,211930900,47919424
67,West Englewood,16830800,7801355
68,Englewood,86243800,20361381
69,Greater Grand Crossing,60628800,32092747
70,Ashburn,36523000,18422290
71,Auburn Gresham,29463300,16786042
72,Beverly,15824000,14970375
73,Washington Heights,90888000,44467517
74,Mount Greenwood,68094700,28641014
75,Morgan Park,27612000,19929300
