area_id,area_name,c27008001,c27008001_moe,c27008002,c27008002_moe,c27008003,c27008003_moe,c27008004,c27008004_moe,c27008005,c27008005_moe,c27008006,c27008006_moe,c27008007,c27008007_moe,c27008008,c27008008_moe,c27008009,c27008009_moe,c27008010,c27008010_moe,c27008011,c27008011_moe,c27008012,c27008012_moe,c27008013,c27008013_moe,c27008014,c27008014_moe,c27008015,c27008015_moe,c27008016,c27008016_moe,c27008017,c27008017_moe,c27008018,c27008018_moe,c27008019,c27008019_moe,c27008020,c27008020_moe,c27008021,c27008021_moe
1,Rogers Park,56493,2171,28398,1311,5719,626,0,48,5719,626,21140,1015,48,55,21092,1016,1539,256,63,59,1476,252,28095,1411,5717,659,19,55,5698,658,20230,1112,71,59,20159,1111,2148,302,0,48,2148,302
2,West Ridge,72744,2584,35480,1555,9182,880,23,61,9159,880,22673,1085,56,84,22617,1088,3625,405,74,62,3551,404,37264,1544,9854,913,50,91,9804,914,22244,1025,30,56,22214,1023,5166,491,9,52,5157,491
3,Uptown,53670,1701,28324,1220,3701,526,0,48,3701,526,22795,1050,103,101,22692,1057,1828,307,49,66,1779,302,25346,1095,2860,488,26,64,2834,487,19220,847,81,79,19139,847,3266,432,10,48,3256,432
4,Lincoln Square,38116,1327,18919,850,3174,480,10,42,3164,480,14173,612,98,135,14075,616,1572,248,0,40,1572,248,19197,880,3144,470,9,41,3135,470,14286,625,46,51,14240,625,1767,265,0,40,1767,265
5,North Center,33402,1096,16644,751,3239,338,0,43,3239,338,12346,648,8,41,12338,648,1059,181,0,43,1059,181,16758,773,3004,429,0,43,3004,429,12312,533,27,43,12285,534,1442,214,42,74,1400,217
6,Lake View,96425,1729,47189,1391,4629,526,0,66,4629,526,39709,1257,130,91,39579,1255,2851,291,44,74,2807,289,49236,1438,5172,480,0,66,5172,480,40387,1270,87,76,40300,1269,3677,343,21,69,3656,342
7,Lincoln Park,64028,1704,31324,1161,4602,472,0,51,4602,472,24341,999,34,57,24307,999,2381,272,37,53,2344,272,32704,1205,4269,534,0,51,4269,534,26297,982,78,87,26219,982,2138,263,18,51,2120,263
8,Near North Side,80315,1814,36801,1353,2932,434,0,54,2932,434,28513,1180,56,70,28457,1181,5356,447,45,67,5311,450,43514,1395,2960,512,0,54,2960,512,33677,1200,60,71,33617,1199,6877,497,20,62,6857,500
9,Edison Park,11135,498,5169,358,1053,188,0,25,1053,188,3483,287,4,24,3479,287,633,110,30,30,603,107,5966,353,1213,206,0,25,1213,206,3719,287,0,25,3719,287,1034,121,10,25,1024,120
10,Norwood Park,36933,1214,17999,779,3978,489,0,39,3978,489,11341,578,32,45,11309,580,2680,245,0,39,2680,245,18934,822,3458,478,0,39,3458,478,11216,555,10,41,11206,556,4260,293,30,49,4230,294
11,Jefferson Park,26760,1243,13423,782,3163,481,0,29,3163,481,8723,556,18,35,8705,555,1537,246,0,29,1537,246,13337,715,2639,380,0,29,2639,380,8529,542,0,29,8529,542,2169,272,0,29,2169,272
12,Forest Glen,18542,646,9116,458,2192,265,0,29,2192,265,5574,343,31,49,5543,339,1350,140,26,37,1324,140,9426,455,2245,260,0,29,2245,260,5458,281,38,51,5420,280,1723,174,37,41,1686,173
13,North Park,18562,1003,9003,632,2138,351,0,27,2138,351,5736,479,61,100,5675,460,1129,205,0,27,1129,205,9559,628,2113,365,0,27,2113,365,5631,454,0,27,5631,454,1815,236,0,27,1815,236
14,Albany Park,53540,2062,28116,1362,6936,726,0,45,6936,726,19685,1080,85,89,19600,1078,1495,245,9,44,1486,244,25424,1268,6417,703,0,45,6417,703,16785,842,7,42,16778,841,2222,288,9,46,2213,288
15,Portage Park,63461,1849,30498,1107,7573,756,14,49,7559,755,20321,800,112,78,20209,799,2604,315,0,47,2604,315,32963,1270,7061,694,23,51,7038,695,21535,878,64,61,21471,880,4367,374,15,52,4352,373
16,Irving Park,56160,1945,28260,1260,6169,575,6,45,6163,574,19887,989,97,68,19790,989,2204,299,13,50,2191,298,27900,1219,6838,724,47,64,6791,721,18625,787,19,53,18606,785,2437,294,13,50,2424,294
17,Dunning,41997,1248,20862,842,4341,479,29,59,4312,473,14069,638,9,40,14060,637,2452,254,42,46,2410,254,21135,797,3450,393,9,39,3441,392,13779,613,22,43,13757,612,3906,263,10,43,3896,263
18,Montclare,12279,836,5948,502,1553,308,0,23,1553,308,3694,382,0,23,3694,382,701,161,0,23,701,161,6331,508,1463,307,0,23,1463,307,3884,331,23,39,3861,331,984,189,0,23,984,189
19,Belmont Cragin,77642,2549,38310,1533,10985,870,43,74,10942,870,24933,1161,84,93,24849,1162,2392,287,20,60,2372,286,39332,1500,12235,907,8,51,12227,907,23763,930,58,83,23705,929,3334,349,21,60,3313,348
20,Hermosa,25068,1269,12326,816,3635,455,14,35,3621,453,7889,612,43,75,7846,606,802,195,7,27,795,194,12742,843,3634,493,31,56,3603,494,8045,541,44,62,8001,531,1063,218,7,27,1056,218
21,Avondale,41526,1885,21521,1188,5047,593,0,38,5047,593,15307,948,12,42,15295,947,1167,225,4,37,1163,224,20005,1189,4597,633,0,38,4597,633,13359,768,0,38,13359,768,2049,300,5,36,2044,299
22,Logan Square,73495,1997,37525,1308,7374,710,31,66,7343,710,28161,1046,55,63,28106,1047,1990,282,36,73,1954,281,35970,1276,7177,633,15,61,7162,632,26205,949,120,98,26085,946,2588,308,0,57,2588,308
23,Humboldt Park,54341,2208,26310,1347,8800,913,3,50,8797,913,15577,926,91,97,15486,915,1933,269,37,69,1896,268,28031,1336,7585,816,18,56,7567,816,18132,869,0,51,18132,869,2314,274,10,52,2304,275
24,West Town,83695,2001,42621,1379,6876,659,0,62,6876,659,33740,1156,17,67,33723,1153,2005,284,0,62,2005,284,41074,1286,6186,639,0,62,6186,639,31942,1005,9,63,31933,1005,2946,311,16,63,2930,311
25,Austin,97389,2742,45114,1622,13843,1029,0,61,13843,1029,27468,1175,151,132,27317,1177,3803,350,96,77,3707,349,52275,1768,12573,948,18,65,12555,948,33084,1147,83,103,33001,1142,6618,463,36,65,6582,462
26,West Garfield Park,19358,1315,9268,767,3486,479,0,35,3486,479,5107,518,12,35,5095,518,675,137,0,35,675,137,10090,763,3277,418,10,38,3267,418,5815,469,51,64,5764,456,998,159,0,35,998,159
27,East Garfield Park,21012,1341,8997,802,3651,459,14,43,3637,459,4618,517,15,43,4603,517,728,167,8,41,720,169,12015,810,3792,503,37,55,3755,502,7183,461,37,55,7146,462,1040,150,0,38,1040,150
28,Near West Side,53295,1645,26522,1135,4195,503,0,52,4195,503,20664,978,150,99,20514,977,1663,243,50,62,1613,244,26773,1043,3806,465,0,52,3806,465,21125,853,50,66,21075,855,1842,216,6,52,1836,216
29,North Lawndale,35623,1845,15583,1059,6041,644,0,43,6041,644,8489,736,7,43,8482,735,1053,194,7,41,1046,194,20040,1185,6305,672,0,43,6305,672,11790,710,6,42,11784,710,1945,246,39,54,1906,245
30,South Lawndale,62390,2266,32064,1408,9457,787,0,48,9457,787,20886,1041,4,47,20882,1041,1721,258,41,54,1680,258,30326,1344,10251,865,0,48,10251,865,18099,814,7,47,18092,814,1976,276,0,48,1976,276
31,Lower West Side,36577,1700,19564,1120,4564,526,9,43,4555,526,13781,889,13,42,13768,889,1219,227,11,42,1208,226,17013,973,4655,554,0,42,4655,554,10885,628,23,42,10862,629,1473,218,0,42,1473,218
32,Loop,25786,1427,12552,1076,676,262,0,30,676,262,10940,1011,44,47,10896,1012,936,171,0,30,936,171,13234,906,853,322,0,30,853,322,11291,845,43,53,11248,843,1090,197,0,30,1090,197
33,Near South Side,20076,1151,9413,905,1319,341,0,24,1319,341,7475,706,19,26,7456,708,619,226,0,24,619,226,10663,689,1240,275,0,24,1240,275,8309,536,17,25,8292,535,1114,247,0,24,1114,247
34,Armour Square,13710,850,6594,505,1219,252,0,27,1219,252,4194,422,0,27,4194,422,1181,216,23,38,1158,217,7116,563,1140,299,0,27,1140,299,4266,421,44,51,4222,408,1710,226,18,36,1692,229
35,Douglas,18357,845,8244,572,1577,269,14,40,1563,269,5793,480,58,58,5735,480,874,153,0,35,874,153,10113,575,1474,248,0,35,1474,248,7111,458,21,39,7090,458,1528,192,39,47,1489,192
36,Oakland,6260,469,2380,315,866,182,0,19,866,182,1262,234,0,19,1262,234,252,88,8,20,244,87,3880,335,989,207,0,19,989,207,2466,239,0,19,2466,239,425,105,23,34,402,103
37,Fuller Park,2924,543,1445,292,485,169,0,16,485,169,717,212,0,16,717,212,243,67,0,16,243,67,1479,349,356,180,0,16,356,180,895,211,0,16,895,211,228,70,0,16,228,70
38,Grand Boulevard,22964,1171,10050,680,3158,447,18,49,3140,446,5727,483,57,53,5670,483,1165,188,19,43,1146,188,12914,767,3073,446,13,41,3060,446,8171,486,91,68,8080,486,1670,194,10,44,1660,193
39,Kenwood,17937,907,8082,589,1982,359,0,31,1982,359,5054,453,33,41,5021,449,1046,181,17,37,1029,178,9855,635,1712,281,0,31,1712,281,6597,487,13,34,6584,486,1546,224,0,31,1546,224
