area_id,area_name,b18103001,b18103001_moe,b18103002,b18103002_moe,b18103003,b18103003_moe,b18103004,b18103004_moe,b18103005,b18103005_moe,b18103006,b18103006_moe,b18103007,b18103007_moe,b18103008,b18103008_moe,b18103009,b18103009_moe,b18103010,b18103010_moe,b18103011,b18103011_moe,b18103012,b18103012_moe,b18103013,b18103013_moe,b18103014,b18103014_moe,b18103015,b18103015_moe,b18103016,b18103016_moe,b18103017,b18103017_moe,b18103018,b18103018_moe,b18103019,b18103019_moe,b18103020,b18103020_moe,b18103021,b18103021_moe,b18103022,b18103022_moe,b18103023,b18103023_moe,b18103024,b18103024_moe,b18103025,b18103025_moe,b18103026,b18103026_moe,b18103027,b18103027_moe,b18103028,b18103028_moe,b18103029,b18103029_moe,b18103030,b18103030_moe,b18103031,b18103031_moe,b18103032,b18103032_moe,b18103033,b18103033_moe,b18103034,b18103034_moe,b18103035,b18103035_moe,b18103036,b18103036_moe,b18103037,b18103037_moe,b18103038,b18103038_moe,b18103039,b18103039_moe
11,Jefferson Park,26760,1243,13423,782,927,236,0,29,927,236,2236,399,0,29,2236,399,3105,418,17,37,3088,415,5618,410,123,66,5495,407,767,173,0,29,767,173,770,194,56,47,714,189,13337,715,822,216,0,29,822,216,1817,276,0,29,1817,276,2884,382,14,36,2870,382,5645,375,133,96,5512,365,959,182,46,45,913,176,1210,219,88,55,1122,214
12,Forest Glen,18542,646,9116,458,540,140,0,29,540,140,1652,229,0,29,1652,229,1636,251,2,25,1634,250,3938,234,0,29,3938,234,713,141,39,59,674,134,637,132,23,35,614,129,9426,455,653,187,0,29,653,187,1592,216,0,29,1592,216,1423,242,0,29,1423,242,4035,212,52,43,3983,213,757,139,65,60,692,132,966,175,197,89,769,166
13,North Park,18562,1003,9003,632,616,167,0,27,616,167,1522,315,0,27,1522,315,2469,420,23,47,2446,419,3267,293,25,46,3242,288,637,170,31,55,606,168,492,133,44,49,448,129,9559,628,513,146,0,27,513,146,1600,327,103,148,1497,287,2005,289,10,29,1995,287,3626,317,30,44,3596,310,883,168,38,53,845,166,932,206,147,93,785,188
14,Albany Park,53540,2062,28116,1362,2486,445,9,46,2477,445,4450,567,41,55,4409,565,9266,798,26,47,9240,797,10419,661,274,123,10145,660,830,184,47,65,783,190,665,193,109,94,556,170,25424,1268,2045,362,24,58,2021,357,4372,571,51,72,4321,566,7866,651,45,67,7821,649,8919,579,125,78,8794,571,1048,218,48,49,1000,215,1174,247,264,144,910,194
15,Portage Park,63461,1849,30498,1107,1807,345,0,47,1807,345,5766,667,50,77,5716,656,7489,627,39,64,7450,627,12832,624,231,102,12601,627,1449,253,44,53,1405,251,1155,206,149,99,1006,187,32963,1270,2014,369,13,50,2001,368,5047,566,63,73,4984,559,7670,657,52,69,7618,652,13865,659,285,138,13580,656,2239,302,137,101,2102,294,2128,272,298,123,1830,250
16,Irving Park,56160,1945,28260,1260,2248,330,47,69,2201,329,3921,478,54,65,3867,475,8464,735,167,121,8297,716,11423,672,274,149,11149,657,1350,239,63,64,1287,234,854,187,129,98,725,162,27900,1219,2338,406,0,47,2338,406,4500,570,72,89,4428,558,7878,612,1,46,7877,612,10747,593,374,178,10373,570,1302,219,181,109,1121,201,1135,208,77,56,1058,202
17,Dunning,41997,1248,20862,842,1330,262,21,51,1309,259,3011,408,0,40,3011,408,5321,501,22,51,5299,499,8748,456,68,55,8680,457,1346,232,57,62,1289,223,1106,158,58,46,1048,153,21135,797,810,204,0,40,810,204,2640,335,28,48,2612,333,4758,500,0,40,4758,500,9021,440,139,88,8882,434,1738,231,29,43,1709,232,2168,222,249,97,1919,218
18,Montclare,12279,836,5948,502,441,157,7,19,434,157,1112,255,0,23,1112,255,1571,273,58,67,1513,255,2123,269,0,23,2123,269,191,76,27,30,164,73,510,153,97,90,413,133,6331,508,487,172,0,23,487,172,976,239,8,20,968,239,1494,272,36,61,1458,265,2390,263,6,18,2384,263,331,112,0,23,331,112,653,167,106,76,547,150
19,Belmont Cragin,77642,2549,38310,1533,3290,461,49,76,3241,459,7695,741,202,129,7493,726,10897,839,165,143,10732,821,14036,755,276,129,13760,742,1498,231,158,88,1340,218,894,187,172,83,722,171,39332,1500,3179,442,0,52,3179,442,9056,758,27,67,9029,754,9886,700,118,107,9768,682,13877,653,353,131,13524,652,1941,286,43,58,1898,284,1393,217,210,95,1183,196
20,Hermosa,25068,1269,12326,816,834,232,0,29,834,232,2801,382,41,47,2760,379,3377,454,127,98,3250,449,4512,396,103,69,4409,397,532,166,48,52,484,163,270,102,43,47,227,93,12742,843,1176,265,0,29,1176,265,2458,398,8,31,2450,398,3265,447,39,46,3226,447,4780,355,30,41,4750,357,639,177,42,54,597,169,424,139,118,87,306,113
21,Avondale,41526,1885,21521,1188,2016,358,31,62,1985,355,3031,443,93,87,2938,431,7669,759,139,125,7530,749,7638,595,188,92,7450,589,873,206,124,72,749,199,294,104,74,76,220,79,20005,1189,1355,310,0,38,1355,310,3242,525,53,62,3189,524,6637,596,23,42,6614,595,6722,514,138,81,6584,509,1355,266,105,100,1250,250,694,151,33,43,661,151
22,Logan Square,73495,1997,37525,1308,2811,379,0,57,2811,379,4563,555,56,77,4507,552,14705,922,155,101,14550,920,13456,681,216,116,13240,677,1437,254,87,84,1350,246,553,151,25,62,528,150,35970,1276,2419,343,0,57,2419,343,4758,511,48,70,4710,506,14518,744,91,85,14427,742,11687,590,271,116,11416,586,1519,251,126,81,1393,244,1069,211,79,67,990,206
23,Humboldt Park,54341,2208,26310,1347,2642,437,48,91,2594,430,6158,729,121,81,6037,722,7111,670,105,82,7006,665,8466,656,383,147,8083,650,1291,227,172,82,1119,223,642,188,75,72,567,181,28031,1336,2220,401,63,87,2157,391,5365,643,101,79,5264,639,8245,647,183,103,8062,643,9887,605,509,160,9378,589,1368,211,156,97,1212,207,946,197,105,81,841,189
24,West Town,83695,2001,42621,1379,2645,364,45,79,2600,363,4231,501,29,77,4202,499,18797,1015,222,109,18575,1013,14943,696,139,88,14804,695,1117,199,81,77,1036,193,888,206,81,72,807,202,41074,1286,2585,369,25,69,2560,369,3601,471,0,62,3601,471,19251,902,178,105,19073,902,12691,597,429,149,12262,589,1564,241,135,86,1429,233,1382,220,122,78,1260,216
25,Austin,97389,2742,45114,1622,3362,470,85,102,3277,451,10481,828,97,87,10384,825,10835,822,115,105,10720,818,16633,905,709,188,15924,891,2611,310,331,129,2280,291,1192,202,165,88,1027,191,52275,1768,3200,452,0,61,3200,452,9373,795,115,83,9258,792,12963,820,136,100,12827,811,20121,763,1084,244,19037,749,3734,368,414,138,3320,350,2884,339,487,153,2397,314
26,West Garfield Park,19358,1315,9268,767,943,240,6,34,937,240,2543,384,0,35,2543,384,2196,359,38,48,2158,359,2911,356,184,89,2727,348,462,123,17,42,445,120,213,72,30,47,183,62,10090,763,804,201,0,35,804,201,2473,355,27,45,2446,351,2524,303,20,46,2504,299,3291,319,100,58,3191,319,550,127,48,45,502,123,448,102,71,46,377,99
27,East Garfield Park,21012,1341,8997,802,894,249,5,37,889,249,2757,398,0,38,2757,398,2089,366,15,41,2074,366,2529,349,37,38,2492,349,504,139,51,53,453,133,224,86,28,46,196,80,12015,810,1032,226,0,38,1032,226,2760,419,23,53,2737,415,2963,337,12,41,2951,336,4220,330,148,90,4072,326,415,99,25,38,390,97,625,136,97,56,528,133
28,Near West Side,53295,1645,26522,1135,1580,266,0,52,1580,266,2615,389,10,53,2605,389,12078,808,90,96,11988,793,8586,626,294,172,8292,574,1198,208,85,75,1113,204,465,127,77,67,388,117,26773,1043,1324,247,0,52,1324,247,2482,366,10,53,2472,365,12418,773,108,82,12310,772,8707,509,366,134,8341,499,1000,163,52,65,948,161,842,182,215,123,627,144
29,North Lawndale,35623,1845,15583,1059,1643,267,10,44,1633,264,4398,544,24,43,4374,542,3986,497,23,48,3963,495,4503,481,191,97,4312,478,701,156,70,62,631,148,352,103,56,47,296,96,20040,1185,1420,312,0,43,1420,312,4885,551,43,58,4842,543,5011,471,60,70,4951,460,6779,469,213,89,6566,472,973,178,81,61,892,170,972,177,127,72,845,168
30,South Lawndale,62390,2266,32064,1408,3122,451,20,57,3102,450,6335,618,13,52,6322,616,10949,871,165,102,10784,866,9937,609,427,139,9510,601,1124,216,69,69,1055,210,597,149,86,69,511,138,30326,1344,3189,441,0,48,3189,441,7062,697,40,62,7022,692,8705,629,111,74,8594,628,9394,527,304,115,9090,527,1130,204,144,82,986,190,846,191,155,91,691,177
31,Lower West Side,36577,1700,19564,1120,1416,292,0,42,1416,292,3148,415,16,45,3132,414,7340,724,27,46,7313,724,6441,537,126,64,6315,534,727,190,41,54,686,183,492,139,23,47,469,136,17013,973,1526,302,0,42,1526,302,3129,437,13,43,3116,435,5465,496,45,83,5420,497,5420,440,128,76,5292,434,558,135,42,45,516,131,915,181,121,67,794,178
32,Loop,25786,1427,12552,1076,413,178,0,30,413,178,263,160,0,30,263,160,6312,848,0,30,6312,848,4628,552,55,52,4573,552,524,158,0,30,524,158,412,136,13,34,399,133,13234,906,640,275,0,30,640,275,213,145,0,30,213,145,6907,787,0,30,6907,787,4384,401,17,38,4367,400,547,152,20,41,527,150,543,160,35,40,508,158
33,Near South Side,20076,1151,9413,905,838,293,0,24,838,293,481,163,0,24,481,163,3653,656,0,24,3653,656,3822,467,41,37,3781,468,362,136,0,24,362,136,257,189,0,24,257,189,10663,689,480,165,0,24,480,165,760,208,0,24,760,208,3774,501,10,26,3764,500,4535,408,44,43,4491,409,633,169,7,23,626,169,481,237,33,29,448,235
34,Armour Square,13710,850,6594,505,311,100,0,27,311,100,908,232,0,27,908,232,1768,338,0,27,1768,338,2426,277,62,54,2364,279,425,130,6,26,419,129,756,163,35,38,721,162,7116,563,232,99,0,27,232,99,908,269,0,27,908,269,1488,270,19,41,1469,268,2778,316,7,28,2771,316,806,179,14,28,792,179,904,186,98,65,806,178
35,Douglas,18357,845,8244,572,532,154,0,35,532,154,1045,216,0,35,1045,216,3147,413,18,44,3129,412,2646,298,146,88,2500,287,425,125,43,58,382,116,449,109,79,75,370,98,10113,575,463,124,0,35,463,124,1011,218,0,35,1011,218,3510,405,43,48,3467,405,3601,278,162,71,3439,273,695,141,84,70,611,129,833,155,129,70,704,147
36,Oakland,6260,469,2380,315,270,131,0,19,270,131,596,148,0,19,596,148,467,151,0,19,467,151,795,175,58,52,737,172,152,68,11,18,141,67,100,56,40,41,60,40,3880,335,238,105,0,19,238,105,751,215,42,48,709,203,1023,210,37,43,986,213,1443,186,14,22,1429,186,289,90,16,22,273,85,136,71,12,25,124,68
37,Fuller Park,2924,543,1445,292,62,43,0,16,62,43,423,165,0,16,423,165,314,138,0,16,314,138,403,115,0,16,403,115,150,61,39,36,111,53,93,50,0,16,93,50,1479,349,145,98,0,16,145,98,211,100,0,16,211,100,319,135,0,16,319,135,576,125,28,23,548,122,132,57,24,26,108,51,96,39,4,14,92,38
38,Grand Boulevard,22964,1171,10050,680,929,208,36,48,893,208,2229,396,0,43,2229,396,2155,323,48,60,2107,319,3572,353,87,62,3485,349,632,152,129,82,503,137,533,135,61,60,472,129,12914,767,1013,256,12,45,1001,255,2060,352,24,57,2036,351,3416,356,70,68,3346,347,4755,344,103,65,4652,338,932,161,114,80,818,144,738,135,86,59,652,128
39,Kenwood,17937,907,8082,589,592,173,20,44,572,172,1390,285,0,31,1390,285,2199,372,15,37,2184,371,2855,303,137,99,2718,296,603,145,16,37,587,144,443,131,110,78,333,109,9855,635,575,168,0,31,575,168,1137,242,0,31,1137,242,2752,378,20,33,2732,377,3845,348,36,42,3809,344,859,204,47,38,812,203,687,151,38,42,649,148
40,Washington Park,11141,835,4908,483,576,154,0,27,576,154,1415,252,28,42,1387,241,986,242,36,50,950,240,1411,225,126,62,1285,216,303,112,51,49,252,103,217,77,8,28,209,76,6233,520,416,138,0,27,416,138,1352,263,19,40,1333,261,1764,236,44,54,1720,224,2219,247,113,66,2106,245,219,68,34,36,185,65,263,103,77,58,186,86
41,Hyde Park,26427,1183,12695,858,678,176,0,38,678,176,1271,273,0,38,1271,273,5168,586,28,50,5140,586,4188,414,43,52,4145,413,664,151,35,56,629,143,726,163,110,85,616,141,13732,692,558,173,0,38,558,173,1039,217,0,38,1039,217,5540,545,115,81,5425,539,4680,344,87,59,4593,341,1055,179,40,53,1015,176,860,171,52,67,808,168
42,Woodlawn,24291,1269,10858,762,884,205,12,40,872,204,2101,364,7,36,2094,364,2931,380,15,37,2916,379,3813,441,122,78,3691,426,755,160,36,41,719,157,374,124,10,38,364,123,13433,784,682,188,0,36,682,188,2320,336,0,36,2320,336,3736,375,0,36,3736,375,5066,381,146,75,4920,375,842,172,125,75,717,152,787,160,147,67,640,150
43,South Shore,46965,2020,20672,1127,1699,365,59,78,1640,361,4061,579,56,65,4005,574,4828,562,136,106,4692,559,8011,616,502,165,7509,609,1229,236,108,83,1121,214,844,187,100,80,744,171,26293,1431,1477,332,0,44,1477,332,3925,575,8,44,3917,574,6172,673,135,89,6037,669,11226,646,588,181,10638,642,1920,274,242,115,1678,253,1573,255,236,111,1337,239
44,Chatham,33244,1627,14040,947,1025,287,0,37,1025,287,3144,494,0,37,3144,494,3011,490,0,37,3011,490,5223,462,267,136,4956,462,806,187,48,63,758,181,831,200,105,67,726,191,19204,1145,1244,279,0,37,1244,279,2866,452,0,37,2866,452,3966,463,12,39,3954,462,7652,600,299,113,7353,603,1459,217,89,60,1370,213,2017,268,299,118,1718,254
45,Avalon Park,9617,760,4380,490,163,96,42,49,121,79,769,192,26,43,743,174,1003,301,0,19,1003,301,1791,273,59,59,1732,276,419,122,13,23,406,120,235,88,63,53,172,71,5237,460,192,92,0,19,192,92,792,207,0,19,792,207,834,200,0,19,834,200,2206,211,28,36,2178,207,625,123,20,25,605,121,588,128,21,23,567,126
46,South Chicago,29402,1591,13414,946,981,300,0,37,981,300,3244,420,31,49,3213,417,2874,431,10,38,2864,432,4849,483,204,109,4645,477,905,188,38,58,867,183,561,144,37,48,524,140,15988,991,1129,256,21,41,1108,255,2926,415,0,37,2926,415,3689,463,2,35,3687,463,5892,452,129,75,5763,447,1335,194,77,65,1258,187,1017,197,168,75,849,184
47,Burnside,3508,686,1618,405,47,53,0,11,47,53,572,279,0,11,572,279,392,214,0,11,392,214,467,136,31,38,436,138,87,42,0,11,87,42,53,37,0,11,53,37,1890,384,147,91,51,48,96,80,282,153,0,11,282,153,500,162,0,11,500,162,651,109,33,40,618,106,163,59,30,38,133,46,147,60,5,10,142,60
48,Calumet Heights,14382,814,6292,539,328,141,0,27,328,141,1127,226,55,52,1072,222,1181,236,0,27,1181,236,2463,278,74,58,2389,266,595,155,21,31,574,154,598,146,27,33,571,143,8090,561,296,114,0,27,296,114,1261,291,0,27,1261,291,1070,233,0,27,1070,233,3336,286,43,42,3293,286,1242,214,15,31,1227,213,885,171,91,53,794,166
49,Roseland,45004,1655,20619,1031,1347,278,0,41,1347,278,4108,491,17,43,4091,491,4520,483,77,63,4443,481,7735,564,201,107,7534,561,1649,221,44,58,1605,217,1260,186,125,77,1135,176,24385,1012,1123,235,0,41,1123,235,4373,486,43,49,4330,486,5108,497,36,54,5072,494,9169,500,358,131,8811,509,2508,256,176,96,2332,241,2104,236,395,127,1709,215
50,Pullman,7262,584,2915,341,272,122,24,41,248,113,560,153,0,19,560,153,670,186,10,22,660,186,1116,178,18,25,1098,174,181,66,0,19,181,66,116,51,12,21,104,49,4347,410,349,125,0,19,349,125,520,179,0,19,520,179,982,187,0,19,982,187,1694,191,74,45,1620,191,428,111,14,20,414,109,374,100,0,19,374,100
51,South Deering,16438,1030,7059,599,377,149,0,25,377,149,1669,334,9,27,1660,335,1707,342,30,39,1677,343,2622,292,62,54,2560,293,396,122,46,39,350,117,288,92,40,39,248,90,9379,803,494,192,0,25,494,192,1941,380,0,25,1941,380,1945,353,28,48,1917,352,3669,327,36,32,3633,328,793,153,54,44,739,154,537,117,74,54,463,105
52,East Side,23517,1386,11224,755,861,218,11,33,850,218,2693,414,19,32,2674,412,2685,420,8,31,2677,420,3990,357,72,50,3918,360,497,117,33,37,464,118,498,124,49,40,449,119,12293,871,1148,275,0,29,1148,275,2873,440,25,45,2848,430,2674,390,0,29,2674,390,4098,335,41,34,4057,335,584,142,13,29,571,141,916,185,124,79,792,175
53,West Pullman,30810,1644,13937,956,1174,292,23,52,1151,292,3517,536,55,59,3462,542,2916,434,11,39,2905,435,4694,464,248,112,4446,452,927,166,98,58,829,162,709,162,41,54,668,154,16873,1020,910,241,0,39,910,241,3354,530,10,38,3344,530,3998,486,0,39,3998,486,6225,445,196,87,6029,444,1526,218,102,81,1424,210,860,168,66,60,794,161
54,Riverdale,6820,725,2574,436,238,109,0,16,238,109,1244,303,19,41,1225,308,371,161,0,16,371,161,557,152,22,34,535,151,50,59,0,16,50,59,114,67,21,37,93,56,4246,526,346,144,0,16,346,144,1179,256,38,36,1141,262,1132,217,0,16,1132,217,1246,182,83,65,1163,181,233,95,93,66,140,87,110,65,69,74,41,39
55,Hegewisch,10155,927,5234,594,474,251,0,19,474,251,1249,285,0,19,1249,285,957,298,0,19,957,298,2004,275,59,74,1945,275,208,85,0,19,208,85,342,130,34,47,308,123,4921,494,221,126,0,19,221,126,978,321,0,19,978,321,1014,233,0,19,1014,233,1833,295,34,40,1799,298,470,147,15,27,455,146,405,137,73,54,332,119
56,Garfield Ridge,33848,1075,16649,763,949,218,10,42,939,215,2953,396,10,41,2943,397,3501,428,8,41,3493,427,7091,429,52,45,7039,431,1187,187,26,43,1161,188,968,167,101,81,867,152,17199,673,1069,257,0,42,1069,257,2880,318,0,42,2880,318,3582,416,56,76,3526,413,6820,362,68,55,6752,364,1382,186,29,43,1353,186,1466,193,161,86,1305,182
57,Archer Heights,13434,778,6590,465,666,177,0,27,666,177,1264,187,45,42,1219,190,1795,271,19,38,1776,270,2433,229,12,28,2421,229,282,96,0,27,282,96,150,65,10,27,140,64,6844,515,810,212,0,27,810,212,1296,261,0,27,1296,261,1778,247,0,27,1778,247,2157,206,0,27,2157,206,392,98,0,27,392,98,411,111,77,53,334,103
58,Brighton Park,44098,1805,22665,1145,2067,352,0,43,2067,352,5542,609,84,103,5458,592,6513,594,79,81,6434,591,7560,482,173,97,7387,477,621,149,54,54,567,143,362,102,102,70,260,83,21433,1029,2169,345,0,43,2169,345,4799,519,10,45,4789,519,5560,503,35,52,5525,505,7135,466,149,74,6986,468,880,176,14,44,866,175,890,157,122,64,768,148
59,McKinley Park,16434,925,8491,554,732,184,0,25,732,184,1830,334,0,25,1830,334,2215,293,16,40,2199,298,3132,278,133,86,2999,273,242,82,0,25,242,82,340,101,21,31,319,100,7943,581,545,158,0,25,545,158,1467,266,1,24,1466,266,2150,313,1,22,2149,313,3084,282,49,43,3035,278,304,96,10,27,294,96,393,99,27,31,366,95
60,Bridgeport,32423,1332,16187,772,761,177,0,37,761,177,2571,376,5,36,2566,376,4939,488,30,47,4909,486,6570,395,81,50,6489,393,882,162,43,41,839,160,464,145,75,74,389,127,16236,830,869,209,0,37,869,209,2698,391,24,52,2674,386,4436,432,13,40,4423,432,6321,395,175,88,6146,392,1041,182,60,64,981,174,871,156,121,64,750,147
61,New City,42050,1893,21218,1258,2323,376,20,52,2303,373,4683,482,24,51,4659,483,5969,659,36,63,5933,657,7092,530,237,87,6855,526,726,156,79,69,647,145,425,122,39,52,386,118,20832,1086,1915,307,11,49,1904,308,4903,521,25,55,4878,520,5913,511,11,46,5902,511,6750,411,216,96,6534,408,742,151,82,56,660,143,609,135,85,55,524,129
62,West Elsdon,18980,1098,9470,684,789,251,0,27,789,251,2006,338,10,28,1996,338,2543,328,33,42,2510,326,3441,286,22,35,3419,287,379,107,0,27,379,107,312,105,6,24,306,104,9510,657,700,198,0,27,700,198,1936,362,11,29,1925,362,2549,305,0,27,2549,305,3284,239,0,27,3284,239,461,121,12,28,449,121,580,140,81,48,499,135
63,Gage Park,39492,1743,19992,1125,1500,306,0,41,1500,306,4975,498,5,40,4970,498,6225,636,0,41,6225,636,6300,433,76,58,6224,431,575,147,52,55,523,141,417,126,44,45,373,120,19500,1034,1947,328,11,42,1936,329,4658,502,42,53,4616,504,5340,495,21,39,5319,495,6316,417,47,52,6269,416,593,143,19,40,574,143,646,164,40,47,606,157
64,Clearing,22716,982,11119,697,920,279,0,31,920,279,2144,348,0,31,2144,348,2758,399,0,31,2758,399,4225,327,68,45,4157,326,465,118,33,39,432,116,607,136,11,34,596,135,11597,628,734,237,0,31,734,237,1742,279,0,31,1742,279,3094,362,18,40,3076,362,4103,301,61,47,4042,302,924,180,38,42,886,177,1000,172,38,37,962,171
65,West Lawn,32950,1269,17019,913,1348,310,0,34,1348,310,4096,519,55,46,4041,520,4683,580,53,67,4630,576,5813,378,152,85,5661,374,624,157,16,32,608,155,455,134,45,43,410,131,15931,750,1301,256,0,34,1301,256,3549,433,16,42,3533,432,4042,433,30,49,4012,434,5350,351,86,68,5264,349,626,156,45,62,581,149,1063,196,105,65,958,187
66,Chicago Lawn,54793,2225,25277,1296,2786,442,0,49,2786,442,6317,606,11,50,6306,605,6503,680,55,72,6448,676,8158,572,129,92,8029,576,1088,195,79,66,1009,191,425,110,18,50,407,109,29516,1397,2891,440,0,49,2891,440,6706,676,20,50,6686,674,7368,595,119,84,7249,594,10513,536,283,102,10230,535,1279,218,78,56,1201,216,759,177,83,74,676,167
67,West Englewood,35288,1619,16378,946,1348,255,0,48,1348,255,3903,449,8,47,3895,449,4458,519,54,74,4404,507,5036,449,291,114,4745,439,1040,177,44,53,996,176,593,128,91,57,502,122,18910,969,1234,242,0,48,1234,242,3540,449,28,52,3512,447,4533,437,88,77,4445,430,6890,433,344,100,6546,428,1600,198,151,83,1449,191,1113,161,245,83,868,141
68,Englewood,28732,1514,12321,809,1112,239,0,36,1112,239,3122,443,14,41,3108,443,2915,420,67,55,2848,416,3980,430,185,87,3795,418,743,172,51,75,692,158,449,138,68,53,381,130,16411,1044,1324,268,0,36,1324,268,3224,442,6,36,3218,442,3807,434,64,58,3743,430,5816,428,219,77,5597,420,1120,194,94,63,1026,186,1120,179,173,78,947,170
69,Greater Grand Crossing,32491,1521,14214,884,1313,266,0,38,1313,266,2975,478,53,57,2922,473,3110,391,10,40,3100,391,5378,531,239,104,5139,525,741,172,9,39,732,171,697,143,96,60,601,136,18277,1006,1168,249,0,38,1168,249,3703,460,29,53,3674,462,3690,422,54,58,3636,418,7058,448,292,114,6766,456,1266,192,112,73,1154,183,1392,200,174,72,1218,192
70,Ashburn,42430,1613,20951,1026,1368,285,47,63,1321,280,4668,572,0,41,4668,572,4968,567,0,41,4968,567,8116,482,89,70,8027,474,1066,196,65,64,1001,193,765,167,67,60,698,161,21479,971,1400,294,0,41,1400,294,4167,458,0,41,4167,458,4737,517,31,51,4706,517,8958,438,92,76,8866,439,1072,178,55,58,1017,182,1145,210,161,112,984,201
