area_id,area_name,b19113001,b19113001_moe
1,Rogers Park,618319,73092
2,West Ridge,802796,62006
3,Uptown,855444,97568
4,Lincoln Square,875992,71707
5,North Center,1779063,140864
6,Lake View,4579654,325211
7,Lincoln Park,2903628,236999
8,Near North Side,2632731,306182
9,Edison Park,282446,28616
10,Norwood Park,707551,34982
11,Jefferson Park,463042,47982
12,Forest Glen,469844,34365
13,North Park,295656,48150
14,Albany Park,568525,61080
15,Portage Park,926892,63464
16,Irving Park,962351,70504
17,Dunning,804633,40055
18,Montclare,110016,15369
19,Belmont Cragin,805499,46816
20,Hermosa,270400,30139
21,Avondale,499670,40392
22,Logan Square,1839539,138912
23,Humboldt Park,546212,51874
24,West Town,2864240,204965
25,Austin,874098,56542
26,West Garfield Park,256269,43743
27,East Garfield Park,346249,61843
28,Near West Side,1585409,126648
29,North Lawndale,406724,71754
30,South Lawndale,595244,51302
31,Lower West Side,453276,54714
32,Loop,692857,155612
33,Near South Side,316436,71865
34,Armour Square,173317,31777
35,Douglas,531161,104366
36,Oakland,94344,44316
37,Fuller Park,63458,24178
38,Grand Boulevard,545102,95899
39,Kenwood,463958,69641
40,Washington Park,164065,41354
41,Hyde Park,1014920,136289
42,Woodlawn,385721,67529
43,South Shore,609447,72123
44,Chatham,413793,52571
45,Avalon Park,105500,16983
46,South Chicago,373271,41591
47,Burnside,30960,7792
48,Calumet Heights,314498,49059
49,Roseland,650518,56296
50,Pullman,120861,24300
51,South Deering,154393,21714
52,East Side,277751,34785
53,West Pullman,347663,51070
54,Riverdale,36481,10187
55,Hegewisch,110716,18513
56,Garfield Ridge,709732,88214
57,Archer Heights,259640,21235
58,Brighton Park,369081,30035
59,McKinley Park,219136,34345
60,Bridgeport,565423,50365
61,New City,607406,49747
62,West Elsdon,201893,30889
63,Gage Park,315166,36043
64,Clearing,417329,32698
65,West Lawn,314177,29932
66,Chicago Lawn,426898,33629
67,West Englewood,569556,48175
68,Englewood,275261,36635
69,Greater Grand Crossing,400966,38735
70,Ashburn,584912,36489
71,Auburn Gresham,549874,45124
72,Beverly,749540,51511
73,Washington Heights,411868,29911
74,Mount Greenwood,399210,21800
75,Morgan Park,492394,47422
76,O'Hare,176838,29017
77,Edgewater,1016493,107828
