area_id,area_name,b08103001,b08103001_moe,b08103002,b08103002_moe,b08103003,b08103003_moe,b08103004,b08103004_moe,b08103005,b08103005_moe,b08103006,b08103006_moe,b08103007,b08103007_moe
1,Rogers Park,323,9,342,14,320,21,310,16,310,55,319,61,425,64
2,West Ridge,291,12,290,17,267,26,291,31,241,55,298,70,317,53
3,Uptown,396,9,390,16,406,43,384,13,447,49,411,46,473,51
4,Lincoln Square,318,7,319,11,322,47,310,8,353,61,320,64,331,32
5,North Center,378,8,390,10,401,47,345,10,353,70,400,51,422,36
6,Lake View,771,10,808,22,868,81,742,15,864,120,865,81,936,63
7,Lincoln Park,613,11,668,23,697,69,546,16,673,87,674,85,800,62
8,Near North Side,629,23,708,42,717,124,584,30,598,51,676,55,773,79
9,Edison Park,42,2,42,3,45,8,43,4,40,7,43,8,42,4
10,Norwood Park,88,2,89,6,77,6,98,15,73,27,68,38,88,48
11,Jefferson Park,87,5,88,9,70,35,74,19,102,18,97,23,84,4
12,Forest Glen,40,2,41,3,40,6,36,7,24,30,25,18,41,23
13,North Park,126,5,124,8,136,16,140,21,130,35,100,37,134,31
14,Albany Park,254,9,251,10,255,25,258,16,254,73,255,59,257,33
15,Portage Park,239,9,242,9,236,24,266,49,285,57,214,44,288,72
16,Irving Park,467,12,471,17,488,61,447,32,513,98,406,64,503,47
17,Dunning,85,6,87,6,99,28,58,14,48,59,105,36,103,35
18,Montclare,42,2,44,5,41,3,36,11,30,37,34,14,58,23
19,Belmont Cragin,124,6,125,8,120,10,126,19,122,49,70,48,157,24
20,Hermosa,39,4,40,4,37,14,33,15,25,20,34,17,41,21
21,Avondale,284,9,291,13,278,61,273,25,251,64,253,62,357,58
22,Logan Square,697,13,720,18,711,62,655,24,790,102,686,74,746,66
23,Humboldt Park,263,13,267,15,252,14,237,31,251,83,252,47,304,48
24,West Town,862,12,895,17,962,91,814,24,892,92,851,92,934,72
25,Austin,132,12,135,6,114,14,113,39,138,47,138,31,109,56
27,East Garfield Park,36,4,36,1,36,12,31,2,45,15,27,13,51,28
28,Near West Side,437,12,465,26,491,69,409,30,397,32,474,59,505,68
29,North Lawndale,77,12,89,21,74,47,58,20,60,53,56,15,88,42
30,South Lawndale,140,6,149,11,147,20,132,27,127,49,118,12,141,37
31,Lower West Side,266,9,294,28,278,42,254,16,276,75,229,32,339,92
32,Loop,134,5,146,13,178,45,120,19,128,6,136,44,184,24
33,Near South Side,74,2,72,2,77,7,69,10,71,18,92,14,82,10
34,Armour Square,83,6,81,11,83,19,63,7,90,21,113,50,96,31
35,Douglas,42,6,40,8,41,8,30,10,45,9,84,14,40,13
36,Oakland,39,2,40,3,36,8,27,23,44,13,53,1,38,20
39,Kenwood,174,9,180,14,158,28,143,13,204,30,117,40,180,78
41,Hyde Park,423,13,489,30,480,102,426,35,364,51,398,62,479,54
42,Woodlawn,116,7,140,17,147,65,99,32,112,34,101,104,126,37
43,South Shore,40,2,40,2,48,20,44,11,26,2,22,20,70,73
46,South Chicago,88,5,90,8,82,18,86,19,71,45,93,26,110,29
49,Roseland,87,7,90,11,86,27,72,10,71,25,124,38,110,24
57,Archer Heights,39,2,39,2,40,11,43,18,38,13,29,9,39,11
59,McKinley Park,79,5,80,7,88,17,73,11,86,75,79,13,98,30
60,Bridgeport,282,12,287,17,291,34,258,30,254,78,255,60,341,58
61,New City,33,4,35,5,32,3,29,2,29,10,42,9,36,3
63,Gage Park,110,7,107,13,113,14,109,18,97,10,107,37,165,22
65,West Lawn,40,4,40,4,36,4,44,6,46,14,40,22,43,16
66,Chicago Lawn,41,2,41,1,50,15,38,8,20,0,84,113,34,7
72,Beverly,46,4,46,6,42,11,46,9,17,34,23,76,34,42
75,Morgan Park,128,8,130,10,128,8,126,23,71,14,129,57,130,22
76,O'Hare,75,5,74,4,93,33,69,17,98,35,116,50,68,7
77,Edgewater,448,14,473,32,520,66,428,30,422,61,408,48,481,45
