area_id,area_name,b17023001,b17023001_moe,b17023002,b17023002_moe,b17023003,b17023003_moe,b17023004,b17023004_moe,b17023005,b17023005_moe,b17023006,b17023006_moe,b17023007,b17023007_moe,b17023008,b17023008_moe,b17023009,b17023009_moe,b17023010,b17023010_moe,b17023011,b17023011_moe,b17023012,b17023012_moe,b17023013,b17023013_moe,b17023014,b17023014_moe,b17023015,b17023015_moe,b17023016,b17023016_moe,b17023017,b17023017_moe,b17023018,b17023018_moe,b17023019,b17023019_moe,b17023020,b17023020_moe,b17023021,b17023021_moe,b17023022,b17023022_moe,b17023023,b17023023_moe,b17023024,b17023024_moe,b17023025,b17023025_moe,b17023026,b17023026_moe,b17023027,b17023027_moe,b17023028,b17023028_moe,b17023029,b17023029_moe,b17023030,b17023030_moe,b17023031,b17023031_moe,b17023032,b17023032_moe,b17023033,b17023033_moe,b17023034,b17023034_moe,b17023035,b17023035_moe
1,Rogers Park,10091,605,2189,357,908,234,326,136,327,152,177,107,78,90,1281,292,214,140,90,113,110,93,14,50,0,48,1067,260,315,138,540,186,212,122,0,48,7902,531,5292,478,2675,335,2219,335,381,146,17,54,2610,360,1070,260,606,217,414,151,50,69,0,48,1540,264,794,188,671,184,67,66,8,50
2,West Ridge,16321,613,2690,405,1602,324,379,139,738,232,382,173,103,99,1088,271,234,145,7,51,153,117,28,67,46,88,854,238,228,136,449,183,129,89,48,68,13631,597,10476,594,5317,466,4030,464,826,225,303,116,3155,397,980,238,714,202,201,116,65,86,0,51,2175,325,1427,263,663,196,85,94,0,51
3,Uptown,9232,572,1657,320,616,190,293,122,223,134,76,70,24,58,1041,261,230,146,163,145,67,69,0,48,0,48,811,226,306,154,453,169,52,57,0,48,7575,535,5529,458,3799,386,1480,269,205,109,45,87,2046,349,764,210,539,182,225,121,0,48,0,48,1282,297,723,240,537,174,22,52,0,48
4,Lincoln Square,8394,466,701,206,402,171,121,88,172,119,93,101,16,44,299,125,36,69,0,40,36,69,0,40,0,40,263,111,143,93,111,69,9,41,0,40,7693,444,6282,409,3803,334,2210,283,269,103,0,40,1411,283,448,184,336,154,29,45,83,99,0,40,963,211,467,148,476,161,20,65,0,40
5,North Center,7252,362,171,77,69,50,43,49,23,45,3,42,0,43,102,71,12,42,5,42,7,43,0,43,0,43,90,71,55,61,35,53,0,43,0,43,7081,360,5994,335,3103,292,2287,244,604,149,0,43,1087,199,309,109,209,94,77,61,23,48,0,43,778,169,467,133,311,111,0,43,0,43
6,Lake View,14864,634,638,189,203,89,113,83,70,73,20,67,0,66,435,179,82,86,36,75,24,74,22,72,0,66,353,170,117,101,236,150,0,66,0,66,14226,619,12446,591,7464,496,4398,339,559,137,25,76,1780,284,686,186,454,141,226,134,6,66,0,66,1094,222,742,165,342,160,10,67,0,66
7,Lincoln Park,10261,528,379,123,85,69,28,54,27,53,30,63,0,51,294,114,68,78,38,73,30,58,0,51,0,51,226,94,61,56,116,74,49,71,0,51,9882,528,8829,522,4853,416,3229,290,747,236,0,51,1053,194,286,109,132,76,154,89,0,51,0,51,767,163,340,113,401,117,26,58,0,51
8,Near North Side,15079,781,1201,251,349,158,276,134,73,98,0,54,0,54,852,200,101,93,101,93,0,54,0,54,0,54,751,183,170,101,277,126,304,155,0,54,13878,760,12348,726,10266,701,1859,295,223,127,0,54,1530,313,481,182,404,170,77,90,0,54,0,54,1049,250,676,202,331,152,42,66,0,54
9,Edison Park,2829,194,37,34,30,31,19,28,0,25,11,28,0,25,7,25,0,25,0,25,0,25,0,25,0,25,7,25,0,25,7,25,0,25,0,25,2792,195,2236,186,1340,170,698,132,189,72,9,27,556,148,214,101,190,98,24,25,0,25,0,25,342,123,214,87,116,84,12,26,0,25
10,Norwood Park,9614,389,351,121,220,101,121,71,38,66,61,64,0,39,131,76,0,39,0,39,0,39,0,39,0,39,131,76,74,61,57,60,0,39,0,39,9263,401,7302,411,4473,328,2287,286,472,131,70,87,1961,312,594,169,488,151,106,90,0,39,0,39,1367,265,914,208,397,162,56,66,0,39
11,Jefferson Park,6374,356,311,117,120,62,53,40,41,42,26,40,0,29,191,108,76,80,11,33,39,67,26,47,0,29,115,78,23,45,39,45,53,62,0,29,6063,356,4726,353,2612,300,1628,275,415,125,71,79,1337,257,472,155,320,127,114,85,38,54,0,29,865,205,557,161,298,135,10,32,0,29
12,Forest Glen,4867,213,263,114,143,79,89,62,19,30,35,46,0,29,120,82,28,45,0,29,28,45,0,29,0,29,92,75,10,32,60,65,22,45,0,29,4604,227,4125,239,2257,209,1427,220,441,111,0,29,479,130,159,93,111,84,30,35,18,37,0,29,320,98,230,83,75,51,15,38,0,29
13,North Park,4250,254,399,143,296,133,107,68,189,121,0,27,0,27,103,63,0,27,0,27,0,27,0,27,0,27,103,63,6,27,80,57,17,38,0,27,3851,250,2940,248,1604,210,985,183,270,117,81,71,911,199,409,149,316,133,68,51,12,29,13,30,502,141,345,123,131,70,26,43,0,27
14,Albany Park,10842,482,1834,323,982,234,142,83,512,186,328,133,0,45,852,227,258,133,147,96,31,54,5,45,75,95,594,187,154,94,352,157,50,63,38,57,9008,489,6248,425,3138,374,2475,330,571,179,64,75,2760,356,1453,282,850,212,561,192,42,63,0,45,1307,245,772,180,420,145,95,83,20,53
15,Portage Park,14935,511,1592,294,490,170,130,84,257,131,78,84,25,52,1102,258,150,90,83,73,67,70,0,47,0,47,952,248,264,148,429,169,176,109,83,86,13343,526,9884,504,5761,436,3222,339,886,203,15,51,3459,388,752,174,526,139,226,110,0,47,0,47,2707,357,1823,296,847,222,37,59,0,47
16,Irving Park,12442,497,1396,269,659,181,248,115,253,119,152,91,6,45,737,215,196,120,77,85,53,78,37,60,29,66,541,184,102,74,272,130,167,125,0,47,11046,488,7869,483,3955,365,3313,365,500,148,101,97,3177,368,1188,252,843,206,286,141,59,86,0,47,1989,293,1196,224,694,184,91,79,8,48
17,Dunning,10702,388,739,184,357,126,124,78,164,95,60,60,9,39,382,141,77,73,27,55,50,61,0,40,0,40,305,124,143,94,140,90,22,46,0,40,9963,395,7412,388,4709,356,2379,290,307,100,17,42,2551,325,769,208,536,183,225,104,8,41,0,40,1782,256,1388,228,367,122,27,45,0,40
18,Montclare,2909,245,357,139,242,118,95,83,137,90,10,23,0,23,115,69,37,41,0,23,37,41,0,23,0,23,78,54,0,23,57,49,21,25,0,23,2552,268,1805,260,1023,207,564,159,188,95,30,47,747,174,257,107,217,103,40,35,0,23,0,23,490,150,268,116,199,97,23,39,0,23
19,Belmont Cragin,16806,526,3191,424,1298,275,350,149,535,186,386,148,27,56,1893,329,239,123,94,85,122,96,23,62,0,52,1654,308,385,146,753,204,460,178,56,84,13615,564,8476,512,3961,380,3527,418,972,209,16,57,5139,474,2213,349,1139,239,853,234,221,130,0,52,2926,378,1511,263,1214,257,153,95,48,75
20,Hermosa,5456,268,994,215,337,114,60,53,120,70,157,85,0,29,657,187,114,81,0,29,88,76,26,43,0,29,543,172,174,109,242,113,112,81,15,36,4462,295,2981,296,1554,244,964,202,451,147,12,36,1481,234,518,147,348,123,130,72,40,47,0,29,963,204,538,155,319,122,106,69,0,29
21,Avondale,8793,441,1251,258,603,168,212,106,176,101,194,92,21,51,648,192,49,51,29,49,12,40,8,39,0,38,599,187,134,90,406,156,59,65,0,38,7542,432,5012,407,2460,303,2099,303,453,140,0,38,2530,323,1015,231,781,201,234,124,0,38,0,38,1515,245,835,190,625,184,55,73,0,38
22,Logan Square,14728,559,2725,339,1095,240,293,127,481,165,283,139,38,69,1630,264,319,138,129,96,150,103,40,75,0,57,1311,237,343,138,799,190,169,99,0,57,12003,535,8507,483,4883,399,3197,324,413,124,14,58,3496,358,1224,224,770,184,377,132,77,79,0,57,2272,294,1317,227,869,189,86,80,0,57
23,Humboldt Park,11493,468,3674,388,694,183,386,144,87,65,221,109,0,51,2980,367,382,143,182,102,72,76,128,91,0,51,2598,352,813,209,929,218,759,221,97,74,7819,461,4153,399,2363,316,1377,240,405,135,8,51,3666,377,1075,226,567,171,384,140,113,97,11,53,2591,335,1516,263,905,205,155,90,15,55
24,West Town,15867,600,2210,307,659,174,218,100,292,122,149,112,0,62,1551,261,262,127,137,111,78,75,47,73,0,62,1289,237,416,147,567,152,258,123,48,79,13657,575,10183,511,6203,444,3528,318,452,150,0,62,3474,360,1149,216,743,173,335,129,40,69,31,78,2325,293,1396,227,856,200,73,75,0,62
25,Austin,22153,667,5853,511,993,240,563,181,261,134,145,105,24,65,4860,465,669,188,210,112,332,135,127,100,0,61,4191,432,1580,277,1778,290,685,189,148,92,16300,657,6968,477,4550,396,2013,284,387,140,18,66,9332,606,1544,276,1011,227,465,157,68,86,0,61,7788,566,4594,445,2741,368,329,137,124,96
26,West Garfield Park,4060,269,1688,217,106,57,54,45,52,47,0,35,0,35,1582,212,212,105,82,64,46,50,63,71,21,46,1370,197,467,118,609,147,195,85,99,65,2372,243,701,144,486,121,133,76,82,66,0,35,1671,225,241,93,140,74,71,57,30,44,0,35,1430,206,698,147,460,115,272,114,0,35
27,East Garfield Park,4480,287,1860,235,219,85,87,57,74,58,23,47,35,51,1641,229,181,90,82,66,59,53,40,57,0,38,1460,217,386,124,593,150,434,142,47,53,2620,264,954,178,561,142,280,101,113,73,0,38,1666,220,274,104,137,74,120,75,17,42,0,38,1392,214,683,131,485,134,144,85,80,85
28,Near West Side,9977,505,1500,237,216,108,112,87,104,82,0,52,0,52,1284,216,243,126,81,78,137,104,25,65,0,52,1041,186,309,105,426,131,236,106,70,74,8477,478,6082,418,3959,363,1983,254,136,96,4,51,2395,305,449,137,260,103,174,98,15,56,0,52,1946,278,1057,224,779,170,110,87,0,52
29,North Lawndale,7738,394,3282,306,301,110,171,90,70,59,34,47,26,57,2981,295,291,114,72,63,148,88,48,57,23,55,2690,284,936,177,993,193,560,145,201,91,4456,334,1558,214,888,165,509,134,89,57,72,57,2898,298,396,125,269,100,90,70,37,57,0,43,2502,287,1458,225,880,181,137,77,27,51
30,South Lawndale,13134,474,4100,388,1948,281,476,147,734,184,702,183,36,57,2152,306,516,165,151,96,237,115,128,97,0,48,1636,262,418,143,670,168,479,156,69,66,9034,485,5680,435,2464,309,2476,320,718,193,22,51,3354,364,1351,241,882,195,347,133,115,85,7,49,2003,291,1000,203,843,203,148,89,12,51
31,Lower West Side,7273,405,1805,272,678,163,171,89,257,114,250,104,0,42,1127,224,352,127,116,79,129,74,107,84,0,42,775,187,231,104,380,129,127,78,37,53,5468,375,3165,332,1636,256,1191,216,338,122,0,42,2303,284,876,188,542,157,252,97,64,63,18,49,1427,227,836,171,524,144,63,63,4,39
