area_id,area_name,b08135001,b08135001_moe,b08135002,b08135002_moe,b08135003,b08135003_moe,b08135004,b08135004_moe,b08135005,b08135005_moe,b08135006,b08135006_moe,b08135007,b08135007_moe,b08135008,b08135008_moe,b08135009,b08135009_moe,b08135010,b08135010_moe
41,Hyde Park,257960,21137,2815,748,15010,2511,22230,3860,32240,5509,14870,4000,42955,7426,27020,6514,36675,8597,64155,17259
42,Woodlawn,144305,18189,1740,716,4625,1529,8135,2472,11160,3698,5725,2584,21365,6616,16045,5761,22990,8662,52520,13274
43,South Shore,81205,17682,455,393,1155,718,2115,1736,2920,1731,1600,1687,6720,3662,6035,4434,12975,6029,47235,17451
44,Chatham,59395,10971,270,305,660,521,1680,1459,3555,1979,4750,5387,14220,6238,4585,3501,11385,5580,18290,9217
45,Avalon Park,93680,18157,500,438,1910,1026,1965,1131,3580,1943,1100,1079,14550,5397,6000,3319,18065,8667,46010,16646
46,South Chicago,42605,9893,185,190,820,706,615,709,1300,970,1625,1323,6660,3466,11400,4220,3430,2690,16570,6741
48,Calumet Heights,78920,16182,1020,693,630,526,2145,1102,4300,2707,3800,2513,7590,4049,12525,6508,15655,7317,31255,15972
49,Roseland,112720,15037,735,384,1315,827,3750,1454,6720,2386,3210,1912,14610,4303,17170,6612,21670,6223,43540,11961
50,Pullman,29370,5176,355,212,500,371,1080,759,2360,1400,1200,1020,3810,1672,3090,2233,5095,2761,11880,5958
51,South Deering,31790,10620,715,334,2230,1108,1890,1599,3100,2089,3000,2403,5100,2976,1685,1803,2710,2728,11360,8649
52,East Side,236990,21915,3635,1014,9225,2467,16635,4086,18940,5398,8100,3242,26970,5648,34815,8234,40915,10238,77750,16319
53,West Pullman,89110,20302,770,463,1245,597,4620,2089,3340,1453,4200,2449,13860,3895,9065,4972,12240,6720,39770,16997
55,Hegewisch,127535,18017,745,394,2990,1386,6300,2907,6680,2990,7550,3363,21810,5957,14010,5848,23150,9229,44300,14582
56,Garfield Ridge,356720,24601,4510,1170,10645,2388,14190,3154,31740,5579,15925,4738,63240,10578,44055,8372,54510,11310,117915,20154
57,Archer Heights,115950,16130,1045,413,2635,1135,3730,1450,6240,2146,7075,2629,12960,3854,15490,4845,22885,7353,43885,13194
58,Brighton Park,488300,40266,3535,1091,9205,2209,23365,4781,35540,6054,16225,4830,83590,12324,45620,10499,105085,16072,166145,30916
59,McKinley Park,220260,19248,1965,807,5435,1653,12555,2789,22620,4807,8585,3307,37350,7072,24155,6064,38445,8659,69155,16812
60,Bridgeport,423520,26733,7060,1589,19585,3048,25700,4072,45460,6560,19125,4511,94870,12236,46890,8810,55645,10986,109185,20771
61,New City,158870,17375,1295,612,5600,1739,12905,3050,12840,3291,7765,3624,25590,5810,13885,5251,30675,8596,48320,10892
62,West Elsdon,252770,21474,1675,567,7225,1838,10530,2721,18880,4102,7655,3249,41760,7559,35555,7962,48315,10479,81170,20435
63,Gage Park,240740,27362,990,517,5160,1659,8610,3197,14140,3912,11700,4434,56550,11708,28240,7899,46040,13380,69305,19025
64,Clearing,259415,21842,1250,507,4095,1632,10905,3092,24600,7007,24425,6951,49915,10016,29535,8264,44840,11397,69850,17947
65,West Lawn,174705,19597,895,586,2355,1154,2940,1471,11500,3364,6160,3316,37320,8132,30170,13898,32955,10412,50415,16128
66,Chicago Lawn,289745,27178,1405,831,4260,1657,7995,3094,19700,5288,7650,3177,61770,10643,41215,9534,46395,10815,99355,21800
69,Greater Grand Crossing,106125,22706,1385,1176,1875,1124,1575,1116,7115,3362,2235,1748,10680,4230,11460,5575,19605,7050,50195,21536
70,Ashburn,397055,30047,2785,777,6900,2048,13470,2956,19120,4594,14435,4712,74910,11788,64075,13051,82900,14838,118465,22028
71,Auburn Gresham,57350,16302,595,414,970,883,1650,1488,3840,2426,3225,2093,5280,3226,3080,2415,7380,3492,31330,14178
72,Beverly,277430,18671,2850,850,9350,1803,6985,1895,18620,3881,14010,3861,44850,6442,33480,7512,57895,9753,89390,15798
73,Washington Heights,114350,14792,1075,539,1080,759,2685,1327,7160,2537,4175,2574,11640,3907,10550,4531,21240,7828,54745,13710
74,Mount Greenwood,273550,23325,4070,958,6775,1693,12915,3469,26250,4644,12525,3571,47105,9317,32560,7021,55165,11583,76185,21449
75,Morgan Park,194890,19840,2580,833,3630,1083,4590,1709,10590,2842,7775,2947,25290,5367,27945,6347,39665,8490,72825,15652
76,O'Hare,194475,18371,2190,936,5720,2058,15450,5324,16620,4538,10510,4219,37680,8469,26595,10538,47635,13801,32070,10117
77,Edgewater,685090,37971,4240,1371,11500,2646,27900,5007,42660,7516,19790,5068,90255,13753,74315,16102,194950,20691,219480,32198
