area_id,area_name,b25043001,b25043001_moe,b25043002,b25043002_moe,b25043003,b25043003_moe,b25043004,b25043004_moe,b25043005,b25043005_moe,b25043006,b25043006_moe,b25043007,b25043007_moe,b25043008,b25043008_moe,b25043009,b25043009_moe,b25043010,b25043010_moe,b25043011,b25043011_moe,b25043012,b25043012_moe,b25043013,b25043013_moe,b25043014,b25043014_moe,b25043015,b25043015_moe,b25043016,b25043016_moe,b25043017,b25043017_moe,b25043018,b25043018_moe,b25043019,b25043019_moe
1,Rogers Park,23981,550,6995,461,6831,456,1324,226,4721,412,786,174,164,111,102,88,62,70,0,48,16986,651,15907,654,6271,507,8200,599,1436,239,1079,255,391,151,559,192,129,95
2,West Ridge,24402,485,12314,533,12215,533,1278,254,7689,500,3248,332,99,98,0,51,37,59,62,94,12088,626,11615,628,3767,473,6261,557,1587,292,473,181,149,111,324,150,0,51
3,Uptown,29441,501,9490,491,9300,491,2174,303,6156,453,970,152,190,102,79,86,111,72,0,48,19951,640,18294,666,7347,534,8411,596,2536,348,1657,321,378,137,1069,276,210,131
4,Lincoln Square,17622,376,7020,447,6920,442,1506,244,4172,368,1242,172,100,83,38,50,62,78,0,40,10602,509,10314,508,4694,402,4804,418,816,207,288,102,180,80,104,71,4,39
5,North Center,14724,323,7758,369,7713,367,1552,213,4952,330,1209,187,45,60,10,42,35,61,0,43,6966,392,6817,389,3930,331,2461,300,426,103,149,66,98,57,40,48,11,46
6,Lake View,52568,659,19687,707,19471,703,5921,477,11099,599,2451,271,216,102,113,88,90,78,13,68,32881,782,31798,797,20915,765,8522,621,2361,282,1083,192,850,170,220,104,13,69
7,Lincoln Park,32194,546,14662,578,14561,580,3387,343,9109,488,2065,240,101,64,50,56,51,59,0,51,17532,621,16883,624,11639,562,3971,436,1273,221,649,164,449,130,137,102,63,66
8,Near North Side,50758,883,22765,857,22304,842,4336,467,11745,656,6223,449,461,159,124,85,297,138,40,62,27993,973,27060,979,16182,884,8158,666,2720,345,933,228,573,169,327,149,33,74
9,Edison Park,4608,141,3676,182,3670,182,321,109,2328,174,1021,123,6,24,0,25,0,25,6,24,932,170,886,160,351,104,412,138,123,57,46,61,0,25,46,61,0,25
10,Norwood Park,14646,262,11624,364,11440,372,813,201,6910,360,3717,237,184,104,19,46,126,93,39,49,3022,325,2927,326,797,226,1267,251,863,160,95,100,45,80,10,41,40,73
11,Jefferson Park,9943,274,6535,336,6483,336,741,185,3956,304,1786,196,52,49,8,30,18,38,26,38,3408,328,3240,330,1039,255,1661,279,540,137,168,90,42,46,103,77,23,33
12,Forest Glen,6793,159,5964,202,5945,202,262,101,3938,209,1745,151,19,33,0,29,19,33,0,29,829,185,817,184,342,127,389,133,86,60,12,33,12,33,0,29,0,29
13,North Park,6436,188,3405,243,3389,246,252,100,2182,218,955,138,16,34,0,27,16,34,0,27,3031,263,2833,267,855,177,1198,209,780,155,198,112,22,34,74,52,102,100
14,Albany Park,16804,326,6138,382,6029,382,1060,198,4026,334,943,170,109,76,37,53,72,71,0,45,10666,433,10363,440,3928,416,5422,444,1013,186,303,122,77,71,150,75,76,85
15,Portage Park,22505,401,12675,479,12491,475,1153,202,8173,460,3165,295,184,92,82,67,102,76,0,47,9830,524,9633,526,2933,396,5536,487,1164,244,197,117,15,51,146,101,36,72
16,Irving Park,20177,401,9760,457,9711,456,1327,235,6259,413,2125,258,49,58,21,55,28,51,0,47,10417,507,10062,506,4324,414,5012,447,726,175,355,116,149,78,182,91,24,54
17,Dunning,15141,266,11475,366,11362,367,1000,203,6956,379,3406,233,113,67,17,44,64,61,32,45,3666,344,3531,340,1042,218,2045,299,444,133,135,86,73,63,62,70,0,40
18,Montclare,4425,173,2630,230,2630,230,461,150,1569,205,600,143,0,23,0,23,0,23,0,23,1795,219,1686,221,402,132,901,197,383,103,109,73,48,56,48,46,13,27
19,Belmont Cragin,21570,412,10475,514,10405,514,1099,229,6892,462,2414,278,70,61,8,51,55,60,7,51,11095,541,10773,541,3789,432,6113,511,871,193,322,129,33,66,207,107,82,75
20,Hermosa,7070,219,3110,282,3037,280,192,87,2309,243,536,160,73,73,12,34,12,34,49,68,3960,302,3901,302,1278,212,2263,292,360,118,59,51,14,34,14,33,31,46
21,Avondale,13801,329,5774,391,5694,388,997,208,3586,335,1111,187,80,65,8,39,66,64,6,39,8027,430,7739,432,3327,373,3759,396,653,168,288,133,108,86,120,84,60,76
22,Logan Square,29492,477,11139,516,10970,515,2872,294,6525,428,1573,237,169,88,76,69,93,77,0,57,18353,602,17715,599,9450,505,7229,510,1036,188,638,161,275,104,268,107,95,92
23,Humboldt Park,16778,419,5910,422,5837,419,610,162,3644,366,1583,217,73,61,26,57,28,53,19,51,10868,499,10447,501,3473,386,5867,480,1107,213,421,144,108,102,290,114,23,53
24,West Town,37287,534,14909,572,14700,573,4534,373,8474,468,1692,243,209,86,125,74,79,73,5,62,22378,612,21802,613,12091,552,7893,511,1818,252,576,145,343,118,210,97,23,63
25,Austin,32428,573,12818,537,12685,537,907,211,8029,468,3749,325,133,86,10,62,67,72,56,75,19610,673,19005,679,5443,493,10857,640,2705,323,605,176,167,99,427,156,11,63
26,West Garfield Park,5714,265,1486,192,1444,194,107,72,732,144,605,122,42,45,5,34,13,38,24,43,4228,294,4112,295,1239,201,2362,244,511,126,116,62,21,39,41,47,54,44
27,East Garfield Park,6896,277,1857,223,1841,223,269,93,1086,184,486,102,16,40,0,38,16,40,0,38,5039,306,4931,305,1315,222,2905,284,711,130,108,55,35,42,70,49,3,37
28,Near West Side,25665,497,10251,474,9909,478,3766,337,5431,408,712,157,342,138,126,85,216,117,0,52,15414,552,14784,552,7469,494,5453,431,1862,208,630,128,304,90,240,89,86,70
29,North Lawndale,10852,381,2612,263,2600,263,175,73,1514,223,911,152,12,42,0,43,12,42,0,43,8240,399,7910,406,2185,288,4573,385,1152,186,330,115,133,75,170,92,27,43
30,South Lawndale,16454,435,5915,415,5691,414,528,154,3825,378,1338,208,224,103,50,65,116,82,58,62,10539,500,9800,505,3845,375,5237,437,718,150,739,188,159,85,538,168,42,61
31,Lower West Side,12255,332,3286,312,3271,312,323,101,2060,266,888,171,15,38,15,38,0,42,0,42,8969,386,8559,390,3789,344,3960,356,810,182,410,133,162,87,179,88,69,65
32,Loop,14557,598,6257,474,6132,470,1421,272,3734,442,977,209,125,102,51,52,74,92,0,30,8300,652,7940,664,5156,589,2323,476,461,125,360,174,235,129,125,113,0,30
33,Near South Side,11517,470,5711,452,5703,452,1707,308,3655,406,341,145,8,24,8,24,0,24,0,24,5806,473,5613,464,2450,476,2084,342,1079,292,193,110,94,88,64,66,35,46
