Mortgage Status by Value
------------------------
Universe: Owner-occupied Housing Units

B25096001 Total:
B25096002  With a mortgage:
B25096003   Less than $50,000
B25096004   $50,000 to $99,999
B25096005   $100,000 to $149,999
B25096006   $150,000 to $199,999
B25096007   $200,000 to $299,999
B25096008   $300,000 to $499,999
B25096009   $500,000 or more
B25096010  Not mortgaged:
B25096011   Less than $50,000
B25096012   $50,000 to $99,999
B25096013   $100,000 to $149,999
B25096014   $150,000 to $199,999
B25096015   $200,000 to $299,999
B25096016   $300,000 to $499,999
B25096017   $500,000 or more
