area_id,area_name,b19101b001,b19101b001_moe,b19101b002,b19101b002_moe,b19101b003,b19101b003_moe,b19101b004,b19101b004_moe,b19101b005,b19101b005_moe,b19101b006,b19101b006_moe,b19101b007,b19101b007_moe,b19101b008,b19101b008_moe,b19101b009,b19101b009_moe,b19101b010,b19101b010_moe,b19101b011,b19101b011_moe,b19101b012,b19101b012_moe,b19101b013,b19101b013_moe,b19101b014,b19101b014_moe,b19101b015,b19101b015_moe,b19101b016,b19101b016_moe,b19101b017,b19101b017_moe
11,Jefferson Park,47,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,30,23,44,0,29,16,34,0,29,0,29
12,Forest Glen,33,39,0,29,0,29,0,29,0,29,0,29,9,31,0,29,0,29,0,29,0,29,0,29,16,35,0,29,0,29,8,31,0,29
13,North Park,59,47,0,27,0,27,0,27,13,30,0,27,0,27,7,26,0,27,0,27,0,27,7,27,24,44,8,28,0,27,0,27,0,27
14,Albany Park,379,145,73,80,15,50,27,59,37,53,0,45,13,47,8,46,28,53,9,44,73,90,28,61,0,45,21,47,19,52,28,47,0,45
15,Portage Park,197,120,86,96,0,47,0,47,31,66,0,47,0,47,11,49,0,47,11,49,13,49,0,47,15,51,0,47,30,65,0,47,0,47
16,Irving Park,338,138,0,47,44,75,42,72,16,51,0,47,33,61,0,47,43,68,11,47,9,48,32,53,69,72,30,57,0,47,9,48,0,47
17,Dunning,78,66,8,41,0,40,0,40,16,44,0,40,0,40,0,40,0,40,0,40,45,62,0,40,0,40,9,41,0,40,0,40,0,40
18,Montclare,147,63,0,23,0,23,11,25,51,35,19,30,0,23,0,23,0,23,0,23,0,23,0,23,24,39,17,31,25,44,0,23,0,23
19,Belmont Cragin,862,233,132,89,31,69,111,101,72,89,124,110,63,79,72,89,0,52,13,55,113,108,23,56,76,73,24,55,8,53,0,52,0,52
20,Hermosa,32,44,0,29,0,29,0,29,0,29,0,29,19,40,0,29,13,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,335,151,0,38,0,38,0,38,60,72,0,38,29,48,0,38,0,38,0,38,0,38,71,86,59,68,11,39,60,66,45,72,0,38
22,Logan Square,1149,234,165,102,237,124,100,90,106,89,113,90,46,65,23,62,36,66,26,60,90,82,103,90,46,68,51,75,0,57,0,57,7,57
23,Humboldt Park,5063,386,1116,234,389,137,527,180,513,166,441,161,249,101,304,133,219,110,213,105,219,104,341,128,351,136,90,72,45,67,8,51,38,63
24,West Town,1485,243,277,132,157,102,116,83,201,113,105,87,14,62,29,68,71,77,44,77,90,92,66,87,89,79,22,73,102,100,65,75,37,64
25,Austin,19369,658,2277,333,1518,285,1711,292,1555,274,1408,281,1323,249,1084,228,852,191,893,201,1466,262,1482,245,1836,282,1030,224,497,149,241,124,196,101
26,West Garfield Park,3972,271,981,175,191,77,382,123,403,131,193,81,320,102,177,77,236,102,116,69,307,105,220,94,301,104,81,62,64,60,0,35,0,35
27,East Garfield Park,4300,288,1088,195,345,117,226,83,281,96,391,122,231,99,265,96,210,101,82,52,253,115,205,88,458,138,140,73,35,43,80,61,10,48
28,Near West Side,3225,314,699,172,244,107,179,86,221,95,349,128,135,80,98,70,113,80,142,96,213,93,330,149,203,87,75,66,25,51,121,75,78,73
29,North Lawndale,7220,390,1716,242,613,145,707,149,587,147,516,143,392,115,387,119,252,101,195,87,470,123,521,149,504,150,174,84,27,43,80,63,79,74
30,South Lawndale,408,108,46,60,36,51,37,57,11,50,14,48,43,62,42,58,24,53,22,51,42,54,0,48,35,49,17,51,39,65,0,48,0,48
31,Lower West Side,164,76,37,45,36,55,0,42,18,49,4,41,0,42,14,45,6,43,0,42,0,42,14,45,0,42,35,48,0,42,0,42,0,42
32,Loop,334,152,59,57,0,30,0,30,0,30,34,59,0,30,0,30,0,30,11,33,22,35,0,30,0,30,74,84,69,86,12,33,53,68
33,Near South Side,948,216,90,83,27,48,70,68,81,119,9,24,31,36,6,22,15,27,22,31,108,86,44,54,220,124,56,63,0,24,75,55,94,73
34,Armour Square,296,83,59,48,66,51,38,34,14,29,33,41,17,36,0,27,31,42,3,26,25,40,10,30,0,27,0,27,0,27,0,27,0,27
35,Douglas,2827,270,399,112,268,116,173,87,200,78,145,81,171,84,166,79,143,79,46,47,203,92,305,104,228,107,168,82,60,47,103,69,49,43
36,Oakland,1475,169,337,112,91,55,163,82,174,89,81,60,79,62,68,51,84,62,21,21,20,30,75,50,75,54,60,45,48,49,75,59,24,30
37,Fuller Park,504,102,32,24,81,62,56,35,16,23,82,64,21,20,52,46,17,21,41,44,22,21,27,29,53,34,4,13,0,16,0,16,0,16
38,Grand Boulevard,4345,306,740,174,276,89,302,114,265,112,239,105,235,94,220,97,161,100,61,59,418,125,356,132,285,91,315,132,121,79,223,87,128,78
39,Kenwood,2795,312,420,140,111,75,263,98,115,73,140,90,202,94,133,63,75,59,41,37,146,98,144,83,283,137,261,105,152,65,100,65,209,88
40,Washington Park,2508,213,646,138,271,105,200,82,116,60,208,95,56,43,153,72,119,58,126,64,103,62,97,55,244,83,119,70,23,31,21,41,6,27
41,Hyde Park,1675,247,218,116,93,81,53,60,0,38,35,58,26,47,72,70,96,82,106,83,115,74,232,103,186,90,96,52,86,59,123,80,138,84
42,Woodlawn,4495,329,621,139,410,123,375,123,438,140,311,133,387,113,174,87,287,109,128,61,198,84,349,115,349,110,132,74,151,86,83,77,102,84
43,South Shore,9370,571,1280,253,660,218,558,157,644,206,593,195,487,148,547,188,580,186,392,169,795,224,891,206,920,218,493,142,246,101,170,74,114,85
44,Chatham,7584,458,702,205,540,174,782,206,431,151,573,183,444,138,328,114,338,145,326,142,727,197,705,201,721,171,388,126,220,89,271,112,88,63
45,Avalon Park,2341,234,201,89,133,79,102,56,152,90,103,66,131,75,86,48,48,38,155,88,185,90,173,82,329,116,292,107,122,67,103,58,26,30
46,South Chicago,5117,394,587,144,543,158,340,153,233,98,331,134,235,109,196,97,360,157,240,114,295,124,497,148,527,150,287,113,205,134,189,127,52,61
47,Burnside,727,105,88,66,60,49,126,67,11,20,67,53,79,52,37,42,0,11,12,19,40,33,94,66,43,35,8,17,29,40,13,20,20,22
48,Calumet Heights,3569,215,96,69,97,63,148,93,178,79,205,98,158,73,24,32,182,109,209,101,364,124,384,126,626,157,391,136,137,81,238,134,132,77
49,Roseland,10051,435,952,200,581,164,555,138,630,164,558,165,678,164,628,178,438,131,642,175,955,200,1028,207,1158,216,609,168,355,107,183,81,101,85
50,Pullman,1586,175,177,91,166,91,62,42,111,59,79,50,135,60,11,25,96,60,79,56,145,61,138,79,262,96,90,61,32,34,3,17,0,19
51,South Deering,2458,190,358,131,150,94,192,88,208,101,165,89,144,84,46,40,167,93,106,70,154,63,352,141,253,102,90,59,46,44,27,41,0,25
52,East Side,199,96,73,63,0,29,0,29,28,47,25,48,0,29,0,29,0,29,0,29,18,34,7,30,48,55,0,29,0,29,0,29,0,29
53,West Pullman,6357,357,652,156,519,165,565,181,477,144,239,96,386,143,281,110,297,129,225,94,477,150,682,194,704,175,381,139,181,79,197,99,94,62
54,Riverdale,1663,178,475,143,311,108,139,77,155,86,48,36,69,73,143,70,15,29,60,61,100,72,41,42,107,81,0,16,0,16,0,16,0,16
55,Hegewisch,253,161,74,91,12,24,0,19,58,94,0,19,0,19,0,19,0,19,49,81,0,19,39,63,0,19,21,35,0,19,0,19,0,19
56,Garfield Ridge,502,104,30,63,31,47,21,47,12,41,30,51,23,47,32,50,6,41,0,42,42,55,47,51,12,43,66,69,60,55,70,60,20,49
57,Archer Heights,46,55,0,27,0,27,0,27,0,27,0,27,0,27,22,44,0,27,0,27,0,27,24,44,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,179,106,26,52,42,73,0,43,16,47,6,45,0,43,25,53,16,44,0,43,0,43,48,66,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,131,85,36,47,0,25,62,63,0,25,0,25,0,25,8,26,0,25,0,25,0,25,0,25,25,44,0,25,0,25,0,25,0,25
60,Bridgeport,177,82,0,37,21,47,7,36,29,49,7,37,27,43,0,37,0,37,29,44,23,50,7,37,0,37,23,47,0,37,0,37,4,35
61,New City,2549,240,483,126,135,79,273,104,205,94,156,90,242,104,85,69,71,55,182,85,168,89,213,90,197,81,77,68,15,47,47,62,0,47
62,West Elsdon,147,95,0,27,0,27,11,32,0,27,0,27,31,57,0,27,42,43,0,27,0,27,0,27,29,48,34,57,0,27,0,27,0,27
63,Gage Park,399,106,60,60,10,42,25,40,49,54,71,72,21,50,37,48,22,39,9,41,18,40,25,47,11,41,25,51,10,40,0,41,6,39
64,Clearing,34,42,0,31,0,31,0,31,0,31,0,31,0,31,19,41,0,31,6,32,0,31,9,33,0,31,0,31,0,31,0,31,0,31
65,West Lawn,251,98,8,32,50,66,23,50,0,34,7,34,24,36,7,34,0,34,8,34,41,49,11,37,28,39,22,40,0,34,22,48,0,34
66,Chicago Lawn,6521,418,917,217,384,130,505,165,415,144,490,161,442,142,367,138,335,129,269,138,556,161,526,150,720,203,438,158,66,71,73,59,18,50
67,West Englewood,7209,358,977,192,526,137,901,175,653,137,612,142,478,133,469,132,363,110,268,101,474,127,580,141,581,132,195,82,85,71,22,50,25,48
68,Englewood,6095,367,1328,222,573,150,748,168,456,131,449,130,369,122,313,119,182,71,297,107,359,117,356,118,409,103,129,83,29,39,19,41,79,62
69,Greater Grand Crossing,7004,412,1160,225,470,122,673,178,452,136,479,157,442,142,411,126,271,101,192,86,662,165,519,134,529,150,359,125,140,80,152,73,93,63
70,Ashburn,5458,355,199,115,124,102,92,68,179,100,136,86,101,89,264,127,104,67,111,67,368,149,772,206,1024,218,769,189,601,194,447,173,167,122
71,Auburn Gresham,11128,470,1273,237,824,197,759,182,1037,217,869,197,433,136,627,165,600,161,477,142,1075,217,1001,207,1065,210,454,132,295,120,240,103,99,76
72,Beverly,1852,199,34,40,8,29,85,61,77,64,51,48,27,51,50,48,50,43,101,72,124,79,221,93,246,105,222,116,122,57,290,110,144,73
73,Washington Heights,6086,329,312,126,463,164,289,125,283,134,441,136,390,138,290,114,248,100,405,134,492,158,606,138,675,160,769,172,240,84,128,67,55,50
74,Mount Greenwood,137,90,0,25,0,25,25,41,0,25,0,25,0,25,0,25,22,42,23,42,0,25,24,37,0,25,43,68,0,25,0,25,0,25
75,Morgan Park,3459,300,205,102,212,85,122,88,136,75,250,152,111,68,66,50,173,115,80,66,250,98,293,114,547,155,527,186,249,113,155,112,83,54
76,O'Hare,32,51,0,38,0,38,18,46,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,14,43,0,38
77,Edgewater,1269,263,194,120,58,61,120,117,131,114,33,57,18,53,99,56,27,58,132,94,91,102,135,94,35,61,53,77,48,67,95,92,0,48
