area_id,area_name,b13010001,b13010001_moe,b13010002,b13010002_moe,b13010003,b13010003_moe,b13010004,b13010004_moe,b13010005,b13010005_moe,b13010006,b13010006_moe,b13010007,b13010007_moe,b13010008,b13010008_moe,b13010009,b13010009_moe,b13010010,b13010010_moe,b13010011,b13010011_moe,b13010012,b13010012_moe,b13010013,b13010013_moe,b13010014,b13010014_moe,b13010015,b13010015_moe,b13010016,b13010016_moe,b13010017,b13010017_moe,b13010018,b13010018_moe,b13010019,b13010019_moe
1,Rogers Park,16058,1066,871,229,530,187,70,81,146,107,314,144,341,134,195,102,97,86,49,67,15187,1056,5126,521,1086,292,793,228,3247,362,10061,911,3152,585,1984,376,4925,589
2,West Ridge,17363,986,1284,309,1109,296,292,168,398,185,419,166,175,99,115,82,0,51,60,74,16079,953,7560,569,1277,288,1778,325,4505,483,8519,787,1884,472,2050,440,4585,578
3,Uptown,15793,826,655,197,537,179,98,87,19,53,420,159,118,90,55,72,38,59,25,52,15138,816,5045,495,632,228,560,191,3853,408,10093,756,2580,431,1561,307,5952,543
4,Lincoln Square,11796,642,623,160,512,137,18,44,61,65,433,124,111,88,16,42,40,50,55,82,11173,651,4689,415,411,177,647,187,3631,361,6484,565,1069,249,1104,270,4311,454
5,North Center,10450,539,728,148,722,148,7,43,0,43,715,148,6,42,0,43,0,43,6,42,9722,539,4049,310,49,47,111,67,3889,307,5673,497,683,210,755,274,4235,399
6,Lake View,36280,1273,1451,238,1292,218,29,70,75,87,1188,208,159,109,36,75,8,67,115,103,34829,1291,8866,531,170,87,379,149,8317,517,25963,1273,4615,592,3055,393,18293,1095
7,Lincoln Park,21806,949,843,173,705,150,0,51,0,51,705,150,138,94,42,59,29,65,67,78,20963,952,6125,486,184,113,233,134,5708,456,14838,927,2796,459,1460,306,10582,768
8,Near North Side,25433,1107,832,248,667,219,37,80,0,54,630,210,165,123,27,59,75,111,63,70,24601,1106,6137,615,233,125,187,97,5717,601,18464,1042,3734,540,1284,318,13446,935
9,Edison Park,2898,306,55,43,44,40,0,25,0,25,44,40,11,26,0,25,11,26,0,25,2843,312,1196,157,17,30,80,49,1099,157,1647,297,34,29,151,91,1462,283
10,Norwood Park,7876,535,508,170,359,134,12,41,0,39,347,133,149,111,15,39,59,87,75,78,7368,521,3926,356,153,91,248,148,3525,357,3442,445,341,154,449,199,2652,393
11,Jefferson Park,6405,524,350,140,274,124,15,36,20,42,239,121,76,70,0,29,37,63,39,39,6055,522,3222,345,94,62,370,141,2758,330,2833,399,278,129,345,127,2210,382
12,Forest Glen,3919,320,280,98,197,83,0,29,10,33,187,80,83,75,43,59,0,29,40,56,3639,317,2210,249,105,90,170,104,1935,214,1429,251,98,69,258,134,1073,213
13,North Park,4360,470,310,123,269,116,89,82,15,33,165,80,41,51,18,45,0,27,23,37,4050,465,1864,259,166,102,372,145,1326,208,2186,390,368,158,478,180,1340,313
14,Albany Park,14077,819,810,213,582,191,81,82,207,114,294,133,228,113,109,87,29,51,90,73,13267,822,6136,510,1003,280,1558,275,3575,427,7131,654,2147,429,1579,310,3405,483
15,Portage Park,17008,916,886,233,510,179,131,107,98,103,281,116,376,151,123,78,127,110,126,93,16122,933,7554,527,627,201,1060,232,5867,494,8568,838,1606,429,1418,323,5544,738
16,Irving Park,14742,744,853,203,618,164,82,75,79,61,457,144,235,121,15,50,108,82,112,95,13889,733,6428,528,570,179,1302,276,4556,457,7461,606,1559,323,1286,266,4616,506
17,Dunning,10017,598,501,132,389,124,14,44,70,57,305,115,112,67,31,44,23,46,58,59,9516,603,4810,394,390,137,682,172,3738,378,4706,475,657,246,582,173,3467,416
18,Montclare,3027,377,177,86,107,62,0,23,15,29,92,57,70,56,22,25,24,42,24,30,2850,370,1381,241,195,101,255,107,931,207,1469,312,218,110,546,224,705,216
19,Belmont Cragin,20407,1011,1333,270,708,188,140,89,289,128,279,126,625,195,395,166,158,99,72,65,19074,997,8351,593,1314,276,2400,378,4637,488,10723,847,2988,491,3449,545,4286,556
20,Hermosa,6327,549,394,139,258,121,49,61,101,82,108,78,136,73,80,60,48,46,8,31,5933,537,2245,271,301,111,820,205,1124,219,3688,484,916,258,1282,333,1490,322
21,Avondale,11465,835,594,169,388,136,64,69,110,79,214,98,206,105,78,81,32,46,96,73,10871,840,4184,417,507,151,1265,286,2412,329,6687,761,1497,534,1850,409,3340,487
22,Logan Square,23402,939,1210,207,898,174,113,87,52,67,733,154,312,123,129,91,42,72,141,86,22192,939,7502,497,1033,234,1252,235,5217,425,14690,844,3421,487,3431,475,7838,605
23,Humboldt Park,15696,886,996,251,214,104,37,57,92,83,85,71,782,224,497,191,221,116,64,69,14700,856,3903,415,723,195,984,214,2196,320,10797,792,4213,603,2773,460,3811,487
24,West Town,28986,1010,1504,237,1180,199,125,99,112,88,943,169,324,130,179,103,60,77,85,89,27482,1004,8552,498,637,177,832,192,7083,450,18930,967,3929,542,2972,425,12029,763
25,Austin,26544,1159,1411,318,267,134,81,99,15,62,171,104,1144,288,510,182,520,221,114,86,25133,1138,4838,459,751,202,1004,238,3083,377,20295,1067,6848,741,5750,676,7697,725
26,West Garfield Park,5258,497,468,153,45,50,45,50,0,35,0,35,423,145,312,119,104,78,7,37,4790,476,895,198,228,118,282,114,385,116,3895,436,1658,308,1257,298,980,263
27,East Garfield Park,6418,529,540,199,27,43,0,38,0,38,27,43,513,198,262,134,121,85,130,105,5878,483,933,178,181,86,241,111,511,137,4945,466,2208,365,1306,318,1431,294
28,Near West Side,17697,828,966,201,671,164,43,65,24,55,604,160,295,121,166,84,80,82,49,66,16731,839,5058,411,352,140,324,120,4382,395,11673,797,3725,503,1344,258,6604,600
29,North Lawndale,10131,723,673,174,117,76,51,56,25,50,41,61,556,156,366,125,109,80,81,68,9458,698,1527,236,372,123,347,111,808,175,7931,662,4059,490,1760,350,2112,386
30,South Lawndale,16760,870,1262,233,718,176,298,118,245,111,175,98,544,161,341,133,162,94,41,68,15498,849,6104,461,1778,282,2370,330,1956,310,9394,710,3367,453,3407,486,2620,407
31,Lower West Side,9370,599,418,131,279,106,106,68,93,73,80,62,139,84,76,70,27,46,36,53,8952,594,2991,356,661,166,972,228,1358,227,5961,513,1885,325,1916,353,2160,355
32,Loop,7972,762,318,142,303,141,0,30,0,30,303,141,15,36,0,30,0,30,15,36,7654,751,2367,376,149,117,97,88,2121,355,5287,738,1851,507,182,114,3254,501
33,Near South Side,6672,577,344,164,323,164,4,17,0,24,319,162,21,20,11,24,7,20,3,22,6328,556,1888,343,108,157,62,66,1718,304,4440,547,556,233,383,225,3501,553
34,Armour Square,3157,357,131,78,96,71,32,56,19,30,45,40,35,41,35,41,0,27,0,27,3026,354,1466,247,377,144,434,136,655,174,1560,269,550,187,376,139,634,178
35,Douglas,4796,414,238,88,107,69,0,35,0,35,107,69,131,62,68,60,41,44,22,34,4558,419,964,185,143,77,152,76,669,147,3594,402,1389,315,592,188,1613,264
36,Oakland,2081,256,52,47,33,33,15,29,0,19,18,22,19,37,19,37,0,19,0,19,2029,265,457,124,73,48,103,70,281,97,1572,278,702,252,427,157,443,142
37,Fuller Park,790,217,49,34,1,11,1,11,0,16,0,16,48,34,2,12,23,24,23,28,741,225,153,71,49,42,72,59,32,30,588,192,281,147,197,131,110,59
38,Grand Boulevard,6968,487,443,140,172,90,0,43,34,62,138,78,271,110,163,94,20,46,88,66,6525,472,1275,223,172,86,149,110,954,186,5250,465,1838,299,856,197,2556,373
39,Kenwood,4947,459,257,109,127,85,18,41,6,31,103,80,130,73,44,44,60,62,26,40,4690,455,1233,210,99,61,123,68,1011,188,3457,417,1022,246,706,192,1729,311
40,Washington Park,3369,349,330,123,32,36,8,28,0,27,24,36,298,119,181,92,64,63,53,49,3039,319,309,101,69,57,61,47,179,77,2730,306,1269,240,609,192,852,187
41,Hyde Park,7278,479,289,111,229,92,16,42,9,39,204,90,60,68,4,37,30,58,26,53,6989,485,2099,246,240,112,222,90,1637,215,4890,460,1734,341,648,165,2508,311
