area_id,area_name,b06003001,b06003001_moe,b06003002,b06003002_moe,b06003003,b06003003_moe,b06003004,b06003004_moe,b06003005,b06003005_moe,b06003006,b06003006_moe,b06003007,b06003007_moe,b06003008,b06003008_moe,b06003009,b06003009_moe,b06003010,b06003010_moe,b06003011,b06003011_moe,b06003012,b06003012_moe,b06003013,b06003013_moe,b06003014,b06003014_moe,b06003015,b06003015_moe
1,Rogers Park,57559,2198,28924,1321,28635,1429,26594,1547,12755,901,13839,1007,13557,916,6715,604,6842,654,711,205,367,147,344,147,16697,1574,9087,1012,7610,827
2,West Ridge,73705,2596,35910,1568,37795,1547,31406,1685,14819,1033,16587,1071,7599,769,3545,448,4054,507,1413,520,765,376,648,215,33287,2132,16781,1259,16506,1174
3,Uptown,54995,1710,28924,1226,26071,1112,23168,1318,12589,962,10579,799,17057,993,9103,685,7954,623,1010,272,402,145,608,226,13760,1183,6830,743,6930,684
4,Lincoln Square,38622,1335,19164,857,19458,886,17887,1079,9015,648,8872,688,9648,614,4741,384,4907,414,702,200,309,127,393,137,10385,1016,5099,620,5286,568
5,North Center,33418,1097,16660,754,16758,773,18991,971,9715,634,9276,637,10013,651,4835,457,5178,448,599,163,223,87,376,125,3815,501,1887,292,1928,319
6,Lake View,96539,1732,47268,1391,49271,1439,40614,1458,20066,999,20548,1055,42780,1441,20942,1014,21838,1057,1575,309,710,197,865,205,11570,874,5550,586,6020,569
7,Lincoln Park,64631,1722,31551,1169,33080,1212,29418,1304,15007,870,14411,882,27711,1198,12915,835,14796,869,900,193,410,129,490,144,6602,660,3219,394,3383,441
8,Near North Side,80516,1818,36893,1356,43623,1397,34331,1566,15534,968,18797,1136,30893,1399,13749,933,17144,1005,1136,360,557,246,579,262,14156,1176,7053,755,7103,702
9,Edison Park,11135,498,5169,358,5966,353,8514,568,3933,340,4581,402,1016,260,514,233,502,127,155,84,61,54,94,69,1450,344,661,215,789,205
10,Norwood Park,37429,1230,18197,777,19232,855,26139,1094,13324,758,12815,721,2545,398,1043,211,1502,287,435,158,131,79,304,135,8310,823,3699,436,4611,520
11,Jefferson Park,26771,1244,13424,782,13347,716,16526,1111,8541,688,7985,651,2051,444,1065,299,986,215,569,241,135,82,434,219,7625,901,3683,497,3942,503
12,Forest Glen,18542,646,9116,458,9426,455,13231,717,6715,479,6516,476,1758,279,865,191,893,169,164,91,94,71,70,53,3389,412,1442,210,1947,288
13,North Park,18739,1008,9079,634,9660,631,8960,766,4614,510,4346,445,2261,347,996,205,1265,258,246,104,111,76,135,82,7272,827,3358,455,3914,470
14,Albany Park,53897,2062,28275,1365,25622,1268,21966,1334,11496,849,10470,827,5750,543,2700,337,3050,380,1333,432,724,326,609,216,24848,1669,13355,1106,11493,940
15,Portage Park,63619,1847,30573,1109,33046,1271,36275,1647,17244,951,19031,1114,4917,582,2561,383,2356,378,1930,450,863,249,1067,293,20497,1337,9905,746,10592,809
16,Irving Park,56513,1956,28426,1266,28087,1226,30197,1505,14980,874,15217,1029,6964,607,3159,362,3805,431,1342,285,631,187,711,176,18010,1360,9656,925,8354,684
17,Dunning,42115,1249,20912,843,21203,801,23516,1150,11956,770,11560,716,2466,352,1008,203,1458,251,1136,285,502,170,634,183,14997,1051,7446,634,7551,580
