area_id,area_name,b11014001,b11014001_moe,b11014002,b11014002_moe,b11014003,b11014003_moe,b11014004,b11014004_moe,b11014005,b11014005_moe,b11014006,b11014006_moe,b11014007,b11014007_moe,b11014008,b11014008_moe,b11014009,b11014009_moe,b11014010,b11014010_moe,b11014011,b11014011_moe
1,Rogers Park,1679,554,399,233,256,168,99,124,44,66,1031,429,457,175,574,270,249,251,98,108,151,159
2,West Ridge,3042,694,1554,516,946,383,400,226,208,135,1415,477,705,246,710,239,73,113,38,71,35,70
3,Uptown,855,372,103,119,103,119,0,48,0,48,671,356,314,170,357,211,81,144,25,61,56,105
4,Lincoln Square,1112,419,587,311,479,291,61,78,47,64,446,280,190,118,256,168,79,75,46,53,33,47
5,North Center,307,209,261,224,189,196,34,67,38,72,11,44,6,42,5,42,35,74,21,54,14,49
6,Lake View,580,305,416,273,161,127,113,118,142,151,134,157,59,86,75,107,30,80,17,70,13,69
7,Lincoln Park,245,147,87,85,87,85,0,51,0,51,158,130,80,76,78,75,0,51,0,51,0,51
8,Near North Side,418,193,0,54,0,54,0,54,0,54,388,184,185,93,203,112,30,77,17,62,13,58
9,Edison Park,281,187,123,99,80,86,31,41,12,24,55,62,22,31,33,41,103,145,34,47,69,99
10,Norwood Park,1070,462,698,419,442,283,176,223,80,96,226,153,120,87,106,78,146,141,77,81,69,74
11,Jefferson Park,1212,484,942,446,663,381,152,122,127,113,172,114,73,52,99,69,98,116,52,64,46,58
12,Forest Glen,496,244,261,168,184,136,56,84,21,40,235,183,129,101,106,85,0,29,0,29,0,29
13,North Park,853,313,246,150,207,133,19,41,20,42,439,228,170,83,269,148,168,138,79,64,89,79
14,Albany Park,3842,807,1412,500,855,293,370,273,187,134,2004,551,992,264,1012,301,426,247,245,143,181,108
15,Portage Park,4397,1009,2020,755,744,322,716,326,560,299,2087,635,951,273,1136,384,290,201,136,95,154,121
16,Irving Park,3296,709,1566,536,767,343,530,283,269,139,1607,505,692,208,915,315,123,112,61,68,62,66
17,Dunning,2469,541,1531,434,579,210,578,225,374,160,686,283,328,137,358,156,252,211,140,118,112,99
18,Montclare,816,336,293,200,139,117,79,84,75,87,496,267,212,105,284,172,27,47,15,30,12,25
19,Belmont Cragin,7080,986,2766,644,1011,334,1133,379,622,221,3745,755,1652,328,2093,446,569,249,254,120,315,148
20,Hermosa,1998,558,592,318,143,128,217,148,232,168,1074,429,430,158,644,286,332,221,152,99,180,129
21,Avondale,2920,721,993,430,555,287,265,197,173,131,1675,491,766,218,909,284,252,274,89,91,163,191
22,Logan Square,3735,696,1352,497,630,258,425,257,297,191,1912,489,855,222,1057,283,471,221,237,119,234,119
23,Humboldt Park,5578,878,1435,485,745,281,371,219,319,224,3681,772,1482,302,2199,494,462,272,224,133,238,156
