area_id,area_name,b22002001,b22002001_moe,b22002002,b22002002_moe,b22002003,b22002003_moe,b22002004,b22002004_moe,b22002005,b22002005_moe,b22002006,b22002006_moe,b22002007,b22002007_moe,b22002008,b22002008_moe,b22002009,b22002009_moe,b22002010,b22002010_moe,b22002011,b22002011_moe,b22002012,b22002012_moe,b22002013,b22002013_moe,b22002014,b22002014_moe,b22002015,b22002015_moe,b22002016,b22002016_moe,b22002017,b22002017_moe,b22002018,b22002018_moe,b22002019,b22002019_moe,b22002020,b22002020_moe,b22002021,b22002021_moe,b22002022,b22002022_moe,b22002023,b22002023_moe,b22002024,b22002024_moe,b22002025,b22002025_moe,b22002026,b22002026_moe,b22002027,b22002027_moe
1,Rogers Park,23981,550,4224,444,1642,313,526,189,1116,259,188,123,928,230,0,48,2582,348,357,132,219,108,46,60,173,102,2006,319,19757,598,4281,418,2820,369,1451,277,521,172,930,219,10,50,15476,609,2497,326,1105,262,529,212,576,169,11874,627
2,West Ridge,24402,485,3912,445,2131,359,1460,304,671,214,152,119,519,185,0,51,1781,295,560,177,454,170,148,109,306,138,767,195,20490,597,6817,534,5127,476,1677,331,562,202,1115,265,13,56,13673,605,4931,448,1441,265,352,136,1089,231,7301,540
3,Uptown,29441,501,4903,473,968,239,208,105,753,223,72,62,681,217,7,48,3935,437,263,125,195,94,44,66,151,88,3477,423,24538,618,2892,375,1961,303,880,228,231,126,649,190,51,73,21646,641,3713,387,1259,299,647,216,612,221,16674,680
4,Lincoln Square,17622,376,1249,282,501,191,299,156,191,116,83,99,108,72,11,40,748,223,120,75,111,91,39,73,72,65,517,195,16373,433,3304,332,2634,296,654,185,123,81,531,167,16,44,13069,472,3631,326,754,215,239,132,515,164,8684,497
5,North Center,14724,323,465,135,71,58,11,42,60,59,10,44,50,58,0,43,394,129,18,47,59,57,31,54,28,46,317,120,14259,333,3388,277,2930,251,408,124,97,65,311,111,50,69,10871,360,3104,291,662,160,183,88,479,135,7105,387
6,Lake View,52568,659,1673,276,305,135,60,79,245,129,56,80,189,119,0,66,1368,242,203,110,91,100,20,70,71,97,1074,217,50895,695,5771,380,5045,354,712,221,232,135,480,189,14,69,45124,746,7341,493,1167,208,460,143,707,160,36616,830
7,Lincoln Park,32194,546,1155,240,190,97,9,51,181,96,12,53,169,94,0,51,965,225,53,64,27,51,0,51,27,51,885,220,31039,589,4704,362,4024,348,649,147,172,92,477,123,31,64,26335,620,4828,413,490,135,170,91,320,110,21017,661
8,Near North Side,50758,883,2333,339,716,165,23,57,693,164,21,57,672,165,0,54,1617,301,236,117,148,96,43,73,105,82,1233,269,48425,894,2628,347,2159,318,448,178,77,90,371,159,21,59,45797,930,10279,707,1093,273,441,179,652,208,34425,1056
9,Edison Park,4608,141,54,37,18,26,18,26,0,25,0,25,0,25,0,25,36,34,0,25,16,24,8,24,8,25,20,28,4554,148,1113,133,934,111,179,91,24,25,155,89,0,25,3441,167,1314,168,368,121,182,97,186,83,1759,203
10,Norwood Park,14646,262,633,181,228,125,107,81,121,101,15,47,106,97,0,39,405,132,123,67,123,74,0,39,123,74,159,102,14013,306,3580,323,2906,286,674,205,204,127,470,164,0,39,10433,366,4386,319,1174,222,375,112,799,197,4873,391
11,Jefferson Park,9943,274,541,164,274,125,99,48,175,113,113,100,62,53,0,29,267,113,25,35,86,62,35,46,51,49,156,92,9402,304,2704,307,2137,278,530,169,113,71,417,155,37,55,6698,371,2585,303,737,182,287,117,450,150,3376,344
12,Forest Glen,6793,159,275,101,160,72,128,67,32,46,0,29,32,46,0,29,115,75,66,64,0,29,0,29,0,29,49,48,6518,190,2159,197,1834,198,325,129,134,94,191,92,0,29,4359,231,2240,208,242,82,53,40,189,74,1877,235
13,North Park,6436,188,690,169,212,103,163,96,49,50,8,29,41,48,0,27,478,135,199,90,112,84,40,48,72,73,167,68,5746,232,1854,227,1474,218,380,112,132,70,248,97,0,27,3892,277,1400,199,473,149,229,120,244,102,2019,232
14,Albany Park,16804,326,2800,374,1552,279,795,208,757,205,298,146,459,154,0,45,1248,258,191,105,207,96,23,48,184,92,850,220,14004,449,4885,420,3498,334,1387,288,589,190,798,227,0,45,9119,478,2746,350,1261,244,801,212,460,135,5112,426
15,Portage Park,22505,401,2731,379,1694,308,674,183,1020,258,73,77,947,249,0,47,1037,237,176,94,404,153,75,67,329,143,457,158,19774,510,5820,447,4278,378,1525,298,377,142,1148,259,17,52,13954,521,5246,425,1612,270,377,125,1235,242,7096,480
16,Irving Park,20177,401,2190,327,1095,240,545,165,550,175,159,108,391,150,0,47,1095,231,157,89,531,170,168,99,363,148,407,142,17987,476,5583,409,4034,375,1525,272,521,179,1004,221,24,55,12404,515,3792,366,1308,240,536,165,772,180,7304,461
17,Dunning,15141,266,842,185,468,143,234,92,227,112,101,81,126,87,7,40,374,116,115,63,81,52,12,39,69,52,178,92,14299,310,3957,324,2954,304,1003,215,312,136,691,173,0,40,10342,369,4466,345,1622,247,421,144,1201,212,4254,360
18,Montclare,4425,173,603,170,449,149,246,110,203,103,55,64,148,82,0,23,154,87,21,30,16,31,0,23,16,31,117,73,3822,227,1083,205,741,170,305,114,95,61,210,92,37,48,2739,257,1039,219,338,123,144,78,194,103,1362,199
19,Belmont Cragin,21570,412,3964,446,2760,394,1142,254,1605,299,380,148,1225,264,13,53,1204,240,256,118,483,169,191,105,292,141,465,141,17606,543,8130,538,5100,459,3030,394,1132,272,1898,306,0,52,9476,519,3276,356,1914,294,749,194,1165,229,4286,394
20,Hermosa,7070,219,1567,238,997,213,331,132,666,180,114,68,552,170,0,29,570,156,105,72,201,97,32,38,169,92,264,109,5503,290,2364,266,1666,247,698,166,210,101,488,141,0,29,3139,289,1216,221,573,166,276,120,297,124,1350,208
21,Avondale,13801,329,1684,300,1100,249,462,156,638,201,76,88,562,183,0,38,584,167,90,69,180,104,74,77,106,72,314,114,12117,404,3881,366,2787,313,1094,230,347,131,747,202,0,38,8236,446,2276,294,1266,247,567,179,699,177,4694,407
22,Logan Square,29492,477,2853,311,1522,248,602,160,906,196,106,89,800,182,14,61,1331,201,72,66,250,95,18,60,232,91,1009,177,26639,531,6432,448,4107,370,2273,308,716,186,1557,260,52,68,20207,568,4821,406,1697,268,703,174,994,210,13689,562
23,Humboldt Park,16778,419,5983,447,3115,341,632,166,2483,326,304,127,2179,306,0,51,2868,345,316,133,931,225,160,93,771,211,1621,271,10795,502,4069,403,1961,288,2040,319,566,176,1474,282,68,78,6726,465,1938,292,1192,225,427,152,765,176,3596,360
24,West Town,37287,534,3725,376,1632,257,421,142,1211,220,149,96,1062,208,0,62,2093,288,247,121,544,171,161,122,383,133,1302,229,33562,605,5768,410,4230,352,1538,247,433,136,1105,217,0,62,27794,629,5944,433,1732,259,668,160,1064,208,20118,629
25,Austin,32428,573,10914,617,5872,499,862,213,4973,466,532,158,4441,447,37,66,5042,455,548,155,1753,274,405,157,1348,230,2741,357,21514,687,6878,498,2735,322,4070,427,672,184,3398,399,73,84,14636,653,3816,366,3396,385,604,170,2792,355,7424,539
26,West Garfield Park,5714,265,2442,261,1609,224,131,72,1472,211,122,71,1350,203,6,34,833,156,84,57,275,93,49,50,226,84,474,116,3272,275,1227,205,239,92,988,186,190,95,798,164,0,35,2045,224,353,103,518,133,92,64,426,122,1174,184
27,East Garfield Park,6896,277,3246,292,1805,246,245,101,1523,222,93,61,1430,216,37,57,1441,206,83,56,457,121,69,63,388,110,901,162,3650,299,1358,211,346,102,1012,197,202,92,810,179,0,38,2292,243,499,137,315,104,91,68,224,85,1478,203
