area_id,area_name,b99234001,b99234001_moe,b99234002,b99234002_moe,b99234003,b99234003_moe,b99234004,b99234004_moe,b99234005,b99234005_moe
1,Rogers Park,47141,-1,34328,-1,2245,-1,32083,-1,12813,-1
2,West Ridge,56255,-1,35691,-1,2184,-1,33507,-1,20564,-1
3,Uptown,48942,-1,34888,-1,1935,-1,32953,-1,14054,-1
4,Lincoln Square,32805,-1,25325,-1,1316,-1,24009,-1,7480,-1
5,North Center,27490,-1,22397,-1,960,-1,21437,-1,5093,-1
6,Lake View,87172,-1,74622,-1,3095,-1,71527,-1,12550,-1
7,Lincoln Park,56260,-1,45708,-1,2634,-1,43074,-1,10552,-1
8,Near North Side,74967,-1,57015,-1,2832,-1,54183,-1,17952,-1
9,Edison Park,9143,-1,6476,-1,262,-1,6214,-1,2667,-1
10,Norwood Park,30529,-1,19490,-1,1003,-1,18487,-1,11039,-1
11,Jefferson Park,21485,-1,14611,-1,770,-1,13841,-1,6874,-1
12,Forest Glen,14512,-1,10108,-1,703,-1,9405,-1,4404,-1
13,North Park,15132,-1,9692,-1,757,-1,8935,-1,5440,-1
14,Albany Park,41969,-1,30224,-1,2040,-1,28184,-1,11745,-1
15,Portage Park,50617,-1,34807,-1,2603,-1,32204,-1,15810,-1
16,Irving Park,44477,-1,31992,-1,2181,-1,29811,-1,12485,-1
17,Dunning,35366,-1,23520,-1,1179,-1,22341,-1,11846,-1
18,Montclare,9753,-1,5979,-1,355,-1,5624,-1,3774,-1
19,Belmont Cragin,57340,-1,37443,-1,2569,-1,34874,-1,19897,-1
20,Hermosa,18641,-1,12414,-1,862,-1,11552,-1,6227,-1
21,Avondale,32859,-1,23286,-1,1652,-1,21634,-1,9573,-1
22,Logan Square,60603,-1,45002,-1,2505,-1,42497,-1,15601,-1
23,Humboldt Park,40301,-1,19947,-1,2056,-1,17891,-1,20354,-1
24,West Town,72135,-1,56656,-1,3190,-1,53466,-1,15479,-1
25,Austin,74967,-1,38172,-1,3849,-1,34323,-1,36795,-1
26,West Garfield Park,13454,-1,5812,-1,509,-1,5303,-1,7642,-1
27,East Garfield Park,14871,-1,6850,-1,363,-1,6487,-1,8021,-1
28,Near West Side,46974,-1,34837,-1,2683,-1,32154,-1,12137,-1
29,North Lawndale,25441,-1,10816,-1,1225,-1,9591,-1,14625,-1
30,South Lawndale,52898,-1,29115,-1,3391,-1,25724,-1,23783,-1
31,Lower West Side,28268,-1,20082,-1,980,-1,19102,-1,8186,-1
32,Loop,24854,-1,19513,-1,959,-1,18554,-1,5341,-1
33,Near South Side,17809,-1,14089,-1,749,-1,13340,-1,3720,-1
34,Armour Square,11651,-1,6588,-1,566,-1,6022,-1,5063,-1
35,Douglas,16342,-1,9675,-1,774,-1,8901,-1,6667,-1
36,Oakland,4540,-1,2530,-1,173,-1,2357,-1,2010,-1
37,Fuller Park,2268,-1,942,-1,72,-1,870,-1,1326,-1
38,Grand Boulevard,17427,-1,10462,-1,959,-1,9503,-1,6965,-1
39,Kenwood,14800,-1,9221,-1,553,-1,8668,-1,5579,-1
40,Washington Park,7803,-1,4108,-1,467,-1,3641,-1,3695,-1
41,Hyde Park,23380,-1,16829,-1,1286,-1,15543,-1,6551,-1
42,Woodlawn,19241,-1,10923,-1,1447,-1,9476,-1,8318,-1
43,South Shore,37930,-1,21734,-1,1946,-1,19788,-1,16196,-1
44,Chatham,25950,-1,13460,-1,1202,-1,12258,-1,12490,-1
45,Avalon Park,7933,-1,4271,-1,301,-1,3970,-1,3662,-1
46,South Chicago,21969,-1,11083,-1,1061,-1,10022,-1,10886,-1
47,Burnside,2613,-1,1267,-1,127,-1,1140,-1,1346,-1
48,Calumet Heights,11740,-1,6151,-1,328,-1,5823,-1,5589,-1
49,Roseland,36034,-1,17294,-1,2280,-1,15014,-1,18740,-1
50,Pullman,5749,-1,3533,-1,363,-1,3170,-1,2216,-1
51,South Deering,12586,-1,6902,-1,558,-1,6344,-1,5684,-1
52,East Side,16750,-1,10175,-1,729,-1,9446,-1,6575,-1
53,West Pullman,22937,-1,11948,-1,1310,-1,10638,-1,10989,-1
54,Riverdale,4070,-1,1945,-1,158,-1,1787,-1,2125,-1
55,Hegewisch,7535,-1,4418,-1,252,-1,4166,-1,3117,-1
56,Garfield Ridge,26939,-1,17370,-1,906,-1,16464,-1,9569,-1
57,Archer Heights,9775,-1,6227,-1,450,-1,5777,-1,3548,-1
